RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,10809,Jim Furyk,-6,2.98,1131
2,0,02010,Loren Roberts,-5,2.99,1086
3,0,01968,Nick Price,-2,2.99,732
4,0,09011,David Duval,+1,3.00,873
4,0,02294,Willie Wood,+1,3.00,882
6,0,01748,Doug Martin,+2,3.01,1170
7,0,06004,Stephen Ames,+3,3.01,666
7,0,01388,Robert Gamez,+3,3.01,729
9,0,01823,Larry Mize,+4,3.01,852
9,0,12660,Jesper Parnevik,+4,3.02,774
11,0,06522,Ernie Els,+6,3.03,708
11,0,01323,Brad Fabel,+6,3.02,1074
11,0,01891,David Ogrin,+6,3.03,699
14,0,12823,Carlos Franco,+7,3.03,837
14,0,20094,Jonathan Kaye,+7,3.02,1308
14,0,10649,Tom Scherrer,+7,3.02,1125
14,0,06595,Kevin Sutherland,+7,3.02,1167
18,0,01361,Dan Forsman,+8,3.02,1119
18,0,01527,Scott Hoch,+8,3.02,1206
18,0,02223,Bob Tway,+8,3.02,1104
21,0,01677,Tom Lehman,+9,3.03,966
21,0,01945,Kenny Perry,+9,3.03,993
23,0,01072,Chip Beck,+11,3.04,897
23,0,01093,Ronnie Black,+11,3.05,687
23,0,01157,Tom Byrum,+11,3.03,1077
23,0,06036,Scott Dunlap,+11,3.03,1020
23,0,08537,J.P. Hayes,+11,3.03,1089
28,0,20029,Notah Begay III,+12,3.03,1167
28,0,06809,Bob Burns,+12,3.03,1077
28,0,01320,Bob Estes,+12,3.03,1290
28,0,01633,Tom Kite,+12,3.05,699
28,0,10213,Dicky Pride,+12,3.04,1026
33,0,01203,Russ Cochran,+13,3.04,1002
33,0,06315,Pete Jordan,+13,3.04,1092
33,0,01941,Tom Pernice Jr.,+13,3.04,1089
33,0,07753,Kevin Wentworth,+13,3.05,858
33,0,08793,Tiger Woods,+13,3.04,879
38,0,20498,Briny Baird,+14,3.04,945
38,0,10569,Mike Brisky,+14,3.04,939
38,0,06643,Paul Goydos,+14,3.04,1149
38,0,06575,Dudley Hart,+14,3.04,1047
38,0,10860,Justin Leonard,+14,3.03,1227
38,0,08547,John Maginnes,+14,3.04,1113
38,0,01887,Mark O'Meara,+14,3.06,693
38,0,01996,Mike Reid,+14,3.05,909
38,0,06581,David Sutherland,+14,3.04,1086
38,0,02257,Brian Watts,+14,3.04,999
48,0,08931,Glen Day,+15,3.04,1119
48,0,01510,Nolan Henke,+15,3.04,1014
48,0,01926,Steve Pate,+15,3.04,1134
48,0,02131,Mike Springer,+15,3.04,1056
52,0,01132,Mark Brooks,+16,3.04,1353
52,0,01418,Bill Glasson,+16,3.05,915
52,0,07749,Brett Quigley,+16,3.07,735
52,0,02133,Craig Stadler,+16,3.08,603
56,0,01261,Jay Delsing,+17,3.06,927
56,0,01533,P.H. Horgan III,+17,3.04,1191
56,0,01549,Mike Hulbert,+17,3.04,1230
56,0,01724,Jeff Maggert,+17,3.05,981
56,0,01771,Blaine McCallister,+17,3.04,1140
56,0,02104,Jeff Sluman,+17,3.04,1329
56,0,02206,David Toms,+17,3.04,1251
63,0,01313,Steve Elkington,+18,3.07,801
63,0,01378,David Frost,+18,3.05,984
63,0,12782,Tim Herron,+18,3.05,1143
63,0,01928,Corey Pavin,+18,3.05,987
67,0,01040,Emlyn Aubrey,+19,3.09,615
67,0,06567,Vijay Singh,+19,3.05,1197
67,0,06527,Steve Stricker,+19,3.07,840
70,0,01127,Danny Briggs,+20,3.06,924
70,0,12645,Brent Geiberger,+20,3.05,1239
70,0,08993,Franklin Langham,+20,3.05,1194
70,0,11032,Frank Lickliter II,+20,3.05,1269
70,0,08045,Perry Moss,+20,3.07,867
70,0,06140,Sean Murphy,+20,3.06,1011
70,0,02023,Clarence Rose,+20,3.10,585
77,0,01024,Billy Andrade,+21,3.06,1041
77,0,06064,Jeff Gallagher,+21,3.06,1122
77,0,10425,Jay Williamson,+21,3.06,993
80,0,01096,Phil Blackmar,+22,3.06,1086
80,0,02146,Payne Stewart,+22,3.08,813
82,0,01329,Brad Faxon,+23,3.09,759
82,0,01569,Peter Jacobsen,+23,3.08,885
82,0,01599,Steve Jones,+23,3.11,651
85,0,01098,Jay Don Blake,+24,3.06,1116
85,0,01139,Olin Browne,+24,3.08,960
85,0,01226,Fred Couples,+24,3.11,666
85,0,08553,Lee Porter,+24,3.07,1077
85,0,06062,Charles Raulerson,+24,3.06,1239
85,0,06655,Geoffrey Sisk,+24,3.08,960
85,0,02239,Scott Verplank,+24,3.07,1065
92,0,01185,Brandel Chamblee,+25,3.08,915
92,0,07457,Steve Flesch,+25,3.06,1194
92,0,01619,Skip Kendall,+25,3.06,1281
95,0,20229,Stewart Cink,+26,3.07,1104
95,0,01457,Jay Haas,+26,3.08,933
95,0,10585,Scott McCarron,+26,3.07,1065
95,0,01920,Craig Parry,+26,3.10,756
95,0,08375,Paul Stankowski,+26,3.08,936
95,0,02246,Duffy Waldorf,+26,3.07,1077
101,0,06251,Chris DiMarco,+27,3.07,1200
101,0,01553,John Huston,+27,3.09,894
101,0,02101,Joey Sindelar,+27,3.09,885
101,0,06078,Esteban Toledo,+27,3.06,1299
105,0,07867,Woody Austin,+28,3.07,1173
105,0,01219,John Cook,+28,3.09,963
105,0,06044,Scott Gump,+28,3.07,1143
105,0,02008,Lee Rinker,+28,3.08,1107
105,0,02279,Mark Wiebe,+28,3.09,930
110,0,01331,Rick Fehr,+29,3.10,867
110,0,21007,Gabriel Hjertstedt,+29,3.07,1176
110,0,01707,Steve Lowery,+29,3.07,1203
110,0,01975,Tom Purtzer,+29,3.14,639
110,0,02170,Hal Sutton,+29,3.08,1068
115,0,12652,Cameron Beckman,+30,3.09,981
115,0,20124,Alan Bratton,+30,3.10,879
115,0,01266,Clark Dennis,+30,3.08,1074
115,0,10962,Bradley Hughes,+30,3.08,1197
115,0,01761,Len Mattiace,+30,3.08,1161
120,0,01042,Paul Azinger,+31,3.11,882
120,0,01381,Fred Funk,+31,3.07,1407
120,0,10733,Kent Jones,+31,3.11,813
120,0,01810,Phil Mickelson,+31,3.10,921
120,0,11011,Mike Sposa,+31,3.09,1077
120,0,08385,Omar Uresti,+31,3.07,1257
126,0,06014,Eric Booker,+32,3.09,1092
126,0,01282,Trevor Dodds,+32,3.08,1158
126,0,06621,Joe Durant,+32,3.10,951
126,0,08075,Jerry Kelly,+32,3.07,1317
126,0,06012,Greg Kraft,+32,3.08,1146
126,0,20213,Katsumasa Miyamoto,+32,3.13,729
126,0,01943,Chris Perry,+32,3.07,1446
133,0,23614,Rich Beem,+33,3.13,789
133,0,01577,Lee Janzen,+33,3.10,996
133,0,07101,Dave Stockton Jr.,+33,3.09,1083
133,0,02245,Grant Waite,+33,3.08,1185
133,0,10423,Mike Weir,+33,3.08,1209
138,0,02214,Kirk Triplett,+34,3.10,1041
138,0,02218,Ted Tryba,+34,3.08,1320
138,0,02321,Fuzzy Zoeller,+34,3.16,654
141,0,01175,Jim Carter,+35,3.09,1173
141,0,21949,Joe Ogilvie,+35,3.09,1110
141,0,20127,Chris Riley,+35,3.10,1011
141,0,02099,Scott Simpson,+35,3.16,675
141,0,23623,Bo Van Pelt,+35,3.12,891
146,0,10885,Robert Allenby,+36,3.11,1017
146,0,01035,Tommy Armour III,+36,3.10,1074
146,0,11123,Chris Couch,+36,3.12,879
146,0,01374,Robin Freeman,+36,3.11,969
146,0,10457,Frank Nobilo,+36,3.11,1011
146,0,01905,Joe Ozaki,+36,3.17,630
152,0,07781,Ty Armstrong,+37,3.12,933
152,0,08123,Jeff Brehaut,+37,3.12,939
152,0,01376,Bob Friend,+37,3.08,1383
152,0,10963,Jimmy Green,+37,3.12,915
152,0,01604,Steve Jurgensen,+37,3.17,669
152,0,06332,Neal Lancaster,+37,3.10,1122
152,0,01797,Rocco Mediate,+37,3.11,975
152,0,10107,Deane Pappas,+37,3.11,1005
152,0,01927,Dennis Paulson,+37,3.09,1233
152,0,02267,D.A. Weibring,+37,3.17,645
162,0,06617,Brian Henninger,+38,3.10,1167
163,0,01161,Mark Calcavecchia,+39,3.10,1140
164,0,01014,Fulton Allem,+40,3.13,921
164,0,06599,John Elliott,+40,3.13,951
164,0,01706,Davis Love III,+40,3.13,915
164,0,01723,Andrew Magee,+40,3.12,1008
164,0,12663,Phil Tataurangi,+40,3.14,858
169,0,20099,Doug Barron,+41,3.11,1095
169,0,07763,Doug Dunakey,+41,3.12,1053
169,0,21805,Harrison Frazar,+41,3.11,1170
169,0,01385,Jim Gallagher Jr.,+41,3.12,993
173,0,01249,John Daly,+42,3.17,762
173,0,19881,Robert Damron,+42,3.10,1323
173,0,02242,Lanny Wadkins,+42,3.18,687
176,0,19846,Brian Gay,+43,3.15,837
176,0,02106,Chris Smith,+43,3.14,951
178,0,20593,Greg Chalmers,+44,3.10,1293
179,0,01191,Barry Cheesman,+46,3.12,1179
180,0,19824,Craig Barlow,+47,3.14,1029
181,0,01705,Tim Loustalot,+48,3.18,801
181,0,01766,Billy Mayfair,+48,3.15,984
183,0,01116,Michael Bradley,+49,3.16,891
183,0,01685,J.L. Lewis,+49,3.13,1158
183,0,02007,Larry Rinker,+49,3.14,1068
186,0,21959,Ted Purdy,+51,3.20,777
187,0,01063,Ben Bates,+54,3.13,1209
188,0,23349,Charles Warren,+55,3.20,843
189,0,22292,David Seawell,+57,3.28,621
189,0,06613,Tommy Tolles,+57,3.18,930
191,0,20098,Stuart Appleby,+58,3.16,1071
192,0,23621,Rory Sabbatini,+60,3.19,951
