RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,08793,Tiger Woods,88.24
2,0,01968,Nick Price,87.50
3,0,20157,Retief Goosen,84.62
4,0,01706,Davis Love III,84.21
5,0,01810,Phil Mickelson,81.82
6,0,06373,José María Olazábal,78.57
7,0,01553,John Huston,77.27
8,0,01388,Robert Gamez,76.92
9,0,12645,Brent Geiberger,76.47
10,0,23541,Ben Crane,75.00
10,0,01361,Dan Forsman,75.00
12,0,24357,K.J. Choi,73.68
13,0,21961,Charles Howell III,73.08
14,0,20229,Stewart Cink,72.22
14,0,06575,Dudley Hart,72.22
16,0,23108,Matt Kuchar,71.43
16,0,01928,Corey Pavin,71.43
16,0,01948,Tim Petrovic,71.43
19,0,02206,David Toms,70.83
20,0,22913,John Rollins,70.37
21,0,24937,Jess Daley,70.00
22,0,07003,David Berganio Jr.,69.23
23,0,06004,Stephen Ames,68.75
23,0,10457,Frank Nobilo,68.75
25,0,08545,Glen Hnatiuk,68.42
26,0,06197,Michael Allen,66.67
26,0,01219,John Cook,66.67
26,0,19846,Brian Gay,66.67
26,0,01457,Jay Haas,66.67
26,0,20502,Michael Long,66.67
26,0,10213,Dicky Pride,66.67
26,0,02110,Jerry Smith,66.67
26,0,06527,Steve Stricker,66.67
26,0,02322,Richard Zokol,66.67
35,0,20098,Stuart Appleby,65.00
36,0,20645,John Senden,64.71
37,0,20593,Greg Chalmers,64.29
37,0,08537,J.P. Hayes,64.29
37,0,24361,Pat Perez,64.29
37,0,10649,Tom Scherrer,64.29
37,0,23177,Kenneth Staton,64.29
42,0,20029,Notah Begay III,63.64
42,0,01249,John Daly,63.64
42,0,20043,Edward Fryatt,63.64
42,0,01938,David Peoples,63.64
46,0,01098,Jay Don Blake,63.16
46,0,01320,Bob Estes,63.16
46,0,20572,Rod Pampling,63.16
46,0,02101,Joey Sindelar,63.16
50,0,01313,Steve Elkington,62.50
50,0,06522,Ernie Els,62.50
50,0,01381,Fred Funk,62.50
53,0,10885,Robert Allenby,61.90
53,0,11011,Mike Sposa,61.90
