RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,28237,Rory McIlroy,68.873,3760,- 40.848,54
2,0,08793,Tiger Woods,68.904,4675,- 58.454,67
3,0,10809,Jim Furyk,69.304,5888,- 66.464,84
4,0,25686,Jason Dufner,69.456,5731,- 35.636,82
5,0,23108,Matt Kuchar,69.477,5743,- 45.884,82
6,0,24502,Adam Scott,69.533,4091,- 58.096,58
7,0,22405,Justin Rose,69.549,4775,- 45.636,68
8,0,30925,Dustin Johnson,69.564,4702,- 41.188,67
9,0,25804,Bubba Watson,69.639,4619,- 22.814,66
10,0,23983,Luke Donald,69.687,4362,- 41.405,62
11,0,26329,Louis Oosthuizen,69.707,4430,- 38.435,63
12,0,23623,Bo Van Pelt,69.718,5829,- 42.395,83
13,0,20766,Padraig Harrington,69.736,4444,- 50.628,63
14,0,24024,Zach Johnson,69.821,6599,- 35.818,94
15,0,27649,Brandt Snedeker,69.840,5468,- 20.455,78
16,0,06527,Steve Stricker,69.865,4907,- 16.454,70
17,0,21209,Sergio Garcia,69.928,3958,- 42.056,56
18,0,33141,Keegan Bradley,69.984,6189,- 30.408,88
19,0,25345,Carl Pettersson,70.013,6474,- 32.830,92
20,0,01810,Phil Mickelson,70.030,5565,- 32.636,79
21,0,29221,Webb Simpson,70.040,5331,- 7.987,76
22,0,20645,John Senden,70.050,5487,- 23.093,78
23,0,24358,Robert Garrigus,70.066,6264,- 28.148,89
24,0,20396,Lee Westwood,70.084,3822,- 37.474,54
25,0,06522,Ernie Els,70.131,5519,- 48.783,78
26,0,23638,Brendon de Jonge,70.137,8070,- 4.205,115
27,0,28089,Jason Day,70.152,3895,- 36.628,55
28,0,06567,Vijay Singh,70.156,6984,- 38.602,99
29,0,24138,Ian Poulter,70.176,3965,- 35.133,56
30,0,01706,Davis Love III,70.194,4526,- 33.616,64
31,0,28475,Jeff Overton,70.197,7093,- 3.085,101
32,0,25572,Graeme McDowell,70.229,3829,- 36.651,54
33,0,21528,Henrik Stenson,70.239,3610,- 27.836,51
34,0,27895,Jonas Blixt,70.244,5050,7.585,72
35,0,23320,Ryan Palmer,70.252,5716,- 25.585,81
36,0,29289,S.Y. Noh,70.256,7120,- 24.157,101
37,0,26331,Charl Schwartzel,70.281,3826,- 30.848,54
38,0,26596,Ryan Moore,70.300,6278,- 21.334,89
39,0,24781,Hunter Mahan,70.346,5823,- 54.647,82
40,0,28455,Will Claxton,70.369,6963,3.547,99
41,0,20104,Ken Duke,70.376,7318,1.081,104
42,0,24361,Pat Perez,70.378,5578,- 18.123,79
43,0,34174,John Huh,70.384,7004,- 35.937,99
44,0,21961,Charles Howell III,70.385,6927,- 29.318,98
45,0,25818,Scott Piercy,70.409,6697,- 8.103,95
46,0,20593,Greg Chalmers,70.417,6169,- 42.713,87
47,0,01320,Bob Estes,70.418,5532,- 39.383,78
48,0,32200,Roberto Castro,70.434,6340,- .968,90
49,0,22046,Geoff Ogilvy,70.436,5111,- 39.642,72
50,0,20691,Greg Owen,70.444,6368,- 28.026,90
51,0,34021,Bud Cauley,70.458,6982,- 6.646,99
52,0,24924,Bill Haas,70.484,5519,- 21.271,78
53,0,29420,Billy Horschel,70.494,4143,16.147,59
54,0,26679,Kevin Stadler,70.525,5733,- 20.460,81
55,0,22621,Ben Curtis,70.538,4382,- 8.631,62
55,0,28500,Martin Flores,70.538,6725,- 23.877,95
57,0,25632,Jimmy Walker,70.556,7136,- 9.857,101
58,0,21731,Freddie Jacobson,70.561,4301,- 67.319,60
59,0,12510,Chad Campbell,70.566,5950,- 22.429,84
60,0,27095,Nick Watney,70.577,6666,- 31.750,94
61,0,29910,Blake Adams,70.586,7576,- 23.304,107
62,0,32102,Rickie Fowler,70.606,5911,- 50.711,83
63,0,24140,Sean O'Hair,70.615,5937,- 5.358,84
64,0,22913,John Rollins,70.618,5448,- 10.382,77
65,0,27436,Graham DeLaet,70.624,5594,- 14.709,79
66,0,30110,Kyle Stanley,70.633,5965,- 31.819,84
67,0,25396,Kevin Na,70.634,5599,- 18.875,79
68,0,34099,Harris English,70.688,6947,- 19.581,98
69,0,23135,Tim Clark,70.697,4266,- 24.193,60
69,0,20160,Charlie Wi,70.697,6123,- 43.044,86
71,0,27060,John Mallinger,70.699,4960,- 11.091,70
72,0,27933,John Merrick,70.701,5577,8.378,79
73,0,23541,Ben Crane,70.708,5093,- 2.036,72
74,0,32150,Michael Thompson,70.718,5698,- 40.556,80
75,0,25834,Daniel Summerhays,70.722,5736,- 7.553,81
76,0,31202,William McGirt,70.729,6794,- 4.045,96
77,0,02206,David Toms,70.740,4112,- 9.062,58
78,0,24925,Jonathan Byrd,70.753,4842,- 30.804,68
79,0,19846,Brian Gay,70.767,6152,4.714,87
80,0,27466,Spencer Levin,70.776,5629,- 37.730,79
81,0,12782,Tim Herron,70.781,6240,- 11.246,88
82,0,28307,Matt Every,70.789,5670,- 6.877,80
83,0,26758,David Hearn,70.802,6720,6.204,95
84,0,21753,Brian Davis,70.807,6459,- 15.546,91
85,0,35139,Richard Lee,70.809,4721,23.185,67
86,0,08725,Tom Gillis,70.812,5322,- 11.122,75
87,0,23204,Gary Christian,70.820,6154,7.367,87
88,0,27644,Brian Harman,70.821,7164,- 11.058,101
88,0,27214,Kevin Streelman,70.821,6313,- 9.888,89
90,0,26851,Marc Leishman,70.831,5996,- 46.196,84
91,0,30852,Ryo Ishikawa,70.854,3730,- 45.586,52
92,0,10213,Dicky Pride,70.871,4113,- 2.485,58
93,0,27963,Chris Stroud,70.878,6096,- .451,86
94,0,01249,John Daly,70.879,3273,- 12.588,46
95,0,01724,Jeff Maggert,70.883,5878,5.248,83
96,0,24357,K.J. Choi,70.886,5001,- 38.969,70
