RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,30750,Tommy Gainey,60,The McGladrey/S,4
2,0,24358,Robert Garrigus,61,Humana/PGA West,3
2,0,27644,Brian Harman,61,Honda Classic/P,2
2,0,20766,Padraig Harrington,61,Transitions Chp,1
2,0,12782,Tim Herron,61,Wyndham Champ./,2
2,0,24781,Hunter Mahan,61,Travelers Champ,4
2,0,27120,Troy Matteson,61,John Deere Clas,1
2,0,26596,Ryan Moore,61,JT Shriners/TPC,1
2,0,20160,Charlie Wi,61,AT&T Pebble/Mon,1
10,0,32334,Charlie Beljan,62,The Greenbrier/,2
10,0,34021,Bud Cauley,62,The McGladrey/S,1
10,0,23135,Tim Clark,62,Canadian Open/H,2
10,0,23541,Ben Crane,62,The McGladrey/S,3
10,0,06034,Marco Dawson,62,The McGladrey/S,1
10,0,23638,Brendon de Jonge,62,JT Shriners/TPC,1
10,0,34099,Harris English,62,Humana/PGA West,2
10,0,27141,J.B. Holmes,62,Travelers Champ,2
10,0,28308,Troy Kelly,62,The Greenbrier/,3
10,0,26851,Marc Leishman,62,Travelers Champ,4
10,0,27466,Spencer Levin,62,Farmers Ins./To,1
10,0,01724,Jeff Maggert,62,John Deere Clas,2
10,0,27060,John Mallinger,62,Frys.com Open/C,2
10,0,29289,S.Y. Noh,62,Deutsche Bank/T,1
10,0,22348,Nick O'Hern,62,Frys.com Open/C,1
10,0,25345,Carl Pettersson,62,Wyndham Champ./,1
10,0,25818,Scott Piercy,62,Canadian Open/H,1
10,0,30110,Kyle Stanley,62,Farmers Ins./To,1
10,0,25632,Jimmy Walker,62,Frys.com Open/C,4
10,0,25804,Bubba Watson,62,WGC-Cadillac/TP,2
10,0,21878,Mark Wilson,62,Humana/PGA West,2
10,0,08793,Tiger Woods,62,Honda Classic/P,4
32,0,21407,Arjun Atwal,63,The McGladrey/S,2
32,0,33141,Keegan Bradley,63,Deutsche Bank/T,3
32,0,32200,Roberto Castro,63,The Greenbrier/,4
32,0,01249,John Daly,63,JT Shriners/TPC,2
32,0,27436,Graham DeLaet,63,Sony Open/Waial,1
32,0,25686,Jason Dufner,63,Wyndham Champ./,3
32,0,06036,Scott Dunlap,63,Frys.com Open/C,2
32,0,28307,Matt Every,63,Texas Open/TPC,1
32,0,10809,Jim Furyk,63,WGC-Bridgestone,1
32,0,21209,Sergio Garcia,63,Wyndham Champ./,2
32,0,32698,Bobby Gates,63,Humana/La Quint,2
32,0,20157,Retief Goosen,63,Canadian Open/H,3
32,0,24924,Bill Haas,63,Farmers Ins./To,1
32,0,29420,Billy Horschel,63,True South Cl/A,2
32,0,34174,John Huh,63,JT Shriners/TPC,1
32,0,30925,Dustin Johnson,63,AT&T Pebble/Peb,1
32,0,30926,Chris Kirk,63,Deutsche Bank/T,1
32,0,29926,Danny Lee,63,AT&T Pebble/Peb,1
32,0,22961,David Mathis,63,Wyndham Champ./,1
32,0,25572,Graeme McDowell,63,Arnold Palmer/B,2
32,0,31202,William McGirt,63,Canadian Open/H,1
32,0,27302,Garth Mulroy,63,Canadian Open/H,2
32,0,26329,Louis Oosthuizen,63,Deutsche Bank/T,3
32,0,20691,Greg Owen,63,Canadian Open/H,1
32,0,24361,Pat Perez,63,Humana/PGA West,4
32,0,34360,Patrick Reed,63,Frys.com Open/C,4
32,0,26331,Charl Schwartzel,63,WGC-Bridgestone,4
32,0,29221,Webb Simpson,63,Wyndham Champ./,2
32,0,06567,Vijay Singh,63,The Greenbrier/,1
32,0,30692,Scott Stallings,63,Canadian Open/H,3
32,0,06527,Steve Stricker,63,Hyundai T of C/,2
32,0,25834,Daniel Summerhays,63,JT Shriners/TPC,2
32,0,02206,David Toms,63,The McGladrey/S,4
32,0,27770,Camilo Villegas,63,Humana/PGA West,1
32,0,20396,Lee Westwood,63,Honda Classic/P,4
67,0,29910,Blake Adams,64,The Greenbrier/,3
67,0,28259,Sangmoon Bae,64,Humana/PGA West,1
67,0,24846,Ricky Barnes,64,John Deere Clas,1
67,0,23542,Tommy Biershenk,64,Humana/PGA West,2
67,0,27895,Jonas Blixt,64,JT Shriners/TPC,2
67,0,24507,Jason Bohn,64,JT Shriners/TPC,3
67,0,25274,Steven Bowditch,64,Frys.com Open/C,2
67,0,01116,Michael Bradley,64,RBC Heritage/Ha,2
67,0,24925,Jonathan Byrd,64,The Greenbrier/,1
67,0,12510,Chad Campbell,64,Wyndham Champ./,2
67,0,20593,Greg Chalmers,64,Zurich Classic/,2
67,0,23204,Gary Christian,64,Humana/PGA West,4
67,0,28455,Will Claxton,64,Transitions Chp,1
67,0,21753,Brian Davis,64,Travelers Champ,3
67,0,28089,Jason Day,64,JT Shriners/TPC,3
67,0,06251,Chris DiMarco,64,Humana/PGA West,2
67,0,20104,Ken Duke,64,AT&T Pebble/Peb,1
67,0,01320,Bob Estes,64,Humana/PGA West,1
67,0,28500,Martin Flores,64,The Greenbrier/,1
67,0,36670,Jonathan Fly,64,St. Jude/TPC So,2
67,0,08725,Tom Gillis,64,Wyndham Champ./,1
67,0,29974,Branden Grace,64,WGC-Cadillac/TP,3
67,0,35539,Luke Guthrie,64,John Deere Clas,4
67,0,23353,J.J. Henry,64,John Deere Clas,2
67,0,29222,Billy Hurley III,64,John Deere Clas,3
67,0,06573,Brandt Jobe,64,Travelers Champ,3
67,0,24024,Zach Johnson,64,Crowne Plaza/Co,1
67,0,26300,Matt Jones,64,Children's MNHC,2
67,0,27408,Martin Kaymer,64,WGC-Cadillac/TP,2
67,0,33122,Russell Knox,64,Zurich Classic/,2
67,0,35879,Kelly Kraft,64,Crowne Plaza/Co,3
67,0,10860,Justin Leonard,64,JT Shriners/TPC,1
67,0,11032,Frank Lickliter II,64,Frys.com Open/C,2
67,0,24940,Edward Loar,64,The Greenbrier/,2
67,0,01706,Davis Love III,64,Honda Classic/P,1
67,0,29461,Jamie Lovemark,64,John Deere Clas,3
67,0,28237,Rory McIlroy,64,BMW Champ/Crook,1
67,0,01810,Phil Mickelson,64,BMW Champ/Crook,3
67,0,23800,Bryce Molder,64,Crowne Plaza/Co,2
67,0,25396,Kevin Na,64,Hyundai T of C/,2
67,0,28475,Jeff Overton,64,Deutsche Bank/T,1
67,0,23320,Ryan Palmer,64,Canadian Open/H,3
67,0,20572,Rod Pampling,64,The McGladrey/S,1
67,0,01948,Tim Petrovic,64,Frys.com Open/C,4
67,0,25240,D.A. Points,64,Sony Open/Waial,3
67,0,27556,Ted Potter Jr.,64,The Greenbrier/,4
67,0,22913,John Rollins,64,Frys.com Open/C,3
67,0,22405,Justin Rose,64,WGC-Cadillac/TP,2
67,0,24502,Adam Scott,64,The Open/Royal,1
67,0,20645,John Senden,64,John Deere Clas,2
67,0,27649,Brandt Snedeker,64,TOUR Champ/East,3
67,0,29518,Brendan Steele,64,Phoenix Open/TP,4
67,0,27330,Josh Teater,64,True South Cl/A,4
67,0,23788,D.J. Trahan,64,Phoenix Open/TP,3
67,0,33419,Cameron Tringale,64,Travelers Champ,4
67,0,23623,Bo Van Pelt,64,BMW Champ/Crook,1
67,0,27095,Nick Watney,64,Wells Fargo/Qua,2
67,0,26289,Boo Weekley,64,The McGladrey/S,1
67,0,25892,Steve Wheatcroft,64,The Greenbrier/,3
126,0,10885,Robert Allenby,65,Mayakoba/El Cam,4
126,0,20098,Stuart Appleby,65,Canadian Open/H,1
126,0,12652,Cameron Beckman,65,True South Cl/A,3
126,0,10505,Shane Bertsch,65,AT&T Pebble/Mon,3
126,0,29479,Scott Brown,65,The McGladrey/S,4
126,0,20848,Ángel Cabrera,65,Shell Houston/R,1
126,0,26499,Rafa Cabrera Bello,65,WGC-Bridgestone,2
126,0,28093,Miguel Angel Carballo,65,Children's MNHC,2
126,0,20472,Alex Cejka,65,HP Byron Nelson,4
126,0,32366,Kevin Chappell,65,John Deere Clas,4
126,0,24357,K.J. Choi,65,John Deere Clas,1
126,0,20850,Daniel Chopra,65,Canadian Open/H,2
126,0,20229,Stewart Cink,65,Wells Fargo/Qua,1
126,0,20623,Gavin Coles,65,The McGladrey/S,2
126,0,25720,Chad Collins,65,Humana/PGA West,1
126,0,23452,Nicolas Colsaerts,65,Frys.com Open/C,1
126,0,22621,Ben Curtis,65,Frys.com Open/C,3
126,0,23983,Luke Donald,65,Zurich Classic/,2
126,0,23409,James Driscoll,65,Zurich Classic/,2
126,0,06621,Joe Durant,65,The McGladrey/S,1
126,0,37273,Derek Ernst,65,Frys.com Open/C,1
126,0,32102,Rickie Fowler,65,Zurich Classic/,2
126,0,19846,Brian Gay,65,The McGladrey/S,1
126,0,20574,Mathew Goggin,65,Humana/PGA West,1
126,0,23718,Nathan Green,65,Canadian Open/H,3
126,0,24604,Hunter Haas,65,Shell Houston/R,2
126,0,22792,Peter Hanson,65,Masters/Augusta,3
126,0,26758,David Hearn,65,John Deere Clas,2
126,0,12716,Charley Hoffman,65,RBC Heritage/Ha,2
126,0,21731,Freddie Jacobson,65,Travelers Champ,1
126,0,01577,Lee Janzen,65,John Deere Clas,2
126,0,29478,Kevin Kisner,65,Canadian Open/H,2
126,0,23108,Matt Kuchar,65,Transitions Chp,4
126,0,27936,Martin Laird,65,THE PLAYERS/TPC,1
126,0,19904,Paul Lawrie,65,The Open/Royal,1
126,0,35139,Richard Lee,65,JT Shriners/TPC,4
126,0,26881,Jarrod Lyle,65,Northern Trust/,2
126,0,28158,Steve Marino,65,Humana/La Quint,1
126,0,01766,Billy Mayfair,65,The Greenbrier/,2
126,0,24490,George McNeill,65,Humana/La Quint,2
126,0,01797,Rocco Mediate,65,Wyndham Champ./,2
126,0,27933,John Merrick,65,Travelers Champ,2
126,0,25198,Francesco Molinari,65,WGC-Cadillac/TP,4
126,0,27119,Koumei Oda,65,Sony Open/Waial,2
126,0,22046,Geoff Ogilvy,65,Wells Fargo/Qua,3
126,0,35541,John Peterson,65,St. Jude/TPC So,2
126,0,24138,Ian Poulter,65,THE PLAYERS/TPC,1
126,0,10213,Dicky Pride,65,John Deere Clas,4
126,0,26476,Chez Reavie,65,Frys.com Open/C,2
126,0,29476,Kyle Reifers,65,John Deere Clas,2
126,0,25562,Andres Romero,65,The Greenbrier/,1
126,0,23621,Rory Sabbatini,65,The McGladrey/S,2
126,0,25321,Lee Slattery,65,WGC-Bridgestone,1
126,0,22293,Heath Slocum,65,JT Shriners/TPC,4
126,0,26679,Kevin Stadler,65,The Barclays/Be,3
126,0,21528,Henrik Stenson,65,The Barclays/Be,2
126,0,27214,Kevin Streelman,65,John Deere Clas,4
126,0,23325,Vaughn Taylor,65,JT Shriners/TPC,1
126,0,26287,Roland Thatcher,65,Travelers Champ,3
126,0,32150,Michael Thompson,65,The McGladrey/S,1
126,0,27064,Jhonattan Vegas,65,Frys.com Open/C,1
126,0,26951,Johnson Wagner,65,Humana/PGA West,4
126,0,24663,Y.E. Yang,65,John Deere Clas,2
189,0,24461,Thomas Aiken,66,Canadian Open/H,2
189,0,06197,Michael Allen,66,Mayakoba/El Cam,3
189,0,06004,Stephen Ames,66,RBC Heritage/Ha,3
189,0,33120,Mark Anderson,66,Mayakoba/El Cam,4
189,0,07867,Woody Austin,66,True South Cl/A,3
189,0,22371,Aaron Baddeley,66,WGC-Bridgestone,4
189,0,20070,Matt Bettencourt,66,True South Cl/A,2
189,0,28087,Kris Blanks,66,The Greenbrier/,4
189,0,06214,Guy Boros,66,True South Cl/A,3
189,0,34255,Joseph Bramlett,66,AT&T Pebble/Mon,1
189,0,26500,Alejandro Cañizares,66,Mayakoba/El Cam,4
189,0,35450,Patrick Cantlay,66,Wyndham Champ./,3
