RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01677,Tom Lehman,+2.10,69.96,72.06
2,0,01226,Fred Couples,+1.87,69.71,71.58
3,0,01887,Mark O'Meara,+1.81,69.93,71.74
4,0,01706,Davis Love III,+1.55,70.00,71.55
5,0,01928,Corey Pavin,+1.52,70.43,71.95
6,0,06522,Ernie Els,+1.49,70.63,72.12
7,0,01876,Greg Norman,+1.48,70.61,72.09
8,0,01326,Nick Faldo,+1.43,70.48,71.91
9,0,01527,Scott Hoch,+1.40,70.09,71.49
10,0,02256,Tom Watson,+1.37,70.37,71.74
11,0,01329,Brad Faxon,+1.34,70.33,71.67
12,0,06567,Vijay Singh,+1.31,70.52,71.83
13,0,01968,Nick Price,+1.27,70.65,71.92
14,0,09011,David Duval,+1.22,70.45,71.67
15,0,01810,Phil Mickelson,+1.14,70.29,71.43
16,0,01457,Jay Haas,+1.13,70.48,71.61
16,0,06527,Steve Stricker,+1.13,70.76,71.89
18,0,01116,Michael Bradley,+1.11,70.34,71.45
19,0,12660,Jesper Parnevik,+1.10,70.29,71.39
19,0,02104,Jeff Sluman,+1.10,70.24,71.34
21,0,06613,Tommy Tolles,+1.03,70.39,71.42
22,0,01313,Steve Elkington,+1.01,70.77,71.78
22,0,01797,Rocco Mediate,+1.01,70.71,71.72
22,0,01864,Larry Nelson,+1.01,70.42,71.43
25,0,01161,Mark Calcavecchia,+.96,70.65,71.61
25,0,01945,Kenny Perry,+.96,70.67,71.63
27,0,01132,Mark Brooks,+.95,70.74,71.69
28,0,01201,Lennie Clements,+.94,70.64,71.58
28,0,01577,Lee Janzen,+.94,70.83,71.77
28,0,02010,Loren Roberts,+.94,70.49,71.43
31,0,01724,Jeff Maggert,+.93,70.73,71.66
32,0,10860,Justin Leonard,+.92,70.67,71.59
33,0,02146,Payne Stewart,+.91,70.52,71.43
34,0,02223,Bob Tway,+.90,70.78,71.68
35,0,07867,Woody Austin,+.89,70.68,71.57
35,0,01219,John Cook,+.89,70.53,71.42
37,0,01891,David Ogrin,+.88,70.56,71.44
38,0,01331,Rick Fehr,+.85,70.42,71.27
39,0,01040,Emlyn Aubrey,+.82,71.14,71.96
40,0,10809,Jim Furyk,+.81,70.83,71.64
40,0,01837,Gil Morgan,+.81,70.39,71.20
42,0,08931,Glen Day,+.80,70.48,71.28
43,0,01381,Fred Funk,+.77,70.66,71.43
44,0,01553,John Huston,+.75,70.95,71.70
45,0,01943,Chris Perry,+.73,70.65,71.38
45,0,01975,Tom Purtzer,+.73,70.52,71.25
47,0,02214,Kirk Triplett,+.72,70.90,71.62
48,0,02321,Fuzzy Zoeller,+.71,70.87,71.58
49,0,01323,Brad Fabel,+.69,70.81,71.50
50,0,01823,Larry Mize,+.68,71.15,71.83
51,0,01042,Paul Azinger,+.64,70.95,71.59
52,0,02101,Joey Sindelar,+.63,71.08,71.71
53,0,01783,Mark McCumber,+.61,71.27,71.88
54,0,01139,Olin Browne,+.60,70.95,71.55
55,0,01098,Jay Don Blake,+.59,70.69,71.28
55,0,01203,Russ Cochran,+.59,70.90,71.49
55,0,02099,Scott Simpson,+.59,71.43,72.02
58,0,01378,David Frost,+.58,71.15,71.73
59,0,01093,Ronnie Black,+.57,70.69,71.26
59,0,01633,Tom Kite,+.57,71.32,71.89
61,0,02133,Craig Stadler,+.54,71.16,71.70
62,0,01599,Steve Jones,+.53,71.00,71.53
63,0,02023,Clarence Rose,+.52,70.88,71.40
64,0,01920,Craig Parry,+.50,71.04,71.54
65,0,07235,John Morse,+.49,71.11,71.60
66,0,01408,Kelly Gibson,+.44,71.06,71.50
66,0,02159,Curtis Strange,+.44,71.22,71.66
68,0,01748,Doug Martin,+.43,71.09,71.52
69,0,10585,Scott McCarron,+.40,71.27,71.67
