RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,46046,Scottie Scheffler,68.03,2041,30
2,0,35450,Patrick Cantlay,68.22,1842,27
3,0,50525,Collin Morikawa,68.29,2117,31
4,0,46717,Viktor Hovland,68.31,2186,32
5,0,52955,Ludvig Åberg,68.32,1503,22
6,0,48081,Xander Schauffele,68.45,2259,33
7,0,47591,Eric Cole,68.69,4190,61
8,0,58696,Peter Kuest,68.80,1376,20
9,0,46970,Jon Rahm,68.88,1791,26
10,0,32102,Rickie Fowler,68.98,2897,42
10,0,34098,Russell Henley,68.98,2966,43
12,0,36799,Stephan Jaeger,69.07,4628,67
12,0,55182,Tom Kim,69.07,2970,43
14,0,56630,Akshay Bhatia,69.09,3109,45
14,0,51766,Wyndham Clark,69.09,3040,44
16,0,54783,Dylan Wu,69.19,3598,52
17,0,39997,Corey Conners,69.21,2699,39
18,0,33653,Thomas Detry,69.25,3324,48
19,0,34256,Andrew Putnam,69.27,4087,59
20,0,54591,Ben Griffin,69.28,4018,58
21,0,23108,Matt Kuchar,69.34,2843,41
21,0,24502,Adam Scott,69.34,2427,35
21,0,57366,Cameron Young,69.34,3259,47
24,0,39324,J.J. Spaun,69.36,3676,53
25,0,39971,Sungjae Im,69.39,3192,46
26,0,40115,Adam Svensson,69.41,3887,56
27,0,57975,Harry Hall,69.44,3611,52
28,0,39335,Kevin Roy,69.45,2639,38
29,0,34363,Tyrrell Hatton,69.50,2780,40
29,0,35461,Beau Hossler,69.50,3892,56
31,0,30927,Brendon Todd,69.52,3754,54
32,0,30926,Chris Kirk,69.53,2990,43
32,0,36326,David Lipsky,69.53,3407,49
34,0,30911,Tommy Fleetwood,69.55,2295,33
34,0,51890,Greyson Sigg,69.55,3825,55
36,0,47988,Nick Hardy,69.56,4452,64
36,0,28775,Nate Lashley,69.56,3826,55
36,0,37275,Sam Ryder,69.56,3826,55
39,0,33204,Shane Lowry,69.58,2157,31
40,0,28237,Rory McIlroy,69.60,1392,20
41,0,33948,Byeong Hun An,69.63,3621,52
41,0,27644,Brian Harman,69.63,2785,40
41,0,32839,Hideki Matsuyama,69.63,2994,43
44,0,47993,Denny McCarthy,69.67,3414,49
44,0,46414,Aaron Rai,69.67,3762,54
46,0,39977,Max Homa,69.68,2160,31
46,0,55789,Taylor Montgomery,69.68,3693,53
48,0,47347,Adam Schenk,69.69,4042,58
48,0,34046,Jordan Spieth,69.69,2230,32
48,0,45242,Kevin Yu,69.69,2439,35
51,0,28089,Jason Day,69.72,2719,39
51,0,37455,Si Woo Kim,69.72,3974,57
53,0,56762,Will Gordon,69.73,4114,59
54,0,52375,Doug Ghim,69.75,3557,51
55,0,34255,Joseph Bramlett,69.76,2860,41
55,0,39954,Cody Gribble,69.76,2581,37
57,0,35532,Tom Hoge,69.77,3628,52
58,0,33141,Keegan Bradley,69.79,2722,39
58,0,29725,Tony Finau,69.79,2931,42
58,0,22405,Justin Rose,69.79,2373,34
61,0,45157,Cam Davis,69.80,2792,40
61,0,49771,J.T. Poston,69.80,3071,44
61,0,32333,Kevin Tway,69.80,4188,60
64,0,48117,Kurt Kitayama,69.81,2583,37
65,0,47504,Sam Burns,69.82,3072,44
66,0,22371,Aaron Baddeley,69.83,3352,48
67,0,40162,Justin Lower,69.84,3911,56
68,0,39546,Keith Mitchell,69.86,3074,44
69,0,37338,Zecheng Dou,69.87,3214,46
70,0,57362,Austin Eckroat,69.88,3005,43
70,0,23320,Ryan Palmer,69.88,2935,42
72,0,45522,Christiaan Bezuidenhout,69.89,3215,46
72,0,32816,Satoshi Kodaira,69.89,2516,36
74,0,49960,Sepp Straka,69.90,3355,48
75,0,40098,Matt Fitzpatrick,69.91,2377,34
75,0,54421,Garrick Higgo,69.91,3915,56
75,0,51997,Andrew Novak,69.91,3286,47
78,0,52374,Brandon Wu,69.92,4475,64
79,0,51070,Vincent Norrman,69.93,3147,45
80,0,54628,Lee Hodges,69.95,3917,56
80,0,36801,Mark Hubbard,69.95,3917,56
80,0,51634,Sahith Theegala,69.95,3847,55
83,0,24140,Sean O'Hair,69.96,1889,27
84,0,29908,C.T. Pan,69.97,2029,29
85,0,36871,Matt NeSmith,69.98,3639,52
86,0,36699,Patrick Rodgers,70.00,3710,53
86,0,33448,Justin Thomas,70.00,2660,38
88,0,31577,Tano Goya,70.02,3151,45
88,0,26596,Ryan Moore,70.02,3011,43
90,0,32791,K.H. Lee,70.04,3992,57
90,0,25493,Nick Taylor,70.04,3362,48
90,0,58168,Davis Thompson,70.04,3432,49
93,0,47983,Chad Ramey,70.06,3573,51
94,0,34563,Chesson Hadley,70.07,3083,44
95,0,25900,Lucas Glover,70.08,3434,49
95,0,27129,Luke List,70.08,4135,59
95,0,35449,Adam Long,70.08,4345,62
98,0,55708,Hayden Buckley,70.09,3154,45
98,0,52513,Carson Young,70.09,3224,46
100,0,32757,Patton Kizzire,70.10,3575,51
101,0,33399,Adam Hadwin,70.12,2945,42
101,0,25818,Scott Piercy,70.12,3997,57
103,0,46435,Austin Cook,70.13,3226,46
103,0,29535,Brice Garnett,70.13,3296,47
105,0,46441,Robby Shelton,70.16,3438,49
106,0,35506,Mackenzie Hughes,70.19,3299,47
106,0,27963,Chris Stroud,70.19,2246,32
108,0,27936,Martin Laird,70.21,3300,47
108,0,50493,Justin Suh,70.21,4002,57
110,0,27554,Scott Harrington,70.22,2528,36
111,0,34099,Harris English,70.23,3933,56
112,0,48084,Wesley Bryan,70.24,1756,25
112,0,46340,Alex Smalley,70.24,4144,59
112,0,48699,Callum Tarren,70.24,3512,50
112,0,40006,Erik van Rooyen,70.24,2880,41
116,0,50095,Austin Smotherman,70.25,3864,55
117,0,53165,Doc Redman,70.26,2951,42
118,0,39067,MJ Daffue,70.27,4216,60
118,0,39975,Michael Kim,70.27,3373,48
120,0,33413,Ben Martin,70.29,3936,56
121,0,29420,Billy Horschel,70.30,2109,30
122,0,40058,Zac Blair,70.31,2953,42
122,0,29289,S.Y. Noh,70.31,2742,39
124,0,45609,Tyler Duncan,70.33,3165,45
125,0,27349,Alex Noren,70.40,3309,47
126,0,55454,Carl Yuan,70.42,3028,43
127,0,35879,Kelly Kraft,70.43,3592,51
127,0,30163,Henrik Norlander,70.43,3099,44
129,0,28252,Seamus Power,70.45,2959,42
129,0,35617,Martin Trainer,70.45,2325,33
131,0,50188,S.H. Kim,70.46,4016,57
132,0,59018,Ryan Gerard,70.48,2326,33
132,0,52453,Nicolai Hojgaard,70.48,1621,23
134,0,12716,Charley Hoffman,70.50,2961,42
135,0,20229,Stewart Cink,70.52,2962,42
136,0,48867,Matti Schmid,70.54,2610,37
137,0,33122,Russell Knox,70.56,4657,66
138,0,31646,Emiliano Grillo,70.58,4164,59
139,0,32366,Kevin Chappell,70.59,2400,34
140,0,47079,Harrison Endycott,70.60,3177,45
140,0,34466,Peter Malnati,70.60,3318,47
140,0,36724,Augusto Núñez,70.60,3389,48
143,0,39058,Lucas Herbert,70.61,2189,31
144,0,49947,Taylor Moore,70.62,3884,55
145,0,27214,Kevin Streelman,70.65,3250,46
146,0,32448,James Hahn,70.66,3321,47
146,0,46442,Maverick McNealy,70.66,2049,29
148,0,31323,Gary Woodland,70.67,2756,39
149,0,24925,Jonathan Byrd,70.68,2191,31
150,0,34076,Joel Dahmen,70.71,3394,48
151,0,30692,Scott Stallings,70.73,3395,48
151,0,48887,Matt Wallace,70.73,2900,41
153,0,31560,Brian Stuard,70.75,3113,44
154,0,32640,Troy Merritt,70.76,3255,46
155,0,49298,Kramer Hickok,70.78,3893,55
155,0,46601,Trey Mullinax,70.78,2831,40
157,0,25632,Jimmy Walker,70.80,3186,45
158,0,33597,Harry Higgs,70.81,2549,36
159,0,19803,Ryan Armour,70.82,3541,50
160,0,47128,Richy Werenski,70.85,3755,53
161,0,55893,Sam Stevens,70.87,3756,53
162,0,33408,Tyson Alexander,70.90,3616,51
162,0,31202,William McGirt,70.90,2127,30
164,0,47995,Davis Riley,70.94,3831,54
165,0,49766,Hank Lebioda,70.97,2271,32
166,0,24024,Zach Johnson,71.00,2698,38
