RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,28089,Jason Day,22
2,0,34360,Patrick Reed,21
3,0,25198,Francesco Molinari,20
4,0,23353,J.J. Henry,19
4,0,28237,Rory McIlroy,19
4,0,33448,Justin Thomas,19
7,0,30946,Alex Prugh,18
8,0,24924,Bill Haas,17
8,0,33122,Russell Knox,17
8,0,27649,Brandt Snedeker,17
8,0,34046,Jordan Spieth,17
8,0,21528,Henrik Stenson,17
8,0,34265,Will Wilcox,17
14,0,25720,Chad Collins,16
14,0,35532,Tom Hoge,16
14,0,30711,Colt Knost,16
14,0,27936,Martin Laird,16
14,0,27963,Chris Stroud,16
14,0,25804,Bubba Watson,16
20,0,29420,Billy Horschel,15
20,0,26329,Louis Oosthuizen,15
20,0,30110,Kyle Stanley,15
20,0,34431,Robert Streb,15
20,0,26951,Johnson Wagner,15
25,0,40026,Daniel Berger,14
25,0,10809,Jim Furyk,14
25,0,24024,Zach Johnson,14
25,0,36689,Brooks Koepka,14
25,0,24361,Pat Perez,14
25,0,23621,Rory Sabbatini,14
25,0,29518,Brendan Steele,14
32,0,40058,Zac Blair,13
32,0,20848,Ángel Cabrera,13
32,0,23638,Brendon de Jonge,13
32,0,12716,Charley Hoffman,13
32,0,08075,Jerry Kelly,13
32,0,25345,Carl Pettersson,13
32,0,22405,Justin Rose,13
32,0,25834,Daniel Summerhays,13
32,0,34264,Hudson Swafford,13
41,0,28259,Sangmoon Bae,12
41,0,46435,Austin Cook,12
41,0,34099,Harris English,12
41,0,39977,Max Homa,12
41,0,29926,Danny Lee,12
41,0,24781,Hunter Mahan,12
41,0,32839,Hideki Matsuyama,12
41,0,22046,Geoff Ogilvy,12
41,0,23320,Ryan Palmer,12
41,0,35541,John Peterson,12
41,0,26476,Chez Reavie,12
41,0,33418,Shawn Stefani,12
41,0,23325,Vaughn Taylor,12
54,0,22371,Aaron Baddeley,11
54,0,24846,Ricky Barnes,11
54,0,25274,Steven Bowditch,11
54,0,32102,Rickie Fowler,11
54,0,29974,Branden Grace,11
54,0,26758,David Hearn,11
54,0,34098,Russell Henley,11
54,0,21961,Charles Howell III,11
54,0,30944,Jason Kokrak,11
54,0,26881,Jarrod Lyle,11
54,0,33413,Ben Martin,11
54,0,27933,John Merrick,11
54,0,25818,Scott Piercy,11
54,0,28486,Michael Putnam,11
54,0,29476,Kyle Reifers,11
54,0,29221,Webb Simpson,11
54,0,02206,David Toms,11
54,0,25632,Jimmy Walker,11
72,0,20098,Stuart Appleby,10
72,0,29479,Scott Brown,10
72,0,25364,Paul Casey,10
72,0,20472,Alex Cejka,10
72,0,27436,Graham DeLaet,10
72,0,28679,Fabián Gómez,10
72,0,33399,Adam Hadwin,10
72,0,32448,James Hahn,10
72,0,33461,Morgan Hoffmann,10
72,0,30925,Dustin Johnson,10
72,0,29478,Kevin Kisner,10
72,0,32640,Troy Merritt,10
72,0,25396,Kevin Na,10
72,0,24138,Ian Poulter,10
72,0,35891,Cameron Smith,10
72,0,06527,Steve Stricker,10
72,0,31323,Gary Woodland,10
89,0,12510,Chad Campbell,9
89,0,20229,Stewart Cink,9
89,0,21753,Brian Davis,9
89,0,29725,Tony Finau,9
89,0,22892,Jason Gore,9
89,0,31646,Emiliano Grillo,9
89,0,31557,Jim Herman,9
89,0,30852,Ryo Ishikawa,9
89,0,21731,Freddie Jacobson,9
89,0,37454,Whee Kim,9
89,0,26851,Marc Leishman,9
89,0,27466,Spencer Levin,9
89,0,24490,George McNeill,9
89,0,23800,Bryce Molder,9
89,0,28475,Jeff Overton,9
89,0,36699,Patrick Rodgers,9
89,0,25562,Andres Romero,9
89,0,06567,Vijay Singh,9
89,0,33486,Roger Sloan,9
89,0,30927,Brendon Todd,9
89,0,23788,D.J. Trahan,9
89,0,23623,Bo Van Pelt,9
89,0,26289,Boo Weekley,9
89,0,21878,Mark Wilson,9
89,0,29939,Fabrizio Zanotti,9
114,0,24507,Jason Bohn,8
114,0,24925,Jonathan Byrd,8
114,0,32366,Kevin Chappell,8
114,0,24494,Erik Compton,8
114,0,29740,Brad Fritsch,8
114,0,29720,Andres Gonzales,8
114,0,20157,Retief Goosen,8
114,0,35539,Luke Guthrie,8
114,0,27644,Brian Harman,8
114,0,26300,Matt Jones,8
114,0,23108,Matt Kuchar,8
114,0,34409,David Lingmerth,8
114,0,35300,Andrew Loupe,8
114,0,01706,Davis Love III,8
114,0,33204,Shane Lowry,8
114,0,28300,Joost Luiten,8
114,0,31202,William McGirt,8
114,0,26596,Ryan Moore,8
114,0,24140,Sean O'Hair,8
114,0,33968,Thorbjørn Olesen,8
114,0,34130,Sung Joon Park,8
114,0,22056,Cameron Percy,8
114,0,01945,Kenny Perry,8
114,0,34358,Jonathan Randolph,8
114,0,24502,Adam Scott,8
114,0,20645,John Senden,8
114,0,30692,Scott Stallings,8
114,0,27214,Kevin Streelman,8
114,0,33449,Zack Sucher,8
114,0,25493,Nick Taylor,8
114,0,28780,Nicholas Thompson,8
114,0,28132,Tyrone Van Aswegen,8
114,0,27064,Jhonattan Vegas,8
147,0,20771,Steven Alker,7
147,0,35545,Blayne Barber,7
147,0,32200,Roberto Castro,7
147,0,28937,George Coetzee,7
147,0,34262,Jon Curran,7
147,0,25686,Jason Dufner,7
147,0,06522,Ernie Els,7
147,0,37273,Derek Ernst,7
147,0,21209,Sergio Garcia,7
147,0,25900,Lucas Glover,7
147,0,34563,Chesson Hadley,7
147,0,34174,John Huh,7
147,0,22806,Doug LaBelle II,7
147,0,34261,Scott Langley,7
147,0,34579,Alexander Levy,7
147,0,20691,Greg Owen,7
147,0,35451,Scott Pinckney,7
147,0,34256,Andrew Putnam,7
147,0,46970,Jon Rahm,7
147,0,29223,Sam Saunders,7
147,0,46501,Ollie Schniederjans,7
147,0,26331,Charl Schwartzel,7
147,0,31560,Brian Stuard,7
147,0,33419,Cameron Tringale,7
147,0,27770,Camilo Villegas,7
147,0,20160,Charlie Wi,7
147,0,29454,Bernd Wiesberger,7
174,0,27796,Joe Affrunti,6
174,0,24461,Thomas Aiken,6
174,0,19803,Ryan Armour,6
174,0,27895,Jonas Blixt,6
174,0,33141,Keegan Bradley,6
174,0,20593,Greg Chalmers,6
174,0,24357,K.J. Choi,6
