RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,184.98,9803.87,53
2,0,31323,Gary Woodland,181.33,7978.34,44
3,0,32334,Charlie Beljan,180.81,6870.77,38
4,0,30925,Dustin Johnson,180.57,7945.21,44
5,0,27064,Jhonattan Vegas,180.38,11724.62,65
6,0,24358,Robert Garrigus,180.18,11891.87,66
7,0,27141,J.B. Holmes,180.00,13319.63,74
8,0,28237,Rory McIlroy,178.07,6766.72,38
9,0,21528,Henrik Stenson,177.70,2665.50,15
10,0,08793,Tiger Woods,177.69,6752.11,38
11,0,30110,Kyle Stanley,177.02,9382.14,53
12,0,28089,Jason Day,176.87,7605.36,43
13,0,24502,Adam Scott,176.81,7072.29,40
14,0,22371,Aaron Baddeley,176.75,8484.09,48
15,0,27436,Graham DeLaet,176.71,11132.86,63
16,0,01249,John Daly,176.70,5300.93,30
17,0,20848,Ángel Cabrera,176.09,5810.93,33
18,0,27095,Nick Watney,175.82,13010.83,74
19,0,30692,Scott Stallings,175.62,11591.05,66
20,0,32698,Bobby Gates,175.51,10706.35,61
21,0,30944,Jason Kokrak,175.38,10873.38,62
22,0,21209,Sergio Garcia,175.35,7715.53,44
23,0,28500,Martin Flores,175.33,11572.08,66
24,0,29289,S.Y. Noh,175.08,14006.33,80
25,0,27936,Martin Laird,174.88,8394.30,48
26,0,33120,Mark Anderson,174.62,8382.00,48
27,0,11123,Chris Couch,174.46,6803.92,39
28,0,25818,Scott Piercy,174.42,12209.43,70
29,0,20691,Greg Owen,174.25,10978.01,63
30,0,34099,Harris English,174.24,13939.43,80
31,0,25632,Jimmy Walker,174.04,12878.60,74
32,0,21961,Charles Howell III,173.88,11302.09,65
33,0,19970,Robert Karlsson,173.74,6775.94,39
34,0,20396,Lee Westwood,173.38,7455.35,43
35,0,26329,Louis Oosthuizen,173.32,8665.80,50
36,0,23409,James Driscoll,173.23,10393.68,60
37,0,01810,Phil Mickelson,173.18,9524.78,55
38,0,26331,Charl Schwartzel,172.76,6564.99,38
39,0,24140,Sean O'Hair,172.73,11918.30,69
40,0,23320,Ryan Palmer,172.50,11730.18,68
41,0,26300,Matt Jones,172.46,6898.29,40
42,0,27120,Troy Matteson,172.41,12068.81,70
43,0,33141,Keegan Bradley,172.35,10168.59,59
44,0,22378,Trevor Immelman,172.30,9303.93,54
45,0,32366,Kevin Chappell,172.24,12229.34,71
46,0,27797,Derek Lamely,172.20,8782.41,51
47,0,24940,Edward Loar,172.19,6543.29,38
