RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
48,0,20850,Daniel Chopra,172.08,7055.12,41
49,0,27330,Josh Teater,171.88,13750.67,80
50,0,20645,John Senden,171.66,10986.37,64
51,0,06573,Brandt Jobe,171.65,6351.02,37
52,0,24490,George McNeill,171.42,10285.17,60
53,0,32102,Rickie Fowler,171.41,10113.15,59
54,0,28308,Troy Kelly,171.38,7540.57,44
55,0,24924,Bill Haas,171.27,10447.58,61
56,0,26851,Marc Leishman,171.26,11132.18,65
56,0,25562,Andres Romero,171.26,9076.52,53
58,0,20229,Stewart Cink,171.17,7188.95,42
58,0,12716,Charley Hoffman,171.17,12837.71,75
58,0,31558,J.J. Killeen,171.17,11810.59,69
61,0,01706,Davis Love III,171.04,7012.76,41
62,0,24846,Ricky Barnes,170.84,12471.04,73
63,0,24925,Jonathan Byrd,170.67,8192.25,48
64,0,26289,Boo Weekley,170.55,9380.22,55
65,0,20766,Padraig Harrington,170.53,6480.16,38
66,0,22046,Geoff Ogilvy,170.40,9031.22,53
67,0,23638,Brendon de Jonge,170.37,16696.42,98
68,0,24494,Erik Compton,170.07,9523.65,56
69,0,23903,Stephen Gangluff,170.00,7139.93,42
70,0,23718,Nathan Green,169.89,7815.06,46
71,0,21805,Harrison Frazar,169.80,7301.38,43
72,0,27302,Garth Mulroy,169.78,6791.38,40
73,0,33419,Cameron Tringale,169.66,12385.54,73
74,0,27214,Kevin Streelman,169.43,12368.20,73
75,0,01116,Michael Bradley,169.38,5928.17,35
75,0,23623,Bo Van Pelt,169.38,10671.19,63
77,0,24361,Pat Perez,169.33,9652.05,57
78,0,23788,D.J. Trahan,169.13,8456.39,50
79,0,25345,Carl Pettersson,169.03,12846.11,76
80,0,28259,Sangmoon Bae,168.73,9617.58,57
81,0,23353,J.J. Henry,168.60,8767.22,52
82,0,26679,Kevin Stadler,168.43,9937.51,59
83,0,06567,Vijay Singh,168.32,12455.92,74
84,0,28093,Miguel Angel Carballo,168.30,8078.40,48
85,0,22913,John Rollins,168.25,11777.20,70
86,0,30852,Ryo Ishikawa,168.13,5884.69,35
87,0,29910,Blake Adams,168.10,10590.15,63
88,0,06522,Ernie Els,168.09,10253.23,61
89,0,29926,Danny Lee,167.98,8903.17,53
90,0,20070,Matt Bettencourt,167.88,7554.79,45
91,0,27933,John Merrick,167.87,10408.12,62
92,0,27770,Camilo Villegas,167.86,12253.53,73
93,0,28307,Matt Every,167.55,9718.06,58
94,0,30750,Tommy Gainey,167.53,14575.02,87
95,0,22405,Justin Rose,167.47,8373.66,50
96,0,31202,William McGirt,167.35,13722.82,82
97,0,20574,Mathew Goggin,167.31,9035.00,54
98,0,12782,Tim Herron,167.20,12205.51,73
99,0,12510,Chad Campbell,167.16,12202.83,73
100,0,08725,Tom Gillis,167.15,11198.77,67
100,0,30926,Chris Kirk,167.15,13706.30,82
102,0,25686,Jason Dufner,167.05,10523.95,63
103,0,25834,Daniel Summerhays,166.84,11011.60,66
104,0,26287,Roland Thatcher,166.79,6338.19,38
105,0,29221,Webb Simpson,166.74,10004.45,60
106,0,32200,Roberto Castro,166.70,11669.11,70
107,0,23621,Rory Sabbatini,166.59,11827.60,71
108,0,34021,Bud Cauley,166.45,14980.10,90
109,0,06527,Steve Stricker,166.29,8148.35,49
110,0,21731,Freddie Jacobson,166.26,7315.32,44
111,0,29518,Brendan Steele,166.23,10305.96,62
112,0,24781,Hunter Mahan,166.15,10301.17,62
113,0,23548,Bill Lunde,166.12,10631.38,64
114,0,20572,Rod Pampling,166.10,10962.67,66
115,0,29479,Scott Brown,166.07,7473.21,45
115,0,28475,Jeff Overton,166.07,15112.41,91
117,0,24663,Y.E. Yang,166.05,7140.34,43
118,0,01320,Bob Estes,165.98,9460.91,57
119,0,10885,Robert Allenby,165.58,10266.25,62
120,0,32150,Michael Thompson,165.53,10097.27,61
121,0,28455,Will Claxton,165.50,13902.23,84
122,0,29476,Kyle Reifers,165.43,10918.07,66
123,0,25396,Kevin Na,165.33,9919.54,60
124,0,24604,Hunter Haas,165.31,7604.11,46
125,0,25572,Graeme McDowell,165.25,6775.24,41
126,0,20098,Stuart Appleby,165.19,10241.47,62
127,0,26596,Ryan Moore,165.08,13536.29,82
128,0,06034,Marco Dawson,164.90,6760.80,41
129,0,34174,John Huh,164.87,13684.03,83
130,0,27963,Chris Stroud,164.77,11204.25,68
131,0,24138,Ian Poulter,164.73,6918.67,42
132,0,20160,Charlie Wi,164.72,11036.00,67
133,0,27644,Brian Harman,164.71,14824.23,90
134,0,28087,Kris Blanks,164.63,8395.93,51
135,0,29420,Billy Horschel,164.61,7571.89,46
136,0,27895,Jonas Blixt,164.27,10184.77,62
137,0,29478,Kevin Kisner,164.18,8373.01,51
138,0,26951,Johnson Wagner,164.09,11978.71,73
139,0,20104,Ken Duke,164.05,14436.18,88
139,0,27466,Spencer Levin,164.05,10170.90,62
141,0,27649,Brandt Snedeker,164.04,10170.34,62
142,0,25240,D.A. Points,164.00,12136.29,74
143,0,23983,Luke Donald,163.94,8196.78,50
144,0,30927,Brendon Todd,163.71,9003.99,55
145,0,01766,Billy Mayfair,163.35,11924.26,73
146,0,23541,Ben Crane,163.20,10771.09,66
147,0,26476,Chez Reavie,163.10,9949.09,61
148,0,35139,Richard Lee,162.96,7659.10,47
149,0,24507,Jason Bohn,162.92,10263.97,63
150,0,21407,Arjun Atwal,162.83,10095.26,62
151,0,25892,Steve Wheatcroft,162.79,6185.95,38
152,0,27974,Sung Kang,162.74,9113.72,56
153,0,26758,David Hearn,162.69,13014.85,80
154,0,21350,Ryuji Imada,162.57,9754.11,60
155,0,20593,Greg Chalmers,162.54,12515.37,77
156,0,33122,Russell Knox,162.50,8612.59,53
157,0,25457,Alexandre Rocha,162.48,7799.12,48
158,0,12652,Cameron Beckman,162.39,11042.20,68
159,0,06036,Scott Dunlap,162.27,7139.92,44
160,0,23542,Tommy Biershenk,162.25,8761.26,54
160,0,10213,Dicky Pride,162.25,8112.66,50
162,0,23204,Gary Christian,162.21,10381.47,64
163,0,10809,Jim Furyk,162.12,10862.28,67
164,0,24357,K.J. Choi,162.04,8911.95,55
165,0,06004,Stephen Ames,161.89,5018.56,31
166,0,23800,Bryce Molder,161.82,11489.16,71
167,0,27556,Ted Potter Jr.,161.80,9707.75,60
168,0,23325,Vaughn Taylor,161.02,9017.14,56
169,0,23108,Matt Kuchar,160.51,10914.50,68
170,0,27060,John Mallinger,160.28,9616.78,60
171,0,22548,Patrick Sheehan,160.17,6567.09,41
172,0,22621,Ben Curtis,160.15,8327.70,52
173,0,22582,Kyle Thompson,159.89,5436.11,34
174,0,01797,Rocco Mediate,159.69,8942.50,56
175,0,22961,David Mathis,159.35,10357.52,65
176,0,10860,Justin Leonard,159.22,8916.41,56
177,0,24024,Zach Johnson,159.21,11781.77,74
178,0,21878,Mark Wilson,159.14,10821.37,68
179,0,29222,Billy Hurley III,158.89,8262.23,52
180,0,01941,Tom Pernice Jr.,158.37,8076.88,51
181,0,30711,Colt Knost,157.76,10096.39,64
182,0,01724,Jeff Maggert,157.61,11978.13,76
183,0,22293,Heath Slocum,157.39,11174.57,71
184,0,06251,Chris DiMarco,157.35,10385.34,66
185,0,21753,Brian Davis,156.90,12709.17,81
186,0,08075,Jerry Kelly,155.51,11352.31,73
187,0,22348,Nick O'Hern,155.30,10094.40,65
188,0,19846,Brian Gay,155.12,11324.00,73
189,0,02206,David Toms,154.98,6354.07,41
190,0,23135,Tim Clark,154.88,8518.58,55
191,0,20623,Gavin Coles,154.42,7875.55,51
