RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,212.4,10409.1,49
2,0,30925,Dustin Johnson,204.5,8178.2,40
3,0,27141,J.B. Holmes,204.3,14093.7,69
4,0,27064,Jhonattan Vegas,201.5,11282.3,56
5,0,21528,Henrik Stenson,201.1,2815.4,14
6,0,32334,Charlie Beljan,200.7,7224.7,36
7,0,30110,Kyle Stanley,198.7,10334.9,52
8,0,08793,Tiger Woods,198.4,7540.6,38
9,0,29289,S.Y. Noh,198.3,14876.0,75
10,0,27436,Graham DeLaet,198.0,11485.5,58
11,0,24358,Robert Garrigus,197.5,12836.6,65
12,0,24502,Adam Scott,197.4,7897.2,40
13,0,28237,Rory McIlroy,197.3,7495.8,38
14,0,33120,Mark Anderson,197.0,8469.8,43
14,0,20848,Ángel Cabrera,197.0,5517.2,28
14,0,27095,Nick Watney,197.0,13990.3,71
17,0,22371,Aaron Baddeley,196.8,9444.3,48
18,0,19970,Robert Karlsson,196.5,7269.8,37
18,0,30692,Scott Stallings,196.5,11396.6,58
20,0,01249,John Daly,196.3,5693.8,29
20,0,28089,Jason Day,196.3,8046.9,41
20,0,20691,Greg Owen,196.3,11188.7,57
23,0,31323,Gary Woodland,195.9,7834.7,40
24,0,11123,Chris Couch,195.6,6844.9,35
24,0,32698,Bobby Gates,195.6,11537.9,59
26,0,21961,Charles Howell III,195.4,12117.0,62
27,0,25818,Scott Piercy,195.2,12492.1,64
28,0,01810,Phil Mickelson,195.1,10536.8,54
29,0,28500,Martin Flores,194.2,12623.7,65
30,0,23320,Ryan Palmer,193.9,13186.7,68
31,0,23409,James Driscoll,193.8,11239.1,58
31,0,21209,Sergio Garcia,193.8,8332.2,43
33,0,27936,Martin Laird,193.6,8907.1,46
34,0,26329,Louis Oosthuizen,193.2,9659.6,50
35,0,24940,Edward Loar,193.0,6754.0,35
35,0,20396,Lee Westwood,193.0,7911.6,41
37,0,32102,Rickie Fowler,192.2,10188.7,53
37,0,27302,Garth Mulroy,192.2,7688.1,40
39,0,12716,Charley Hoffman,192.1,14021.2,73
40,0,24924,Bill Haas,192.0,11330.9,59
40,0,27330,Josh Teater,192.0,14209.2,74
40,0,25632,Jimmy Walker,192.0,13437.8,70
43,0,27797,Derek Lamely,191.9,9593.8,50
44,0,34099,Harris English,191.8,14768.2,77
45,0,33141,Keegan Bradley,191.6,11111.0,58
45,0,20645,John Senden,191.6,12071.7,63
47,0,25562,Andres Romero,191.4,9378.0,49
48,0,30944,Jason Kokrak,191.3,9946.2,52
49,0,24925,Jonathan Byrd,190.9,8401.2,44
50,0,31558,J.J. Killeen,190.8,12591.3,66
50,0,27214,Kevin Streelman,190.8,13356.1,70
52,0,24494,Erik Compton,190.7,9155.8,48
53,0,01706,Davis Love III,190.6,7813.8,41
53,0,26331,Charl Schwartzel,190.6,6861.4,36
55,0,32366,Kevin Chappell,190.4,12754.1,67
56,0,21805,Harrison Frazar,190.3,7610.2,40
56,0,24490,George McNeill,190.3,11039.2,58
56,0,22046,Geoff Ogilvy,190.3,9514.0,50
59,0,20850,Daniel Chopra,190.2,6846.2,36
60,0,27120,Troy Matteson,189.5,12886.0,68
60,0,33419,Cameron Tringale,189.5,13076.8,69
62,0,24140,Sean O'Hair,189.2,12296.7,65
63,0,23903,Stephen Gangluff,189.0,6616.5,35
64,0,20766,Padraig Harrington,188.9,7178.8,38
65,0,23638,Brendon de Jonge,188.7,17175.0,91
66,0,26300,Matt Jones,188.5,6597.4,35
67,0,26289,Boo Weekley,188.1,9967.3,53
68,0,26851,Marc Leishman,188.0,11282.3,60
69,0,24846,Ricky Barnes,187.8,12769.2,68
70,0,29221,Webb Simpson,187.5,10684.8,57
71,0,22378,Trevor Immelman,186.9,9529.5,51
71,0,30852,Ryo Ishikawa,186.9,5605.5,30
71,0,30926,Chris Kirk,186.9,14768.5,79
71,0,23623,Bo Van Pelt,186.9,11400.2,61
75,0,26679,Kevin Stadler,186.6,10078.7,54
76,0,20229,Stewart Cink,186.5,7272.8,39
77,0,32200,Roberto Castro,186.2,12659.9,68
77,0,06573,Brandt Jobe,186.2,6701.4,36
79,0,28259,Sangmoon Bae,186.0,10227.8,55
80,0,24361,Pat Perez,185.9,10227.0,55
81,0,30750,Tommy Gainey,185.8,14865.9,80
81,0,23718,Nathan Green,185.8,7433.0,40
81,0,12782,Tim Herron,185.8,12446.2,67
84,0,06522,Ernie Els,185.6,11318.8,61
85,0,29926,Danny Lee,185.5,9274.4,50
86,0,27933,John Merrick,185.3,11489.9,62
86,0,25396,Kevin Na,185.3,10745.7,58
88,0,25834,Daniel Summerhays,184.9,11096.6,60
89,0,06527,Steve Stricker,184.8,8314.1,45
90,0,20070,Matt Bettencourt,184.6,7753.5,42
90,0,20574,Mathew Goggin,184.6,9601.7,52
90,0,24781,Hunter Mahan,184.6,10890.0,59
93,0,28307,Matt Every,184.5,9961.6,54
94,0,12510,Chad Campbell,184.4,13093.0,71
95,0,23353,J.J. Henry,184.2,9026.9,49
96,0,01116,Michael Bradley,184.1,5889.6,32
97,0,24663,Y.E. Yang,184.0,7360.9,40
98,0,06567,Vijay Singh,183.6,12670.4,69
99,0,28093,Miguel Angel Carballo,183.4,8251.9,45
100,0,29420,Billy Horschel,183.3,8248.6,45
101,0,29518,Brendan Steele,183.2,10807.5,59
102,0,28308,Troy Kelly,183.1,7873.3,43
102,0,25345,Carl Pettersson,183.1,13552.0,74
102,0,32150,Michael Thompson,183.1,11167.9,61
105,0,29476,Kyle Reifers,182.8,11697.1,64
106,0,22405,Justin Rose,182.7,8954.6,49
107,0,08725,Tom Gillis,182.6,11504.1,63
107,0,31202,William McGirt,182.6,13876.4,76
107,0,24138,Ian Poulter,182.6,7119.8,39
110,0,22913,John Rollins,182.5,12410.5,68
111,0,25686,Jason Dufner,182.4,11123.7,61
111,0,26287,Roland Thatcher,182.4,6385.5,35
113,0,28475,Jeff Overton,182.2,15847.5,87
114,0,20098,Stuart Appleby,182.1,10923.7,60
115,0,23548,Bill Lunde,181.8,11451.7,63
116,0,21731,Freddie Jacobson,181.7,7087.8,39
117,0,27649,Brandt Snedeker,181.6,11080.0,61
118,0,30927,Brendon Todd,181.5,9800.5,54
119,0,06034,Marco Dawson,181.2,7066.1,39
119,0,20572,Rod Pampling,181.2,11598.0,64
121,0,25892,Steve Wheatcroft,181.0,6335.0,35
122,0,01766,Billy Mayfair,180.8,12472.3,69
123,0,34021,Bud Cauley,180.7,15722.9,87
124,0,26476,Chez Reavie,180.6,10472.0,58
125,0,01320,Bob Estes,180.4,9740.6,54
126,0,20160,Charlie Wi,180.2,10812.6,60
127,0,10885,Robert Allenby,180.1,10446.6,58
128,0,29910,Blake Adams,180.0,10982.7,61
129,0,23621,Rory Sabbatini,179.9,12232.6,68
130,0,35139,Richard Lee,179.6,8080.1,45
130,0,26596,Ryan Moore,179.6,14190.7,79
132,0,21350,Ryuji Imada,179.5,9871.4,55
133,0,28455,Will Claxton,179.3,14343.4,80
133,0,23541,Ben Crane,179.3,11294.6,63
135,0,28087,Kris Blanks,179.2,8961.1,50
136,0,23788,D.J. Trahan,179.1,8775.7,49
137,0,27963,Chris Stroud,179.0,11632.1,65
138,0,29478,Kevin Kisner,178.6,8750.7,49
139,0,10213,Dicky Pride,178.5,8745.0,49
139,0,27770,Camilo Villegas,178.5,11782.9,66
141,0,26951,Johnson Wagner,178.4,12843.4,72
142,0,27466,Spencer Levin,178.2,10511.3,59
142,0,23800,Bryce Molder,178.2,12117.8,68
144,0,25572,Graeme McDowell,178.1,7300.3,41
145,0,27974,Sung Kang,178.0,8720.5,49
146,0,27895,Jonas Blixt,177.9,10671.0,60
146,0,29479,Scott Brown,177.9,7650.3,43
148,0,24507,Jason Bohn,177.8,10492.6,59
149,0,20104,Ken Duke,177.6,14739.1,83
150,0,23983,Luke Donald,177.5,8698.3,49
150,0,10809,Jim Furyk,177.5,11007.8,62
150,0,24604,Hunter Haas,177.5,7275.7,41
153,0,21407,Arjun Atwal,177.3,10284.3,58
153,0,26758,David Hearn,177.3,13478.1,76
155,0,27644,Brian Harman,177.2,15594.0,88
156,0,23542,Tommy Biershenk,176.7,9012.6,51
156,0,22621,Ben Curtis,176.7,9187.9,52
156,0,25457,Alexandre Rocha,176.7,8128.4,46
159,0,06036,Scott Dunlap,176.6,7415.2,42
160,0,27556,Ted Potter Jr.,175.8,10198.8,58
161,0,34174,John Huh,175.7,14059.2,80
162,0,20593,Greg Chalmers,175.3,12973.4,74
163,0,12652,Cameron Beckman,174.8,11010.0,63
163,0,25240,D.A. Points,174.8,12412.4,71
165,0,23325,Vaughn Taylor,174.7,9608.8,55
166,0,23108,Matt Kuchar,174.5,11514.6,66
166,0,01797,Rocco Mediate,174.5,9423.7,54
166,0,21878,Mark Wilson,174.5,10993.0,63
169,0,33122,Russell Knox,173.3,8666.7,50
170,0,23204,Gary Christian,172.7,10017.6,58
170,0,01941,Tom Pernice Jr.,172.7,8116.0,47
172,0,22582,Kyle Thompson,172.3,5513.5,32
173,0,22548,Patrick Sheehan,172.2,6545.1,38
174,0,24357,K.J. Choi,171.9,8941.0,52
175,0,06004,Stephen Ames,171.5,5316.0,31
176,0,22293,Heath Slocum,171.1,11806.5,69
177,0,30711,Colt Knost,171.0,10770.0,63
178,0,22961,David Mathis,170.7,10414.9,61
179,0,27060,John Mallinger,170.6,9896.8,58
180,0,29222,Billy Hurley III,170.3,8513.7,50
181,0,24024,Zach Johnson,170.2,12423.5,73
182,0,21753,Brian Davis,169.7,13068.5,77
183,0,01724,Jeff Maggert,168.5,12300.6,73
184,0,06251,Chris DiMarco,168.3,10603.5,63
185,0,10860,Justin Leonard,168.0,9408.8,56
186,0,08075,Jerry Kelly,166.7,12168.6,73
187,0,19846,Brian Gay,165.4,11910.3,72
188,0,23135,Tim Clark,161.9,8578.1,53
188,0,02206,David Toms,161.9,6476.1,40
190,0,20623,Gavin Coles,160.7,7876.1,49
191,0,22348,Nick O'Hern,160.3,9776.7,61
