RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,02206,David Toms,2.783,290.238,104.289,41,0234503373
2,0,23541,Ben Crane,2.714,298.494,109.993,66,0226503387
3,0,27936,Martin Laird,2.678,315.345,117.742,48,0224603597
4,0,01724,Jeff Maggert,2.675,284.018,106.168,76,0230303069
5,0,33141,Keegan Bradley,2.660,310.809,116.830,59,0220703482
6,0,24024,Zach Johnson,2.659,286.039,107.574,74,0227603180
7,0,23623,Bo Van Pelt,2.647,301.977,114.091,63,0221803278
8,0,19846,Brian Gay,2.644,276.545,104.575,73,0229203165
9,0,23135,Tim Clark,2.642,275.725,104.366,55,0233602984
9,0,24781,Hunter Mahan,2.642,296.003,112.051,62,0229303401
11,0,01249,John Daly,2.641,314.501,119.072,30,0230202924
11,0,23108,Matt Kuchar,2.641,285.567,108.127,68,0229003296
11,0,06527,Steve Stricker,2.641,296.360,112.215,49,0225203471
14,0,06522,Ernie Els,2.638,298.637,113.202,61,0228203295
15,0,30750,Tommy Gainey,2.635,297.473,112.907,87,0235703034
15,0,25818,Scott Piercy,2.635,309.794,117.591,70,0219403415
17,0,22293,Heath Slocum,2.632,279.392,106.134,71,0232102962
18,0,32102,Rickie Fowler,2.630,304.091,115.645,59,0207703166
19,0,24357,K.J. Choi,2.628,288.101,109.621,55,0224603419
20,0,25345,Carl Pettersson,2.625,298.824,113.850,76,0221103430
20,0,23325,Vaughn Taylor,2.625,284.683,108.431,56,0229703050
22,0,29518,Brendan Steele,2.621,294.083,112.215,62,0223503539
23,0,25804,Bubba Watson,2.620,326.720,124.692,53,0220403461
24,0,27644,Brian Harman,2.619,290.622,110.976,90,0187503025
24,0,27933,John Merrick,2.619,296.190,113.109,62,0228403045
24,0,24138,Ian Poulter,2.619,290.624,110.972,42,0219403049
27,0,23800,Bryce Molder,2.614,285.692,109.282,71,0222403406
27,0,30110,Kyle Stanley,2.614,312.400,119.515,53,0225803132
