RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
179,0,31557,Jim Herman,32.0,8,25,-1.00
180,0,28679,Fabián Gómez,31.3,10,32,-3.00
181,0,19803,Ryan Armour,31.1,14,45,-3.00
182,0,32333,Kevin Tway,31.0,18,58,-4.00
183,0,29908,C.T. Pan,30.4,17,56,-3.00
184,0,49298,Kramer Hickok,29.7,11,37,-1.00
185,0,32200,Roberto Castro,29.3,12,41,-5.00
185,0,49964,Aaron Wise,29.3,12,41,-2.00
187,0,46523,Joey Garber,26.9,7,26,E
188,0,24781,Hunter Mahan,22.7,5,22,-1.00
