RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,20593,Greg Chalmers,27.67,664,24
2,0,30925,Dustin Johnson,27.78,500,18
2,0,25396,Kevin Na,27.78,639,23
4,0,28237,Rory McIlroy,27.80,417,15
5,0,25345,Carl Pettersson,27.88,725,26
5,0,20160,Charlie Wi,27.88,697,25
7,0,22371,Aaron Baddeley,27.90,586,21
8,0,19846,Brian Gay,28.00,756,27
9,0,27797,Derek Lamely,28.08,674,24
10,0,20104,Ken Duke,28.10,815,29
11,0,24138,Ian Poulter,28.14,394,14
12,0,28307,Matt Every,28.17,676,24
13,0,26331,Charl Schwartzel,28.20,423,15
14,0,01810,Phil Mickelson,28.23,621,22
15,0,27649,Brandt Snedeker,28.24,593,21
16,0,22961,David Mathis,28.26,763,27
17,0,27895,Jonas Blixt,28.35,567,20
18,0,27963,Chris Stroud,28.36,794,28
19,0,33141,Keegan Bradley,28.38,681,24
19,0,23409,James Driscoll,28.38,738,26
19,0,28308,Troy Kelly,28.38,596,21
19,0,01797,Rocco Mediate,28.38,596,21
19,0,23621,Rory Sabbatini,28.38,823,29
24,0,06527,Steve Stricker,28.39,511,18
25,0,20766,Padraig Harrington,28.41,483,17
26,0,30711,Colt Knost,28.43,796,28
27,0,01706,Davis Love III,28.45,569,20
28,0,06034,Marco Dawson,28.50,570,20
28,0,28089,Jason Day,28.50,456,16
30,0,28500,Martin Flores,28.52,827,29
30,0,29221,Webb Simpson,28.52,599,21
30,0,30927,Brendon Todd,28.52,770,27
33,0,26596,Ryan Moore,28.54,685,24
34,0,31558,J.J. Killeen,28.55,885,31
34,0,25562,Andres Romero,28.55,571,20
36,0,23983,Luke Donald,28.56,457,16
37,0,21805,Harrison Frazar,28.58,543,19
38,0,29420,Billy Horschel,28.60,429,15
39,0,25818,Scott Piercy,28.61,801,28
40,0,25686,Jason Dufner,28.62,601,21
40,0,23108,Matt Kuchar,28.62,601,21
42,0,19970,Robert Karlsson,28.63,458,16
42,0,27120,Troy Matteson,28.63,859,30
44,0,27974,Sung Kang,28.64,802,28
45,0,08725,Tom Gillis,28.65,659,23
46,0,21753,Brian Davis,28.68,803,28
46,0,24361,Pat Perez,28.68,631,22
48,0,25632,Jimmy Walker,28.71,804,28
49,0,10860,Justin Leonard,28.72,718,25
50,0,34021,Bud Cauley,28.75,805,28
50,0,11123,Chris Couch,28.75,575,20
52,0,23541,Ben Crane,28.77,633,22
53,0,22405,Justin Rose,28.78,518,18
53,0,23623,Bo Van Pelt,28.78,662,23
55,0,24024,Zach Johnson,28.79,691,24
56,0,01320,Bob Estes,28.83,663,23
56,0,23325,Vaughn Taylor,28.83,692,24
56,0,02206,David Toms,28.83,519,18
59,0,27095,Nick Watney,28.84,721,25
60,0,21350,Ryuji Imada,28.85,779,27
61,0,21209,Sergio Garcia,28.87,433,15
62,0,29926,Danny Lee,28.88,693,24
63,0,08793,Tiger Woods,28.89,520,18
64,0,20098,Stuart Appleby,28.91,665,23
64,0,26851,Marc Leishman,28.91,665,23
66,0,29222,Billy Hurley III,28.92,723,25
66,0,27466,Spencer Levin,28.92,694,24
68,0,27436,Graham DeLaet,28.95,637,22
69,0,21407,Arjun Atwal,28.96,724,25
70,0,24494,Erik Compton,29.00,667,23
70,0,06251,Chris DiMarco,29.00,783,27
70,0,25572,Graeme McDowell,29.00,435,15
70,0,22348,Nick O'Hern,29.00,725,25
70,0,20572,Rod Pampling,29.00,696,24
75,0,30750,Tommy Gainey,29.03,929,32
76,0,29289,S.Y. Noh,29.04,755,26
76,0,06567,Vijay Singh,29.04,784,27
78,0,20848,Ángel Cabrera,29.05,552,19
78,0,23718,Nathan Green,29.05,581,20
80,0,32366,Kevin Chappell,29.07,814,28
80,0,28455,Will Claxton,29.07,785,27
82,0,29910,Blake Adams,29.10,902,31
82,0,20623,Gavin Coles,29.10,611,21
82,0,27644,Brian Harman,29.10,873,30
82,0,33122,Russell Knox,29.10,611,21
86,0,26758,David Hearn,29.11,815,28
87,0,23542,Tommy Biershenk,29.12,728,25
88,0,10809,Jim Furyk,29.13,670,23
89,0,01249,John Daly,29.14,408,14
89,0,06522,Ernie Els,29.14,612,21
91,0,24925,Jonathan Byrd,29.15,583,20
92,0,23135,Tim Clark,29.16,554,19
92,0,22548,Patrick Sheehan,29.16,554,19
94,0,21878,Mark Wilson,29.17,700,24
95,0,01941,Tom Pernice Jr.,29.18,642,22
96,0,30852,Ryo Ishikawa,29.19,467,16
97,0,20070,Matt Bettencourt,29.21,847,29
97,0,20850,Daniel Chopra,29.21,555,19
97,0,24490,George McNeill,29.21,701,24
97,0,21528,Henrik Stenson,29.21,409,14
97,0,24663,Y.E. Yang,29.21,555,19
102,0,01766,Billy Mayfair,29.22,789,27
103,0,30926,Chris Kirk,29.23,760,26
104,0,20574,Mathew Goggin,29.24,614,21
104,0,24604,Hunter Haas,29.24,614,21
104,0,06573,Brandt Jobe,29.24,497,17
104,0,10213,Dicky Pride,29.24,497,17
104,0,25834,Daniel Summerhays,29.24,731,25
109,0,34174,John Huh,29.25,819,28
109,0,23320,Ryan Palmer,29.25,702,24
111,0,06004,Stephen Ames,29.26,556,19
112,0,23638,Brendon de Jonge,29.27,878,30
113,0,08075,Jerry Kelly,29.28,732,25
113,0,26329,Louis Oosthuizen,29.28,527,18
113,0,32150,Michael Thompson,29.28,732,25
116,0,27936,Martin Laird,29.29,615,21
117,0,33120,Mark Anderson,29.30,674,23
117,0,23548,Bill Lunde,29.30,674,23
