RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,06036,Scott Dunlap,.06,3,53
1,0,25562,Andres Romero,.06,4,64
1,0,33419,Cameron Tringale,.06,5,88
4,0,32150,Michael Thompson,.05,4,80
5,0,06004,Stephen Ames,.04,2,54
5,0,27974,Sung Kang,.04,3,73
5,0,19970,Robert Karlsson,.04,2,52
5,0,22961,David Mathis,.04,3,81
5,0,27556,Ted Potter Jr.,.04,3,77
5,0,24138,Ian Poulter,.04,2,56
11,0,21407,Arjun Atwal,.03,2,75
11,0,12652,Cameron Beckman,.03,2,77
11,0,23542,Tommy Biershenk,.03,2,72
11,0,23135,Tim Clark,.03,2,60
11,0,24494,Erik Compton,.03,2,77
11,0,11123,Chris Couch,.03,2,59
11,0,24358,Robert Garrigus,.03,3,89
11,0,24604,Hunter Haas,.03,2,65
11,0,30944,Jason Kokrak,.03,2,75
11,0,23548,Bill Lunde,.03,2,79
11,0,24361,Pat Perez,.03,2,79
11,0,01941,Tom Pernice Jr.,.03,2,58
11,0,22405,Justin Rose,.03,2,68
11,0,29518,Brendan Steele,.03,2,73
25,0,32334,Charlie Beljan,.02,1,57
25,0,28087,Kris Blanks,.02,1,65
25,0,33141,Keegan Bradley,.02,2,88
25,0,32366,Kevin Chappell,.02,2,87
25,0,06034,Marco Dawson,.02,1,58
25,0,21805,Harrison Frazar,.02,1,54
25,0,30750,Tommy Gainey,.02,2,98
25,0,12782,Tim Herron,.02,2,88
25,0,27141,J.B. Holmes,.02,2,86
25,0,29420,Billy Horschel,.02,1,59
25,0,30926,Chris Kirk,.02,2,89
25,0,24940,Edward Loar,.02,1,57
25,0,25572,Graeme McDowell,.02,1,54
25,0,26596,Ryan Moore,.02,2,89
25,0,27302,Garth Mulroy,.02,1,57
25,0,24140,Sean O'Hair,.02,2,84
25,0,26331,Charl Schwartzel,.02,1,54
25,0,24502,Adam Scott,.02,1,58
25,0,02206,David Toms,.02,1,58
25,0,25804,Bubba Watson,.02,1,66
25,0,25892,Steve Wheatcroft,.02,1,52
25,0,20160,Charlie Wi,.02,2,86
25,0,24663,Y.E. Yang,.02,1,62
48,0,10885,Robert Allenby,.01,1,76
48,0,33120,Mark Anderson,.01,1,73
48,0,28259,Sangmoon Bae,.01,1,77
48,0,24846,Ricky Barnes,.01,1,88
48,0,20070,Matt Bettencourt,.01,1,76
48,0,28093,Miguel Angel Carballo,.01,1,69
48,0,34021,Bud Cauley,.01,1,99
48,0,21753,Brian Davis,.01,1,91
48,0,23638,Brendon de Jonge,.01,1,115
48,0,25686,Jason Dufner,.01,1,82
48,0,20104,Ken Duke,.01,1,104
48,0,01320,Bob Estes,.01,1,78
48,0,28307,Matt Every,.01,1,80
48,0,32102,Rickie Fowler,.01,1,83
48,0,32698,Bobby Gates,.01,1,85
48,0,19846,Brian Gay,.01,1,87
48,0,23718,Nathan Green,.01,1,69
48,0,34174,John Huh,.01,1,99
48,0,21350,Ryuji Imada,.01,1,76
48,0,24024,Zach Johnson,.01,1,94
48,0,31558,J.J. Killeen,.01,1,97
48,0,33122,Russell Knox,.01,1,68
48,0,01724,Jeff Maggert,.01,1,83
48,0,24781,Hunter Mahan,.01,1,82
48,0,27060,John Mallinger,.01,1,70
48,0,01766,Billy Mayfair,.01,1,86
48,0,31202,William McGirt,.01,1,96
48,0,01797,Rocco Mediate,.01,1,68
48,0,25396,Kevin Na,.01,1,79
48,0,29289,S.Y. Noh,.01,1,101
48,0,22348,Nick O'Hern,.01,1,74
48,0,28475,Jeff Overton,.01,1,101
48,0,20691,Greg Owen,.01,1,90
48,0,23320,Ryan Palmer,.01,1,81
48,0,20572,Rod Pampling,.01,1,84
48,0,25345,Carl Pettersson,.01,1,92
48,0,25818,Scott Piercy,.01,1,95
48,0,25240,D.A. Points,.01,1,88
48,0,26476,Chez Reavie,.01,1,83
48,0,23621,Rory Sabbatini,.01,1,84
48,0,20645,John Senden,.01,1,78
48,0,29221,Webb Simpson,.01,1,76
48,0,06567,Vijay Singh,.01,1,99
48,0,27214,Kevin Streelman,.01,1,89
48,0,06527,Steve Stricker,.01,1,70
48,0,27963,Chris Stroud,.01,1,86
48,0,27330,Josh Teater,.01,1,93
48,0,23623,Bo Van Pelt,.01,1,83
48,0,27770,Camilo Villegas,.01,1,77
48,0,27095,Nick Watney,.01,1,94
48,0,26289,Boo Weekley,.01,1,70
48,0,21878,Mark Wilson,.01,1,78
48,0,31323,Gary Woodland,.01,1,69
