RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,55789,Taylor Montgomery,69.14%,350,242
2,0,46442,Maverick McNealy,67.65%,204,138
3,0,47993,Denny McCarthy,65.71%,315,207
4,0,49947,Taylor Moore,65.19%,316,206
5,0,49960,Sepp Straka,64.98%,297,193
6,0,34099,Harris English,64.40%,323,208
7,0,40098,Matt Fitzpatrick,63.79%,232,148
8,0,58696,Peter Kuest,63.75%,160,102
9,0,48081,Xander Schauffele,63.60%,272,173
10,0,29289,S.Y. Noh,63.31%,169,107
11,0,27644,Brian Harman,63.00%,300,189
12,0,34256,Andrew Putnam,62.95%,332,209
13,0,30927,Brendon Todd,62.92%,356,224
14,0,35450,Patrick Cantlay,62.75%,247,155
15,0,50493,Justin Suh,62.67%,367,230
16,0,57975,Harry Hall,62.59%,294,184
17,0,39977,Max Homa,62.58%,326,204
18,0,37275,Sam Ryder,62.40%,375,234
19,0,47591,Eric Cole,62.31%,451,281
20,0,40250,Taylor Pendrith,62.26%,310,193
21,0,35879,Kelly Kraft,62.08%,327,203
22,0,47983,Chad Ramey,61.79%,369,228
23,0,34466,Peter Malnati,61.67%,287,177
23,0,40115,Adam Svensson,61.67%,407,251
25,0,50188,S.H. Kim,61.48%,405,249
26,0,33399,Adam Hadwin,61.44%,306,188
27,0,31560,Brian Stuard,61.42%,197,121
28,0,24140,Sean O'Hair,61.31%,137,84
29,0,24024,Zach Johnson,61.21%,214,131
30,0,39975,Michael Kim,60.90%,289,176
31,0,30911,Tommy Fleetwood,60.89%,271,165
32,0,25900,Lucas Glover,60.86%,304,185
33,0,51766,Wyndham Clark,60.73%,382,232
34,0,28252,Seamus Power,60.68%,295,179
35,0,51634,Sahith Theegala,60.63%,348,211
36,0,34046,Jordan Spieth,60.47%,258,156
37,0,40162,Justin Lower,60.24%,332,200
38,0,35461,Beau Hossler,60.16%,369,222
39,0,34363,Tyrrell Hatton,59.93%,282,169
40,0,47504,Sam Burns,59.86%,289,173
41,0,28089,Jason Day,59.75%,241,144
42,0,52453,Nicolai Hojgaard,59.56%,136,81
43,0,23108,Matt Kuchar,59.38%,320,190
44,0,29420,Billy Horschel,59.26%,216,128
44,0,39546,Keith Mitchell,59.26%,297,176
46,0,47128,Richy Werenski,59.21%,304,180
47,0,22405,Justin Rose,59.17%,218,129
48,0,22056,Cameron Percy,59.09%,198,117
49,0,36699,Patrick Rodgers,59.05%,315,186
50,0,48867,Matti Schmid,58.99%,217,128
51,0,47079,Harrison Endycott,58.97%,290,171
52,0,35532,Tom Hoge,58.82%,357,210
53,0,51349,Nico Echavarria,58.70%,230,135
53,0,48119,Ben Taylor,58.70%,339,199
55,0,49453,Trevor Cone,58.63%,278,163
56,0,35506,Mackenzie Hughes,58.58%,268,157
