RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,40098,Matt Fitzpatrick,98.51%,875,862
2,0,33399,Adam Hadwin,98.50%,1134,1117
3,0,47504,Sam Burns,98.42%,1011,995
4,0,47993,Denny McCarthy,98.37%,1227,1207
5,0,22371,Aaron Baddeley,98.31%,828,814
5,0,51634,Sahith Theegala,98.31%,1186,1166
7,0,28089,Jason Day,98.25%,914,898
8,0,46442,Maverick McNealy,98.19%,663,651
9,0,23108,Matt Kuchar,98.13%,1122,1101
10,0,52513,Carson Young,98.00%,1052,1031
11,0,49771,J.T. Poston,97.95%,1221,1196
11,0,47347,Adam Schenk,97.95%,1369,1341
13,0,31646,Emiliano Grillo,97.94%,1211,1186
13,0,46717,Viktor Hovland,97.94%,969,949
15,0,33141,Keegan Bradley,97.92%,912,893
15,0,47591,Eric Cole,97.92%,1492,1461
17,0,52955,Ludvig Åberg,97.90%,619,606
17,0,52453,Nicolai Hojgaard,97.90%,476,466
19,0,40250,Taylor Pendrith,97.83%,1153,1128
19,0,22056,Cameron Percy,97.83%,645,631
21,0,30911,Tommy Fleetwood,97.78%,857,838
21,0,54591,Ben Griffin,97.78%,1259,1231
21,0,46414,Aaron Rai,97.78%,1262,1234
24,0,28775,Nate Lashley,97.74%,1194,1167
25,0,35506,Mackenzie Hughes,97.73%,1011,988
25,0,36871,Matt NeSmith,97.73%,1191,1164
27,0,34099,Harris English,97.71%,1136,1110
28,0,26476,Chez Reavie,97.70%,1215,1187
29,0,34363,Tyrrell Hatton,97.69%,911,890
30,0,35461,Beau Hossler,97.68%,1249,1220
31,0,55182,Tom Kim,97.67%,1075,1050
31,0,53165,Doc Redman,97.67%,944,922
33,0,30926,Chris Kirk,97.65%,1065,1040
33,0,40006,Erik van Rooyen,97.65%,808,789
35,0,34256,Andrew Putnam,97.64%,1273,1243
36,0,33597,Harry Higgs,97.63%,844,824
37,0,54628,Lee Hodges,97.62%,1261,1231
38,0,27963,Chris Stroud,97.60%,584,570
39,0,35450,Patrick Cantlay,97.59%,872,851
39,0,51766,Wyndham Clark,97.59%,1202,1173
39,0,25632,Jimmy Walker,97.59%,1079,1053
