RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,09011,David Duval,12,1,11
2,0,01161,Mark Calcavecchia,14,6,8
3,0,01706,Davis Love III,17,4,13
3,0,02321,Fuzzy Zoeller,17,16,1
5,0,01887,Mark O'Meara,19,17,2
5,0,01975,Tom Purtzer,19,7,12
7,0,07867,Woody Austin,25,8,17
7,0,01810,Phil Mickelson,25,11,14
9,0,02256,Tom Watson,29,13,16
10,0,01677,Tom Lehman,30,27,3
11,0,02023,Clarence Rose,32,10,22
12,0,01226,Fred Couples,34,31,3
12,0,01797,Rocco Mediate,34,24,10
14,0,01945,Kenny Perry,36,5,31
15,0,12660,Jesper Parnevik,42,37,5
16,0,01334,Keith Fergus,45,9,36
17,0,02245,Grant Waite,47,22,25
18,0,01313,Steve Elkington,51,33,18
19,0,02101,Joey Sindelar,52,28,24
20,0,01968,Nick Price,53,2,51
21,0,01958,Dan Pohl,58,32,26
22,0,02170,Hal Sutton,61,42,19
23,0,02223,Bob Tway,62,56,6
24,0,02146,Payne Stewart,64,29,35
25,0,06522,Ernie Els,69,17,52
26,0,02214,Kirk Triplett,71,43,28
27,0,01381,Fred Funk,72,34,38
27,0,01766,Billy Mayfair,72,17,55
29,0,01864,Larry Nelson,77,30,47
30,0,01326,Nick Faldo,85,24,61
31,0,01307,Joel Edwards,86,55,31
31,0,01475,Donnie Hammond,86,48,38
33,0,01014,Fulton Allem,90,57,33
33,0,01116,Michael Bradley,90,45,45
35,0,01837,Gil Morgan,92,54,38
36,0,01527,Scott Hoch,95,80,15
37,0,01219,John Cook,96,87,9
37,0,01920,Craig Parry,96,11,85
39,0,02133,Craig Stadler,99,37,62
40,0,01783,Mark McCumber,103,15,88
41,0,01139,Olin Browne,104,52,52
42,0,01569,Peter Jacobsen,106,65,41
43,0,01724,Jeff Maggert,107,24,83
43,0,02159,Curtis Strange,107,50,57
45,0,01143,Brad Bryant,108,101,7
46,0,01771,Blaine McCallister,110,43,67
47,0,01201,Lennie Clements,113,84,29
48,0,01457,Jay Haas,118,95,23
49,0,01042,Paul Azinger,120,57,63
50,0,20098,Stuart Appleby,121,35,86
51,0,01157,Tom Byrum,123,64,59
52,0,06124,Patrick Burke,124,50,74
53,0,06567,Vijay Singh,125,45,80
54,0,01823,Larry Mize,126,78,48
55,0,20259,Hisayuki Sasaki,128,14,114
56,0,01388,Robert Gamez,131,22,109
57,0,02104,Jeff Sluman,135,105,30
58,0,10860,Justin Leonard,137,37,100
59,0,08337,Mike Heinen,140,74,66
59,0,01553,John Huston,140,61,79
61,0,01487,Jeff Hart,141,78,63
62,0,01196,Brian Claar,143,21,122
63,0,01408,Kelly Gibson,144,62,82
64,0,01006,John Adams,145,75,70
64,0,06044,Scott Gump,145,102,43
66,0,01156,Curt Byrum,148,112,36
67,0,01132,Mark Brooks,149,37,112
67,0,01306,David Edwards,149,69,80
69,0,19883,Joe Daley,150,52,98
69,0,02241,Bobby Wadkins,150,129,21
71,0,01385,Jim Gallagher Jr.,151,75,76
72,0,02218,Ted Tryba,152,37,115
73,0,06617,Brian Henninger,155,48,107
74,0,01577,Lee Janzen,156,36,120
74,0,01876,Greg Norman,156,3,153
74,0,02135,Mike Standly,156,59,97
77,0,01748,Doug Martin,157,108,49
78,0,01203,Russ Cochran,158,86,72
79,0,01905,Joe Ozaki,167,77,90
79,0,01971,Dillard Pruitt,167,115,52
81,0,10809,Jim Furyk,169,17,152
82,0,01060,Dave Barr,172,152,20
82,0,06315,Pete Jordan,172,94,78
84,0,07235,John Morse,173,85,88
85,0,06090,Jim McGovern,175,71,104
85,0,02010,Loren Roberts,175,98,77
85,0,02246,Duffy Waldorf,175,62,113
88,0,01093,Ronnie Black,176,107,69
88,0,06643,Paul Goydos,176,66,110
90,0,01707,Steve Lowery,182,89,93
90,0,06613,Tommy Tolles,182,98,84
92,0,01175,Jim Carter,185,114,71
93,0,06527,Steve Stricker,186,68,118
94,0,20095,Carl Paulson,187,66,121
95,0,01331,Rick Fehr,188,89,99
96,0,01435,Wayne Grady,189,133,56
97,0,12782,Tim Herron,193,87,106
98,0,01633,Tom Kite,194,136,58
99,0,01098,Jay Don Blake,195,168,27
99,0,06034,Marco Dawson,195,103,92
99,0,08931,Glen Day,195,71,124
102,0,01323,Brad Fabel,196,152,44
103,0,01682,Wayne Levi,197,164,33
103,0,02167,Mike Sullivan,197,147,50
105,0,20051,Joe Acosta Jr.,199,98,101
105,0,02226,Tray Tyner,199,112,87
107,0,01035,Tommy Armour III,201,71,130
107,0,08375,Paul Stankowski,201,69,132
109,0,01361,Dan Forsman,202,139,63
110,0,10425,Jay Williamson,205,45,160
111,0,07267,Allen Doyle,209,80,129
112,0,01943,Chris Perry,213,171,42
113,0,01723,Andrew Magee,214,59,155
114,0,06036,Scott Dunlap,215,169,46
115,0,01891,David Ogrin,216,157,59
116,0,11032,Frank Lickliter II,217,80,137
117,0,08075,Jerry Kelly,221,125,96
118,0,01040,Emlyn Aubrey,222,89,133
118,0,01261,Jay Delsing,222,105,117
120,0,06214,Guy Boros,226,121,105
121,0,08547,John Maginnes,227,133,94
122,0,01996,Mike Reid,228,160,68
122,0,02008,Lee Rinker,228,125,103
124,0,01928,Corey Pavin,230,135,95
125,0,01599,Steve Jones,236,95,141
126,0,10585,Scott McCarron,237,80,157
127,0,02099,Scott Simpson,239,167,72
128,0,10213,Dicky Pride,244,95,149
129,0,01725,John Mahaffey,245,137,108
129,0,12781,Scott Medlin,245,122,123
129,0,02206,David Toms,245,143,102
132,0,02106,Chris Smith,246,119,127
132,0,06595,Kevin Sutherland,246,172,74
134,0,01142,Bart Bryant,249,158,91
135,0,01185,Brandel Chamblee,254,143,111
135,0,10649,Tom Scherrer,254,115,139
137,0,07101,Dave Stockton Jr.,256,132,124
138,0,01960,Don Pooley,257,119,138
139,0,06577,John Wilson,258,89,169
140,0,10215,Charlie Rymer,262,122,140
141,0,01249,John Daly,263,89,174
142,0,01068,Andy Bean,267,122,145
143,0,10569,Mike Brisky,272,109,163
144,0,01604,Steve Jurgensen,274,115,159
145,0,01761,Len Mattiace,275,149,126
146,0,06012,Greg Kraft,278,129,149
147,0,07087,Hugh Royer III,280,138,142
148,0,01072,Chip Beck,282,146,136
148,0,06599,John Elliott,282,109,173
148,0,02267,D.A. Weibring,282,103,179
151,0,01510,Nolan Henke,286,141,145
152,0,01133,Billy Ray Brown,291,164,127
152,0,01414,Bob Gilder,291,125,166
154,0,06332,Neal Lancaster,295,141,154
155,0,01549,Mike Hulbert,296,177,119
156,0,01346,Ed Fiori,297,109,188
157,0,01024,Billy Andrade,300,185,115
157,0,20505,Lucas Parsons,300,115,185
159,0,01378,David Frost,301,140,161
160,0,01938,David Peoples,306,125,181
161,0,02186,Brian Tennyson,307,156,151
162,0,01096,Phil Blackmar,308,143,165
162,0,08385,Omar Uresti,308,152,156
162,0,02303,Robert Wrenn,308,173,135
165,0,02131,Mike Springer,309,178,131
166,0,01374,Robin Freeman,310,166,144
167,0,02115,Taylor Smith,313,152,161
168,0,01444,Ken Green,317,174,143
169,0,02201,Jim Thorpe,318,160,158
170,0,19913,Ron Whittaker,320,131,189
171,0,01329,Brad Faxon,322,188,134
172,0,12626,Joey Gullion,323,151,172
172,0,02279,Mark Wiebe,323,175,148
174,0,10203,Bryan Gorman,326,148,178
175,0,06140,Sean Murphy,330,163,167
176,0,01603,Jeff Julian,334,150,184
176,0,02171,Mike Swartz,334,159,175
178,0,06064,Jeff Gallagher,336,189,147
179,0,01200,Keith Clearwater,339,169,170
180,0,01557,John Inman,342,162,180
181,0,02049,Gene Sauers,345,181,164
182,0,08993,Franklin Langham,349,178,171
183,0,01235,Ben Crenshaw,350,183,167
184,0,01701,Bob Lohr,359,182,177
185,0,01607,Brian Kamm,360,184,176
186,0,06657,Steve Rintoul,363,176,187
186,0,06066,Gary Rusnak,363,180,183
188,0,01320,Bob Estes,371,185,186
189,0,10505,Shane Bertsch,372,190,182
190,0,02242,Lanny Wadkins,377,187,190
