RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,09011,David Duval,47,29,18
2,0,01968,Nick Price,62,54,8
3,0,01876,Greg Norman,78,52,26
4,0,01706,Davis Love III,83,4,79
5,0,01945,Kenny Perry,85,44,41
6,0,01161,Mark Calcavecchia,88,18,70
7,0,01975,Tom Purtzer,96,16,80
8,0,07867,Woody Austin,101,16,85
9,0,01334,Keith Fergus,104,42,62
10,0,02023,Clarence Rose,106,83,23
11,0,01810,Phil Mickelson,107,8,99
11,0,01920,Craig Parry,107,60,47
13,0,02256,Tom Watson,112,19,93
14,0,20259,Hisayuki Sasaki,114,79,35
15,0,01783,Mark McCumber,115,85,30
16,0,02321,Fuzzy Zoeller,116,65,51
17,0,06522,Ernie Els,117,15,102
17,0,10809,Jim Furyk,117,102,15
17,0,01766,Billy Mayfair,117,98,19
17,0,01887,Mark O'Meara,117,86,31
21,0,01196,Brian Claar,119,90,29
22,0,01388,Robert Gamez,121,24,97
22,0,02245,Grant Waite,121,34,87
24,0,01326,Nick Faldo,122,120,2
24,0,01724,Jeff Maggert,122,80,42
24,0,01797,Rocco Mediate,122,62,60
27,0,01677,Tom Lehman,125,37,88
28,0,02101,Joey Sindelar,126,69,57
29,0,02146,Payne Stewart,129,39,90
30,0,01864,Larry Nelson,131,64,67
31,0,01226,Fred Couples,133,3,130
32,0,01958,Dan Pohl,134,24,110
33,0,01313,Steve Elkington,136,109,27
34,0,01381,Fred Funk,137,136,1
35,0,20098,Stuart Appleby,141,22,119
36,0,01577,Lee Janzen,142,90,52
37,0,01132,Mark Brooks,146,112,34
37,0,10860,Justin Leonard,146,133,13
37,0,12660,Jesper Parnevik,146,23,123
37,0,02133,Craig Stadler,146,52,94
37,0,02218,Ted Tryba,146,69,77
42,0,02170,Hal Sutton,147,74,73
43,0,01771,Blaine McCallister,148,109,39
43,0,02214,Kirk Triplett,148,117,31
45,0,01116,Michael Bradley,151,38,113
45,0,06567,Vijay Singh,151,12,139
45,0,10425,Jay Williamson,151,30,121
48,0,01475,Donnie Hammond,153,78,75
48,0,06617,Brian Henninger,153,33,120
50,0,06124,Patrick Burke,154,130,24
50,0,02159,Curtis Strange,154,138,16
52,0,01139,Olin Browne,156,145,11
52,0,19883,Joe Daley,156,106,50
54,0,01837,Gil Morgan,158,102,56
55,0,01307,Joel Edwards,159,116,43
56,0,02223,Bob Tway,161,106,55
57,0,01014,Fulton Allem,162,157,5
57,0,01042,Paul Azinger,162,47,115
59,0,01723,Andrew Magee,164,28,136
59,0,02135,Mike Standly,164,42,122
61,0,01553,John Huston,165,40,125
62,0,01408,Kelly Gibson,166,7,159
62,0,02246,Duffy Waldorf,166,58,108
64,0,01157,Tom Byrum,167,163,4
65,0,01569,Peter Jacobsen,168,69,99
66,0,06643,Paul Goydos,170,124,46
66,0,20095,Carl Paulson,170,8,162
68,0,06527,Steve Stricker,173,6,167
69,0,01306,David Edwards,175,172,3
69,0,08375,Paul Stankowski,175,26,149
71,0,01035,Tommy Armour III,176,100,76
71,0,08931,Glen Day,176,123,53
71,0,06090,Jim McGovern,176,95,81
74,0,08337,Mike Heinen,177,32,145
75,0,01006,John Adams,178,2,176
75,0,01385,Jim Gallagher Jr.,178,21,157
77,0,01905,Joe Ozaki,179,95,84
78,0,01487,Jeff Hart,181,172,9
78,0,01823,Larry Mize,181,161,20
80,0,07267,Allen Doyle,182,170,12
80,0,01527,Scott Hoch,182,114,68
80,0,11032,Frank Lickliter II,182,84,98
80,0,10585,Scott McCarron,182,11,171
84,0,01201,Lennie Clements,183,176,7
85,0,07235,John Morse,184,178,6
86,0,01203,Russ Cochran,185,102,83
87,0,01219,John Cook,187,139,48
87,0,12782,Tim Herron,187,5,182
89,0,01040,Emlyn Aubrey,189,145,44
89,0,01249,John Daly,189,1,188
89,0,01331,Rick Fehr,189,125,64
89,0,01707,Steve Lowery,189,47,142
89,0,06577,John Wilson,189,62,127
94,0,06315,Pete Jordan,190,95,95
95,0,01457,Jay Haas,191,125,66
95,0,01599,Steve Jones,191,10,181
95,0,10213,Dicky Pride,191,118,73
98,0,20051,Joe Acosta Jr.,192,13,179
98,0,02010,Loren Roberts,192,178,14
98,0,06613,Tommy Tolles,192,27,165
101,0,01143,Brad Bryant,193,86,107
102,0,06044,Scott Gump,194,169,25
103,0,06034,Marco Dawson,195,40,155
103,0,02267,D.A. Weibring,195,157,38
105,0,01261,Jay Delsing,196,50,146
105,0,02104,Jeff Sluman,196,93,103
107,0,01093,Ronnie Black,197,65,132
108,0,01748,Doug Martin,199,182,17
109,0,10569,Mike Brisky,200,167,33
109,0,06599,John Elliott,200,46,154
109,0,01346,Ed Fiori,200,190,10
112,0,01156,Curt Byrum,201,49,152
112,0,02226,Tray Tyner,201,180,21
114,0,01175,Jim Carter,202,165,37
115,0,01604,Steve Jurgensen,203,90,113
115,0,20505,Lucas Parsons,203,20,183
115,0,01971,Dillard Pruitt,203,154,49
115,0,10649,Tom Scherrer,203,77,126
119,0,01960,Don Pooley,204,182,22
119,0,02106,Chris Smith,204,14,190
121,0,06214,Guy Boros,205,68,137
122,0,01068,Andy Bean,208,31,177
122,0,12781,Scott Medlin,208,163,45
122,0,10215,Charlie Rymer,208,35,173
125,0,01414,Bob Gilder,210,132,78
125,0,08075,Jerry Kelly,210,109,101
125,0,01938,David Peoples,210,82,128
125,0,02008,Lee Rinker,210,156,54
129,0,06012,Greg Kraft,211,76,135
129,0,02241,Bobby Wadkins,211,115,96
131,0,19913,Ron Whittaker,212,151,61
132,0,07101,Dave Stockton Jr.,213,45,168
133,0,01435,Wayne Grady,216,177,39
133,0,08547,John Maginnes,216,147,69
135,0,01928,Corey Pavin,217,189,28
136,0,01633,Tom Kite,218,153,65
137,0,01725,John Mahaffey,220,185,35
138,0,07087,Hugh Royer III,221,57,164
139,0,01361,Dan Forsman,222,118,104
140,0,01378,David Frost,223,106,117
141,0,01510,Nolan Henke,224,142,82
141,0,06332,Neal Lancaster,224,58,166
143,0,01096,Phil Blackmar,225,36,189
143,0,01185,Brandel Chamblee,225,167,58
143,0,02206,David Toms,225,56,169
146,0,01072,Chip Beck,228,88,140
147,0,02167,Mike Sullivan,230,75,155
148,0,10203,Bryan Gorman,232,89,143
149,0,01761,Len Mattiace,233,61,172
150,0,01603,Jeff Julian,234,54,180
151,0,12626,Joey Gullion,236,73,163
152,0,01060,Dave Barr,237,165,72
152,0,01323,Brad Fabel,237,148,89
152,0,02115,Taylor Smith,237,51,186
152,0,08385,Omar Uresti,237,174,63
156,0,02186,Brian Tennyson,240,125,115
157,0,01891,David Ogrin,241,135,106
158,0,01142,Bart Bryant,244,152,92
159,0,02171,Mike Swartz,245,67,178
160,0,01996,Mike Reid,246,175,71
160,0,02201,Jim Thorpe,246,160,86
162,0,01557,John Inman,247,188,59
163,0,06140,Sean Murphy,249,144,105
164,0,01133,Billy Ray Brown,250,112,138
164,0,01682,Wayne Levi,250,159,91
166,0,01374,Robin Freeman,255,81,174
167,0,02099,Scott Simpson,257,139,118
168,0,01098,Jay Don Blake,258,134,124
169,0,01200,Keith Clearwater,259,72,187
169,0,06036,Scott Dunlap,259,98,161
171,0,01943,Chris Perry,260,149,111
172,0,06595,Kevin Sutherland,262,102,160
173,0,02303,Robert Wrenn,268,120,148
174,0,01444,Ken Green,271,120,151
175,0,02279,Mark Wiebe,272,142,130
176,0,06657,Steve Rintoul,275,100,175
177,0,01549,Mike Hulbert,276,129,147
178,0,08993,Franklin Langham,278,128,150
178,0,02131,Mike Springer,278,93,185
180,0,06066,Gary Rusnak,280,139,141
181,0,02049,Gene Sauers,294,161,133
182,0,01701,Bob Lohr,295,186,109
183,0,01235,Ben Crenshaw,296,184,112
184,0,01607,Brian Kamm,300,130,170
185,0,01024,Billy Andrade,307,154,153
185,0,01320,Bob Estes,307,149,158
187,0,02242,Lanny Wadkins,310,181,129
188,0,01329,Brad Faxon,314,170,144
189,0,06064,Jeff Gallagher,320,136,184
190,0,10505,Shane Bertsch,321,187,134
