RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,07267,Allen Doyle,53,0
2,0,06315,Pete Jordan,40,6
2,0,20396,Lee Westwood,40,4
4,0,01823,Larry Mize,39,2
5,0,01381,Fred Funk,37,4
6,0,12826,Paul Claxton,36,0
6,0,06044,Scott Gump,36,2
6,0,01748,Doug Martin,36,0
9,0,08931,Glen Day,34,0
10,0,01226,Fred Couples,33,2
10,0,02010,Loren Roberts,33,2
12,0,01139,Olin Browne,32,18
12,0,02242,Lanny Wadkins,32,0
14,0,01161,Mark Calcavecchia,31,5
14,0,10809,Jim Furyk,31,0
14,0,08635,Colin Montgomerie,31,4
17,0,07569,Mark Carnevale,30,5
17,0,06621,Joe Durant,30,1
17,0,10860,Justin Leonard,30,7
17,0,02170,Hal Sutton,30,1
21,0,01346,Ed Fiori,29,1
21,0,02023,Clarence Rose,29,0
23,0,01323,Brad Fabel,28,16
23,0,02099,Scott Simpson,28,11
23,0,02294,Willie Wood,28,0
26,0,01219,John Cook,27,3
26,0,06144,John Dowdall,27,0
26,0,01326,Nick Faldo,27,0
26,0,06643,Paul Goydos,27,1
26,0,01633,Tom Kite,27,0
26,0,01723,Andrew Magee,27,4
26,0,01960,Don Pooley,27,0
26,0,02223,Bob Tway,27,5
34,0,01175,Jim Carter,26,13
34,0,21007,Gabriel Hjertstedt,26,2
34,0,10962,Bradley Hughes,26,0
34,0,01619,Skip Kendall,26,0
34,0,01968,Nick Price,26,2
34,0,10213,Dicky Pride,26,0
40,0,01157,Tom Byrum,25,10
40,0,01487,Jeff Hart,25,3
40,0,08339,Spike McRoy,25,0
40,0,10457,Frank Nobilo,25,0
40,0,20259,Hisayuki Sasaki,25,1
45,0,01307,Joel Edwards,24,5
45,0,01331,Rick Fehr,24,2
45,0,01724,Jeff Maggert,24,1
45,0,02256,Tom Watson,24,3
49,0,07363,Craig Bowden,23,1
49,0,10569,Mike Brisky,23,5
49,0,01133,Billy Ray Brown,23,0
49,0,08717,Kawika Cotner,23,0
49,0,01353,Bruce Fleisher,23,4
49,0,01682,Wayne Levi,23,1
