RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,20593,Greg Chalmers,15,1,4,16,1999190
1,0,01376,Bob Friend,15,0,2,4,1999270
3,0,01063,Ben Bates,14,0,4,5,1999310
4,0,01157,Tom Byrum,12,0,2,1,1999310
4,0,12782,Tim Herron,12,0,1,7,1999040
4,0,02104,Jeff Sluman,12,12,4,14,1999430
7,0,01093,Ronnie Black,11,0,1,3,1999190
7,0,19846,Brian Gay,11,0,3,17,1999190
7,0,06012,Greg Kraft,11,1,4,15,1999080
7,0,21949,Joe Ogilvie,11,3,2,16,1999260
7,0,22292,David Seawell,11,0,1,15,1999170
7,0,06595,Kevin Sutherland,11,3,3,1,1999260
7,0,02257,Brian Watts,11,0,1,5,1999370
14,0,01072,Chip Beck,10,0,1,10,1999320
14,0,01096,Phil Blackmar,10,0,2,5,1999030
14,0,01306,David Edwards,10,0,2,7,1999220
14,0,20094,Jonathan Kaye,10,1,1,18,1999320
14,0,10860,Justin Leonard,10,1,2,16,1999040
14,0,01707,Steve Lowery,10,0,2,13,1999120
14,0,01723,Andrew Magee,10,0,4,11,1999210
14,0,06373,José María Olazábal,10,1,2,13,1999140
14,0,06567,Vijay Singh,10,4,4,12,1999210
14,0,02131,Mike Springer,10,1,1,10,1999380
24,0,06014,Eric Booker,9,2,2,15,1999420
24,0,01116,Michael Bradley,9,0,2,3,1999240
24,0,06809,Bob Burns,9,0,3,14,1999080
24,0,06522,Ernie Els,9,0,3,9,1999260
24,0,01334,Keith Fergus,9,9,3,1,1999380
24,0,10809,Jim Furyk,9,5,1,15,1999430
24,0,01414,Bob Gilder,9,1,3,15,1999050
24,0,01527,Scott Hoch,9,5,1,9,1999320
24,0,08075,Jerry Kelly,9,3,3,14,1999240
24,0,08993,Franklin Langham,9,0,2,4,1999190
24,0,01748,Doug Martin,9,0,2,9,1999100
24,0,01887,Mark O'Meara,9,0,2,8,1999110
24,0,01941,Tom Pernice Jr.,9,0,3,3,1999320
24,0,01996,Mike Reid,9,2,2,12,1999400
24,0,02099,Scott Simpson,9,0,1,8,1999270
24,0,02242,Lanny Wadkins,9,0,1,7,1999330
24,0,07753,Kevin Wentworth,9,0,1,10,1999240
41,0,20498,Briny Baird,8,2,3,13,1999100
41,0,20124,Alan Bratton,8,0,1,4,1999210
41,0,01127,Danny Briggs,8,1,1,8,1999320
41,0,10569,Mike Brisky,8,1,1,12,1999320
41,0,01133,Billy Ray Brown,8,0,2,14,1999230
41,0,01161,Mark Calcavecchia,8,2,4,5,1999200
41,0,20229,Stewart Cink,8,1,2,8,1999330
41,0,19881,Robert Damron,8,2,2,8,1999190
41,0,08931,Glen Day,8,1,2,12,1999380
41,0,07763,Doug Dunakey,8,0,1,4,1999110
41,0,01302,R.W. Eaks,8,0,1,5,1999450
41,0,01313,Steve Elkington,8,1,2,3,1999210
41,0,06044,Scott Gump,8,0,4,15,1999260
41,0,06575,Dudley Hart,8,4,1,7,1999320
41,0,06617,Brian Henninger,8,6,1,13,1999200
41,0,01577,Lee Janzen,8,1,1,7,1999040
41,0,01599,Steve Jones,8,0,4,18,1999350
41,0,06332,Neal Lancaster,8,1,2,13,1999100
41,0,11032,Frank Lickliter II,8,0,2,7,1999270
41,0,01766,Billy Mayfair,8,2,1,13,1999410
