RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
76,0,29936,Ryan Fox,2.49%,35,1404
77,0,47995,Davis Riley,2.51%,33,1314
78,0,40162,Justin Lower,2.52%,44,1746
78,0,34466,Peter Malnati,2.52%,34,1350
80,0,35532,Tom Hoge,2.53%,46,1818
80,0,58168,Davis Thompson,2.53%,41,1620
82,0,57900,Chandler Phillips,2.54%,38,1494
83,0,30927,Brendon Todd,2.58%,46,1782
84,0,39977,Max Homa,2.60%,37,1422
85,0,26476,Chez Reavie,2.61%,32,1224
86,0,39997,Corey Conners,2.62%,41,1566
86,0,54576,Patrick Fishburn,2.62%,33,1260
86,0,33204,Shane Lowry,2.62%,33,1260
86,0,50095,Austin Smotherman,2.62%,25,954
90,0,40026,Daniel Berger,2.63%,36,1368
90,0,50497,Adrien Dumont de Chassart,2.63%,35,1332
92,0,27139,David Skinns,2.64%,39,1476
93,0,33968,Thorbjørn Olesen,2.66%,23,864
94,0,48117,Kurt Kitayama,2.67%,38,1422
94,0,27129,Luke List,2.67%,37,1386
96,0,34563,Chesson Hadley,2.69%,32,1188
97,0,52514,Trace Crowe,2.70%,33,1224
97,0,12716,Charley Hoffman,2.70%,34,1260
99,0,40058,Zac Blair,2.71%,40,1476
99,0,51287,Ryo Hisatsune,2.71%,41,1512
101,0,33408,Tyson Alexander,2.74%,37,1350
102,0,32791,K.H. Lee,2.78%,39,1404
102,0,46441,Robby Shelton,2.78%,38,1368
102,0,50493,Justin Suh,2.78%,37,1332
105,0,33948,Byeong Hun An,2.81%,38,1350
105,0,29725,Tony Finau,2.81%,40,1422
105,0,36799,Stephan Jaeger,2.81%,40,1422
105,0,40006,Erik van Rooyen,2.81%,40,1422
109,0,55893,Sam Stevens,2.83%,50,1764
110,0,50188,S.H. Kim,2.86%,54,1890
110,0,30163,Henrik Norlander,2.86%,34,1188
112,0,51634,Sahith Theegala,2.87%,48,1674
112,0,52666,Sami Valimaki,2.87%,31,1080
114,0,32366,Kevin Chappell,2.88%,29,1008
114,0,55182,Tom Kim,2.88%,41,1422
114,0,25493,Nick Taylor,2.88%,43,1494
117,0,24024,Zach Johnson,2.89%,25,864
117,0,47420,Jake Knapp,2.89%,39,1350
119,0,52372,Cameron Champ,2.92%,30,1026
120,0,29221,Webb Simpson,2.94%,27,918
121,0,47483,Will Zalatoris,2.95%,35,1188
122,0,30926,Chris Kirk,2.96%,41,1386
123,0,34374,Erik Barnes,2.98%,29,972
124,0,32839,Hideki Matsuyama,3.00%,40,1332
124,0,48153,Matthieu Pavon,3.00%,34,1134
126,0,27936,Martin Laird,3.01%,39,1296
126,0,36871,Matt NeSmith,3.01%,39,1296
126,0,40115,Adam Svensson,3.01%,58,1926
129,0,60067,Joe Highsmith,3.02%,38,1260
130,0,59095,Chris Gotterup,3.05%,39,1278
131,0,34076,Joel Dahmen,3.06%,49,1602
132,0,52374,Brandon Wu,3.09%,45,1458
133,0,52453,Nicolai Højgaard,3.12%,32,1026
134,0,47988,Nick Hardy,3.13%,49,1566
134,0,54783,Dylan Wu,3.13%,45,1440
136,0,47347,Adam Schenk,3.14%,52,1656
137,0,59866,Nick Dunlap,3.15%,38,1206
138,0,27064,Jhonattan Vegas,3.16%,41,1296
139,0,52513,Carson Young,3.17%,49,1548
140,0,31323,Gary Woodland,3.19%,46,1440
141,0,33486,Roger Sloan,3.20%,38,1188
142,0,48084,Wesley Bryan,3.22%,29,900
143,0,45242,Kevin Yu,3.27%,43,1314
144,0,47983,Chad Ramey,3.28%,49,1494
145,0,55708,Hayden Buckley,3.29%,42,1278
146,0,36326,David Lipsky,3.30%,41,1242
146,0,32640,Troy Merritt,3.30%,44,1332
148,0,60767,Blaine Hale Jr.,3.31%,31,936
149,0,48867,Matti Schmid,3.35%,47,1404
150,0,51890,Greyson Sigg,3.36%,46,1368
151,0,51696,Rico Hoey,3.37%,51,1512
152,0,28775,Nate Lashley,3.38%,45,1332
153,0,50484,Hayden Springer,3.40%,44,1296
154,0,32757,Patton Kizzire,3.41%,38,1116
155,0,35617,Martin Trainer,3.44%,31,900
156,0,46340,Alex Smalley,3.45%,46,1332
157,0,36884,Ben Kohles,3.46%,53,1530
158,0,47806,Raul Pereda,3.55%,30,846
159,0,57366,Cameron Young,3.57%,52,1458
160,0,27770,Camilo Villegas,3.61%,37,1026
161,0,32367,Jorge Campillo,3.63%,34,936
162,0,46113,Ryan McCormick,3.64%,40,1098
163,0,48887,Matt Wallace,3.65%,42,1152
164,0,37212,Paul Barjon,3.67%,35,954
165,0,39546,Keith Mitchell,3.70%,54,1458
166,0,27649,Brandt Snedeker,3.74%,39,1044
167,0,34587,Chan Kim,3.75%,54,1440
168,0,29535,Brice Garnett,3.82%,33,864
168,0,55454,Carl Yuan,3.82%,44,1152
170,0,34255,Joseph Bramlett,3.84%,58,1512
170,0,23320,Ryan Palmer,3.84%,29,756
172,0,37275,Sam Ryder,3.85%,52,1350
173,0,26596,Ryan Moore,3.86%,50,1296
174,0,27330,Josh Teater,3.95%,37,936
175,0,35310,Lanto Griffin,4.01%,52,1296
176,0,47663,Kevin Dougherty,4.03%,45,1116
177,0,28420,Ryan Brehm,4.07%,44,1080
178,0,29478,Kevin Kisner,4.12%,40,972
179,0,48319,Tom Whitney,4.17%,51,1224
180,0,51070,Vincent Norrman,4.20%,37,882
181,0,48699,Callum Tarren,4.21%,53,1260
182,0,38991,Alejandro Tosti,4.51%,56,1242
183,0,32070,Rafael Campos,4.54%,49,1080
184,0,56149,Wilson Furr,4.58%,47,1026
