RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,07457,Steve Flesch,66
2,0,08793,Tiger Woods,51
3,0,02239,Scott Verplank,50
4,0,20094,Jonathan Kaye,47
5,0,01619,Skip Kendall,46
6,0,20229,Stewart Cink,45
6,0,06251,Chris DiMarco,45
6,0,01771,Blaine McCallister,45
9,0,01527,Scott Hoch,44
9,0,01943,Chris Perry,44
11,0,10885,Robert Allenby,43
11,0,06012,Greg Kraft,43
11,0,01707,Steve Lowery,43
11,0,01810,Phil Mickelson,43
11,0,02206,David Toms,43
11,0,10423,Mike Weir,43
17,0,10809,Jim Furyk,42
17,0,01706,Davis Love III,42
17,0,02214,Kirk Triplett,42
20,0,11032,Frank Lickliter II,41
20,0,02104,Jeff Sluman,41
22,0,06036,Scott Dunlap,40
23,0,20593,Greg Chalmers,39
23,0,01381,Fred Funk,39
23,0,02170,Hal Sutton,39
23,0,10425,Jay Williamson,39
27,0,01161,Mark Calcavecchia,38
27,0,01307,Joel Edwards,38
27,0,01685,J.L. Lewis,38
27,0,01938,David Peoples,38
27,0,06567,Vijay Singh,38
32,0,20098,Stuart Appleby,37
32,0,08931,Glen Day,37
32,0,06621,Joe Durant,37
32,0,01418,Bill Glasson,37
32,0,01761,Len Mattiace,37
32,0,06595,Kevin Sutherland,37
38,0,02010,Loren Roberts,36
38,0,06078,Esteban Toledo,36
40,0,06004,Stephen Ames,35
40,0,01157,Tom Byrum,35
40,0,23621,Rory Sabbatini,35
40,0,02245,Grant Waite,35
44,0,06522,Ernie Els,34
44,0,01329,Brad Faxon,34
44,0,01553,John Huston,34
44,0,08075,Jerry Kelly,34
44,0,08993,Franklin Langham,34
44,0,10860,Justin Leonard,34
44,0,06515,Shaun Micheel,34
44,0,20127,Chris Riley,34
52,0,01098,Jay Don Blake,33
52,0,09011,David Duval,33
52,0,19846,Brian Gay,33
52,0,06643,Paul Goydos,33
52,0,12782,Tim Herron,33
52,0,01724,Jeff Maggert,33
52,0,06350,Bob May,33
52,0,20095,Carl Paulson,33
60,0,19824,Craig Barlow,32
60,0,01226,Fred Couples,32
60,0,23125,Brad Elder,32
63,0,01035,Tommy Armour III,31
63,0,07867,Woody Austin,31
63,0,01042,Paul Azinger,31
63,0,01139,Olin Browne,31
63,0,10649,Tom Scherrer,31
63,0,02279,Mark Wiebe,31
69,0,01219,John Cook,30
69,0,01374,Robin Freeman,30
69,0,20043,Edward Fryatt,30
69,0,08537,J.P. Hayes,30
69,0,01577,Lee Janzen,30
69,0,06315,Pete Jordan,30
69,0,01797,Rocco Mediate,30
69,0,01945,Kenny Perry,30
69,0,02110,Jerry Smith,30
69,0,08375,Paul Stankowski,30
79,0,01024,Billy Andrade,29
79,0,01185,Brandel Chamblee,29
79,0,24357,K.J. Choi,29
79,0,12645,Brent Geiberger,29
79,0,06581,David Sutherland,29
79,0,02246,Duffy Waldorf,29
85,0,01132,Mark Brooks,28
85,0,01203,Russ Cochran,28
85,0,12823,Carlos Franco,28
85,0,10585,Scott McCarron,28
85,0,21949,Joe Ogilvie,28
85,0,12660,Jesper Parnevik,28
85,0,01926,Steve Pate,28
85,0,01968,Nick Price,28
93,0,12652,Cameron Beckman,27
93,0,19881,Robert Damron,27
93,0,01388,Robert Gamez,27
93,0,20574,Mathew Goggin,27
93,0,06617,Brian Henninger,27
93,0,12680,Shigeki Maruyama,27
93,0,06140,Sean Murphy,27
93,0,10457,Frank Nobilo,27
101,0,20099,Doug Barron,26
101,0,06809,Bob Burns,26
101,0,10962,Bradley Hughes,26
101,0,02101,Joey Sindelar,26
101,0,07101,Dave Stockton Jr.,26
101,0,02223,Bob Tway,26
107,0,01175,Jim Carter,25
107,0,21007,Gabriel Hjertstedt,25
107,0,08545,Glen Hnatiuk,25
107,0,06573,Brandt Jobe,25
107,0,06332,Neal Lancaster,25
112,0,01063,Ben Bates,24
112,0,07763,Doug Dunakey,24
112,0,06575,Dudley Hart,24
112,0,01723,Andrew Magee,24
112,0,20445,Casey Martin,24
