RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,08793,Tiger Woods,67.794,5181,- 28.658,76
2,0,01810,Phil Mickelson,69.254,5548,- 7.651,80
3,0,06522,Ernie Els,69.314,4753,- 39.650,68
4,0,09011,David Duval,69.412,4683,- 32.401,67
5,0,01042,Paul Azinger,69.676,5044,- 27.357,72
6,0,01968,Nick Price,69.746,4353,- 28.769,62
7,0,20229,Stewart Cink,69.794,6650,- 19.617,95
8,0,07457,Steve Flesch,69.797,8427,18.484,121
9,0,01677,Tom Lehman,69.835,4873,- 54.361,69
10,0,02010,Loren Roberts,69.887,6051,- 40.743,86
11,0,01706,Davis Love III,69.900,6430,.835,92
12,0,12660,Jesper Parnevik,69.943,4783,- 26.876,68
13,0,06567,Vijay Singh,70.010,6469,- 28.088,92
14,0,01226,Fred Couples,70.043,4926,- 22.994,70
15,0,10809,Jim Furyk,70.059,6684,- 28.405,95
16,0,01553,John Huston,70.061,5632,- 27.093,80
17,0,02170,Hal Sutton,70.117,6251,- 10.606,89
18,0,10860,Justin Leonard,70.140,6550,- 27.026,93
19,0,02206,David Toms,70.174,7671,- 22.081,109
20,0,02214,Kirk Triplett,70.213,6811,- .328,97
21,0,21209,Sergio Garcia,70.228,3698,- 46.168,52
22,0,01943,Chris Perry,70.245,7392,- 16.237,105
23,0,20098,Stuart Appleby,70.280,5696,- 3.349,81
24,0,01707,Steve Lowery,70.288,7295,14.933,104
25,0,01945,Kenny Perry,70.299,5317,25.707,76
26,0,02239,Scott Verplank,70.316,7442,11.507,106
27,0,06350,Bob May,70.318,6399,- .100,91
28,0,10423,Mike Weir,70.363,6760,- 5.165,96
29,0,01527,Scott Hoch,70.413,7322,.985,104
30,0,06595,Kevin Sutherland,70.414,6610,8.940,94
31,0,06036,Scott Dunlap,70.415,7475,- 11.027,106
32,0,01161,Mark Calcavecchia,70.458,6471,11.147,92
33,0,02245,Grant Waite,70.490,5972,19.692,85
34,0,20593,Greg Chalmers,70.496,6450,35.607,92
35,0,10885,Robert Allenby,70.539,6616,14.623,94
36,0,02246,Duffy Waldorf,70.556,5317,- 25.325,75
37,0,01577,Lee Janzen,70.591,6441,- 17.211,91
38,0,02104,Jeff Sluman,70.618,7835,3.550,111
39,0,01920,Craig Parry,70.621,4901,- 28.161,69
40,0,06251,Chris DiMarco,70.630,8027,24.802,114
41,0,12782,Tim Herron,70.635,6658,- 18.290,94
42,0,20094,Jonathan Kaye,70.653,7892,21.180,112
43,0,01797,Rocco Mediate,70.671,5397,- 25.999,76
44,0,06575,Dudley Hart,70.684,5173,- 13.056,73
45,0,20127,Chris Riley,70.721,6638,9.778,94
46,0,11032,Frank Lickliter II,70.724,7424,2.047,105
47,0,20029,Notah Begay III,70.735,5561,- 43.709,78
48,0,08375,Paul Stankowski,70.737,5144,19.785,73
49,0,08075,Jerry Kelly,70.762,7847,7.561,111
50,0,12680,Shigeki Maruyama,70.768,6044,- 28.755,85
51,0,01157,Tom Byrum,70.773,6280,18.768,89
