RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
103,0,35891,Cameron Smith,53' 2",Honda Classic,1,5 - Par 3 -
104,0,48081,Xander Schauffele,53' 0",PGA Champ,1,3 - Par 3 -
105,0,33204,Shane Lowry,52' 7",WGC-Mexico,1,12 - Par 4
106,0,26331,Charl Schwartzel,52' 7",Honda Classic,4,11 - Par 4
107,0,32640,Troy Merritt,52' 7",3M Open,4,16 - Par 4
108,0,52375,Doug Ghim,52' 6",Shriners,2,14 - Par 3
109,0,21209,Sergio Garcia,52' 3",THE PLAYERS,1,1 - Par 4 -
110,0,30191,Julián Etulain,52' 2",Barbasol,2,11 - Par 5
111,0,37275,Sam Ryder,51' 10",John Deere,4,11 - Par 4
112,0,26300,Matt Jones,51' 7",the Memorial,4,1 - Par 4 -
113,0,28259,Sangmoon Bae,51' 5",3M Open,2,3 - Par 4 -
114,0,40009,Dominic Bozzelli,51' 2",Shriners,4,14 - Par 3
115,0,46601,Trey Mullinax,51' 2",Travelers,2,2 - Par 4 -
116,0,46435,Austin Cook,51' 1",Honda Classic,2,16 - Par 4
117,0,45609,Tyler Duncan,51' 1",3M Open,3,12 - Par 5
118,0,28089,Jason Day,50' 11",Sentry,3,13 - Par 4
119,0,34099,Harris English,50' 11",Sony Open,1,18 - Par 5
120,0,46113,Ryan McCormick,50' 11",Travelers,1,5 - Par 3 -
121,0,24924,Bill Haas,50' 10",The RSM Classic,1,15 - Par 5
122,0,32791,K.H. Lee,50' 9",John Deere,2,18 - Par 4
123,0,25396,Kevin Na,50' 8",NORTHERN TRUST,3,15 - Par 4
124,0,57320,Joe Deraney,50' 6",RBC Canadian,2,1 - Par 4 -
125,0,34466,Peter Malnati,50' 5",RBC Canadian,3,9 - Par 4 -
126,0,40026,Daniel Berger,50' 5",3M Open,4,8 - Par 3 -
127,0,01810,Phil Mickelson,50' 4",BMW Champ,1,9 - Par 4 -
128,0,28679,Fabián Gómez,50' 3",Sony Open,4,9 - Par 5 -
129,0,23108,Matt Kuchar,50' 3",Phoenix Open,1,10 - Par 4
130,0,29974,Branden Grace,50' 1",Phoenix Open,4,12 - Par 3
131,0,23983,Luke Donald,50' 1",RBC Canadian,2,18 - Par 4
132,0,32333,Kevin Tway,50' 0",RBC Canadian,4,6 - Par 3 -
133,0,47988,Nick Hardy,49' 11",Shriners,2,11 - Par 4
134,0,24846,Ricky Barnes,49' 11",Pebble Beach,3,9 - Par 4 -
135,0,35421,Brandon Harkins,49' 11",Wells Fargo,2,6 - Par 3 -
136,0,27556,Ted Potter Jr.,49' 11",Rocket Mortgage,1,10 - Par 4
137,0,34021,Bud Cauley,49' 10",Farmers,4,4 - Par 4 -
138,0,47959,Bryson DeChambeau,49' 9",Genesis Open,4,14 - Par 3
139,0,27349,Alex Noren,49' 9",PGA Champ,1,14 - Par 3
140,0,11123,Chris Couch,49' 9",John Deere,2,14 - Par 4
141,0,34709,Eddie Pepperell,49' 7",THE PLAYERS,4,17 - Par 3
142,0,06522,Ernie Els,49' 6",Byron Nelson,2,11 - Par 4
143,0,39546,Keith Mitchell,49' 5",BMW Champ,1,7 - Par 5 -
144,0,28300,Joost Luiten,49' 4",WGC-Mexico,4,10 - Par 4
145,0,21753,Brian Davis,49' 4",John Deere,1,2 - Par 5 -
146,0,49303,Anders Albertson,49' 4",John Deere,1,2 - Par 5 -
147,0,26476,Chez Reavie,49' 1",Travelers,1,18 - Par 4
148,0,28455,Will Claxton,49' 1",John Deere,2,11 - Par 4
149,0,34409,David Lingmerth,49' 0",Byron Nelson,4,6 - Par 4 -
150,0,39324,J.J. Spaun,48' 11",Safeway Open,4,4 - Par 4 -
151,0,34360,Patrick Reed,48' 9",Farmers,3,5 - Par 4 -
152,0,39977,Max Homa,48' 9",Charles Schwab,2,15 - Par 4
153,0,32839,Hideki Matsuyama,48' 9",U.S. Open,4,10 - Par 4
154,0,33667,Carlos Ortiz,48' 9",Rocket Mortgage,4,9 - Par 3 -
155,0,26499,Rafa Cabrera Bello,48' 8",WGC-Mexico,3,8 - Par 4 -
156,0,49771,J.T. Poston,48' 7",Sony Open,2,7 - Par 3 -
157,0,45478,Julian Suri,48' 7",PGA Champ,1,3 - Par 3 -
158,0,49766,Hank Lebioda,48' 5",Farmers,4,6 - Par 5 -
159,0,01706,Davis Love III,48' 4",The RSM Classic,3,16 - Par 4
160,0,48887,Matt Wallace,48' 4",PGA Champ,2,2 - Par 4 -
161,0,06515,Shaun Micheel,48' 3",PGA Champ,2,11 - Par 4
162,0,26851,Marc Leishman,48' 3",WGC-FedEx,4,14 - Par 3
163,0,47993,Denny McCarthy,48' 2",Rocket Mortgage,4,10 - Par 4
164,0,35461,Beau Hossler,48' 1",Phoenix Open,3,4 - Par 3 -
165,0,20472,Alex Cejka,48' 1",THE PLAYERS,1,1 - Par 4 -
166,0,27896,Ross Fisher,48' 1",PGA Champ,2,8 - Par 3 -
167,0,39954,Cody Gribble,48' 1",Wyndham,1,10 - Par 4
168,0,37455,Si Woo Kim,47' 11",Pebble Beach,1,5 - Par 3 -
169,0,26951,Johnson Wagner,47' 11",Barbasol,3,14 - Par 3
170,0,20157,Retief Goosen,47' 10",Sanderson Farms,1,16 - Par 4
171,0,28132,Tyrone Van Aswegen,47' 10",Charles Schwab,4,13 - Par 3
172,0,34255,Joseph Bramlett,47' 10",U.S. Open,1,10 - Par 4
173,0,34213,Grayson Murray,47' 9",Phoenix Open,4,12 - Par 3
174,0,20229,Stewart Cink,47' 5",Valspar,2,6 - Par 4 -
175,0,39997,Corey Conners,47' 4",Sony Open,3,7 - Par 3 -
176,0,47056,Rikuya Hoshino,47' 4",Sony Open,1,2 - Par 4 -
177,0,27644,Brian Harman,47' 3",The RSM Classic,4,15 - Par 5
178,0,30692,Scott Stallings,47' 2",Pebble Beach,2,1 - Par 4 -
179,0,25572,Graeme McDowell,47' 1",Shriners,2,5 - Par 3 -
180,0,27129,Luke List,47' 1",Arnold Palmer,2,15 - Par 4
181,0,50525,Collin Morikawa,47' 1",U.S. Open,1,12 - Par 3
182,0,57361,Chandler Eaton,47' 1",U.S. Open,3,12 - Par 3
183,0,36852,Jim Knous,47' 0",Wells Fargo,3,2 - Par 4 -
184,0,23788,D.J. Trahan,46' 9",John Deere,1,12 - Par 3
185,0,30944,Jason Kokrak,46' 9",BMW Champ,2,2 - Par 3 -
186,0,34261,Scott Langley,46' 7",Sony Open,1,4 - Par 3 -
187,0,36799,Stephan Jaeger,46' 7",Sony Open,2,14 - Par 4
188,0,24781,Hunter Mahan,46' 3",Texas Open,2,8 - Par 5 -
189,0,30946,Alex Prugh,46' 3",Barbasol,2,9 - Par 3 -
190,0,48822,Sebastián Muñoz,46' 2",Byron Nelson,1,1 - Par 5 -
191,0,29223,Sam Saunders,46' 2",U.S. Open,2,15 - Par 4
192,0,34076,Joel Dahmen,46' 1",The RSM Classic,2,17 - Par 3
193,0,30978,Kiradech Aphibarnrat,45' 10",NORTHERN TRUST,4,2 - Par 3 -
194,0,25804,Bubba Watson,45' 8",U.S. Open,2,14 - Par 5
195,0,39327,Ben Silverman,45' 4",RBC Heritage,2,4 - Par 3 -
196,0,46404,Marcus Kinhult,45' 4",U.S. Open,2,2 - Par 4 -
197,0,10809,Jim Furyk,45' 3",Texas Open,3,5 - Par 4 -
198,0,25720,Chad Collins,45' 3",RBC Canadian,2,15 - Par 4
199,0,37189,Harold Varner III,45' 2",Desert Classic,3,5 - Par 5 -
200,0,19803,Ryan Armour,45' 1",Sanderson Farms,4,2 - Par 4 -
201,0,30926,Chris Kirk,45' 1",Shriners,4,16 - Par 5
202,0,29221,Webb Simpson,44' 11",PGA Champ,4,17 - Par 3
203,0,32058,José de Jesús Rodríguez,44' 10",Farmers,1,12 - Par 4
204,0,37459,Ryan Sullivan,44' 10",U.S. Open,1,2 - Par 4 -
205,0,47128,Richy Werenski,44' 10",3M Open,2,7 - Par 4 -
206,0,34656,Mikumu Horikawa,44' 8",WGC-FedEx,2,5 - Par 4 -
207,0,34306,John Chin,44' 4",Sanderson Farms,2,5 - Par 5 -
208,0,46046,Scottie Scheffler,44' 4",Sanderson Farms,1,16 - Par 4
209,0,30110,Kyle Stanley,44' 4",the Memorial,2,18 - Par 4
210,0,53165,Doc Redman,44' 4",Rocket Mortgage,4,4 - Par 5 -
211,0,24964,Ryan Vermeer,44' 3",Sanderson Farms,1,18 - Par 4
212,0,28938,Justin Harding,44' 3",PGA Champ,4,11 - Par 4
213,0,37454,Whee Kim,44' 2",Travelers,2,1 - Par 4 -
214,0,30711,Colt Knost,44' 2",Rocket Mortgage,1,5 - Par 3 -
215,0,27330,Josh Teater,44' 1",3M Open,1,8 - Par 3 -
216,0,19846,Brian Gay,44' 0",Charles Schwab,3,15 - Par 4
217,0,08793,Tiger Woods,43' 10",Genesis Open,2,1 - Par 5 -
218,0,25198,Francesco Molinari,43' 9",Arnold Palmer,4,18 - Par 4
219,0,48153,Matthieu Pavon,43' 9",U.S. Open,1,9 - Par 4 -
220,0,35296,Haotong Li,43' 8",Texas Open,1,14 - Par 5
221,0,34264,Hudson Swafford,43' 7",Genesis Open,1,16 - Par 3
222,0,23541,Ben Crane,43' 7",3M Open,2,7 - Par 4 -
223,0,24449,Parker McLachlin,43' 6",John Deere,1,2 - Par 5 -
224,0,12782,Tim Herron,43' 5",Barbasol,2,4 - Par 4 -
225,0,27974,Sung Kang,43' 3",Sony Open,2,4 - Par 3 -
226,0,35450,Patrick Cantlay,43' 3",Travelers,2,17 - Par 4
227,0,47238,Jazz Janewattananond,43' 1",PGA Champ,2,9 - Par 4 -
228,0,29518,Brendan Steele,43' 0",Phoenix Open,1,3 - Par 5 -
229,0,33449,Zack Sucher,42' 11",Travelers,1,7 - Par 4 -
230,0,37157,Renato Paratore,42' 8",U.S. Open,2,4 - Par 4 -
231,0,33410,Andrew Landry,42' 7",Sony Open,2,1 - Par 4 -
232,0,35732,Wes Roach,42' 3",Safeway Open,2,10 - Par 4
233,0,29294,Ho Sung Choi,42' 3",John Deere,1,4 - Par 4 -
234,0,20572,Rod Pampling,42' 1",Wells Fargo,2,16 - Par 4
235,0,46523,Joey Garber,42' 0",3M Open,2,1 - Par 4 -
236,0,23353,J.J. Henry,41' 11",RBC Canadian,1,14 - Par 4
237,0,28307,Matt Every,41' 6",Arnold Palmer,2,11 - Par 4
238,0,26289,Boo Weekley,41' 3",Barbasol,2,13 - Par 4
239,0,28237,Rory McIlroy,41' 2",Genesis Open,3,14 - Par 3
240,0,36689,Brooks Koepka,41' 2",Byron Nelson,1,18 - Par 4
241,0,35539,Luke Guthrie,41' 0",U.S. Open,2,15 - Par 4
242,0,34363,Tyrrell Hatton,41' 0",NORTHERN TRUST,2,2 - Par 3 -
243,0,29461,Jamie Lovemark,40' 11",The RSM Classic,4,4 - Par 4 -
244,0,26758,David Hearn,40' 9",Sony Open,1,1 - Par 4 -
245,0,22293,Heath Slocum,40' 9",Barbasol,3,18 - Par 4
246,0,40006,Erik van Rooyen,40' 8",PGA Champ,4,14 - Par 3
247,0,24912,Will MacKenzie,40' 8",Barbasol,1,6 - Par 4 -
248,0,48084,Wesley Bryan,40' 7",The RSM Classic,1,18 - Par 4
249,0,33399,Adam Hadwin,40' 7",NORTHERN TRUST,4,9 - Par 4 -
250,0,57299,Chris Tallman,40' 6",Travelers,2,18 - Par 4
251,0,46550,Brandon Hagy,40' 5",Farmers,1,3 - Par 3 -
252,0,27141,J.B. Holmes,40' 5",Phoenix Open,2,15 - Par 5
253,0,27214,Kevin Streelman,40' 3",RBC Heritage,3,4 - Par 3 -
254,0,31560,Brian Stuard,40' 3",NORTHERN TRUST,3,15 - Par 4
255,0,27933,John Merrick,40' 2",Barbasol,1,18 - Par 4
256,0,37273,Derek Ernst,40' 1",Sanderson Farms,3,17 - Par 4
257,0,28775,Nate Lashley,40' 1",Wells Fargo,3,18 - Par 4
258,0,49813,Daniel Hillier,40' 1",U.S. Open,1,3 - Par 4 -
259,0,25364,Paul Casey,40' 0",U.S. Open,3,7 - Par 3 -
260,0,47856,Seth Reeves,40' 0",Rocket Mortgage,1,15 - Par 3
261,0,26679,Kevin Stadler,39' 11",Sanderson Farms,2,7 - Par 3 -
262,0,39470,Richard Jung,39' 10",RBC Canadian,1,10 - Par 4
263,0,33448,Justin Thomas,39' 8",WGC-Mexico,4,13 - Par 3
264,0,51316,Kenny Pigman,39' 7",Farmers,2,17 - Par 4
265,0,34174,John Huh,39' 7",Honda Classic,3,18 - Par 5
266,0,55993,Mark Mulder,39' 3",Safeway Open,1,15 - Par 3
267,0,02206,David Toms,39' 2",U.S. Open,2,18 - Par 5
268,0,46440,Smylie Kaufman,39' 0",Rocket Mortgage,1,5 - Par 3 -
269,0,21878,Mark Wilson,39' 0",Barbasol,1,4 - Par 4 -
270,0,32757,Patton Kizzire,39' 0",NORTHERN TRUST,1,6 - Par 5 -
271,0,24138,Ian Poulter,38' 9",THE PLAYERS,2,5 - Par 4 -
272,0,07775,Jeff Schmid,38' 8",PGA Champ,1,14 - Par 3
273,0,24358,Robert Garrigus,38' 7",Sanderson Farms,4,12 - Par 4
274,0,26908,Yuta Ikeda,38' 5",Sony Open,2,16 - Par 4
275,0,24610,Stuart Deane,38' 4",Byron Nelson,1,13 - Par 4
276,0,01945,Kenny Perry,38' 3",Texas Open,1,5 - Par 4 -
277,0,33736,Brian Dwyer,38' 2",3M Open,2,4 - Par 3 -
278,0,27408,Martin Kaymer,38' 1",the Memorial,3,13 - Par 4
279,0,32334,Charlie Beljan,38' 1",John Deere,2,12 - Par 3
280,0,23320,Ryan Palmer,37' 11",Charles Schwab,2,4 - Par 3 -
281,0,47420,Jake Knapp,37' 11",RBC Canadian,1,11 - Par 4
282,0,54459,Andrew Filbert,37' 10",PGA Champ,1,9 - Par 4 -
283,0,25240,D.A. Points,37' 9",Farmers,1,18 - Par 5
284,0,28937,George Coetzee,37' 6",WGC-Mexico,1,14 - Par 4
285,0,20098,Stuart Appleby,37' 5",The RSM Classic,1,11 - Par 4
286,0,40098,Matt Fitzpatrick,37' 4",U.S. Open,1,9 - Par 4 -
287,0,39975,Michael Kim,37' 3",Safeway Open,4,2 - Par 3 -
288,0,24490,George McNeill,37' 2",RBC Canadian,3,18 - Par 4
289,0,57365,Spencer Tibbits,37' 1",U.S. Open,2,14 - Par 5
290,0,56848,Justin Bertsch,36' 11",PGA Champ,2,9 - Par 4 -
291,0,06567,Vijay Singh,36' 8",Honda Classic,4,11 - Par 4
292,0,56866,Rufus Brijalba,36' 6",Texas Open,1,14 - Par 5
293,0,40181,Clément Sordet,36' 6",U.S. Open,2,2 - Par 4 -
294,0,30163,Henrik Norlander,36' 1",The RSM Classic,4,12 - Par 3
295,0,31193,Jim Renner,36' 1",Travelers,1,10 - Par 4
296,0,55420,Cooper Musselman,36' 1",Barbasol,1,9 - Par 3 -
297,0,34310,Alexander Björk,35' 11",PGA Champ,2,14 - Par 3
298,0,55410,Shintaro Ban,35' 10",Shriners,2,2 - Par 4 -
299,0,23638,Brendon de Jonge,35' 6",The RSM Classic,3,18 - Par 4
300,0,21528,Henrik Stenson,35' 4",RBC Canadian,4,9 - Par 4 -
301,0,57121,Brian Mackey,35' 3",PGA Champ,2,11 - Par 4
302,0,47336,Michael Hopper,35' 2",Phoenix Open,2,11 - Par 4
303,0,45734,John Catlin,35' 2",John Deere,2,5 - Par 4 -
304,0,24357,K.J. Choi,35' 1",Genesis Open,1,4 - Par 3 -
305,0,24663,Y.E. Yang,35' 0",Sony Open,4,13 - Par 4
306,0,30750,Tommy Gainey,34' 11",Barbasol,1,10 - Par 4
307,0,39412,Zack Fischer,34' 10",Texas Open,3,10 - Par 4
308,0,50493,Justin Suh,34' 10",3M Open,1,3 - Par 4 -
309,0,22371,Aaron Baddeley,34' 7",The RSM Classic,3,13 - Par 4
310,0,01677,Tom Lehman,34' 7",3M Open,1,1 - Par 4 -
311,0,30927,Brendon Todd,34' 5",Wells Fargo,1,2 - Par 4 -
312,0,26329,Louis Oosthuizen,34' 5",Travelers,2,9 - Par 4 -
313,0,33592,Andy Pope,34' 4",U.S. Open,4,4 - Par 4 -
314,0,34541,Poom Saksansin,34' 3",WGC-FedEx,2,6 - Par 4 -
315,0,34358,Jonathan Randolph,34' 2",Sanderson Farms,3,16 - Par 4
316,0,25431,Rob Labritz,34' 0",PGA Champ,4,14 - Par 3
317,0,30911,Tommy Fleetwood,33' 10",Travelers,3,18 - Par 4
318,0,08075,Jerry Kelly,33' 9",Sony Open,1,7 - Par 3 -
319,0,57003,Matthew Naumec,33' 9",U.S. Open,2,9 - Par 4 -
320,0,45733,Austen Truslow,33' 7",Honda Classic,1,17 - Par 3
321,0,23048,Eric Axley,33' 6",Sanderson Farms,1,1 - Par 4 -
322,0,24925,Jonathan Byrd,33' 5",Barbasol,2,7 - Par 4 -
