RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,184.54,9780.58,53
2,0,29725,Tony Finau,182.68,17536.83,96
3,0,32334,Charlie Beljan,182.14,11474.82,63
4,0,30925,Dustin Johnson,181.43,8890.20,49
5,0,24502,Adam Scott,179.72,6649.46,37
6,0,36689,Brooks Koepka,179.63,15448.45,86
7,0,27141,J.B. Holmes,179.59,12750.79,71
8,0,30944,Jason Kokrak,179.15,15228.09,85
9,0,27064,Jhonattan Vegas,178.52,14103.30,79
10,0,36699,Patrick Rodgers,178.29,8379.40,47
11,0,28089,Jason Day,178.23,10871.99,61
12,0,21528,Henrik Stenson,177.73,5154.17,29
13,0,21961,Charles Howell III,177.66,19365.13,109
14,0,34264,Hudson Swafford,177.12,15409.24,87
15,0,34099,Harris English,176.55,17478.03,99
16,0,40026,Daniel Berger,176.39,12699.80,72
17,0,24358,Robert Garrigus,176.18,9337.67,53
18,0,31323,Gary Woodland,175.93,10731.86,61
19,0,21209,Sergio Garcia,175.53,7196.84,41
20,0,22371,Aaron Baddeley,175.43,7192.80,41
21,0,29518,Brendan Steele,175.33,16130.71,92
22,0,20848,Ángel Cabrera,175.10,8929.95,51
23,0,37273,Derek Ernst,174.90,12242.91,70
24,0,25274,Steven Bowditch,174.56,17281.21,99
24,0,26331,Charl Schwartzel,174.56,7331.41,42
26,0,33141,Keegan Bradley,174.55,14312.80,82
27,0,27095,Nick Watney,174.39,15694.82,90
28,0,32102,Rickie Fowler,174.37,11508.48,66
29,0,25632,Jimmy Walker,174.29,12722.90,73
30,0,28500,Martin Flores,174.05,15838.43,91
31,0,27936,Martin Laird,173.75,12162.69,70
32,0,34431,Robert Streb,173.48,19256.35,111
33,0,20229,Stewart Cink,173.46,11621.85,67
33,0,33448,Justin Thomas,173.46,17692.96,102
35,0,27436,Graham DeLaet,173.36,9361.41,54
36,0,25364,Paul Casey,173.34,10920.62,63
37,0,12716,Charley Hoffman,173.25,14726.34,85
38,0,34265,Will Wilcox,173.18,7446.87,43
39,0,39977,Max Homa,172.99,11071.35,64
40,0,25900,Lucas Glover,172.93,14352.95,83
41,0,29289,S.Y. Noh,172.86,10025.64,58
42,0,32366,Kevin Chappell,172.85,11062.33,64
43,0,23320,Ryan Palmer,172.79,11404.36,66
44,0,01810,Phil Mickelson,172.74,8982.68,52
44,0,34360,Patrick Reed,172.74,14510.40,84
46,0,34098,Russell Henley,172.70,14506.39,84
47,0,26300,Matt Jones,172.65,12776.40,74
48,0,25818,Scott Piercy,171.98,14790.10,86
49,0,33418,Shawn Stefani,171.97,16165.18,94
50,0,33667,Carlos Ortiz,171.93,17020.81,99
51,0,28486,Michael Putnam,171.92,12550.14,73
52,0,35451,Scott Pinckney,171.89,14094.92,82
53,0,29720,Andres Gonzales,171.88,15641.08,91
54,0,31557,Jim Herman,171.65,14590.52,85
55,0,26851,Marc Leishman,171.52,10805.88,63
56,0,26329,Louis Oosthuizen,171.42,7713.87,45
57,0,30692,Scott Stallings,171.29,9249.68,54
58,0,25369,Jamie Donaldson,171.28,7707.73,45
59,0,30946,Alex Prugh,171.22,14211.29,83
60,0,22405,Justin Rose,171.14,9241.71,54
61,0,28023,Byron Smith,170.81,7344.77,43
62,0,33486,Roger Sloan,170.74,7170.94,42
63,0,20645,John Senden,170.64,10409.18,61
64,0,24140,Sean O'Hair,170.56,12962.39,76
65,0,30852,Ryo Ishikawa,170.53,15518.35,91
66,0,24846,Ricky Barnes,170.51,10912.43,64
67,0,32839,Hideki Matsuyama,170.48,14661.26,86
68,0,20396,Lee Westwood,170.44,6987.90,41
69,0,24490,George McNeill,170.08,14626.78,86
70,0,25191,Gonzalo Fernandez-Castaño,170.07,11394.40,67
71,0,20766,Padraig Harrington,169.80,9678.82,57
72,0,20691,Greg Owen,169.52,8475.84,50
73,0,25562,Andres Romero,169.44,8472.22,50
74,0,27770,Camilo Villegas,169.43,14401.69,85
75,0,22046,Geoff Ogilvy,169.40,6945.60,41
76,0,33399,Adam Hadwin,169.37,15582.43,92
77,0,23353,J.J. Henry,169.18,12350.38,73
78,0,33461,Morgan Hoffmann,169.03,13353.25,79
79,0,29223,Sam Saunders,168.98,12166.71,72
80,0,34358,Jonathan Randolph,168.87,10976.54,65
81,0,32448,James Hahn,168.78,13333.72,79
82,0,34046,Jordan Spieth,168.77,11645.18,69
83,0,20157,Retief Goosen,168.71,12316.14,73
84,0,29420,Billy Horschel,168.53,14662.52,87
85,0,26289,Boo Weekley,168.49,10783.11,64
86,0,28259,Sangmoon Bae,168.35,16329.52,97
87,0,33413,Ben Martin,168.18,15472.87,92
88,0,35532,Tom Hoge,168.01,11424.80,68
89,0,32150,Michael Thompson,167.90,14271.88,85
90,0,28132,Tyrone Van Aswegen,167.62,6369.46,38
91,0,26951,Johnson Wagner,167.58,9384.44,56
92,0,25345,Carl Pettersson,167.56,17593.47,105
93,0,24781,Hunter Mahan,167.44,12558.16,75
94,0,34563,Chesson Hadley,167.41,15402.08,92
95,0,23623,Bo Van Pelt,167.39,12554.49,75
96,0,28307,Matt Every,167.30,11878.11,71
97,0,23638,Brendon de Jonge,167.28,17397.51,104
98,0,23048,Eric Axley,167.18,8024.54,48
99,0,35545,Blayne Barber,167.04,11525.76,69
100,0,01706,Davis Love III,167.03,7182.29,43
101,0,27214,Kevin Streelman,166.87,13683.42,82
102,0,25493,Nick Taylor,166.81,15346.70,92
103,0,06567,Vijay Singh,166.60,12494.75,75
104,0,24494,Erik Compton,166.56,13824.44,83
105,0,29479,Scott Brown,166.53,14155.43,85
106,0,31416,Derek Fathauer,166.49,11987.33,72
106,0,32640,Troy Merritt,166.49,13985.01,84
108,0,22056,Cameron Percy,166.44,11650.51,70
109,0,25686,Jason Dufner,166.35,9315.71,56
110,0,27895,Jonas Blixt,166.32,9646.60,58
111,0,29425,Andrew Svoboda,166.29,12471.77,75
112,0,24361,Pat Perez,166.26,14796.84,89
113,0,29476,Kyle Reifers,166.20,13129.71,79
114,0,22892,Jason Gore,166.12,10631.98,64
115,0,24138,Ian Poulter,166.10,8969.27,54
116,0,34130,Sung Joon Park,166.07,11126.88,67
117,0,35539,Luke Guthrie,165.90,13604.05,82
118,0,30736,Oscar Fraustro,165.81,7129.93,43
119,0,23621,Rory Sabbatini,165.79,12268.56,74
120,0,06522,Ernie Els,165.66,6295.16,38
121,0,24925,Jonathan Byrd,165.65,9276.59,56
122,0,24924,Bill Haas,165.52,13241.70,80
123,0,27649,Brandt Snedeker,165.38,15545.40,94
124,0,29535,Brice Garnett,165.30,12066.82,73
125,0,25240,D.A. Points,165.12,9742.03,59
126,0,31193,Jim Renner,165.11,9576.56,58
127,0,35541,John Peterson,165.04,15513.64,94
128,0,34409,David Lingmerth,164.99,14189.12,86
