RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
129,0,29478,Kevin Kisner,164.95,18474.77,112
130,0,12510,Chad Campbell,164.59,16623.92,101
131,0,30926,Chris Kirk,164.57,10861.33,66
132,0,28780,Nicholas Thompson,164.54,14150.51,86
133,0,28475,Jeff Overton,164.50,14147.36,86
134,0,23548,Bill Lunde,164.46,6742.77,41
135,0,25396,Kevin Na,164.41,13317.27,81
136,0,36801,Mark Hubbard,164.18,11000.37,67
137,0,28679,Fabián Gómez,164.12,12473.17,76
138,0,25892,Steve Wheatcroft,164.09,14932.04,91
139,0,34256,Andrew Putnam,164.02,10169.01,62
140,0,10885,Robert Allenby,163.93,9835.55,60
141,0,37454,Whee Kim,163.86,9176.35,56
141,0,25834,Daniel Summerhays,163.86,13764.21,84
143,0,23108,Matt Kuchar,163.84,14582.03,89
144,0,29221,Webb Simpson,163.60,11779.00,72
145,0,32200,Roberto Castro,163.55,6378.47,39
146,0,31202,William McGirt,163.52,18640.86,114
147,0,27466,Spencer Levin,163.37,16009.90,98
148,0,27933,John Merrick,163.22,10609.36,65
149,0,27644,Brian Harman,163.14,13703.37,84
150,0,33122,Russell Knox,163.12,16311.92,100
151,0,27963,Chris Stroud,162.93,11730.62,72
152,0,29926,Danny Lee,162.83,18236.90,112
153,0,34261,Scott Langley,162.59,13495.38,83
154,0,26476,Chez Reavie,162.36,9741.31,60
155,0,34174,John Huh,162.23,17845.03,110
156,0,20593,Greg Chalmers,162.18,7298.02,45
156,0,20104,Ken Duke,162.18,14758.54,91
158,0,25198,Francesco Molinari,162.10,8105.03,50
159,0,25720,Chad Collins,162.03,11828.50,73
160,0,23983,Luke Donald,161.67,8245.04,51
161,0,10809,Jim Furyk,161.63,8566.26,53
162,0,26596,Ryan Moore,161.62,10990.31,68
163,0,33419,Cameron Tringale,161.60,14382.39,89
164,0,20472,Alex Cejka,160.88,13513.53,84
165,0,24024,Zach Johnson,160.82,13830.14,86
166,0,23800,Bryce Molder,160.78,13826.72,86
167,0,24507,Jason Bohn,160.52,16212.89,101
168,0,25349,Tim Wilkinson,160.06,9603.42,60
169,0,26758,David Hearn,159.94,15194.12,95
170,0,24357,K.J. Choi,159.44,9407.12,59
171,0,31560,Brian Stuard,159.25,15128.92,95
172,0,40058,Zac Blair,158.92,16527.46,104
173,0,29222,Billy Hurley III,158.73,11746.07,74
174,0,08075,Jerry Kelly,158.24,11393.13,72
175,0,30927,Brendon Todd,157.94,12950.92,82
176,0,21878,Mark Wilson,157.90,13105.43,83
177,0,30711,Colt Knost,157.70,14034.86,89
178,0,21753,Brian Davis,157.10,13353.83,85
179,0,23541,Ben Crane,156.60,8456.48,54
180,0,20771,Steven Alker,156.39,9226.79,59
181,0,34262,Jon Curran,155.71,11367.03,73
182,0,10860,Justin Leonard,155.56,9800.43,63
183,0,22293,Heath Slocum,154.40,6793.45,44
184,0,02206,David Toms,152.78,9472.49,62
