RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,01941,Tom Pernice Jr.,29,662,4.4
2,0,07749,Brett Quigley,28,675,4.1
2,0,12602,Dean Wilson,28,683,4.1
4,0,19846,Brian Gay,25,777,3.2
5,0,02104,Jeff Sluman,24,592,4.1
6,0,23718,Nathan Green,23,714,3.2
6,0,12680,Shigeki Maruyama,23,604,3.8
6,0,27120,Troy Matteson,23,583,3.9
9,0,07867,Woody Austin,22,688,3.2
9,0,22293,Heath Slocum,22,527,4.2
11,0,20229,Stewart Cink,21,541,3.9
11,0,06034,Marco Dawson,21,567,3.7
11,0,07457,Steve Flesch,21,737,2.8
11,0,12645,Brent Geiberger,21,636,3.3
11,0,26420,Richard Johnson,21,597,3.5
11,0,01948,Tim Petrovic,21,589,3.6
17,0,01381,Fred Funk,20,592,3.4
17,0,24781,Hunter Mahan,20,600,3.3
17,0,23320,Ryan Palmer,20,573,3.5
17,0,23788,D.J. Trahan,20,533,3.8
21,0,08123,Jeff Brehaut,19,562,3.4
21,0,21959,Ted Purdy,19,531,3.6
21,0,21878,Mark Wilson,19,510,3.7
24,0,08835,Kris Cox,18,492,3.7
24,0,01329,Brad Faxon,18,545,3.3
24,0,21470,Daisuke Maruyama,18,478,3.8
24,0,07013,Wes Short Jr.,18,586,3.1
28,0,22371,Aaron Baddeley,17,533,3.2
28,0,22621,Ben Curtis,17,458,3.7
28,0,01388,Robert Gamez,17,568,3.0
28,0,20378,Mathias Grönberg,17,534,3.2
28,0,22378,Trevor Immelman,17,505,3.4
28,0,24502,Adam Scott,17,348,4.9
28,0,20548,Hidemichi Tanaka,17,444,3.8
28,0,23325,Vaughn Taylor,17,579,2.9
36,0,20098,Stuart Appleby,16,465,3.4
36,0,01219,John Cook,16,394,4.1
36,0,21753,Brian Davis,16,552,2.9
36,0,12823,Carlos Franco,16,512,3.1
36,0,21805,Harrison Frazar,16,562,2.8
36,0,21350,Ryuji Imada,16,614,2.6
36,0,01599,Steve Jones,16,474,3.4
36,0,25240,D.A. Points,16,515,3.1
36,0,20127,Chris Riley,16,527,3.0
36,0,22548,Patrick Sheehan,16,602,2.7
46,0,01042,Paul Azinger,15,587,2.6
46,0,22946,Henrik Bjornstad,15,629,2.4
46,0,24357,K.J. Choi,15,522,2.9
46,0,23541,Ben Crane,15,461,3.3
46,0,20121,Todd Fischer,15,657,2.3
46,0,10809,Jim Furyk,15,485,3.1
46,0,24358,Robert Garrigus,15,495,3.0
46,0,23353,J.J. Henry,15,503,3.0
46,0,12716,Charley Hoffman,15,624,2.4
46,0,10733,Kent Jones,15,631,2.4
46,0,01766,Billy Mayfair,15,509,2.9
46,0,20628,Arron Oberholser,15,429,3.5
46,0,02246,Duffy Waldorf,15,554,2.7
46,0,27095,Nick Watney,15,612,2.5
60,0,10505,Shane Bertsch,14,647,2.2
60,0,01139,Olin Browne,14,621,2.3
60,0,24925,Jonathan Byrd,14,386,3.6
60,0,27141,J.B. Holmes,14,438,3.2
60,0,20382,Stephen Leaney,14,554,2.5
60,0,12662,Thomas Levet,14,307,4.6
60,0,11032,Frank Lickliter II,14,603,2.3
60,0,01706,Davis Love III,14,407,3.4
60,0,01707,Steve Lowery,14,576,2.4
60,0,01761,Len Mattiace,14,388,3.6
60,0,24140,Sean O'Hair,14,525,2.7
60,0,20572,Rod Pampling,14,510,2.7
60,0,23497,Tag Ridings,14,658,2.1
60,0,12755,Vance Veazey,14,375,3.7
74,0,10885,Robert Allenby,13,426,3.1
74,0,06004,Stephen Ames,13,318,4.1
74,0,21407,Arjun Atwal,13,592,2.2
74,0,21646,David Branshaw,13,573,2.3
74,0,26360,Bubba Dickerson,13,569,2.3
74,0,01313,Steve Elkington,13,295,4.4
74,0,01320,Bob Estes,13,514,2.5
74,0,01473,Todd Hamilton,13,408,3.2
74,0,20631,David McKenzie,13,480,2.7
74,0,25842,Jon Mills,13,353,3.7
74,0,26596,Ryan Moore,13,420,3.1
74,0,06373,José María Olazábal,13,266,4.9
74,0,28475,Jeff Overton,13,606,2.1
74,0,12660,Jesper Parnevik,13,533,2.4
74,0,01945,Kenny Perry,13,371,3.5
74,0,23621,Rory Sabbatini,13,456,2.9
74,0,02106,Chris Smith,13,361,3.6
74,0,08375,Paul Stankowski,13,423,3.1
74,0,06527,Steve Stricker,13,397,3.3
74,0,02206,David Toms,13,448,2.9
74,0,27770,Camilo Villegas,13,574,2.3
95,0,06197,Michael Allen,12,540,2.2
95,0,20498,Briny Baird,12,457,2.6
95,0,01132,Mark Brooks,12,496,2.4
95,0,20850,Daniel Chopra,12,690,1.7
95,0,23135,Tim Clark,12,422,2.8
95,0,06251,Chris DiMarco,12,429,2.8
95,0,24924,Bill Haas,12,608,2.0
95,0,06573,Brandt Jobe,12,458,2.6
95,0,08075,Jerry Kelly,12,574,2.1
95,0,01677,Tom Lehman,12,299,4.0
95,0,01887,Mark O'Meara,12,274,4.4
95,0,25345,Carl Pettersson,12,547,2.2
95,0,22405,Justin Rose,12,600,2.0
95,0,11011,Mike Sposa,12,416,2.9
95,0,06595,Kevin Sutherland,12,583,2.1
95,0,23322,Brett Wetterich,12,498,2.4
111,0,07223,Brian Bateman,11,402,2.7
111,0,20472,Alex Cejka,11,533,2.1
111,0,09011,David Duval,11,381,2.9
111,0,12760,Danny Ellis,11,438,2.5
111,0,25900,Lucas Glover,11,597,1.8
111,0,20574,Mathew Goggin,11,378,2.9
111,0,20105,Jeff Gove,11,502,2.2
111,0,08537,J.P. Hayes,11,382,2.9
111,0,06012,Greg Kraft,11,470,2.3
111,0,01928,Corey Pavin,11,390,2.8
111,0,06567,Vijay Singh,11,617,1.8
122,0,01035,Tommy Armour III,10,379,2.6
122,0,23048,Eric Axley,10,573,1.7
122,0,20099,Doug Barron,10,513,1.9
122,0,23614,Rich Beem,10,446,2.2
122,0,01161,Mark Calcavecchia,10,567,1.8
122,0,23673,Michael Connell,10,274,3.6
122,0,01249,John Daly,10,298,3.4
122,0,06621,Joe Durant,10,631,1.6
122,0,20157,Retief Goosen,10,330,3.0
122,0,06643,Paul Goydos,10,443,2.3
122,0,12782,Tim Herron,10,415,2.4
122,0,21961,Charles Howell III,10,523,1.9
122,0,20094,Jonathan Kaye,10,538,1.9
122,0,01666,Bernhard Langer,10,428,2.3
122,0,10565,Ian Leggatt,10,482,2.1
122,0,01685,J.L. Lewis,10,356,2.8
122,0,01724,Jeff Maggert,10,441,2.3
122,0,06515,Shaun Micheel,10,518,1.9
122,0,22046,Geoff Ogilvy,10,384,2.6
122,0,22913,John Rollins,10,508,2.0
122,0,02110,Jerry Smith,10,585,1.7
122,0,02223,Bob Tway,10,460,2.2
122,0,25804,Bubba Watson,10,482,2.1
122,0,10423,Mike Weir,10,456,2.2
146,0,24507,Jason Bohn,9,606,1.5
146,0,20593,Greg Chalmers,9,425,2.1
146,0,23409,James Driscoll,9,541,1.7
146,0,22892,Jason Gore,9,502,1.8
146,0,01553,John Huston,9,467,1.9
146,0,21731,Freddie Jacobson,9,385,2.3
146,0,01577,Lee Janzen,9,489,1.8
146,0,24024,Zach Johnson,9,528,1.7
146,0,06350,Bob May,9,357,2.5
146,0,24138,Ian Poulter,9,305,3.0
146,0,21660,Jason Schultz,9,439,2.1
146,0,02101,Joey Sindelar,9,492,1.8
146,0,28780,Nicholas Thompson,9,500,1.8
146,0,23623,Bo Van Pelt,9,619,1.5
