RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,39997,Corey Conners,23
2,0,48081,Xander Schauffele,22
3,0,46046,Scottie Scheffler,19
4,0,50525,Collin Morikawa,17
5,0,46414,Aaron Rai,14
6,0,27644,Brian Harman,13
6,0,51696,Rico Hoey,13
8,0,34098,Russell Henley,12
9,0,51977,Max Greyserman,11
9,0,40250,Taylor Pendrith,11
9,0,58168,Davis Thompson,11
12,0,35506,Mackenzie Hughes,10
13,0,47504,Sam Burns,9
13,0,35310,Lanto Griffin,9
13,0,39971,Sungjae Im,9
13,0,24502,Adam Scott,9
17,0,57366,Cameron Young,8
18,0,40098,Matt Fitzpatrick,7
18,0,47420,Jake Knapp,7
18,0,55893,Sam Stevens,7
18,0,33448,Justin Thomas,7
22,0,40026,Daniel Berger,6
22,0,34255,Joseph Bramlett,6
22,0,35450,Patrick Cantlay,6
22,0,57362,Austin Eckroat,6
22,0,25900,Lucas Glover,6
22,0,60067,Joe Highsmith,6
22,0,51634,Sahith Theegala,6
22,0,51894,Vince Whaley,6
30,0,33141,Keegan Bradley,5
30,0,28089,Jason Day,5
30,0,31646,Emiliano Grillo,5
30,0,29420,Billy Horschel,5
30,0,35461,Beau Hossler,5
30,0,32839,Hideki Matsuyama,5
30,0,46442,Maverick McNealy,5
30,0,36699,Patrick Rodgers,5
38,0,52955,Ludvig Ãberg,4
38,0,33948,Byeong Hun An,4
38,0,45522,Christiaan Bezuidenhout,4
38,0,51349,Nico Echavarria,4
38,0,34099,Harris English,4
38,0,29725,Tony Finau,4
38,0,54576,Patrick Fishburn,4
38,0,32102,Rickie Fowler,4
38,0,29936,Ryan Fox,4
38,0,54591,Ben Griffin,4
38,0,57975,Harry Hall,4
38,0,54421,Garrick Higgo,4
38,0,51287,Ryo Hisatsune,4
38,0,36801,Mark Hubbard,4
38,0,39975,Michael Kim,4
38,0,36689,Brooks Koepka,4
38,0,47993,Denny McCarthy,4
38,0,27349,Alex Noren,4
38,0,48153,Matthieu Pavon,4
38,0,49771,J.T. Poston,4
38,0,40006,Erik van Rooyen,4
38,0,48887,Matt Wallace,4
38,0,52513,Carson Young,4
61,0,33408,Tyson Alexander,3
61,0,56630,Akshay Bhatia,3
61,0,33974,Dean Burmester,3
61,0,32367,Jorge Campillo,3
61,0,32366,Kevin Chappell,3
61,0,66743,Luke Clanton,3
61,0,59866,Nick Dunlap,3
61,0,30911,Tommy Fleetwood,3
61,0,52686,Rasmus Hojgaard,3
61,0,46717,Viktor Hovland,3
61,0,48117,Kurt Kitayama,3
61,0,27936,Martin Laird,3
61,0,37378,Min Woo Lee,3
61,0,36326,David Lipsky,3
61,0,33204,Shane Lowry,3
61,0,52215,Robert MacIntyre,3
61,0,28237,Rory McIlroy,3
61,0,59143,Mac Meissner,3
61,0,45486,Joaquin Niemann,3
61,0,29289,S.Y. Noh,3
61,0,30163,Henrik Norlander,3
61,0,51997,Andrew Novak,3
61,0,47679,Victor Perez,3
61,0,57900,Chandler Phillips,3
61,0,46441,Robby Shelton,3
61,0,39327,Ben Silverman,3
61,0,50484,Hayden Springer,3
61,0,40115,Adam Svensson,3
61,0,52374,Brandon Wu,3
61,0,47483,Will Zalatoris,3
91,0,60369,Sam Bairstow,2
91,0,59652,Sam Bennett,2
91,0,55930,Fred Biondi,2
91,0,57259,Daniel Brown,2
91,0,24925,Jonathan Byrd,2
91,0,34021,Bud Cauley,2
91,0,47591,Eric Cole,2
91,0,33653,Thomas Detry,2
91,0,50497,Adrien Dumont de Chassart,2
91,0,51734,Nicolo Galletti,2
91,0,57593,Ian Gilligan,2
91,0,56762,Will Gordon,2
91,0,59095,Chris Gotterup,2
91,0,49813,Daniel Hillier,2
91,0,54628,Lee Hodges,2
91,0,12716,Charley Hoffman,2
91,0,35532,Tom Hoge,2
91,0,55955,Matthew Jordan,2
91,0,27408,Martin Kaymer,2
91,0,30957,Max Kieffer,2
91,0,50188,S.H. Kim,2
91,0,54813,Philip Knowles,2
91,0,33122,Russell Knox,2
91,0,54422,Christo Lamprecht,2
91,0,33199,Matteo Manassero,2
91,0,54190,Richard Mansell,2
91,0,31202,William McGirt,2
91,0,51950,Max McGreevy,2
91,0,55789,Taylor Montgomery,2
91,0,32344,Lukas Nemecz,2
91,0,29908,C.T. Pan,2
91,0,34360,Patrick Reed,2
91,0,48052,Max Rottluff,2
91,0,34371,Adrien Saddier,2
91,0,39113,Shubhankar Sharma,2
91,0,23481,Marcel Siem,2
91,0,50095,Austin Smotherman,2
91,0,48699,Callum Tarren,2
