RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,WGC POINTS
1,0,34360,Patrick Reed,549,32
2,0,30925,Dustin Johnson,496,140
3,0,25396,Kevin Na,386,68
4,0,21209,Sergio Garcia,297,32
5,0,29974,Branden Grace,246,0
6,0,25804,Bubba Watson,199,32
7,0,25572,Graeme McDowell,197,0
8,0,26331,Charl Schwartzel,191,0
9,0,59095,Chris Gotterup,190,0
10,0,33653,Thomas Detry,186,0
11,0,26329,Louis Oosthuizen,175,13
12,0,52686,Rasmus Hojgaard,173,0
13,0,54655,Patrick Flavin,169,0
14,0,37378,Min Woo Lee,163,32
15,0,52215,Robert MacIntyre,151,13
16,0,47917,Takumi Kanaya,141,68
17,0,54591,Ben Griffin,135,0
17,0,55509,Hurly Long,135,0
19,0,33974,Dean Burmester,134,0
20,0,33293,Thomas Pieters,125,32
21,0,45836,Richard Bland,107,68
22,0,20396,Lee Westwood,105,13
23,0,31569,Jason Scrivener,94,0
24,0,34587,Chan Kim,90,0
25,0,25369,Jamie Donaldson,89,0
26,0,56676,John Augenstein,86,0
27,0,57975,Harry Hall,80,0
28,0,48372,Marcus Helligkilde,73,0
29,0,48051,Yannik Paul,70,0
30,0,48018,Sadom Kaewkanjana,70,0
31,0,45242,Kevin Yu,67,0
32,0,35296,Haotong Li,64,0
33,0,39834,Guido Migliozzi,63,0
34,0,55789,Taylor Montgomery,61,0
35,0,32627,Espen Kofstad,59,0
36,0,46798,Anthony Quayle,56,0
37,0,39537,Chris Naegel,55,0
38,0,46732,Rick Lamb,55,0
39,0,48867,Matti Schmid,53,0
40,0,29454,Bernd Wiesberger,50,0
41,0,45523,Thriston Lawrence,47,0
42,0,47154,Martin Contini,45,0
43,0,46464,Jordan L Smith,43,0
44,0,54781,Grant Hirschman,43,0
45,0,32775,Shugo Imahira,43,0
45,0,27747,Hiroshi Iwata,43,0
47,0,57362,Austin Eckroat,42,0
48,0,46594,Ricardo Gouveia,42,0
49,0,56320,Bryson Nimmer,41,0
50,0,26499,Rafa Cabrera Bello,41,0
51,0,52096,Adri Arnaus,40,0
52,0,29256,James Morrison,37,0
53,0,39524,Sean Crocker,35,0
54,0,52666,Sami Valimaki,33,0
55,0,33948,Byeong Hun An,32,0
56,0,54364,Stephen Stallings Jr.,32,0
57,0,58168,Davis Thompson,31,0
58,0,48153,Matthieu Pavon,31,0
59,0,58849,Turk Pettit,31,0
60,0,39067,MJ Daffue,30,0
61,0,39328,Conrad Shindler,29,0
62,0,58594,Spencer Ralston,29,0
63,0,32252,Nino Bertasio,27,0
64,0,31138,Scott Jamieson,27,0
65,0,27958,Ryan Blaum,27,0
66,0,29275,Naoto Nakanishi,27,0
67,0,35986,Todd Sinnott,26,0
68,0,27330,Josh Teater,25,0
69,0,47679,Victor Perez,25,0
70,0,30957,Maximilian Kieffer,24,0
70,0,29370,Mikko Korhonen,24,0
70,0,33968,Thorbjørn Olesen,24,0
73,0,50188,S.H. Kim,22,0
74,0,47461,Andrew Kozan,21,0
75,0,35557,Aaron Cockerill,21,0
76,0,47056,Rikuya Hoshino,20,0
77,0,36514,Yuki Inamori,20,0
77,0,33689,Jinichiro Kozuma,20,0
77,0,31016,Tomoharu Otsuki,20,0
77,0,29476,Kyle Reifers,20,0
81,0,45478,Julian Suri,19,0
82,0,32070,Rafael Campos,19,0
83,0,47989,Sam Horsfield,19,0
84,0,26328,Shaun Norris,18,0
85,0,33803,Lucas Bjerregaard,18,0
86,0,29939,Fabrizio Zanotti,18,0
87,0,46405,Sebastian Soderberg,16,0
88,0,29936,Ryan Fox,16,0
