RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,46046,Scottie Scheffler,3556,4,9,0
2,0,35891,Cameron Smith,2335,3,7,1221
3,0,47504,Sam Burns,2275,3,8,1281
4,0,48081,Xander Schauffele,2153,3,5,1403
5,0,35450,Patrick Cantlay,2108,1,10,1448
6,0,28237,Rory McIlroy,2104,2,8,1452
7,0,29725,Tony Finau,1912,2,5,1644
8,0,33448,Justin Thomas,1783,1,9,1773
9,0,57366,Cameron Young,1774,0,7,1782
10,0,39971,Sungjae Im,1733,1,8,1823
11,0,32839,Hideki Matsuyama,1697,2,6,1859
12,0,47483,Will Zalatoris,1680,0,8,1876
13,0,39977,Max Homa,1625,2,4,1931
14,0,40098,Matt Fitzpatrick,1596,1,9,1960
15,0,34046,Jordan Spieth,1574,1,6,1982
16,0,46970,Jon Rahm,1449,1,6,2107
17,0,35532,Tom Hoge,1424,1,5,2132
18,0,29420,Billy Horschel,1403,1,5,2153
19,0,46717,Viktor Hovland,1314,1,5,2242
20,0,46402,Talor Gooch,1302,1,4,2254
21,0,45486,Joaquin Niemann,1228,1,4,2328
22,0,49771,J.T. Poston,1146,1,4,2410
23,0,50525,Collin Morikawa,1089,0,7,2467
24,0,47995,Davis Riley,1045,0,6,2511
25,0,28252,Seamus Power,990,0,5,2566
26,0,39324,J.J. Spaun,985,1,3,2571
27,0,33419,Cameron Tringale,957,0,5,2599
28,0,49964,Aaron Wise,952,0,4,2604
29,0,33204,Shane Lowry,942,0,4,2614
30,0,27129,Luke List,938,1,3,2618
31,0,39997,Corey Conners,936,0,3,2620
32,0,46442,Maverick McNealy,936,0,4,2620
33,0,34098,Russell Henley,934,0,4,2622
34,0,33141,Keegan Bradley,925,0,6,2631
35,0,55182,Tom Kim,917,1,3,2639
36,0,49960,Sepp Straka,909,1,3,2647
37,0,29478,Kevin Kisner,906,0,5,2650
38,0,39546,Keith Mitchell,888,0,6,2668
39,0,47529,Mito Pereira,888,0,3,2668
40,0,51634,Sahith Theegala,886,0,5,2670
41,0,32791,K.H. Lee,853,1,1,2703
42,0,30692,Scott Stallings,852,0,6,2704
43,0,47993,Denny McCarthy,842,0,5,2714
44,0,48117,Kurt Kitayama,839,0,3,2717
45,0,30944,Jason Kokrak,801,1,1,2755
46,0,39058,Lucas Herbert,796,1,2,2760
47,0,48822,Sebastián Muñoz,795,0,3,2761
48,0,35506,Mackenzie Hughes,783,0,3,2773
49,0,30911,Tommy Fleetwood,766,0,5,2790
50,0,37455,Si Woo Kim,751,0,1,2805
51,0,34363,Tyrrell Hatton,749,0,3,2807
52,0,33399,Adam Hadwin,721,0,5,2835
53,0,26476,Chez Reavie,715,1,3,2841
54,0,30926,Chris Kirk,707,0,4,2849
55,0,45522,Christiaan Bezuidenhout,698,0,1,2858
56,0,23108,Matt Kuchar,696,0,3,2860
57,0,27644,Brian Harman,694,0,5,2862
58,0,31646,Emiliano Grillo,691,0,2,2865
59,0,29518,Brendan Steele,689,0,4,2867
60,0,37189,Harold Varner III,682,0,3,2874
61,0,27349,Alex Noren,681,0,3,2875
62,0,40250,Taylor Pendrith,663,0,2,2893
63,0,46340,Alex Smalley,658,0,3,2898
64,0,26851,Marc Leishman,656,0,3,2900
65,0,26300,Matt Jones,653,0,2,2903
66,0,31420,Anirban Lahiri,642,0,3,2914
67,0,34264,Hudson Swafford,640,1,1,2916
68,0,32640,Troy Merritt,639,0,2,2917
69,0,49947,Taylor Moore,623,0,4,2933
70,0,45157,Cam Davis,614,0,5,2942
71,0,34174,John Huh,612,0,2,2944
72,0,30927,Brendon Todd,592,0,2,2964
73,0,35310,Lanto Griffin,592,0,4,2964
74,0,46601,Trey Mullinax,590,1,2,2966
75,0,52374,Brandon Wu,586,0,4,2970
76,0,36871,Matthew NeSmith,576,0,2,2980
77,0,31323,Gary Woodland,573,0,5,2983
78,0,56278,Matthew Wolff,572,0,2,2984
79,0,35461,Beau Hossler,572,0,2,2984
80,0,47983,Chad Ramey,568,1,2,2988
81,0,35449,Adam Long,564,0,0,2992
82,0,24502,Adam Scott,551,0,3,3005
83,0,40026,Daniel Berger,529,0,3,3027
84,0,51766,Wyndham Clark,527,0,3,3029
85,0,34076,Joel Dahmen,524,0,3,3032
86,0,36699,Patrick Rodgers,517,0,3,3039
87,0,33122,Russell Knox,514,0,2,3042
88,0,45526,Abraham Ancer,510,0,3,3046
89,0,27214,Kevin Streelman,509,0,2,3047
90,0,36801,Mark Hubbard,508,0,2,3048
91,0,36326,David Lipsky,505,0,3,3051
92,0,34466,Peter Malnati,501,0,2,3055
93,0,34256,Andrew Putnam,498,0,1,3058
94,0,46414,Aaron Rai,491,0,2,3065
95,0,29926,Danny Lee,490,0,3,3066
96,0,40115,Adam Svensson,483,0,3,3073
97,0,36799,Stephan Jaeger,480,0,2,3076
98,0,29908,C.T. Pan,473,0,2,3083
99,0,47347,Adam Schenk,461,0,3,3095
100,0,22405,Justin Rose,458,0,2,3098
101,0,55708,Hayden Buckley,456,0,2,3100
102,0,51894,Vince Whaley,438,0,2,3118
103,0,27064,Jhonattan Vegas,428,0,1,3128
104,0,28775,Nate Lashley,427,0,1,3129
105,0,54628,Lee Hodges,424,0,2,3132
106,0,27936,Martin Laird,421,0,1,3135
107,0,33667,Carlos Ortiz,414,0,1,3142
108,0,36689,Brooks Koepka,412,0,2,3144
109,0,37275,Sam Ryder,412,0,3,3144
110,0,25818,Scott Piercy,410,0,1,3146
111,0,32150,Michael Thompson,406,0,2,3150
112,0,48699,Callum Tarren,405,0,3,3151
113,0,51950,Max McGreevy,404,0,2,3152
114,0,34563,Chesson Hadley,404,0,4,3152
115,0,29970,Dylan Frittelli,401,0,1,3155
116,0,21961,Charles Howell III,400,0,1,3156
117,0,32448,James Hahn,400,0,3,3156
118,0,51890,Greyson Sigg,397,0,1,3159
119,0,23320,Ryan Palmer,391,0,1,3165
120,0,27095,Nick Watney,387,0,1,3169
121,0,34431,Robert Streb,385,0,3,3171
122,0,28089,Jason Day,385,0,2,3171
123,0,52375,Doug Ghim,385,0,1,3171
124,0,20229,Stewart Cink,376,0,2,3180
125,0,32333,Kevin Tway,361,0,1,3195
126,0,28420,Ryan Brehm,359,1,1,3197
127,0,45609,Tyler Duncan,355,0,0,3201
128,0,34610,Matthias Schwab,353,0,3,3203
129,0,32757,Patton Kizzire,351,0,1,3205
130,0,25900,Lucas Glover,349,0,1,3207
131,0,29221,Webb Simpson,346,0,1,3210
132,0,24361,Pat Perez,345,0,2,3211
133,0,25493,Nick Taylor,334,0,0,3222
134,0,49298,Kramer Hickok,328,0,1,3228
135,0,32102,Rickie Fowler,324,0,1,3232
136,0,48887,Matt Wallace,316,0,2,3240
137,0,50095,Austin Smotherman,315,0,1,3241
138,0,40162,Justin Lower,311,0,2,3245
139,0,25364,Paul Casey,310,0,1,3246
140,0,53165,Doc Redman,304,0,1,3252
141,0,32139,Danny Willett,304,0,1,3252
142,0,35879,Kelly Kraft,289,0,0,3267
143,0,47988,Nick Hardy,288,0,1,3268
144,0,52372,Cameron Champ,288,0,2,3268
145,0,31560,Brian Stuard,285,0,2,3271
146,0,32662,Michael Gligic,283,0,1,3273
147,0,33597,Harry Higgs,272,0,1,3284
148,0,25198,Francesco Molinari,272,0,1,3284
149,0,35617,Martin Trainer,270,0,2,3286
150,0,40006,Erik van Rooyen,269,0,1,3287
151,0,24024,Zach Johnson,246,0,0,3310
152,0,23621,Rory Sabbatini,244,0,1,3312
153,0,49766,Hank Lebioda,241,0,0,3315
154,0,22056,Cameron Percy,240,0,3,3316
155,0,30163,Henrik Norlander,235,0,1,3321
156,0,51997,Andrew Novak,233,0,0,3323
157,0,54421,Garrick Higgo,229,0,1,3327
158,0,29535,Brice Garnett,228,0,1,3328
159,0,24925,Jonathan Byrd,223,0,1,3333
160,0,46435,Austin Cook,213,0,0,3343
161,0,12716,Charley Hoffman,207,0,1,3349
162,0,33413,Ben Martin,197,0,1,3359
163,0,32816,Satoshi Kodaira,197,0,0,3359
164,0,24924,Bill Haas,194,0,0,3362
165,0,33410,Andrew Landry,191,0,2,3365
166,0,19803,Ryan Armour,186,0,0,3370
167,0,24138,Ian Poulter,179,0,0,3377
168,0,54783,Dylan Wu,175,0,1,3381
169,0,39953,Chase Seiffert,173,0,0,3383
170,0,23983,Luke Donald,170,0,0,3386
171,0,37212,Paul Barjon,168,0,1,3388
172,0,47128,Richy Werenski,163,0,0,3393
173,0,27974,Sung Kang,163,0,0,3393
174,0,34255,Joseph Bramlett,162,0,0,3394
175,0,23325,Vaughn Taylor,158,0,1,3398
176,0,24980,Scott Gutschewski,158,0,1,3398
177,0,47856,Seth Reeves,152,0,1,3404
178,0,33486,Roger Sloan,151,0,0,3405
179,0,36884,Ben Kohles,146,0,0,3410
180,0,24140,Sean O'Hair,146,0,1,3410
181,0,31202,William McGirt,144,0,1,3412
182,0,27649,Brandt Snedeker,141,0,0,3415
183,0,32366,Kevin Chappell,139,0,0,3417
184,0,10381,Curtis Thompson,136,0,1,3420
185,0,47959,Bryson DeChambeau,134,0,1,3422
186,0,26596,Ryan Moore,130,0,0,3426
