RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
42,0,39546,Keith Mitchell,37.011,888.263
43,0,39324,J.J. Spaun,36.485,985.084
44,0,27129,Luke List,36.070,937.820
45,0,56278,Matthew Wolff,35.749,571.979
46,0,47529,Mito Pereira,35.526,888.155
47,0,33419,Cameron Tringale,35.440,956.873
48,0,40250,Taylor Pendrith,34.903,663.153
49,0,48822,Sebastián Muñoz,34.548,794.608
50,0,32791,K.H. Lee,34.116,852.899
51,0,27349,Alex Noren,34.055,681.096
52,0,29518,Brendan Steele,32.797,688.734
53,0,26300,Matt Jones,32.638,652.759
54,0,37189,Harold Varner III,32.480,682.077
55,0,24502,Adam Scott,32.389,550.606
56,0,45522,Christiaan Bezuidenhout,31.730,698.067
57,0,35506,Mackenzie Hughes,31.307,782.679
58,0,26851,Marc Leishman,31.255,656.356
59,0,47993,Denny McCarthy,31.192,842.178
60,0,30926,Chris Kirk,30.718,706.519
61,0,51634,Sahith Theegala,30.555,886.087
62,0,34264,Hudson Swafford,30.482,640.121
63,0,30692,Scott Stallings,30.421,851.780
64,0,49960,Sepp Straka,30.310,909.303
65,0,33399,Adam Hadwin,30.030,720.713
66,0,27644,Brian Harman,28.905,693.711
67,0,45526,Abraham Ancer,28.309,509.557
68,0,31420,Anirban Lahiri,27.918,642.125
69,0,37455,Si Woo Kim,27.805,750.729
70,0,26476,Chez Reavie,27.501,715.028
71,0,22405,Justin Rose,26.936,457.918
72,0,45157,Cam Davis,26.700,614.099
73,0,32640,Troy Merritt,26.607,638.559
74,0,31646,Emiliano Grillo,26.586,691.242
75,0,31323,Gary Woodland,26.062,573.366
76,0,35461,Beau Hossler,25.984,571.657
77,0,36689,Brooks Koepka,25.747,411.947
78,0,35310,Lanto Griffin,25.744,592.114
79,0,21961,Charles Howell III,25.019,400.306
80,0,30927,Brendon Todd,24.672,592.131
81,0,34174,John Huh,24.478,611.949
82,0,36801,Mark Hubbard,24.181,507.807
83,0,49947,Taylor Moore,23.962,623.023
84,0,46340,Alex Smalley,23.488,657.665
85,0,52374,Brandon Wu,23.443,586.079
86,0,29926,Danny Lee,23.356,490.481
87,0,46601,Trey Mullinax,22.687,589.859
88,0,28420,Ryan Brehm,22.450,359.199
89,0,28089,Jason Day,21.378,384.805
90,0,36871,Matthew NeSmith,21.333,575.991
91,0,47983,Chad Ramey,21.029,567.789
92,0,34076,Joel Dahmen,20.970,524.244
93,0,35449,Adam Long,20.875,563.622
94,0,33667,Carlos Ortiz,20.708,414.155
95,0,29908,C.T. Pan,20.548,472.605
96,0,27064,Jhonattan Vegas,20.364,427.643
97,0,27936,Martin Laird,20.031,420.653
98,0,36699,Patrick Rodgers,19.870,516.631
99,0,27214,Kevin Streelman,19.579,509.064
100,0,33122,Russell Knox,19.041,514.094
101,0,51766,Wyndham Clark,18.828,527.197
102,0,23320,Ryan Palmer,18.628,391.192
103,0,29221,Webb Simpson,18.221,346.190
104,0,46414,Aaron Rai,18.197,491.325
105,0,24361,Pat Perez,18.153,344.900
106,0,36326,David Lipsky,18.019,504.539
107,0,34256,Andrew Putnam,17.791,498.160
108,0,28775,Nate Lashley,17.061,426.516
109,0,47959,Bryson DeChambeau,16.780,134.240
110,0,39975,Michael Kim,16.725,83.626
111,0,34466,Peter Malnati,16.689,500.658
112,0,32150,Michael Thompson,16.251,406.278
113,0,48699,Callum Tarren,16.198,404.962
114,0,40115,Adam Svensson,16.110,483.310
115,0,34610,Matthias Schwab,16.025,352.546
116,0,25198,Francesco Molinari,16.020,272.347
117,0,36799,Stephan Jaeger,16.000,480.011
118,0,32448,James Hahn,15.983,399.567
119,0,40006,Erik van Rooyen,15.810,268.764
120,0,55708,Hayden Buckley,15.717,455.782
121,0,20229,Stewart Cink,15.671,376.103
122,0,51894,Vince Whaley,15.646,438.098
123,0,32102,Rickie Fowler,15.419,323.797
124,0,25818,Scott Piercy,15.197,410.307
125,0,54628,Lee Hodges,15.152,424.268
126,0,52372,Cameron Champ,15.132,287.500
127,0,48887,Matt Wallace,15.039,315.820
128,0,51950,Max McGreevy,14.976,404.357
129,0,47347,Adam Schenk,14.869,460.953
130,0,29970,Dylan Frittelli,14.840,400.679
131,0,32139,Danny Willett,14.452,303.500
132,0,34563,Chesson Hadley,14.421,403.776
133,0,37275,Sam Ryder,14.199,411.783
134,0,22056,Cameron Percy,14.106,239.808
135,0,52375,Doug Ghim,13.739,384.687
136,0,47988,Nick Hardy,13.728,288.280
137,0,51890,Greyson Sigg,13.683,396.810
138,0,45609,Tyler Duncan,13.651,354.934
139,0,23621,Rory Sabbatini,13.540,243.723
140,0,25900,Lucas Glover,13.419,348.881
141,0,27095,Nick Watney,13.360,387.434
142,0,34431,Robert Streb,13.288,385.345
143,0,40162,Justin Lower,12.978,311.472
144,0,33410,Andrew Landry,12.750,191.250
145,0,50095,Austin Smotherman,12.584,314.597
146,0,32757,Patton Kizzire,12.530,350.841
147,0,32333,Kevin Tway,12.460,361.331
148,0,25493,Nick Taylor,12.354,333.548
149,0,33413,Ben Martin,12.300,196.800
150,0,32662,Michael Gligic,11.804,283.301
151,0,32816,Satoshi Kodaira,11.566,196.622
152,0,24138,Ian Poulter,11.207,179.304
153,0,24140,Sean O'Hair,11.196,145.542
154,0,24925,Jonathan Byrd,11.157,223.135
155,0,49298,Kramer Hickok,10.936,328.084
156,0,53165,Doc Redman,10.855,303.929
157,0,35879,Kelly Kraft,10.697,288.816
158,0,24024,Zach Johnson,10.675,245.515
159,0,54421,Garrick Higgo,10.395,228.696
160,0,40042,Tyler McCumber,10.277,113.050
161,0,19803,Ryan Armour,9.805,186.287
162,0,39953,Chase Seiffert,9.113,173.138
163,0,33597,Harry Higgs,9.082,272.450
164,0,51997,Andrew Novak,8.975,233.341
165,0,35617,Martin Trainer,8.719,270.293
166,0,30163,Henrik Norlander,8.700,234.900
167,0,46435,Austin Cook,8.518,212.938
168,0,31202,William McGirt,8.481,144.179
169,0,31560,Brian Stuard,8.378,284.837
170,0,49766,Hank Lebioda,8.327,241.485
171,0,12716,Charley Hoffman,8.289,207.235
172,0,26596,Ryan Moore,8.104,129.657
173,0,29479,Scott Brown,7.961,111.449
174,0,20433,Mark Hensby,7.922,39.611
175,0,23325,Vaughn Taylor,7.911,158.217
176,0,29535,Brice Garnett,7.861,227.967
177,0,23983,Luke Donald,7.721,169.854
178,0,34099,Harris English,7.619,91.427
179,0,22371,Aaron Baddeley,7.365,95.749
180,0,01810,Phil Mickelson,7.333,44.000
181,0,30750,Tommy Gainey,7.030,105.450
182,0,54783,Dylan Wu,7.009,175.228
183,0,32366,Kevin Chappell,6.947,138.946
184,0,24980,Scott Gutschewski,6.878,158.187
185,0,36852,Jim Knous,6.592,125.242
186,0,37212,Paul Barjon,6.471,168.257
187,0,30978,Kiradech Aphibarnrat,6.405,121.699
188,0,27649,Brandt Snedeker,6.397,140.732
189,0,47128,Richy Werenski,6.283,163.345
190,0,24924,Bill Haas,6.258,194.007
191,0,29268,Bronson Burgoon,6.177,80.300
192,0,36884,Ben Kohles,6.085,146.029
193,0,21528,Henrik Stenson,6.012,78.155
194,0,25632,Jimmy Walker,5.922,82.903
195,0,34213,Grayson Murray,5.859,70.302
196,0,47856,Seth Reeves,5.830,151.581
197,0,29289,S.Y. Noh,5.819,128.025
198,0,34409,David Lingmerth,5.719,80.069
199,0,24358,Robert Garrigus,5.636,78.902
200,0,34255,Joseph Bramlett,5.583,161.895
201,0,27974,Sung Kang,5.257,162.982
202,0,33486,Roger Sloan,5.201,150.818
203,0,10381,Curtis Thompson,5.031,135.850
204,0,19846,Brian Gay,5.018,90.321
205,0,06643,Paul Goydos,4.900,4.900
206,0,27770,Camilo Villegas,4.880,126.887
207,0,33490,Bo Hoag,4.879,97.580
208,0,48084,Wesley Bryan,4.740,90.056
209,0,30110,Kyle Stanley,4.457,80.232
210,0,23623,Bo Van Pelt,4.315,69.038
211,0,29484,Peter Uihlein,4.140,62.095
212,0,27139,David Skinns,4.094,94.155
213,0,31557,Jim Herman,4.025,76.468
214,0,10809,Jim Furyk,3.917,11.750
215,0,08793,Tiger Woods,3.778,11.333
216,0,27963,Chris Stroud,3.688,44.252
217,0,24846,Ricky Barnes,3.553,39.086
218,0,45540,Jared Wolfe,3.537,81.360
219,0,46550,Brandon Hagy,3.416,105.900
220,0,20593,Greg Chalmers,3.211,32.112
221,0,28114,Dawie van der Walt,3.124,78.096
222,0,01457,Jay Haas,2.750,2.750
223,0,25686,Jason Dufner,2.671,58.757
224,0,28679,Fabián Gómez,2.472,19.772
225,0,27895,Jonas Blixt,2.366,49.679
226,0,26758,David Hearn,2.351,28.215
227,0,39436,Joshua Creel,2.176,47.871
228,0,20766,Padraig Harrington,1.993,11.957
229,0,26951,Johnson Wagner,1.950,11.700
230,0,35110,Brett Drewitt,1.840,42.317
231,0,37273,Derek Ernst,1.316,9.213
232,0,25240,D.A. Points,1.164,12.805
233,0,23353,J.J. Henry,1.163,9.306
234,0,23788,D.J. Trahan,1.101,11.012
235,0,20645,John Senden,1.100,3.300
236,0,28259,Sangmoon Bae,1.071,8.567
237,0,23541,Ben Crane,1.019,10.189
238,0,24490,George McNeill,.980,4.900
239,0,21407,Arjun Atwal,.756,5.289
240,0,08385,Omar Uresti,.700,3.500
241,0,26420,Richard Johnson,.576,4.605
242,0,21350,Ryuji Imada,.575,2.300
243,0,01706,Davis Love III,.486,3.400
244,0,27933,John Merrick,.402,3.620
245,0,21753,Brian Davis,.391,2.738
246,0,28307,Matt Every,.233,1.867
247,0,26679,Kevin Stadler,.226,2.489
