RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,28237,Rory McIlroy,161.837,2103.875
2,0,46046,Scottie Scheffler,161.636,3555.983
3,0,35891,Cameron Smith,145.937,2334.997
4,0,35450,Patrick Cantlay,124.009,2108.150
5,0,48081,Xander Schauffele,119.630,2153.338
6,0,47504,Sam Burns,108.334,2275.012
7,0,55182,Tom Kim,101.902,917.117
8,0,33448,Justin Thomas,99.059,1783.055
9,0,40098,Matt Fitzpatrick,93.879,1595.937
10,0,46970,Jon Rahm,90.577,1449.226
11,0,32839,Hideki Matsuyama,89.328,1697.237
12,0,29725,Tony Finau,86.915,1912.126
13,0,34046,Jordan Spieth,82.854,1574.228
14,0,57366,Cameron Young,80.621,1773.670
15,0,39977,Max Homa,77.395,1625.291
16,0,47483,Will Zalatoris,76.368,1680.099
17,0,39971,Sungjae Im,75.326,1732.503
18,0,29420,Billy Horschel,73.853,1403.215
19,0,46717,Viktor Hovland,72.994,1313.889
20,0,50525,Collin Morikawa,68.058,1088.935
21,0,46402,Talor Gooch,59.162,1301.555
22,0,33204,Shane Lowry,58.852,941.627
23,0,45486,Joaquin Niemann,58.454,1227.537
24,0,35532,Tom Hoge,49.118,1424.420
25,0,34098,Russell Henley,46.720,934.409
26,0,49964,Aaron Wise,45.319,951.704
27,0,30911,Tommy Fleetwood,45.083,766.407
28,0,25364,Paul Casey,44.335,310.346
29,0,39058,Lucas Herbert,44.248,796.457
30,0,40026,Daniel Berger,44.078,528.939
31,0,34363,Tyrrell Hatton,44.052,748.883
32,0,39997,Corey Conners,42.559,936.303
33,0,49771,J.T. Poston,42.446,1146.038
34,0,30944,Jason Kokrak,42.156,800.973
35,0,28252,Seamus Power,41.270,990.479
36,0,29478,Kevin Kisner,41.193,906.236
37,0,33141,Keegan Bradley,40.215,924.949
38,0,47995,Davis Riley,38.701,1044.940
39,0,23108,Matt Kuchar,38.667,695.997
40,0,48117,Kurt Kitayama,38.119,838.627
41,0,46442,Maverick McNealy,37.423,935.570
