RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,25364,Paul Casey,37.50,24,64,-20,E
2,0,08845,Scott Sterling,36.36,32,88,-34,-31.00
3,0,01226,Fred Couples,33.91,39,115,-38,-2.00
4,0,20623,Gavin Coles,32.35,11,34,-10,-26.00
5,0,06573,Brandt Jobe,31.40,27,86,-28,+3.00
6,0,22806,Doug LaBelle II,31.37,16,51,-15,-16.00
7,0,26289,Boo Weekley,30.71,39,127,-39,-3.00
8,0,23621,Rory Sabbatini,30.58,37,121,-37,-5.00
9,0,06621,Joe Durant,30.28,43,142,-44,-10.00
10,0,10809,Jim Furyk,29.63,32,108,-32,-27.00
11,0,27770,Camilo Villegas,29.46,38,129,-40,-14.00
12,0,10649,Tom Scherrer,28.99,20,69,-17,-15.00
13,0,12510,Chad Campbell,28.57,38,133,-48,-17.00
14,0,24140,Sean O'Hair,28.46,35,123,-40,-7.00
15,0,19913,Ron Whittaker,28.21,11,39,-14,-19.00
16,0,06527,Steve Stricker,27.50,22,80,-20,-30.00
17,0,27936,Martin Laird,27.46,53,193,-57,-12.00
18,0,01706,Davis Love III,27.41,37,135,-38,E
19,0,22892,Jason Gore,27.27,48,176,-45,-22.00
20,0,06197,Michael Allen,26.92,35,130,-39,-13.00
20,0,01577,Lee Janzen,26.92,28,104,-24,-1.00
22,0,27141,J.B. Holmes,26.82,48,179,-52,-2.00
23,0,26420,Richard Johnson,26.79,15,56,-15,-2.00
24,0,06567,Vijay Singh,26.39,38,144,-35,-10.00
25,0,20105,Jeff Gove,26.23,16,61,-16,-9.00
26,0,25804,Bubba Watson,26.17,56,214,-59,-7.00
27,0,26695,Michael Letzig,26.14,40,153,-39,-1.00
28,0,22046,Geoff Ogilvy,26.03,19,73,-19,-11.00
29,0,01553,John Huston,26.00,26,100,-27,-16.00
30,0,28158,Steve Marino,25.91,50,193,-45,-29.00
31,0,24361,Pat Perez,25.71,45,175,-48,-6.00
32,0,01945,Kenny Perry,25.57,45,176,-42,-21.00
33,0,23623,Bo Van Pelt,25.56,46,180,-49,-10.00
34,0,27120,Troy Matteson,25.52,49,192,-46,-8.00
35,0,25900,Lucas Glover,25.47,41,161,-42,-24.00
36,0,27561,Nick Flanagan,25.00,42,168,-40,E
37,0,24490,George McNeill,24.86,45,181,-41,+1.00
38,0,12716,Charley Hoffman,24.75,49,198,-51,+5.00
39,0,30925,Dustin Johnson,24.62,49,199,-53,+12.00
40,0,01677,Tom Lehman,24.59,15,61,-18,-12.00
41,0,24358,Robert Garrigus,24.51,62,253,-58,+9.00
42,0,12823,Carlos Franco,24.35,28,115,-30,-6.00
43,0,26679,Kevin Stadler,24.34,37,152,-40,-2.00
44,0,28780,Nicholas Thompson,24.31,53,218,-49,+8.00
45,0,24663,Y.E. Yang,24.18,37,153,-40,+4.00
46,0,20378,Mathias Grönberg,24.16,43,178,-49,+8.00
46,0,27933,John Merrick,24.16,36,149,-33,-9.00
48,0,22582,Kyle Thompson,24.05,19,79,-19,-6.00
49,0,19846,Brian Gay,23.94,17,71,-15,-68.00
50,0,09011,David Duval,23.88,16,67,-18,+10.00
51,0,21961,Charles Howell III,23.83,46,193,-48,-27.00
52,0,30750,Tommy Gainey,23.81,25,105,-25,+14.00
53,0,01941,Tom Pernice Jr.,23.70,32,135,-36,-32.00
54,0,06090,Jim McGovern,23.53,16,68,-18,-2.00
55,0,07457,Steve Flesch,23.33,28,120,-33,-27.00
56,0,02002,John Riegger,23.21,26,112,-26,-12.00
57,0,27095,Nick Watney,23.01,55,239,-60,+10.00
58,0,06004,Stephen Ames,22.99,20,87,-19,-35.00
58,0,20104,Ken Duke,22.99,40,174,-41,-48.00
60,0,06012,Greg Kraft,22.92,11,48,-13,-4.00
60,0,27649,Brandt Snedeker,22.92,22,96,-21,-4.00
62,0,08075,Jerry Kelly,22.83,21,92,-22,-12.00
63,0,24502,Adam Scott,22.62,19,84,-21,-5.00
64,0,24781,Hunter Mahan,22.56,30,133,-32,-15.00
65,0,21633,Steve Allan,22.40,28,125,-27,+1.00
66,0,20645,John Senden,22.38,32,143,-31,-12.00
67,0,06522,Ernie Els,22.22,12,54,-12,E
67,0,20443,Jin Park,22.22,16,72,-19,-16.00
69,0,26300,Matt Jones,22.10,40,181,-44,+1.00
70,0,20229,Stewart Cink,22.06,30,136,-37,-11.00
71,0,12602,Dean Wilson,22.02,24,109,-23,-36.00
72,0,08385,Omar Uresti,21.95,18,82,-15,-38.00
73,0,23497,Tag Ridings,21.94,43,196,-43,E
74,0,11032,Frank Lickliter II,21.79,39,179,-41,-31.00
75,0,20157,Retief Goosen,21.74,15,69,-15,-3.00
76,0,27214,Kevin Streelman,21.67,44,203,-49,-12.00
77,0,20848,Ángel Cabrera,21.65,21,97,-19,-2.00
78,0,01724,Jeff Maggert,21.64,29,134,-26,+10.00
79,0,25594,Travis Perkins,21.62,16,74,-13,+9.00
80,0,07547,Craig Kanada,21.15,11,52,-13,-27.00
81,0,12660,Jesper Parnevik,21.09,31,147,-30,-13.00
82,0,24912,Will MacKenzie,21.05,20,95,-25,-7.00
82,0,07749,Brett Quigley,21.05,28,133,-27,-1.00
84,0,12652,Cameron Beckman,21.00,21,100,-20,-27.00
84,0,24024,Zach Johnson,21.00,21,100,-23,-18.00
86,0,20574,Mathew Goggin,20.94,40,191,-41,-10.00
87,0,20663,Brenden Pappas,20.91,23,110,-29,-7.00
88,0,26500,Alejandro Cañizares,20.90,14,67,-17,+4.00
