RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
49,0,10875,Todd Demsey,54.34,119,100
50,0,21961,Charles Howell III,54.24,160,135
51,0,23320,Ryan Palmer,54.14,98,83
52,0,25900,Lucas Glover,54.13,131,111
53,0,06595,Kevin Sutherland,53.85,140,120
54,0,27561,Nick Flanagan,53.73,137,118
55,0,24663,Y.E. Yang,53.57,135,117
56,0,20572,Rod Pampling,53.27,114,100
57,0,26679,Kevin Stadler,52.72,126,113
58,0,24140,Sean O'Hair,52.60,101,91
59,0,12660,Jesper Parnevik,52.59,122,110
60,0,12782,Tim Herron,52.42,130,118
61,0,20850,Daniel Chopra,52.21,118,108
62,0,23778,Brad Adamonis,52.14,122,112
63,0,20766,Padraig Harrington,52.08,50,46
64,0,01161,Mark Calcavecchia,52.07,88,81
65,0,20663,Brenden Pappas,52.05,89,82
66,0,01945,Kenny Perry,51.67,139,130
67,0,28158,Steve Marino,51.61,160,150
68,0,01553,John Huston,51.22,84,80
69,0,23718,Nathan Green,50.87,147,142
70,0,12823,Carlos Franco,50.72,105,102
71,0,12309,Bob Sowards,50.63,81,79
72,0,20645,John Senden,50.61,125,122
73,0,07867,Woody Austin,50.35,142,140
73,0,23623,Bo Van Pelt,50.35,143,141
75,0,25364,Paul Casey,50.00,57,57
75,0,06573,Brandt Jobe,50.00,72,72
75,0,02002,John Riegger,50.00,100,100
75,0,23621,Rory Sabbatini,50.00,95,95
79,0,21949,Joe Ogilvie,49.63,135,137
80,0,06621,Joe Durant,49.59,122,124
81,0,24781,Hunter Mahan,49.53,106,108
82,0,01707,Steve Lowery,49.51,102,104
83,0,11032,Frank Lickliter II,48.85,149,156
84,0,25396,Kevin Na,48.63,142,150
85,0,20433,Mark Hensby,48.56,101,107
86,0,26500,Alejandro Cañizares,48.36,59,63
87,0,07749,Brett Quigley,47.90,114,124
88,0,25842,Jon Mills,47.76,117,128
89,0,25594,Travis Perkins,47.66,61,67
90,0,26951,Johnson Wagner,47.60,99,109
91,0,21461,Kenneth Ferrie,47.52,96,106
92,0,20157,Retief Goosen,46.92,61,69
93,0,10585,Scott McCarron,46.91,76,86
94,0,23614,Rich Beem,46.46,118,136
94,0,23541,Ben Crane,46.46,105,121
96,0,12510,Chad Campbell,46.34,114,132
97,0,20104,Ken Duke,45.82,148,175
98,0,22913,John Rollins,45.35,117,141
99,0,20160,Charlie Wi,44.96,116,142
100,0,01724,Jeff Maggert,44.90,110,135
101,0,24912,Will MacKenzie,44.75,81,100
102,0,24357,K.J. Choi,44.64,75,93
103,0,02206,David Toms,44.38,71,89
104,0,01766,Billy Mayfair,44.32,121,152
105,0,06522,Ernie Els,44.23,46,58
106,0,01677,Tom Lehman,44.17,53,67
107,0,23048,Eric Axley,44.11,131,166
108,0,25720,Chad Collins,43.98,84,107
109,0,10733,Kent Jones,43.68,76,98
110,0,02239,Scott Verplank,43.62,82,106
111,0,25345,Carl Pettersson,43.54,128,166
112,0,20098,Stuart Appleby,43.50,87,113
113,0,24449,Parker McLachlin,43.31,110,144
114,0,01948,Tim Petrovic,43.08,112,148
115,0,27649,Brandt Snedeker,43.07,87,115
116,0,27613,David Lutterus,42.76,65,87
117,0,23125,Brad Elder,42.68,70,94
118,0,06197,Michael Allen,42.48,113,153
119,0,01797,Rocco Mediate,42.38,89,121
120,0,09011,David Duval,42.25,60,82
121,0,10423,Mike Weir,42.23,87,119
122,0,06527,Steve Stricker,41.95,73,101
123,0,27963,Chris Stroud,41.86,90,125
124,0,23325,Vaughn Taylor,41.37,115,163
125,0,10809,Jim Furyk,41.30,95,135
126,0,20634,Peter Lonard,41.08,99,142
126,0,21878,Mark Wilson,41.08,129,185
128,0,19803,Ryan Armour,40.91,99,143
129,0,22548,Patrick Sheehan,40.88,130,188
130,0,01388,Robert Gamez,40.83,89,129
131,0,06004,Stephen Ames,40.82,80,116
132,0,10649,Tom Scherrer,40.54,60,88
133,0,23797,Brett Rumford,40.10,77,115
134,0,20472,Alex Cejka,40.00,74,111
135,0,26631,Cody Freeman,39.88,69,104
136,0,20105,Jeff Gove,39.85,53,80
137,0,02223,Bob Tway,39.77,70,106
138,0,25349,Tim Wilkinson,39.69,102,155
139,0,20498,Briny Baird,39.38,115,177
140,0,23353,J.J. Henry,39.33,118,182
141,0,01941,Tom Pernice Jr.,39.24,113,175
142,0,22621,Ben Curtis,39.13,72,112
143,0,24024,Zach Johnson,39.01,87,136
144,0,26668,Marc Turnesa,39.00,94,147
145,0,12705,Cliff Kresge,38.74,86,136
146,0,22046,Geoff Ogilvy,38.31,59,95
147,0,06034,Marco Dawson,38.20,68,110
148,0,07457,Steve Flesch,38.17,100,162
149,0,01320,Bob Estes,38.06,102,166
150,0,26420,Richard Johnson,37.96,52,85
151,0,21731,Freddie Jacobson,37.89,72,118
152,0,01024,Billy Andrade,37.84,70,115
153,0,21753,Brian Davis,37.82,118,194
154,0,08075,Jerry Kelly,37.73,83,137
155,0,01577,Lee Janzen,37.50,93,155
156,0,20127,Chris Riley,37.21,48,81
157,0,24227,Justin Bolli,36.97,88,150
158,0,27060,John Mallinger,36.95,92,157
159,0,12652,Cameron Beckman,36.40,87,152
160,0,22582,Kyle Thompson,36.31,65,114
161,0,08385,Omar Uresti,36.14,73,129
162,0,21350,Ryuji Imada,35.87,80,143
163,0,01473,Todd Hamilton,35.83,86,154
164,0,08931,Glen Day,35.37,58,106
165,0,08537,J.P. Hayes,35.08,67,124
166,0,26476,Chez Reavie,34.93,95,177
167,0,01313,Steve Elkington,34.76,81,152
168,0,10860,Justin Leonard,34.43,73,139
169,0,22378,Trevor Immelman,34.21,52,100
170,0,06251,Chris DiMarco,34.17,82,158
171,0,12602,Dean Wilson,33.80,97,190
172,0,24138,Ian Poulter,33.33,36,72
173,0,08845,Scott Sterling,33.19,78,157
174,0,06575,Dudley Hart,32.83,65,133
175,0,22806,Doug LaBelle II,32.65,48,99
176,0,12680,Shigeki Maruyama,32.33,43,90
177,0,06090,Jim McGovern,31.87,58,124
178,0,12826,Paul Claxton,31.85,50,107
179,0,23135,Tim Clark,31.68,64,138
180,0,10505,Shane Bertsch,31.39,86,188
181,0,10425,Jay Williamson,31.20,78,172
182,0,01142,Bart Bryant,31.12,61,135
183,0,25190,Jeff Quinney,30.77,72,162
184,0,01035,Tommy Armour III,29.84,57,134
185,0,07547,Craig Kanada,27.88,46,119
186,0,23108,Matt Kuchar,27.78,60,156
187,0,06643,Paul Goydos,27.67,57,149
188,0,19913,Ron Whittaker,26.98,34,92
189,0,20443,Jin Park,26.96,62,168
190,0,22293,Heath Slocum,26.79,71,194
191,0,01139,Olin Browne,26.34,54,151
192,0,19846,Brian Gay,26.21,65,183
193,0,06012,Greg Kraft,24.54,40,123
194,0,22348,Nick O'Hern,22.91,52,175
195,0,01928,Corey Pavin,22.36,36,125
196,0,20623,Gavin Coles,21.58,30,109
197,0,20382,Stephen Leaney,17.61,25,117
