RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,24358,Robert Garrigus,72.63,199,75
2,0,27095,Nick Watney,70.29,194,82
3,0,25804,Bubba Watson,68.75,165,75
4,0,01810,Phil Mickelson,65.75,119,62
5,0,06567,Vijay Singh,65.17,116,62
6,0,21633,Steve Allan,64.00,96,54
7,0,27141,J.B. Holmes,63.55,136,78
8,0,20848,Ángel Cabrera,63.33,76,44
9,0,23497,Tag Ridings,62.20,158,96
10,0,21209,Sergio Garcia,62.18,97,59
11,0,25632,Jimmy Walker,62.03,116,71
12,0,30925,Dustin Johnson,61.66,156,97
13,0,27936,Martin Laird,61.54,160,100
14,0,30750,Tommy Gainey,61.43,86,54
15,0,23788,D.J. Trahan,61.11,143,91
16,0,20378,Mathias Grönberg,60.71,153,99
17,0,23349,Charles Warren,60.66,148,96
18,0,20574,Mathew Goggin,60.55,155,101
19,0,25562,Andres Romero,60.42,87,57
20,0,12716,Charley Hoffman,59.92,157,105
21,0,29718,Anthony Kim,59.89,109,73
22,0,24924,Bill Haas,59.42,164,112
23,0,28089,Jason Day,59.35,146,100
24,0,26596,Ryan Moore,59.11,120,83
25,0,10885,Robert Allenby,59.04,160,111
26,0,23409,James Driscoll,58.47,145,103
27,0,26300,Matt Jones,58.21,156,112
28,0,24361,Pat Perez,58.20,142,102
29,0,27770,Camilo Villegas,58.15,107,77
30,0,24502,Adam Scott,57.94,62,45
31,0,28780,Nicholas Thompson,57.58,171,126
32,0,01226,Fred Couples,57.47,100,74
33,0,23157,Richard Johnson,57.21,119,89
34,0,24490,George McNeill,56.83,158,120
35,0,22892,Jason Gore,56.62,154,118
36,0,26289,Boo Weekley,56.57,112,86
37,0,22371,Aaron Baddeley,56.48,109,84
38,0,23540,Jason Allred,56.38,84,65
39,0,27120,Troy Matteson,56.25,162,126
40,0,01706,Davis Love III,56.22,113,88
41,0,21805,Harrison Frazar,56.12,110,86
42,0,28475,Jeff Overton,55.78,164,130
43,0,27214,Kevin Streelman,55.17,160,130
44,0,27933,John Merrick,55.08,130,106
45,0,26695,Michael Letzig,54.91,123,101
46,0,24925,Jonathan Byrd,54.88,135,111
47,0,20229,Stewart Cink,54.76,115,95
48,0,21959,Ted Purdy,54.59,101,84
