RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
52,0,12602,Dean Wilson,257.7,1011211.000,109
55,0,10860,Justin Leonard,257.8,770298.000,83
56,0,19803,Ryan Armour,258.0,1040240.000,112
57,0,10875,Todd Demsey,258.2,1273347.000,137
57,0,20766,Padraig Harrington,258.2,576212.000,62
57,0,24024,Zach Johnson,258.2,929561.000,100
57,0,22548,Patrick Sheehan,258.2,1357104.000,146
57,0,24663,Y.E. Yang,258.2,1422379.000,153
62,0,23541,Ben Crane,258.3,1143952.000,123
62,0,25900,Lucas Glover,258.3,1497104.000,161
62,0,22046,Geoff Ogilvy,258.3,678732.000,73
62,0,01948,Tim Petrovic,258.3,1236544.000,133
66,0,06251,Chris DiMarco,258.4,892952.000,96
66,0,30925,Dustin Johnson,258.4,1851343.000,199
66,0,25804,Bubba Watson,258.4,1990695.000,214
69,0,28158,Steve Marino,258.5,1796261.000,193
70,0,21350,Ryuji Imada,258.8,913153.000,98
71,0,24924,Bill Haas,258.9,1882859.000,202
71,0,29718,Anthony Kim,258.9,1258088.000,135
73,0,30750,Tommy Gainey,259.0,979154.000,105
74,0,01320,Bob Estes,259.1,1063397.000,114
74,0,27936,Martin Laird,259.1,1800156.000,193
74,0,28475,Jeff Overton,259.1,1893517.000,203
77,0,20105,Jeff Gove,259.2,569287.000,61
77,0,01941,Tom Pernice Jr.,259.2,1259815.000,135
79,0,23108,Matt Kuchar,259.3,718683.000,77
79,0,26596,Ryan Moore,259.3,1334776.000,143
81,0,07457,Steve Flesch,259.5,1121030.000,120
81,0,12782,Tim Herron,259.5,1448226.000,155
83,0,27060,John Mallinger,259.6,1028039.000,110
83,0,23788,D.J. Trahan,259.6,1617017.000,173
85,0,20378,Mathias Grönberg,259.7,1663949.000,178
86,0,01577,Lee Janzen,259.8,972858.000,104
87,0,12823,Carlos Franco,260.0,1076248.000,115
87,0,27933,John Merrick,260.0,1394495.000,149
89,0,20645,John Senden,260.1,1338770.000,143
90,0,21731,Freddie Jacobson,260.2,777505.000,83
90,0,23623,Bo Van Pelt,260.2,1686313.000,180
92,0,26300,Matt Jones,260.3,1695933.000,181
93,0,01473,Todd Hamilton,260.4,965714.000,103
93,0,23353,J.J. Henry,260.4,1368539.000,146
95,0,21209,Sergio Garcia,260.5,1115945.000,119
95,0,24781,Hunter Mahan,260.5,1247181.000,133
95,0,12660,Jesper Parnevik,260.5,1378414.000,147
98,0,23778,Brad Adamonis,260.6,1397620.000,149
98,0,06090,Jim McGovern,260.6,637959.000,68
98,0,23325,Vaughn Taylor,260.6,1257225.000,134
101,0,23540,Jason Allred,260.8,976257.000,104
102,0,23157,Richard Johnson,260.9,1342857.000,143
102,0,20663,Brenden Pappas,260.9,1033126.000,110
102,0,02206,David Toms,260.9,807631.000,86
102,0,21878,Mark Wilson,260.9,1437038.000,153
106,0,10885,Robert Allenby,261.0,1700914.000,181
106,0,20498,Briny Baird,261.0,1278008.000,136
106,0,27120,Troy Matteson,261.0,1803702.000,192
106,0,25562,Andres Romero,261.0,1024094.000,109
110,0,20848,Ángel Cabrera,261.2,912187.000,97
110,0,22621,Ben Curtis,261.2,865121.000,92
110,0,24140,Sean O'Hair,261.2,1156380.000,123
113,0,06573,Brandt Jobe,261.3,809046.000,86
113,0,25396,Kevin Na,261.3,1524165.000,162
113,0,21949,Joe Ogilvie,261.3,1523928.000,162
113,0,23349,Charles Warren,261.3,1777738.000,189
117,0,27561,Nick Flanagan,261.4,1581221.000,168
118,0,12705,Cliff Kresge,261.5,950796.000,101
118,0,24502,Adam Scott,261.5,790710.000,84
118,0,10423,Mike Weir,261.5,1007256.000,107
121,0,20574,Mathew Goggin,261.6,1798755.000,191
122,0,24361,Pat Perez,261.8,1649555.000,175
123,0,01035,Tommy Armour III,261.9,678904.000,72
123,0,22348,Nick O'Hern,261.9,584488.000,62
125,0,23797,Brett Rumford,262.0,839330.000,89
125,0,27095,Nick Watney,262.0,2253922.000,239
127,0,25345,Carl Pettersson,262.1,1424631.000,151
127,0,02223,Bob Tway,262.1,773655.000,82
129,0,22371,Aaron Baddeley,262.2,1246121.000,132
129,0,01724,Jeff Maggert,262.2,1265030.000,134
129,0,01945,Kenny Perry,262.2,1661224.000,176
132,0,10505,Shane Bertsch,262.3,934660.000,99
132,0,21961,Charles Howell III,262.3,1822199.000,193
132,0,10585,Scott McCarron,262.3,896954.000,95
132,0,27214,Kevin Streelman,262.3,1917125.000,203
136,0,08931,Glen Day,262.4,576211.000,61
136,0,01766,Billy Mayfair,262.4,1360259.000,144
138,0,24449,Parker McLachlin,262.5,1256921.000,133
139,0,26476,Chez Reavie,262.6,1058616.000,112
140,0,19846,Brian Gay,262.7,671452.000,71
141,0,24358,Robert Garrigus,262.8,2393321.000,253
142,0,07867,Woody Austin,262.9,1599551.000,169
143,0,27613,David Lutterus,263.0,710156.000,75
144,0,06034,Marco Dawson,263.1,700966.000,74
144,0,11032,Frank Lickliter II,263.1,1695163.000,179
144,0,22582,Kyle Thompson,263.1,748238.000,79
147,0,12652,Cameron Beckman,263.2,947350.000,100
147,0,01810,Phil Mickelson,263.2,1364529.000,144
149,0,02239,Scott Verplank,263.3,909887.000,96
150,0,23048,Eric Axley,263.4,1526864.000,161
151,0,20433,Mark Hensby,263.6,1148158.000,121
152,0,20572,Rod Pampling,263.7,1290894.000,136
152,0,23621,Rory Sabbatini,263.7,1148852.000,121
152,0,06595,Kevin Sutherland,263.7,1623044.000,171
155,0,01388,Robert Gamez,263.8,949834.000,100
155,0,10425,Jay Williamson,263.8,921288.000,97
157,0,12716,Charley Hoffman,263.9,1880866.000,198
158,0,20443,Jin Park,264.0,684176.000,72
159,0,12309,Bob Sowards,264.3,932326.000,98
160,0,26500,Alejandro Cañizares,264.4,637658.000,67
160,0,23320,Ryan Palmer,264.4,1104063.000,116
162,0,25842,Jon Mills,264.5,1380862.000,145
163,0,01677,Tom Lehman,264.6,581082.000,61
164,0,24227,Justin Bolli,264.7,1029271.000,108
164,0,21753,Brian Davis,264.7,1391390.000,146
164,0,21959,Ted Purdy,264.7,1172138.000,123
167,0,22913,John Rollins,264.8,1401502.000,147
168,0,28780,Nicholas Thompson,264.9,2078945.000,218
169,0,23614,Rich Beem,265.1,1403046.000,147
169,0,23409,James Driscoll,265.1,1650909.000,173
169,0,20634,Peter Lonard,265.1,1259828.000,132
172,0,24925,Jonathan Byrd,265.2,1527759.000,160
172,0,07749,Brett Quigley,265.2,1269543.000,133
174,0,20472,Alex Cejka,265.5,812277.000,85
175,0,25720,Chad Collins,265.6,870054.000,91
175,0,01928,Corey Pavin,265.6,382457.000,40
175,0,26679,Kevin Stadler,265.6,1453404.000,152
178,0,23497,Tag Ridings,265.8,1875186.000,196
179,0,08537,J.P. Hayes,266.2,776262.000,81
179,0,20160,Charlie Wi,266.2,1389604.000,145
181,0,01707,Steve Lowery,266.5,1256862.000,131
182,0,22293,Heath Slocum,266.6,892503.000,93
183,0,28089,Jason Day,267.4,1742125.000,181
183,0,01797,Rocco Mediate,267.4,1068393.000,111
185,0,23125,Brad Elder,267.5,828287.000,86
186,0,12680,Shigeki Maruyama,267.6,462493.000,48
187,0,21633,Steve Allan,267.8,1205135.000,125
188,0,06643,Paul Goydos,267.9,684802.000,71
189,0,12826,Paul Claxton,268.7,570716.000,59
190,0,20127,Chris Riley,269.0,561702.000,58
191,0,26951,Johnson Wagner,269.2,1182496.000,122
192,0,20382,Stephen Leaney,269.5,320182.000,33
193,0,21461,Kenneth Ferrie,269.7,1145888.000,118
194,0,23718,Nathan Green,269.8,1690177.000,174
194,0,06575,Dudley Hart,269.8,786683.000,81
196,0,21805,Harrison Frazar,270.8,1354907.000,139
197,0,01313,Steve Elkington,273.9,995844.000,101
