RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,07547,Craig Kanada,27.90,2176,78,22
2,0,01378,David Frost,27.94,2375,85,22
3,0,06527,Steve Stricker,28.15,1717,61,22
4,0,01329,Brad Faxon,28.17,2338,83,21
5,0,08931,Glen Day,28.19,2368,84,23
6,0,02294,Willie Wood,28.27,1470,52,23
7,0,19846,Brian Gay,28.31,3114,110,22
8,0,01666,Bernhard Langer,28.33,1615,57,24
9,0,12753,David Morland IV,28.37,2440,86,21
10,0,01320,Bob Estes,28.38,2384,84,23
10,0,01761,Len Mattiace,28.38,2724,96,22
12,0,01968,Nick Price,28.39,1987,70,23
13,0,20593,Greg Chalmers,28.40,2528,89,21
14,0,20098,Stuart Appleby,28.41,2671,94,20
15,0,21949,Joe Ogilvie,28.43,2957,104,23
15,0,02010,Loren Roberts,28.43,2274,80,22
17,0,01527,Scott Hoch,28.45,2333,82,22
18,0,01928,Corey Pavin,28.46,1935,68,22
18,0,02257,Brian Watts,28.46,1594,56,22
20,0,12680,Shigeki Maruyama,28.48,2620,92,21
21,0,01810,Phil Mickelson,28.49,2194,77,22
22,0,02099,Scott Simpson,28.52,2082,73,23
22,0,06567,Vijay Singh,28.52,2510,88,21
24,0,02110,Jerry Smith,28.57,2714,95,22
25,0,20127,Chris Riley,28.59,2859,100,23
26,0,01941,Tom Pernice Jr.,28.63,2920,102,23
27,0,21209,Sergio Garcia,28.66,1605,56,23
27,0,08881,Tripp Isenhour,28.66,2551,89,21
27,0,01619,Skip Kendall,28.66,3095,108,23
30,0,10809,Jim Furyk,28.67,2466,86,22
31,0,01014,Fulton Allem,28.68,1606,56,22
31,0,12652,Cameron Beckman,28.68,2839,99,23
31,0,02104,Jeff Sluman,28.68,2983,104,23
34,0,07749,Brett Quigley,28.70,1808,63,24
34,0,11011,Mike Sposa,28.70,2669,93,23
36,0,10860,Justin Leonard,28.71,2785,97,21
36,0,12660,Jesper Parnevik,28.71,2498,87,22
38,0,01098,Jay Don Blake,28.72,2757,96,21
39,0,23125,Brad Elder,28.73,3132,109,22
39,0,10585,Scott McCarron,28.73,2701,94,23
41,0,01024,Billy Andrade,28.75,2156,75,22
41,0,01577,Lee Janzen,28.75,2645,92,23
43,0,01132,Mark Brooks,28.76,2473,86,23
44,0,06078,Esteban Toledo,28.77,3280,114,24
45,0,06251,Chris DiMarco,28.78,2849,99,19
45,0,10201,Matt Gogel,28.78,2216,77,24
45,0,20094,Jonathan Kaye,28.78,3223,112,21
