RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,07547,Craig Kanada,7.85,612,78
2,0,01378,David Frost,7.78,677,87
3,0,02294,Willie Wood,7.62,396,52
4,0,08931,Glen Day,7.57,636,84
5,0,19846,Brian Gay,7.55,846,112
6,0,20043,Edward Fryatt,7.49,659,88
6,0,02099,Scott Simpson,7.49,547,73
8,0,01527,Scott Hoch,7.48,628,84
9,0,20593,Greg Chalmers,7.43,661,89
10,0,23125,Brad Elder,7.42,809,109
10,0,12753,David Morland IV,7.42,638,86
12,0,01457,Jay Haas,7.39,532,72
13,0,02104,Jeff Sluman,7.35,764,104
14,0,01928,Corey Pavin,7.34,514,70
14,0,01941,Tom Pernice Jr.,7.34,749,102
16,0,22892,Jason Gore,7.33,586,80
17,0,01761,Len Mattiace,7.32,695,95
18,0,01098,Jay Don Blake,7.30,701,96
19,0,01014,Fulton Allem,7.29,408,56
19,0,20127,Chris Riley,7.29,729,100
21,0,20098,Stuart Appleby,7.28,713,98
21,0,01685,J.L. Lewis,7.28,772,106
23,0,01603,Jeff Julian,7.27,400,55
23,0,02257,Brian Watts,7.27,407,56
25,0,12652,Cameron Beckman,7.26,719,99
26,0,01175,Jim Carter,7.25,732,101
26,0,06643,Paul Goydos,7.25,609,84
26,0,10912,Craig Perks,7.25,551,76
29,0,01577,Lee Janzen,7.24,666,92
30,0,01203,Russ Cochran,7.23,528,73
30,0,02110,Jerry Smith,7.23,687,95
32,0,10860,Justin Leonard,7.22,715,99
33,0,19881,Robert Damron,7.21,656,91
33,0,01771,Blaine McCallister,7.21,577,80
33,0,07101,Dave Stockton Jr.,7.21,440,61
36,0,21633,Steve Allan,7.20,619,86
36,0,01329,Brad Faxon,7.20,626,87
36,0,01619,Skip Kendall,7.20,778,108
39,0,21806,Paul Gow,7.19,539,75
40,0,12680,Shigeki Maruyama,7.18,675,94
40,0,21949,Joe Ogilvie,7.18,775,108
40,0,06527,Steve Stricker,7.18,467,65
43,0,24357,K.J. Choi,7.17,660,92
43,0,21805,Harrison Frazar,7.17,602,84
43,0,08993,Franklin Langham,7.17,430,60
43,0,01723,Andrew Magee,7.17,674,94
47,0,01307,Joel Edwards,7.16,709,99
48,0,08881,Tripp Isenhour,7.15,636,89
48,0,10585,Scott McCarron,7.15,672,94
50,0,20094,Jonathan Kaye,7.14,800,112
50,0,02010,Loren Roberts,7.14,600,84
52,0,10809,Jim Furyk,7.13,627,88
52,0,07749,Brett Quigley,7.13,449,63
54,0,24604,Hunter Haas,7.12,541,76
55,0,10425,Jay Williamson,7.11,640,90
56,0,07003,David Berganio Jr.,7.10,518,73
56,0,01320,Bob Estes,7.10,625,88
56,0,06078,Esteban Toledo,7.10,809,114
56,0,20566,Kaname Yokoo,7.10,575,81
60,0,06036,Scott Dunlap,7.09,560,79
60,0,08553,Lee Porter,7.09,638,90
60,0,11011,Mike Sposa,7.09,659,93
60,0,20436,Garrett Willis,7.09,610,86
64,0,08375,Paul Stankowski,7.07,622,88
64,0,08057,Brian Wilson,7.07,608,86
66,0,20433,Mark Hensby,7.06,501,71
66,0,06090,Jim McGovern,7.06,445,63
68,0,07867,Woody Austin,7.05,670,95
68,0,01132,Mark Brooks,7.05,620,88
68,0,08339,Spike McRoy,7.05,642,91
71,0,12760,Danny Ellis,7.03,534,76
71,0,06613,Tommy Tolles,7.03,605,86
73,0,01157,Tom Byrum,7.01,596,85
73,0,01724,Jeff Maggert,7.01,589,84
73,0,02214,Kirk Triplett,7.01,582,83
76,0,19972,José Coceres,7.00,399,57
76,0,01361,Dan Forsman,7.00,546,78
76,0,01666,Bernhard Langer,7.00,427,61
76,0,01810,Phil Mickelson,7.00,574,82
76,0,01823,Larry Mize,7.00,518,74
76,0,01920,Craig Parry,7.00,441,63
82,0,06315,Pete Jordan,6.99,720,103
82,0,19817,Michael Muehr,6.99,643,92
82,0,06140,Sean Murphy,6.99,489,70
82,0,01968,Nick Price,6.99,517,74
86,0,06591,Rocky Walcher,6.98,412,59
87,0,23614,Rich Beem,6.97,620,89
87,0,01945,Kenny Perry,6.97,620,89
89,0,01042,Paul Azinger,6.96,550,79
89,0,07457,Steve Flesch,6.96,738,106
91,0,20099,Doug Barron,6.95,431,62
91,0,01139,Olin Browne,6.95,667,96
91,0,11032,Frank Lickliter II,6.95,709,102
91,0,12714,Chris Tidland,6.95,556,80
95,0,01063,Ben Bates,6.94,368,53
95,0,06617,Brian Henninger,6.94,548,79
95,0,06012,Greg Kraft,6.94,708,102
98,0,06809,Bob Burns,6.93,617,89
98,0,21007,Gabriel Hjertstedt,6.93,527,76
98,0,06515,Shaun Micheel,6.93,693,100
98,0,02002,John Riegger,6.93,582,84
98,0,06567,Vijay Singh,6.93,638,92
98,0,02218,Ted Tryba,6.93,735,106
104,0,01313,Steve Elkington,6.92,422,61
104,0,21209,Sergio Garcia,6.92,415,60
106,0,10963,Jimmy Green,6.91,636,92
