RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,27649,Brandt Snedeker,+.634,82,+52.00
2,0,02206,David Toms,+.644,59,+38.00
3,0,20098,Stuart Appleby,+.662,71,+47.00
4,0,31560,Brian Stuard,+.667,57,+38.00
5,0,34046,Jordan Spieth,+.672,64,+43.00
6,0,06527,Steve Stricker,+.679,53,+36.00
7,0,26596,Ryan Moore,+.694,72,+50.00
8,0,30711,Colt Knost,+.711,76,+54.00
9,0,24461,Thomas Aiken,+.719,32,+23.00
10,0,25396,Kevin Na,+.721,61,+44.00
11,0,25349,Tim Wilkinson,+.724,58,+42.00
12,0,31420,Anirban Lahiri,+.734,64,+47.00
13,0,31202,William McGirt,+.735,68,+50.00
14,0,23541,Ben Crane,+.743,70,+52.00
14,0,34431,Robert Streb,+.743,70,+52.00
16,0,29974,Branden Grace,+.744,39,+29.00
16,0,33418,Shawn Stefani,+.744,78,+58.00
18,0,32200,Roberto Castro,+.747,79,+59.00
19,0,20572,Rod Pampling,+.750,36,+27.00
20,0,28089,Jason Day,+.754,61,+46.00
21,0,22046,Geoff Ogilvy,+.755,49,+37.00
22,0,28475,Jeff Overton,+.757,74,+56.00
23,0,20645,John Senden,+.759,79,+60.00
24,0,28132,Tyrone Van Aswegen,+.760,129,+98.00
25,0,29725,Tony Finau,+.761,88,+67.00
25,0,34261,Scott Langley,+.761,46,+35.00
27,0,22405,Justin Rose,+.762,42,+32.00
28,0,29222,Billy Hurley III,+.763,59,+45.00
28,0,29485,Brett Stegmaier,+.763,76,+58.00
30,0,29478,Kevin Kisner,+.769,78,+60.00
30,0,32640,Troy Merritt,+.769,78,+60.00
32,0,27942,Rob Oppenheim,+.770,74,+57.00
33,0,35879,Kelly Kraft,+.771,48,+37.00
34,0,20766,Padraig Harrington,+.772,57,+44.00
35,0,12510,Chad Campbell,+.774,84,+65.00
35,0,34409,David Lingmerth,+.774,53,+41.00
35,0,26331,Charl Schwartzel,+.774,53,+41.00
38,0,29745,Tyler Aldridge,+.782,78,+61.00
39,0,27644,Brian Harman,+.783,106,+83.00
40,0,20104,Ken Duke,+.786,56,+44.00
41,0,06522,Ernie Els,+.792,77,+61.00
42,0,30163,Henrik Norlander,+.793,58,+46.00
43,0,33413,Ben Martin,+.795,73,+58.00
44,0,22371,Aaron Baddeley,+.796,108,+86.00
45,0,25818,Scott Piercy,+.797,64,+51.00
46,0,26851,Marc Leishman,+.800,65,+52.00
47,0,34262,Jon Curran,+.802,106,+85.00
48,0,20472,Alex Cejka,+.804,56,+45.00
48,0,10809,Jim Furyk,+.804,46,+37.00
48,0,24024,Zach Johnson,+.804,97,+78.00
48,0,26300,Matt Jones,+.804,92,+74.00
52,0,25632,Jimmy Walker,+.809,89,+72.00
53,0,37455,Si Woo Kim,+.811,122,+99.00
54,0,30927,Brendon Todd,+.814,102,+83.00
55,0,34466,Peter Malnati,+.815,108,+88.00
56,0,25720,Chad Collins,+.816,87,+71.00
57,0,40026,Daniel Berger,+.818,66,+54.00
58,0,08075,Jerry Kelly,+.820,50,+41.00
59,0,35532,Tom Hoge,+.821,78,+64.00
59,0,32757,Patton Kizzire,+.821,106,+87.00
61,0,23108,Matt Kuchar,+.823,62,+51.00
62,0,26476,Chez Reavie,+.828,64,+53.00
62,0,33419,Cameron Tringale,+.828,99,+82.00
64,0,26329,Louis Oosthuizen,+.829,41,+34.00
65,0,31323,Gary Woodland,+.831,77,+64.00
66,0,30926,Chris Kirk,+.836,55,+46.00
66,0,36689,Brooks Koepka,+.836,55,+46.00
66,0,34265,Will Wilcox,+.836,55,+46.00
69,0,06567,Vijay Singh,+.838,74,+62.00
70,0,24924,Bill Haas,+.841,63,+53.00
70,0,37454,Whee Kim,+.841,69,+58.00
72,0,36801,Mark Hubbard,+.842,95,+80.00
72,0,29461,Jamie Lovemark,+.842,95,+80.00
74,0,10213,Dicky Pride,+.844,45,+38.00
75,0,29221,Webb Simpson,+.846,39,+33.00
76,0,20229,Stewart Cink,+.847,59,+50.00
77,0,29479,Scott Brown,+.848,66,+56.00
77,0,25364,Paul Casey,+.848,46,+39.00
79,0,25686,Jason Dufner,+.849,93,+79.00
80,0,21878,Mark Wilson,+.850,60,+51.00
81,0,33399,Adam Hadwin,+.851,94,+80.00
81,0,25804,Bubba Watson,+.851,47,+40.00
83,0,21209,Sergio Garcia,+.852,27,+23.00
84,0,35545,Blayne Barber,+.854,96,+82.00
85,0,39975,Michael Kim,+.856,97,+83.00
86,0,29268,Bronson Burgoon,+.857,77,+66.00
86,0,32839,Hideki Matsuyama,+.857,42,+36.00
88,0,30925,Dustin Johnson,+.859,71,+61.00
89,0,23983,Luke Donald,+.860,57,+49.00
90,0,23325,Vaughn Taylor,+.861,79,+68.00
91,0,31416,Derek Fathauer,+.862,123,+106.00
91,0,27974,Sung Kang,+.862,58,+50.00
93,0,34099,Harris English,+.863,102,+88.00
93,0,21961,Charles Howell III,+.863,95,+82.00
93,0,37189,Harold Varner III,+.863,95,+82.00
96,0,25198,Francesco Molinari,+.864,59,+51.00
96,0,30692,Scott Stallings,+.864,59,+51.00
98,0,27466,Spencer Levin,+.866,67,+58.00
98,0,25892,Steve Wheatcroft,+.866,82,+71.00
