RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01958,Dan Pohl,171
2,0,01042,Paul Azinger,191
3,0,01378,David Frost,245
4,0,02146,Payne Stewart,257
5,0,01072,Chip Beck,291
5,0,02159,Curtis Strange,291
7,0,01161,Mark Calcavecchia,298
8,0,01926,Steve Pate,306
9,0,01783,Mark McCumber,324
9,0,02256,Tom Watson,324
11,0,02033,Dave Rummells,347
12,0,02170,Hal Sutton,381
13,0,01457,Jay Haas,389
14,0,01876,Greg Norman,393
15,0,01527,Scott Hoch,397
16,0,01960,Don Pooley,408
17,0,01226,Fred Couples,409
18,0,01823,Larry Mize,416
19,0,01633,Tom Kite,419
20,0,02321,Fuzzy Zoeller,421
21,0,01706,Davis Love III,436
22,0,01968,Nick Price,452
23,0,02241,Bobby Wadkins,456
24,0,01156,Curt Byrum,475
25,0,01725,John Mahaffey,476
26,0,02242,Lanny Wadkins,478
27,0,02133,Craig Stadler,483
28,0,01203,Russ Cochran,491
29,0,02049,Gene Sauers,496
30,0,01093,Ronnie Black,497
31,0,01846,Jodie Mudd,506
32,0,01303,Bob Eastwood,518
33,0,01060,Dave Barr,525
33,0,02100,Tim Simpson,525
35,0,01235,Ben Crenshaw,527
36,0,01975,Tom Purtzer,528
37,0,02104,Jeff Sluman,533
38,0,01150,George Burns,534
39,0,01098,Jay Don Blake,537
40,0,01884,Mac O'Grady,552
41,0,01444,Ken Green,565
42,0,01418,Bill Glasson,569
43,0,01200,Keith Clearwater,577
44,0,01887,Mark O'Meara,590
45,0,01475,Donnie Hammond,599
46,0,01329,Brad Faxon,603
47,0,01390,Buddy Gardner,611
48,0,01666,Bernhard Langer,617
49,0,02255,Denis Watson,619
50,0,01682,Wayne Levi,621
51,0,01361,Dan Forsman,631
51,0,02101,Joey Sindelar,631
53,0,02225,Howard Twitty,638
54,0,01096,Phil Blackmar,649
55,0,01864,Larry Nelson,654
56,0,01135,Ken Brown,655
57,0,02223,Bob Tway,661
58,0,02023,Clarence Rose,664
59,0,01197,Bobby Clampett,672
60,0,02322,Richard Zokol,676
61,0,01306,David Edwards,686
61,0,01468,Gary Hallberg,686
63,0,01771,Blaine McCallister,688
64,0,01690,Bruce Lietzke,692
65,0,01945,Kenny Perry,696
66,0,01723,Andrew Magee,711
67,0,01414,Bob Gilder,713
68,0,01157,Tom Byrum,720
68,0,02041,Bill Sander,720
70,0,01837,Gil Morgan,722
71,0,01288,Ed Dougherty,723
72,0,02167,Mike Sullivan,727
73,0,02160,Ron Streck,730
74,0,01305,Danny Edwards,734
75,0,01346,Ed Fiori,738
