RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
93,0,31193,Jim Renner,25' 11",7494.583,289
93,0,23621,Rory Sabbatini,25' 11",8799.417,340
95,0,23983,Luke Donald,26' 1",6207.583,238
96,0,24846,Ricky Barnes,26' 2",9231.667,353
96,0,24925,Jonathan Byrd,26' 2",9719.167,372
96,0,10733,Kent Jones,26' 2",7986.750,305
96,0,27974,Sung Kang,26' 2",6678.500,255
96,0,33413,Ben Martin,26' 2",7937.583,303
101,0,22378,Trevor Immelman,26' 3",9074.250,346
102,0,21731,Freddie Jacobson,26' 6",9313.500,351
102,0,28475,Jeff Overton,26' 6",10074.417,380
102,0,29518,Brendan Steele,26' 6",9286.750,350
105,0,33141,Keegan Bradley,26' 8",10569.333,396
105,0,26331,Charl Schwartzel,26' 8",5408.500,203
107,0,23800,Bryce Molder,26' 9",8131.417,304
108,0,12652,Cameron Beckman,26' 10",8861.833,330
108,0,25834,Daniel Summerhays,26' 10",8713.500,325
108,0,23788,D.J. Trahan,26' 10",11443.750,427
111,0,20229,Stewart Cink,26' 11",7811.583,290
111,0,27330,Josh Teater,26' 11",12256.583,456
113,0,32102,Rickie Fowler,27' 1",9778.333,361
113,0,28679,Fabián Gómez,27' 1",9021.000,333
113,0,26881,Jarrod Lyle,27' 1",10522.667,389
116,0,22046,Geoff Ogilvy,27' 2",7257.083,267
117,0,28087,Kris Blanks,27' 3",11318.250,415
117,0,01706,Davis Love III,27' 3",7142.833,262
119,0,07457,Steve Flesch,27' 4",10846.500,397
119,0,01577,Lee Janzen,27' 4",6659.167,244
119,0,30926,Chris Kirk,27' 4",12175.083,446
122,0,22371,Aaron Baddeley,27' 6",9677.250,352
123,0,20472,Alex Cejka,27' 7",5787.083,210
123,0,21209,Sergio Garcia,27' 7",6710.667,243
123,0,25396,Kevin Na,27' 7",10428.917,378
126,0,24290,D.J. Brigman,27' 8",8828.167,319
126,0,06515,Shaun Micheel,27' 8",10365.500,375
128,0,06567,Vijay Singh,27' 10",10772.667,387
128,0,27770,Camilo Villegas,27' 10",8829.167,317
130,0,32366,Kevin Chappell,27' 11",9153.750,328
130,0,11123,Chris Couch,27' 11",8552.583,306
130,0,27936,Martin Laird,27' 11",8852.500,317
133,0,32698,Bobby Gates,28' 0",9925.417,355
133,0,28158,Steve Marino,28' 0",9098.167,325
135,0,21949,Joe Ogilvie,28' 1",9797.833,349
135,0,33911,Nate Smith,28' 1",7830.667,279
137,0,25562,Andres Romero,28' 2",10109.083,359
138,0,32150,Michael Thompson,28' 5",10022.500,353
139,0,24490,George McNeill,28' 6",8658.750,304
139,0,24138,Ian Poulter,28' 6",5019.917,176
141,0,27120,Troy Matteson,28' 7",12640.500,442
142,0,20070,Matt Bettencourt,28' 9",12536.167,436
142,0,24980,Scott Gutschewski,28' 9",8651.750,301
142,0,12782,Tim Herron,28' 9",12617.750,439
142,0,24502,Adam Scott,28' 9",5600.917,195
146,0,30925,Dustin Johnson,28' 10",8283.833,287
147,0,28089,Jason Day,28' 11",9733.250,337
148,0,27064,Jhonattan Vegas,29' 0",11934.000,412
149,0,21407,Arjun Atwal,29' 1",13443.500,462
150,0,25818,Scott Piercy,29' 2",10007.250,343
151,0,30110,Kyle Stanley,29' 3",11984.250,410
152,0,12716,Charley Hoffman,29' 4",10683.167,364
153,0,07867,Woody Austin,29' 7",6571.583,222
153,0,30692,Scott Stallings,29' 7",11483.333,388
153,0,08375,Paul Stankowski,29' 7",10347.917,350
156,0,20098,Stuart Appleby,29' 8",9895.500,334
156,0,20157,Retief Goosen,29' 8",5936.000,200
156,0,31401,Zack Miller,29' 8",12090.667,408
159,0,26300,Matt Jones,29' 9",11155.000,375
160,0,30946,Alex Prugh,29' 10",11772.583,395
161,0,24358,Robert Garrigus,29' 11",11883.750,397
162,0,34255,Joseph Bramlett,30' 0",9605.417,320
163,0,09011,David Duval,30' 2",11101.500,368
164,0,21961,Charles Howell III,30' 3",15452.583,511
164,0,01810,Phil Mickelson,30' 3",10267.000,339
166,0,23320,Ryan Palmer,30' 6",10491.167,344
167,0,25804,Bubba Watson,30' 9",9613.000,313
168,0,01116,Michael Bradley,30' 10",10443.333,339
169,0,25274,Steven Bowditch,31' 0",13820.667,446
170,0,20848,Ángel Cabrera,31' 2",6394.500,205
170,0,23409,James Driscoll,31' 2",10745.500,345
170,0,29720,Andres Gonzales,31' 2",7047.833,226
170,0,31323,Gary Woodland,31' 2",11562.667,371
174,0,23497,Tag Ridings,31' 3",12546.583,402
175,0,28486,Michael Putnam,31' 6",10116.833,321
176,0,19970,Robert Karlsson,31' 10",8204.750,258
176,0,32876,Martin Piller,31' 10",9933.417,312
178,0,26851,Marc Leishman,32' 4",15029.250,465
179,0,21805,Harrison Frazar,32' 9",8515.250,260
180,0,27141,J.B. Holmes,33' 2",9342.833,282
180,0,34072,Will Strickler,33' 2",7689.500,232
182,0,20766,Padraig Harrington,33' 4",8898.833,267
183,0,25632,Jimmy Walker,33' 8",15559.333,462
184,0,27797,Derek Lamely,34' 3",12845.250,375
185,0,35087,Bio Kim,35' 6",12630.167,356
186,0,29718,Anthony Kim,38' 2",14776.333,387
