RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,25572,Graeme McDowell,-.086
2,0,20766,Padraig Harrington,-.060
3,0,23621,Rory Sabbatini,-.056
4,0,23983,Luke Donald,-.049
5,0,20472,Alex Cejka,-.037
6,0,12716,Charley Hoffman,-.032
7,0,21805,Harrison Frazar,-.031
7,0,24138,Ian Poulter,-.031
9,0,06527,Steve Stricker,-.030
9,0,27095,Nick Watney,-.030
11,0,01810,Phil Mickelson,-.025
12,0,11123,Chris Couch,-.023
13,0,27649,Brandt Snedeker,-.017
14,0,30925,Dustin Johnson,-.015
14,0,25804,Bubba Watson,-.015
16,0,19970,Robert Karlsson,-.010
16,0,30110,Kyle Stanley,-.010
18,0,02206,David Toms,-.009
19,0,20229,Stewart Cink,E
20,0,22046,Geoff Ogilvy,+.009
20,0,26679,Kevin Stadler,+.009
22,0,24924,Bill Haas,+.025
22,0,31323,Gary Woodland,+.025
24,0,25240,D.A. Points,+.030
25,0,23638,Brendon de Jonge,+.035
26,0,01706,Davis Love III,+.036
27,0,06573,Brandt Jobe,+.042
28,0,23325,Vaughn Taylor,+.043
29,0,22961,David Mathis,+.044
29,0,21949,Joe Ogilvie,+.044
29,0,20160,Charlie Wi,+.044
32,0,06004,Stephen Ames,+.045
33,0,07867,Woody Austin,+.046
34,0,22378,Trevor Immelman,+.050
34,0,30692,Scott Stallings,+.050
36,0,24502,Adam Scott,+.053
37,0,24358,Robert Garrigus,+.054
38,0,01116,Michael Bradley,+.056
38,0,27141,J.B. Holmes,+.056
40,0,12782,Tim Herron,+.060
41,0,21878,Mark Wilson,+.062
42,0,07457,Steve Flesch,+.063
43,0,27466,Spencer Levin,+.064
44,0,27214,Kevin Streelman,+.066
45,0,24604,Hunter Haas,+.067
45,0,29718,Anthony Kim,+.067
47,0,21731,Freddie Jacobson,+.068
47,0,28158,Steve Marino,+.068
49,0,20098,Stuart Appleby,+.070
49,0,27963,Chris Stroud,+.070
51,0,32366,Kevin Chappell,+.071
52,0,25396,Kevin Na,+.072
53,0,22371,Aaron Baddeley,+.073
53,0,23541,Ben Crane,+.073
55,0,22621,Ben Curtis,+.075
56,0,01766,Billy Mayfair,+.076
57,0,12510,Chad Campbell,+.078
57,0,27120,Troy Matteson,+.078
57,0,29221,Webb Simpson,+.078
60,0,20070,Matt Bettencourt,+.079
61,0,27936,Martin Laird,+.080
62,0,23800,Bryce Molder,+.081
62,0,25345,Carl Pettersson,+.081
62,0,31193,Jim Renner,+.081
65,0,32698,Bobby Gates,+.082
65,0,21961,Charles Howell III,+.082
67,0,32102,Rickie Fowler,+.083
68,0,26851,Marc Leishman,+.084
68,0,24781,Hunter Mahan,+.084
70,0,33419,Cameron Tringale,+.085
71,0,23320,Ryan Palmer,+.087
