RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,30692,Scott Stallings,36.4,133,365,+2.41
2,0,21961,Charles Howell III,36.5,176,482,-0.40
3,0,21753,Brian Davis,36.8,124,337,+1.37
4,0,26851,Marc Leishman,37.0,170,460,+1.35
5,0,23800,Bryce Molder,37.3,110,295,+1.45
6,0,24490,George McNeill,37.8,113,299,+1.77
6,0,22913,John Rollins,37.8,111,294,+0.36
8,0,35087,Bio Kim,38.3,129,337,+2.25
9,0,31401,Zack Miller,38.6,156,404,+2.12
10,0,20593,Greg Chalmers,39.3,152,387,+1.45
11,0,27214,Kevin Streelman,39.6,130,328,+1.46
12,0,25686,Jason Dufner,39.8,119,299,+0.92
12,0,02206,David Toms,39.8,94,236,+1.28
14,0,25818,Scott Piercy,40.1,134,334,+1.12
15,0,30110,Kyle Stanley,40.4,164,406,+1.71
15,0,26668,Marc Turnesa,40.4,92,228,+1.41
17,0,27933,John Merrick,40.5,100,247,+2.70
18,0,26758,David Hearn,40.9,144,352,+1.11
19,0,29910,Blake Adams,41.0,191,466,+1.94
19,0,25834,Daniel Summerhays,41.0,135,329,+2.74
21,0,22405,Justin Rose,41.6,124,298,+1.69
22,0,27330,Josh Teater,41.7,186,446,+1.61
23,0,32366,Kevin Chappell,42.4,139,328,+2.16
23,0,27974,Sung Kang,42.4,104,245,+2.21
25,0,26881,Jarrod Lyle,42.7,163,382,+2.09
26,0,01313,Steve Elkington,42.9,73,170,+1.78
26,0,27939,Matt McQuillan,42.9,93,217,+2.58
28,0,33413,Ben Martin,43.1,128,297,+3.20
29,0,32640,Troy Merritt,43.2,118,273,+1.95
30,0,26331,Charl Schwartzel,43.3,87,201,+1.84
31,0,24358,Robert Garrigus,43.4,171,394,+0.88
31,0,27770,Camilo Villegas,43.4,135,311,+1.48
33,0,06573,Brandt Jobe,43.7,160,366,+1.81
34,0,22371,Aaron Baddeley,43.9,152,346,-0.26
34,0,28087,Kris Blanks,43.9,170,387,+2.65
36,0,27120,Troy Matteson,44.0,187,425,+1.55
37,0,01797,Rocco Mediate,44.2,88,199,+3.18
37,0,31193,Jim Renner,44.2,125,283,+2.80
37,0,32150,Michael Thompson,44.2,151,342,+1.46
40,0,28475,Jeff Overton,44.3,168,379,+2.14
41,0,27963,Chris Stroud,44.5,179,402,+1.06
42,0,12510,Chad Campbell,44.6,174,390,+2.18
42,0,23621,Rory Sabbatini,44.6,150,336,+1.40
44,0,06251,Chris DiMarco,44.8,160,357,+2.31
45,0,23541,Ben Crane,44.9,119,265,+0.84
46,0,19846,Brian Gay,45.0,122,271,+1.48
46,0,26289,Boo Weekley,45.0,113,251,+2.92
48,0,20160,Charlie Wi,45.1,171,379,+2.16
49,0,28679,Fabián Gómez,45.6,151,331,+2.38
49,0,10860,Justin Leonard,45.6,154,338,+2.40
51,0,12716,Charley Hoffman,45.7,168,368,+2.32
52,0,34255,Joseph Bramlett,45.8,140,306,+1.21
52,0,01948,Tim Petrovic,45.8,157,343,+2.04
54,0,29720,Andres Gonzales,45.9,100,218,+2.30
54,0,21878,Mark Wilson,45.9,136,296,+2.06
56,0,30926,Chris Kirk,46.0,201,437,+1.64
57,0,27936,Martin Laird,46.1,143,310,+0.77
58,0,20157,Retief Goosen,46.2,96,208,+1.25
59,0,08075,Jerry Kelly,46.3,112,242,+1.88
59,0,23788,D.J. Trahan,46.3,189,408,+1.32
61,0,20229,Stewart Cink,46.4,129,278,+0.39
62,0,23497,Tag Ridings,46.5,190,409,+2.32
62,0,34072,Will Strickler,46.5,107,230,+2.34
64,0,28089,Jason Day,46.6,152,326,+1.25
64,0,30925,Dustin Johnson,46.6,135,290,+2.30
66,0,25632,Jimmy Walker,46.8,210,449,+2.43
67,0,21731,Freddie Jacobson,46.9,167,356,+1.92
67,0,29518,Brendan Steele,46.9,167,356,+1.98
67,0,23623,Bo Van Pelt,46.9,158,337,+0.89
70,0,23718,Nathan Green,47.0,173,368,+1.68
70,0,22293,Heath Slocum,47.0,117,249,+1.45
72,0,06621,Joe Durant,47.1,97,206,+2.89
72,0,22961,David Mathis,47.1,140,297,+2.36
72,0,01766,Billy Mayfair,47.1,156,331,+1.22
75,0,26300,Matt Jones,47.2,170,360,+1.12
76,0,21209,Sergio Garcia,47.3,113,239,+0.88
77,0,20472,Alex Cejka,47.4,99,209,+1.31
77,0,22378,Trevor Immelman,47.4,164,346,+0.37
79,0,10733,Kent Jones,47.5,141,297,+2.55
80,0,29478,Kevin Kisner,47.6,139,292,+2.23
80,0,24361,Pat Perez,47.6,158,332,+1.33
80,0,28620,Aron Price,47.6,89,187,+2.47
80,0,33419,Cameron Tringale,47.6,233,489,+1.46
84,0,20498,Briny Baird,47.7,94,197,+1.70
84,0,10505,Shane Bertsch,47.7,104,218,+1.73
84,0,24604,Hunter Haas,47.7,194,407,+1.03
84,0,27141,J.B. Holmes,47.7,134,281,+0.22
88,0,32698,Bobby Gates,47.8,164,343,+3.23
88,0,08725,Tom Gillis,47.8,119,249,+2.94
88,0,12782,Tim Herron,47.8,211,441,+1.85
88,0,23548,Bill Lunde,47.8,188,393,+2.23
92,0,11123,Chris Couch,47.9,139,290,+0.86
92,0,32102,Rickie Fowler,47.9,175,365,+0.51
94,0,06567,Vijay Singh,48.0,183,381,+0.77
95,0,24357,K.J. Choi,48.3,139,288,+1.15
