RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,01378,David Frost,9
1,0,01876,Greg Norman,9
3,0,02133,Craig Stadler,8
3,0,02267,D.A. Weibring,8
5,0,01320,Bob Estes,7
5,0,01414,Bob Gilder,7
7,0,01331,Rick Fehr,6
7,0,01444,Ken Green,6
7,0,01553,John Huston,6
7,0,01559,Hale Irwin,6
7,0,01569,Peter Jacobsen,6
7,0,06012,Greg Kraft,6
7,0,01682,Wayne Levi,6
7,0,01701,Bob Lohr,6
7,0,01706,Davis Love III,6
7,0,01724,Jeff Maggert,6
7,0,01748,Doug Martin,6
7,0,01823,Larry Mize,6
7,0,01968,Nick Price,6
7,0,02010,Loren Roberts,6
21,0,01014,Fulton Allem,5
21,0,01042,Paul Azinger,5
21,0,01093,Ronnie Black,5
21,0,01201,Lennie Clements,5
21,0,01203,Russ Cochran,5
21,0,06034,Marco Dawson,5
21,0,01346,Ed Fiori,5
21,0,01361,Dan Forsman,5
21,0,01385,Jim Gallagher Jr.,5
21,0,01495,Morris Hatalsky,5
21,0,01510,Nolan Henke,5
21,0,01527,Scott Hoch,5
21,0,01633,Tom Kite,5
21,0,01928,Corey Pavin,5
21,0,06136,Mike Schuchart,5
21,0,02131,Mike Springer,5
21,0,02217,Dennis Trixler,5
21,0,02294,Willie Wood,5
21,0,02321,Fuzzy Zoeller,5
40,0,06006,JC Anderson,4
40,0,01024,Billy Andrade,4
40,0,06204,Jeff Barlow,4
40,0,01072,Chip Beck,4
40,0,01161,Mark Calcavecchia,4
40,0,01162,Rex Caldwell,4
40,0,01200,Keith Clearwater,4
40,0,01219,John Cook,4
40,0,01226,Fred Couples,4
40,0,06247,David Delong,4
40,0,01306,David Edwards,4
40,0,01313,Steve Elkington,4
40,0,01323,Brad Fabel,4
40,0,01326,Nick Faldo,4
40,0,01329,Brad Faxon,4
40,0,01408,Kelly Gibson,4
40,0,01418,Bill Glasson,4
40,0,06044,Scott Gump,4
40,0,01457,Jay Haas,4
40,0,08537,J.P. Hayes,4
40,0,01533,P.H. Horgan III,4
40,0,01577,Lee Janzen,4
40,0,05319,Gene Jones,4
40,0,01607,Brian Kamm,4
40,0,01659,Massy Kuramoto,4
40,0,06332,Neal Lancaster,4
40,0,01690,Bruce Lietzke,4
40,0,01717,Sandy Lyle,4
40,0,01723,Andrew Magee,4
40,0,01766,Billy Mayfair,4
40,0,01783,Mark McCumber,4
40,0,06090,Jim McGovern,4
40,0,01810,Phil Mickelson,4
40,0,01837,Gil Morgan,4
40,0,01891,David Ogrin,4
40,0,01943,Chris Perry,4
40,0,08759,Tad Rhyan,4
40,0,02007,Larry Rinker,4
40,0,06040,John Ross,4
40,0,02033,Dave Rummells,4
40,0,02067,Ted Schulz,4
40,0,02090,Tom Sieckmann,4
40,0,02099,Scott Simpson,4
40,0,06567,Vijay Singh,4
40,0,02146,Payne Stewart,4
40,0,02159,Curtis Strange,4
40,0,02201,Jim Thorpe,4
40,0,02218,Ted Tryba,4
40,0,02223,Bob Tway,4
40,0,02230,Stan Utley,4
40,0,02242,Lanny Wadkins,4
40,0,02245,Grant Waite,4
40,0,02246,Duffy Waldorf,4
40,0,02256,Tom Watson,4
40,0,02279,Mark Wiebe,4
40,0,02303,Robert Wrenn,4
40,0,02322,Richard Zokol,4
97,0,01006,John Adams,3
97,0,06197,Michael Allen,3
97,0,01049,Ian Baker-Finch,3
97,0,01060,Dave Barr,3
97,0,06086,Russell Beiersdorf,3
97,0,01098,Jay Don Blake,3
97,0,01116,Michael Bradley,3
97,0,01129,Bill Britton,3
97,0,01132,Mark Brooks,3
97,0,01133,Billy Ray Brown,3
97,0,01185,Brandel Chamblee,3
97,0,01191,Barry Cheesman,3
97,0,01196,Brian Claar,3
97,0,01235,Ben Crenshaw,3
97,0,10909,Rett Crowder,3
97,0,01261,Jay Delsing,3
97,0,01282,Trevor Dodds,3
97,0,01284,Mike Donald,3
97,0,01288,Ed Dougherty,3
97,0,01305,Danny Edwards,3
97,0,01307,Joel Edwards,3
97,0,06599,John Elliott,3
97,0,06058,John Flannery,3
97,0,01353,Bruce Fleisher,3
97,0,01374,Robin Freeman,3
97,0,01381,Fred Funk,3
97,0,01388,Robert Gamez,3
97,0,06566,Jaime Gomez,3
97,0,01425,Ernie Gonzalez,3
97,0,06643,Paul Goydos,3
97,0,01468,Gary Hallberg,3
97,0,06284,Jim Hallet,3
97,0,01475,Donnie Hammond,3
97,0,06575,Dudley Hart,3
97,0,06617,Brian Henninger,3
97,0,01549,Mike Hulbert,3
97,0,01550,Ed Humenik,3
