RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
52,0,08845,Scott Sterling,70.41,1197,17
53,0,01320,Bob Estes,70.42,1338,19
53,0,27936,Martin Laird,70.42,1831,26
55,0,28158,Steve Marino,70.43,2606,37
56,0,01706,Davis Love III,70.44,1761,25
57,0,21949,Joe Ogilvie,70.46,1832,26
58,0,01928,Corey Pavin,70.47,1339,19
59,0,24140,Sean O'Hair,70.48,2185,31
60,0,25900,Lucas Glover,70.49,2890,41
61,0,22892,Jason Gore,70.50,987,14
61,0,22348,Nick O'Hern,70.50,1833,26
61,0,24663,Y.E. Yang,70.50,1833,26
64,0,23621,Rory Sabbatini,70.52,2327,33
65,0,23623,Bo Van Pelt,70.54,1975,28
66,0,21209,Sergio Garcia,70.57,1976,28
67,0,27649,Brandt Snedeker,70.58,1835,26
67,0,21878,Mark Wilson,70.58,2329,33
69,0,25190,Jeff Quinney,70.63,1342,19
70,0,29718,Anthony Kim,70.65,2402,34
71,0,24507,Jason Bohn,70.67,1272,18
71,0,26498,Matt Weibring,70.67,1272,18
73,0,24358,Robert Garrigus,70.69,2050,29
73,0,27095,Nick Watney,70.69,2545,36
75,0,30925,Dustin Johnson,70.70,2616,37
75,0,28475,Jeff Overton,70.70,2616,37
75,0,20691,Greg Owen,70.70,2333,33
78,0,26668,Marc Turnesa,70.71,990,14
79,0,01313,Steve Elkington,70.74,1344,19
79,0,21959,Ted Purdy,70.74,2193,31
79,0,27963,Chris Stroud,70.74,2405,34
82,0,21961,Charles Howell III,70.75,1981,28
83,0,01948,Tim Petrovic,70.77,2477,35
83,0,25240,D.A. Points,70.77,2194,31
85,0,07457,Steve Flesch,70.78,1274,18
85,0,25919,Brian Vranesh,70.78,637,9
87,0,24138,Ian Poulter,70.79,2053,29
88,0,07867,Woody Austin,70.80,1416,20
88,0,23614,Rich Beem,70.80,1416,20
88,0,12705,Cliff Kresge,70.80,1770,25
88,0,06595,Kevin Sutherland,70.80,1770,25
92,0,20848,Ángel Cabrera,70.81,1133,16
93,0,22548,Patrick Sheehan,70.83,850,12
94,0,06522,Ernie Els,70.84,2196,31
95,0,10585,Scott McCarron,70.87,1630,23
96,0,20574,Mathew Goggin,70.88,1701,24
96,0,25345,Carl Pettersson,70.88,1134,16
96,0,27770,Camilo Villegas,70.88,2268,32
99,0,01724,Jeff Maggert,70.89,1985,28
100,0,20157,Retief Goosen,70.90,2198,31
101,0,23353,J.J. Henry,70.91,2340,33
101,0,26679,Kevin Stadler,70.91,1560,22
103,0,01161,Mark Calcavecchia,70.93,993,14
103,0,06567,Vijay Singh,70.93,1986,28
105,0,06251,Chris DiMarco,70.94,1206,17
105,0,10117,Bob Heintz,70.94,1135,16
107,0,12782,Tim Herron,70.96,1774,25
108,0,10423,Mike Weir,70.97,2058,29
109,0,01132,Mark Brooks,71.00,639,9
109,0,22621,Ben Curtis,71.00,1278,18
109,0,26851,Marc Leishman,71.00,1917,27
112,0,23541,Ben Crane,71.03,2131,30
112,0,26289,Boo Weekley,71.03,2273,32
114,0,20472,Alex Cejka,71.07,1919,27
115,0,23320,Ryan Palmer,71.10,1493,21
116,0,01035,Tommy Armour III,71.13,1067,15
117,0,01226,Fred Couples,71.14,1494,21
118,0,20634,Peter Lonard,71.15,1423,20
118,0,26476,Chez Reavie,71.15,1423,20
118,0,22913,John Rollins,71.15,1850,26
121,0,26881,Jarrod Lyle,71.16,1352,19
122,0,23718,Nathan Green,71.17,2064,29
122,0,23548,Bill Lunde,71.17,1281,18
124,0,25818,Scott Piercy,71.18,2420,34
124,0,22405,Justin Rose,71.18,1566,22
126,0,21350,Ryuji Imada,71.20,1780,25
127,0,23349,Charles Warren,71.22,1282,18
128,0,22046,Geoff Ogilvy,71.24,2707,38
129,0,23638,Brendon de Jonge,71.25,1425,20
129,0,07749,Brett Quigley,71.25,1425,20
131,0,24912,Will MacKenzie,71.27,1853,26
132,0,26301,James Nitties,71.28,2281,32
133,0,28780,Nicholas Thompson,71.29,1497,21
134,0,24925,Jonathan Byrd,71.31,2068,29
134,0,25562,Andres Romero,71.31,927,13
136,0,24846,Ricky Barnes,71.33,856,12
136,0,10733,Kent Jones,71.33,1284,18
138,0,24357,K.J. Choi,71.36,1570,22
138,0,12716,Charley Hoffman,71.36,1998,28
140,0,01142,Bart Bryant,71.38,928,13
140,0,26951,Johnson Wagner,71.38,1713,24
142,0,12652,Cameron Beckman,71.39,1285,18
142,0,20229,Stewart Cink,71.39,1999,28
144,0,26300,Matt Jones,71.40,1071,15
145,0,23325,Vaughn Taylor,71.41,1928,27
145,0,28118,Peter Tomasulo,71.41,1571,22
147,0,20572,Rod Pampling,71.42,1857,26
148,0,10885,Robert Allenby,71.46,1858,26
149,0,01766,Billy Mayfair,71.47,1358,19
150,0,27120,Troy Matteson,71.53,2289,32
151,0,26420,Richard Johnson,71.55,1431,20
152,0,28087,Kris Blanks,71.60,1074,15
153,0,26497,Casey Wittenberg,71.62,1504,21
154,0,06621,Joe Durant,71.63,1146,16
154,0,24449,Parker McLachlin,71.63,1361,19
154,0,22295,Darron Stiles,71.63,1146,16
157,0,20070,Matt Bettencourt,71.65,1648,23
158,0,10425,Jay Williamson,71.67,860,12
159,0,27466,Spencer Levin,71.69,1147,16
159,0,06539,Rick Price,71.69,1147,16
161,0,01797,Rocco Mediate,71.70,1434,20
162,0,22961,David Mathis,71.71,1721,24
163,0,20850,Daniel Chopra,71.77,1579,22
164,0,07223,Brian Bateman,71.79,1005,14
164,0,24361,Pat Perez,71.79,1364,19
166,0,24502,Adam Scott,71.81,1508,21
167,0,31323,Gary Woodland,71.83,862,12
168,0,01473,Todd Hamilton,71.96,1799,25
169,0,22371,Aaron Baddeley,72.00,864,12
169,0,30711,Colt Knost,72.00,1368,19
169,0,25804,Bubba Watson,72.00,1800,25
172,0,28620,Aron Price,72.10,1514,21
173,0,09011,David Duval,72.13,1082,15
174,0,23778,Brad Adamonis,72.33,868,12
174,0,27141,J.B. Holmes,72.33,1085,15
176,0,01707,Steve Lowery,72.57,1016,14
177,0,23048,Eric Axley,72.62,944,13
178,0,06012,Greg Kraft,72.64,1017,14
179,0,20104,Ken Duke,72.74,1382,19
180,0,20098,Stuart Appleby,72.80,1820,25
181,0,27683,Leif Olson,73.07,1023,14
182,0,31416,Derek Fathauer,73.21,1025,14
183,0,30927,Brendon Todd,73.72,1327,18
184,0,01329,Brad Faxon,74.67,672,9
