RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,08793,Tiger Woods,68.00,68,1
2,0,25804,Bubba Watson,68.33,820,12
3,0,01226,Fred Couples,68.43,479,7
4,0,10423,Mike Weir,68.64,755,11
5,0,21209,Sergio Garcia,68.67,206,3
5,0,26289,Boo Weekley,68.67,618,9
7,0,26300,Matt Jones,68.90,689,10
8,0,28158,Steve Marino,68.94,1241,18
9,0,22046,Geoff Ogilvy,69.00,138,2
10,0,02206,David Toms,69.13,553,8
11,0,24024,Zach Johnson,69.17,415,6
12,0,12652,Cameron Beckman,69.26,1593,23
13,0,20766,Padraig Harrington,69.33,208,3
14,0,20593,Greg Chalmers,69.35,1387,20
15,0,08075,Jerry Kelly,69.39,1249,18
16,0,23541,Ben Crane,69.40,1041,15
17,0,10117,Bob Heintz,69.50,834,12
18,0,10585,Scott McCarron,69.56,1113,16
19,0,23623,Bo Van Pelt,69.57,1461,21
20,0,23325,Vaughn Taylor,69.61,1253,18
21,0,21731,Freddie Jacobson,69.64,975,14
22,0,27466,Spencer Levin,69.65,1184,17
23,0,20127,Chris Riley,69.67,1045,15
24,0,10860,Justin Leonard,69.71,488,7
25,0,20691,Greg Owen,69.73,1046,15
26,0,24140,Sean O'Hair,69.75,837,12
26,0,06527,Steve Stricker,69.75,279,4
28,0,25396,Kevin Na,69.77,907,13
29,0,22548,Patrick Sheehan,69.80,698,10
30,0,27770,Camilo Villegas,69.83,419,6
31,0,07749,Brett Quigley,69.85,1886,27
32,0,02239,Scott Verplank,69.87,1048,15
33,0,30925,Dustin Johnson,69.89,629,9
34,0,20498,Briny Baird,69.91,769,11
35,0,01707,Steve Lowery,69.94,1259,18
36,0,25686,Jason Dufner,69.95,1329,19
37,0,28087,Kris Blanks,70.00,1050,15
37,0,12510,Chad Campbell,70.00,980,14
37,0,01313,Steve Elkington,70.00,910,13
37,0,01810,Phil Mickelson,70.00,210,3
37,0,26596,Ryan Moore,70.00,1470,21
37,0,24138,Ian Poulter,70.00,420,6
37,0,26498,Matt Weibring,70.00,910,13
44,0,20645,John Senden,70.05,1401,20
45,0,01797,Rocco Mediate,70.07,981,14
45,0,23497,Tag Ridings,70.07,981,14
47,0,22405,Justin Rose,70.08,841,12
48,0,27120,Troy Matteson,70.20,1053,15
48,0,23800,Bryce Molder,70.20,1053,15
50,0,23983,Luke Donald,70.21,983,14
50,0,24361,Pat Perez,70.21,1334,19
52,0,12782,Tim Herron,70.22,1264,18
53,0,23614,Rich Beem,70.25,1124,16
53,0,24925,Jonathan Byrd,70.25,1124,16
53,0,01473,Todd Hamilton,70.25,1124,16
56,0,22961,David Mathis,70.27,1054,15
57,0,21959,Ted Purdy,70.28,1265,18
58,0,20157,Retief Goosen,70.29,492,7
59,0,21805,Harrison Frazar,70.31,914,13
60,0,19846,Brian Gay,70.33,1055,15
60,0,21961,Charles Howell III,70.33,1477,21
62,0,20850,Daniel Chopra,70.35,1407,20
63,0,12716,Charley Hoffman,70.36,1548,22
64,0,10885,Robert Allenby,70.40,704,10
64,0,23718,Nathan Green,70.40,1408,20
66,0,24781,Hunter Mahan,70.43,493,7
67,0,07457,Steve Flesch,70.44,1127,16
67,0,10425,Jay Williamson,70.44,1127,16
69,0,28475,Jeff Overton,70.45,775,11
69,0,23349,Charles Warren,70.45,775,11
71,0,26679,Kevin Stadler,70.46,916,13
72,0,26420,Richard Johnson,70.47,1198,17
73,0,24846,Ricky Barnes,70.50,1410,20
73,0,07223,Brian Bateman,70.50,846,12
73,0,06621,Joe Durant,70.50,846,12
73,0,12705,Cliff Kresge,70.50,1128,16
73,0,01948,Tim Petrovic,70.50,1128,16
78,0,06251,Chris DiMarco,70.54,1693,24
79,0,26497,Casey Wittenberg,70.60,1059,15
80,0,25240,D.A. Points,70.61,1271,18
81,0,25900,Lucas Glover,70.62,918,13
82,0,06004,Stephen Ames,70.63,1130,16
83,0,10733,Kent Jones,70.69,1131,16
83,0,27933,John Merrick,70.69,1131,16
85,0,23621,Rory Sabbatini,70.70,707,10
86,0,27963,Chris Stroud,70.73,778,11
87,0,26695,Michael Letzig,70.74,1344,19
88,0,06522,Ernie Els,70.75,283,4
89,0,24507,Jason Bohn,70.77,1557,22
90,0,20472,Alex Cejka,70.79,991,14
90,0,21350,Ryuji Imada,70.79,991,14
