RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
42,0,32448,James Hahn,11.02,95,862,+0.01
43,0,31323,Gary Woodland,11.03,88,798,+0.07
44,0,39997,Corey Conners,11.09,129,1163,+0.09
45,0,40098,Matt Fitzpatrick,11.14,82,736,+0.02
46,0,39953,Chase Seiffert,11.15,87,780,+0.06
47,0,20396,Lee Westwood,11.17,79,707,+0.20
48,0,32640,Troy Merritt,11.27,125,1109,+0.15
49,0,23320,Ryan Palmer,11.30,105,929,+0.02
49,0,30692,Scott Stallings,11.30,106,938,-0.04
51,0,29535,Brice Garnett,11.37,109,959,+0.16
51,0,23108,Matt Kuchar,11.37,93,818,+0.05
53,0,46402,Talor Gooch,11.42,131,1147,-0.02
53,0,27214,Kevin Streelman,11.42,133,1165,+0.12
55,0,27649,Brandt Snedeker,11.45,114,996,-0.03
56,0,52372,Cameron Champ,11.46,103,899,+0.06
57,0,25900,Lucas Glover,11.47,129,1125,+0.07
58,0,33486,Roger Sloan,11.48,98,854,-0.03
59,0,25364,Paul Casey,11.50,92,800,+0.01
60,0,49771,J.T. Poston,11.54,126,1092,+0.10
61,0,29479,Scott Brown,11.58,102,881,+0.24
62,0,34174,John Huh,11.61,82,706,+0.13
63,0,47504,Sam Burns,11.63,117,1006,+0.01
64,0,47993,Denny McCarthy,11.68,129,1104,+0.03
65,0,49766,Hank Lebioda,11.69,87,744,-0.07
66,0,35532,Tom Hoge,11.70,142,1214,+0.10
67,0,33141,Keegan Bradley,11.72,126,1075,+0.10
68,0,52375,Doug Ghim,11.76,118,1003,+0.09
68,0,23325,Vaughn Taylor,11.76,101,859,+0.06
70,0,32150,Michael Thompson,11.83,112,947,+0.17
71,0,46717,Viktor Hovland,11.88,115,968,+0.12
72,0,35449,Adam Long,11.91,117,982,+0.18
73,0,48822,Sebastián Muñoz,11.94,148,1240,+0.09
74,0,29268,Bronson Burgoon,11.95,92,770,+0.02
74,0,35891,Cameron Smith,11.95,115,962,+0.01
76,0,25686,Jason Dufner,11.98,123,1027,+0.13
77,0,33667,Carlos Ortiz,12.13,140,1154,+0.03
78,0,49964,Aaron Wise,12.16,118,970,+0.07
79,0,33120,Mark Anderson,12.18,58,476,+0.21
80,0,46442,Maverick McNealy,12.21,112,917,+0.07
81,0,34098,Russell Henley,12.24,132,1078,-0.08
82,0,25396,Kevin Na,12.28,133,1083,+0.05
83,0,46970,Jon Rahm,12.30,110,894,+0.08
84,0,26499,Rafa Cabrera Bello,12.32,103,836,+0.14
85,0,32070,Rafael Campos,12.39,70,565,-0.04
86,0,45157,Cam Davis,12.41,154,1241,+0.04
87,0,33597,Harry Higgs,12.46,129,1035,+0.08
87,0,32254,Xinjun Zhang,12.46,86,690,+0.22
89,0,12716,Charley Hoffman,12.47,136,1091,-0.04
90,0,24357,K.J. Choi,12.54,75,598,+0.19
91,0,33399,Adam Hadwin,12.58,138,1097,+0.19
92,0,29974,Branden Grace,12.63,109,863,+0.04
93,0,34363,Tyrrell Hatton,12.67,82,647,+0.15
94,0,34264,Hudson Swafford,12.70,117,921,+0.09
95,0,23623,Bo Van Pelt,12.80,97,758,+0.07
96,0,21209,Sergio Garcia,12.82,122,952,-0.04
97,0,29518,Brendan Steele,13.00,121,931,+0.11
98,0,35104,Tom Lewis,13.06,126,965,+0.13
99,0,29420,Billy Horschel,13.07,126,964,+0.13
100,0,31420,Anirban Lahiri,13.08,98,749,-0.03
101,0,35450,Patrick Cantlay,13.12,124,945,+0.02
101,0,47347,Adam Schenk,13.12,145,1105,+0.01
103,0,32839,Hideki Matsuyama,13.13,153,1165,+0.07
104,0,34360,Patrick Reed,13.14,120,913,+0.09
105,0,24361,Pat Perez,13.17,142,1078,+0.03
106,0,34255,Joseph Bramlett,13.23,102,771,+0.07
106,0,27330,Josh Teater,13.23,61,461,E
108,0,31646,Emiliano Grillo,13.24,127,959,+0.02
109,0,32139,Danny Willett,13.25,51,385,+0.22
110,0,26331,Charl Schwartzel,13.29,137,1031,-0.03
111,0,21961,Charles Howell III,13.30,98,737,+0.01
112,0,34256,Andrew Putnam,13.31,137,1029,+0.07
113,0,27554,Scott Harrington,13.38,116,867,+0.03
113,0,39977,Max Homa,13.38,124,927,+0.14
115,0,33448,Justin Thomas,13.42,127,946,-0.03
116,0,32757,Patton Kizzire,13.48,169,1254,+0.04
117,0,30944,Jason Kokrak,13.50,142,1052,+0.06
118,0,31557,Jim Herman,13.57,111,818,+0.17
119,0,23983,Luke Donald,13.59,84,618,+0.11
120,0,26329,Louis Oosthuizen,13.65,114,835,+0.11
121,0,35461,Beau Hossler,13.66,132,966,+0.14
122,0,30926,Chris Kirk,13.67,142,1039,+0.04
123,0,29908,C.T. Pan,13.68,123,899,+0.04
124,0,26300,Matt Jones,13.70,159,1161,+0.01
125,0,33419,Cameron Tringale,13.77,156,1133,+0.03
125,0,37189,Harold Varner III,13.77,150,1089,+0.01
127,0,32791,K.H. Lee,13.78,178,1292,+0.02
128,0,47483,Will Zalatoris,13.80,130,942,-0.01
129,0,34466,Peter Malnati,13.94,127,911,E
129,0,35658,Kris Ventura,13.94,99,710,+0.10
131,0,29926,Danny Lee,13.96,109,781,+0.13
132,0,20229,Stewart Cink,14.10,152,1078,+0.10
132,0,29221,Webb Simpson,14.10,120,851,-0.03
134,0,48081,Xander Schauffele,14.11,123,872,-0.04
135,0,32333,Kevin Tway,14.12,99,701,+0.06
136,0,35310,Lanto Griffin,14.21,157,1105,+0.13
137,0,23788,D.J. Trahan,14.26,91,638,+0.11
138,0,28237,Rory McIlroy,14.27,124,869,+0.11
139,0,45486,Joaquin Niemann,14.30,176,1231,-0.02
140,0,24140,Sean O'Hair,14.31,87,608,+0.07
141,0,46435,Austin Cook,14.32,129,901,+0.07
142,0,22056,Cameron Percy,14.41,120,833,+0.01
143,0,34314,Sebastian Cappelen,14.48,75,518,+0.12
144,0,36689,Brooks Koepka,14.54,105,722,+0.02
145,0,29725,Tony Finau,14.62,145,992,+0.06
145,0,32618,Rhein Gibson,14.62,75,513,+0.11
147,0,25632,Jimmy Walker,14.63,126,861,+0.21
148,0,25493,Nick Taylor,14.66,169,1153,+0.15
149,0,28679,Fabián Gómez,14.68,69,470,+0.17
150,0,28089,Jason Day,14.69,113,769,+0.05
151,0,35230,Nelson Ledesma,14.76,71,481,+0.18
152,0,27556,Ted Potter Jr.,14.84,119,802,+0.15
153,0,34046,Jordan Spieth,14.95,152,1017,+0.02
154,0,24502,Adam Scott,14.97,122,815,+0.02
155,0,33948,Byeong Hun An,14.99,143,954,+0.15
155,0,33204,Shane Lowry,14.99,131,874,+0.10
157,0,25804,Bubba Watson,15.01,124,826,+0.02
158,0,19846,Brian Gay,15.02,129,859,+0.16
158,0,48887,Matt Wallace,15.02,79,526,+0.24
160,0,29970,Dylan Frittelli,15.03,124,825,+0.06
161,0,32662,Michael Gligic,15.08,125,829,+0.11
162,0,30911,Tommy Fleetwood,15.18,99,652,+0.14
163,0,48119,Ben Taylor,15.19,65,428,E
164,0,51766,Wyndham Clark,15.38,148,962,+0.01
164,0,24024,Zach Johnson,15.38,162,1053,+0.14
166,0,32102,Rickie Fowler,15.42,138,895,+0.09
167,0,39546,Keith Mitchell,15.43,142,920,+0.04
168,0,24781,Hunter Mahan,15.52,88,567,+0.14
169,0,27129,Luke List,15.62,162,1037,+0.08
170,0,30925,Dustin Johnson,15.69,134,854,-0.01
171,0,27974,Sung Kang,15.71,162,1031,+0.25
171,0,46441,Robby Shelton,15.71,154,980,+0.12
173,0,35506,Mackenzie Hughes,15.94,167,1048,+0.02
174,0,47128,Richy Werenski,16.07,185,1151,+0.14
175,0,34213,Grayson Murray,16.10,80,497,+0.23
176,0,40042,Tyler McCumber,16.29,122,749,+0.10
177,0,47959,Bryson DeChambeau,16.35,154,942,+0.04
178,0,34563,Chesson Hadley,16.38,132,806,+0.11
179,0,56762,Will Gordon,16.58,154,929,+0.12
180,0,49960,Sepp Straka,16.64,177,1064,+0.08
181,0,27095,Nick Watney,16.70,96,575,-0.02
182,0,46046,Scottie Scheffler,16.74,195,1165,-0.02
183,0,56278,Matthew Wolff,16.79,117,697,+0.09
184,0,36699,Patrick Rodgers,16.96,182,1073,+0.04
185,0,46550,Brandon Hagy,17.07,135,791,-0.01
186,0,22405,Justin Rose,17.14,97,566,+0.24
187,0,51894,Vince Whaley,17.52,140,799,+0.06
188,0,28775,Nate Lashley,17.73,145,818,+0.06
189,0,34431,Robert Streb,18.07,176,974,+0.08
190,0,27064,Jhonattan Vegas,18.08,166,918,+0.03
191,0,35617,Martin Trainer,18.40,120,652,+0.14
192,0,39975,Michael Kim,18.41,134,728,+0.17
193,0,27770,Camilo Villegas,18.73,168,897,+0.08
194,0,01810,Phil Mickelson,19.40,161,830,+0.04
195,0,27141,J.B. Holmes,20.17,120,595,+0.03
196,0,28420,Ryan Brehm,21.38,102,477,-0.05
