RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,27349,Alex Noren,33.2,121,364,+0.08
2,0,22371,Aaron Baddeley,34.7,70,202,+1.00
3,0,39324,J.J. Spaun,34.9,74,212,+1.49
4,0,49298,Kramer Hickok,36.1,83,230,+3.13
5,0,36871,Matthew NeSmith,36.4,133,365,+1.43
6,0,45526,Abraham Ancer,36.7,92,251,+1.09
7,0,27936,Martin Laird,37.6,106,282,+1.89
8,0,29974,Branden Grace,37.7,125,332,+0.24
9,0,46442,Maverick McNealy,38.0,127,334,+1.34
9,0,28252,Seamus Power,38.0,78,205,+1.67
11,0,25818,Scott Piercy,38.3,134,350,+2.76
11,0,30692,Scott Stallings,38.3,137,358,+1.31
13,0,23621,Rory Sabbatini,38.4,119,310,+1.60
14,0,24924,Bill Haas,39.1,72,184,+1.81
15,0,40026,Daniel Berger,39.2,107,273,E
15,0,26851,Marc Leishman,39.2,116,296,+1.29
17,0,49771,J.T. Poston,39.6,161,407,+1.74
18,0,25632,Jimmy Walker,39.7,154,388,+2.79
19,0,37455,Si Woo Kim,40.2,154,383,+0.71
20,0,33410,Andrew Landry,40.7,111,273,+1.89
21,0,29268,Bronson Burgoon,40.8,120,294,+1.08
22,0,29479,Scott Brown,40.9,134,328,+3.21
23,0,45157,Cam Davis,41.1,210,511,+1.29
24,0,40006,Erik van Rooyen,41.3,123,298,+2.52
25,0,27942,Rob Oppenheim,41.4,115,278,+1.74
25,0,31323,Gary Woodland,41.4,122,295,+2.46
27,0,33490,Bo Hoag,41.5,144,347,+0.56
27,0,49766,Hank Lebioda,41.5,118,284,+0.25
29,0,32070,Rafael Campos,41.7,95,228,+0.53
30,0,47504,Sam Burns,41.8,158,378,+0.76
31,0,46402,Talor Gooch,41.9,183,437,+1.09
31,0,36801,Mark Hubbard,41.9,152,363,+2.30
33,0,26300,Matt Jones,42.3,190,449,+0.58
33,0,24138,Ian Poulter,42.3,93,220,+1.72
35,0,35532,Tom Hoge,42.5,170,400,+1.06
36,0,30110,Kyle Stanley,42.6,141,331,+1.42
37,0,32640,Troy Merritt,42.7,151,354,+1.59
38,0,35104,Tom Lewis,42.9,163,380,+1.41
39,0,34099,Harris English,43.0,136,316,+1.47
40,0,12716,Charley Hoffman,43.2,180,417,+0.06
41,0,39971,Sungjae Im,43.3,180,416,+2.06
42,0,52372,Cameron Champ,43.4,134,309,+1.27
43,0,34174,John Huh,43.6,98,225,+1.53
44,0,27649,Brandt Snedeker,43.8,152,347,+0.26
45,0,32139,Danny Willett,44.0,62,141,+2.58
46,0,32254,Xinjun Zhang,44.3,127,287,+2.91
47,0,33404,Chris Baker,44.4,64,144,+1.09
47,0,37275,Sam Ryder,44.4,152,342,+1.32
47,0,33486,Roger Sloan,44.4,136,306,+0.88
50,0,33597,Harry Higgs,44.5,185,416,+1.51
51,0,34314,Sebastian Cappelen,44.6,108,242,+2.31
51,0,46717,Viktor Hovland,44.6,135,303,+1.85
51,0,34213,Grayson Murray,44.6,108,242,+2.69
54,0,46550,Brandon Hagy,44.7,168,376,+0.95
55,0,33120,Mark Anderson,44.8,73,163,+2.47
55,0,35450,Patrick Cantlay,44.8,129,288,+0.08
55,0,32333,Kevin Tway,44.8,143,319,+1.40
58,0,27644,Brian Harman,44.9,144,321,+1.94
59,0,31420,Anirban Lahiri,45.0,134,298,+0.82
59,0,33413,Ben Martin,45.0,67,149,+1.19
61,0,25686,Jason Dufner,45.1,160,355,+1.81
62,0,53165,Doc Redman,45.6,145,318,+2.07
63,0,45609,Tyler Duncan,45.7,139,304,+2.59
63,0,48822,Sebastián Muñoz,45.7,176,385,+1.14
65,0,51766,Wyndham Clark,45.8,210,459,+1.43
65,0,31560,Brian Stuard,45.8,140,306,+1.50
65,0,47483,Will Zalatoris,45.8,157,343,+0.32
68,0,48045,Michael Gellerman,45.9,62,135,+3.23
68,0,33122,Russell Knox,45.9,166,362,+2.23
70,0,25900,Lucas Glover,46.0,166,361,+0.72
70,0,32448,James Hahn,46.0,131,285,+0.99
70,0,26331,Charl Schwartzel,46.0,184,400,+0.71
73,0,27554,Scott Harrington,46.2,159,344,+1.45
74,0,24502,Adam Scott,46.3,133,287,+1.50
75,0,23623,Bo Van Pelt,46.5,133,286,+1.28
76,0,28679,Fabián Gómez,46.6,75,161,+2.13
77,0,23108,Matt Kuchar,46.7,114,244,+1.14
77,0,28237,Rory McIlroy,46.7,142,304,+2.61
77,0,34256,Andrew Putnam,46.7,175,375,+1.09
77,0,35891,Cameron Smith,46.7,150,321,+1.07
81,0,47993,Denny McCarthy,46.8,191,408,+1.52
82,0,33948,Byeong Hun An,47.1,198,420,+2.12
82,0,32618,Rhein Gibson,47.1,107,227,+1.40
84,0,21961,Charles Howell III,47.2,119,252,-0.08
84,0,25804,Bubba Watson,47.2,125,265,+1.44
86,0,34255,Joseph Bramlett,47.3,155,328,+1.35
87,0,35310,Lanto Griffin,47.4,186,392,+1.29
87,0,26758,David Hearn,47.4,91,192,+1.65
87,0,30944,Jason Kokrak,47.4,163,344,+0.67
87,0,35449,Adam Long,47.4,136,287,+2.94
91,0,29926,Danny Lee,47.5,131,276,+0.76
91,0,33448,Justin Thomas,47.5,162,341,+0.25
93,0,27974,Sung Kang,47.6,198,416,+2.63
93,0,23320,Ryan Palmer,47.6,151,317,+0.60
93,0,48119,Ben Taylor,47.6,89,187,+0.79
96,0,34046,Jordan Spieth,47.8,197,412,+0.46
97,0,46970,Jon Rahm,47.9,124,259,+1.29
97,0,27214,Kevin Streelman,47.9,156,326,+2.18
99,0,30163,Henrik Norlander,48.0,157,327,+2.10
100,0,47347,Adam Schenk,48.1,202,420,+1.04
101,0,29478,Kevin Kisner,48.2,122,253,+1.80
102,0,21209,Sergio Garcia,48.3,143,296,+0.14
102,0,32757,Patton Kizzire,48.3,245,507,+1.18
102,0,29908,C.T. Pan,48.3,167,346,+1.08
105,0,37189,Harold Varner III,48.4,199,411,+0.50
106,0,39953,Chase Seiffert,48.8,126,258,+1.19
106,0,35658,Kris Ventura,48.8,147,301,+2.45
108,0,24781,Hunter Mahan,48.9,116,237,+1.81
109,0,29970,Dylan Frittelli,49.0,166,339,+1.87
109,0,32816,Satoshi Kodaira,49.0,120,245,+2.00
111,0,36689,Brooks Koepka,49.1,136,277,+1.32
111,0,39546,Keith Mitchell,49.1,184,375,+1.47
111,0,30927,Brendon Todd,49.1,105,214,+1.43
114,0,31557,Jim Herman,49.2,122,248,+2.54
114,0,24140,Sean O'Hair,49.2,118,240,+1.95
114,0,22056,Cameron Percy,49.2,146,297,+0.75
114,0,49964,Aaron Wise,49.2,182,370,+1.81
118,0,33141,Keegan Bradley,49.3,166,337,+1.33
119,0,29535,Brice Garnett,49.4,133,269,+1.80
120,0,46441,Robby Shelton,49.5,202,408,+1.98
120,0,20396,Lee Westwood,49.5,105,212,+2.57
122,0,23788,D.J. Trahan,49.6,137,276,+1.61
123,0,40042,Tyler McCumber,49.7,160,322,+1.94
123,0,33419,Cameron Tringale,49.7,214,431,+1.17
125,0,33399,Adam Hadwin,49.8,165,331,+2.61
126,0,39997,Corey Conners,50.0,161,322,+1.37
126,0,34466,Peter Malnati,50.0,187,374,+0.80
128,0,26499,Rafa Cabrera Bello,50.2,118,235,+1.95
128,0,50525,Collin Morikawa,50.2,122,243,+1.97
130,0,39975,Michael Kim,50.3,187,372,+2.30
130,0,27556,Ted Potter Jr.,50.3,174,346,+2.47
130,0,29518,Brendan Steele,50.3,162,322,+1.48
133,0,29725,Tony Finau,50.4,182,361,+1.15
133,0,33667,Carlos Ortiz,50.4,211,419,+1.47
135,0,20229,Stewart Cink,50.7,209,412,+1.44
136,0,47959,Bryson DeChambeau,50.9,166,326,+0.54
137,0,27330,Josh Teater,51.0,78,153,+1.67
137,0,56278,Matthew Wolff,51.0,129,253,+2.79
139,0,39977,Max Homa,51.1,178,348,+2.64
139,0,35506,Mackenzie Hughes,51.1,192,376,+1.93
141,0,19803,Ryan Armour,51.3,123,240,+2.60
141,0,56762,Will Gordon,51.3,203,396,+2.22
141,0,27129,Luke List,51.3,221,431,+1.99
141,0,48081,Xander Schauffele,51.3,140,273,+0.50
145,0,24024,Zach Johnson,51.4,182,354,+1.59
145,0,32839,Hideki Matsuyama,51.4,189,368,+1.59
147,0,34363,Tyrrell Hatton,51.5,104,202,+1.83
148,0,40098,Matt Fitzpatrick,51.6,96,186,+0.31
148,0,25396,Kevin Na,51.6,166,322,+1.02
150,0,30926,Chris Kirk,51.8,192,371,+1.77
151,0,27095,Nick Watney,51.9,135,260,+1.04
152,0,35461,Beau Hossler,52.1,203,390,+2.51
152,0,34360,Patrick Reed,52.1,138,265,+0.43
152,0,32150,Michael Thompson,52.1,138,265,+1.96
155,0,34076,Joel Dahmen,52.2,141,270,+1.77
156,0,26476,Chez Reavie,52.3,112,214,+1.70
156,0,47128,Richy Werenski,52.3,217,415,+1.94
158,0,32662,Michael Gligic,52.6,173,329,+1.68
158,0,49960,Sepp Straka,52.6,233,443,+2.02
160,0,23983,Luke Donald,53.0,133,251,+1.28
161,0,52375,Doug Ghim,53.1,152,286,+2.30
162,0,45486,Joaquin Niemann,53.5,222,415,+0.95
163,0,28089,Jason Day,53.6,133,248,+0.90
163,0,30911,Tommy Fleetwood,53.6,118,220,+2.29
165,0,25364,Paul Casey,53.7,124,231,+0.97
166,0,24357,K.J. Choi,53.8,106,197,+2.45
167,0,48887,Matt Wallace,53.9,89,165,+3.03
168,0,35617,Martin Trainer,54.0,168,311,+2.74
169,0,34264,Hudson Swafford,54.1,177,327,+2.37
170,0,36699,Patrick Rodgers,54.2,238,439,+1.68
171,0,33204,Shane Lowry,54.3,157,289,+1.08
172,0,51894,Vince Whaley,54.4,185,340,+1.57
173,0,27141,J.B. Holmes,54.6,161,295,+1.30
173,0,24361,Pat Perez,54.6,206,377,+1.36
175,0,32791,K.H. Lee,54.7,239,437,+1.34
176,0,30925,Dustin Johnson,55.4,153,276,+1.70
177,0,35230,Nelson Ledesma,55.6,99,178,+3.13
178,0,34098,Russell Henley,55.9,174,311,-0.23
179,0,28420,Ryan Brehm,56.1,125,223,+0.88
179,0,31646,Emiliano Grillo,56.1,180,321,+1.33
179,0,01810,Phil Mickelson,56.1,179,319,+0.84
182,0,34563,Chesson Hadley,56.5,170,301,+1.71
182,0,22405,Justin Rose,56.5,109,193,+2.20
184,0,19846,Brian Gay,57.2,190,332,+3.32
184,0,29420,Billy Horschel,57.2,154,269,+1.75
186,0,26329,Louis Oosthuizen,57.5,142,247,+1.69
187,0,25493,Nick Taylor,57.9,232,401,+2.33
188,0,23325,Vaughn Taylor,58.0,152,262,+1.84
189,0,32102,Rickie Fowler,58.2,166,285,+2.47
190,0,46435,Austin Cook,58.3,180,309,+1.39
191,0,27064,Jhonattan Vegas,59.5,207,348,+0.48
192,0,27770,Camilo Villegas,59.7,224,375,+1.70
193,0,29221,Webb Simpson,60.9,137,225,-0.58
193,0,34431,Robert Streb,60.9,238,391,+1.68
