RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,28775,Nate Lashley,38.3,119,311,+2.10
2,0,46046,Scottie Scheffler,38.8,150,387,+1.93
3,0,29221,Webb Simpson,39.1,88,225,+1.48
3,0,34431,Robert Streb,39.1,153,391,+1.57
5,0,27770,Camilo Villegas,40.3,151,375,+1.19
6,0,27064,Jhonattan Vegas,40.5,141,348,+0.43
7,0,46435,Austin Cook,41.7,129,309,+2.79
8,0,32102,Rickie Fowler,41.8,119,285,+1.01
9,0,23325,Vaughn Taylor,42.0,110,262,+2.09
10,0,25493,Nick Taylor,42.1,169,401,+1.24
11,0,26329,Louis Oosthuizen,42.5,105,247,+0.86
12,0,19846,Brian Gay,42.8,142,332,+0.49
12,0,29420,Billy Horschel,42.8,115,269,+1.48
14,0,34563,Chesson Hadley,43.5,131,301,E
14,0,22405,Justin Rose,43.5,84,193,+2.74
16,0,28420,Ryan Brehm,43.9,98,223,+1.43
16,0,31646,Emiliano Grillo,43.9,141,321,+1.13
16,0,01810,Phil Mickelson,43.9,140,319,+0.79
19,0,34098,Russell Henley,44.1,137,311,+1.46
20,0,35230,Nelson Ledesma,44.4,79,178,+0.76
21,0,30925,Dustin Johnson,44.6,123,276,+0.57
22,0,32791,K.H. Lee,45.3,198,437,+1.26
23,0,27141,J.B. Holmes,45.4,134,295,+0.37
23,0,24361,Pat Perez,45.4,171,377,+0.88
25,0,51894,Vince Whaley,45.6,155,340,+1.03
26,0,33204,Shane Lowry,45.7,132,289,+0.83
27,0,36699,Patrick Rodgers,45.8,201,439,+0.95
28,0,34264,Hudson Swafford,45.9,150,327,+2.20
29,0,35617,Martin Trainer,46.0,143,311,+1.82
30,0,48887,Matt Wallace,46.1,76,165,-0.26
31,0,24357,K.J. Choi,46.2,91,197,+1.43
32,0,25364,Paul Casey,46.3,107,231,+0.37
33,0,28089,Jason Day,46.4,115,248,+0.26
33,0,30911,Tommy Fleetwood,46.4,102,220,+1.47
35,0,45486,Joaquin Niemann,46.5,193,415,+1.09
36,0,52375,Doug Ghim,46.9,134,286,+0.82
37,0,23983,Luke Donald,47.0,118,251,+2.20
38,0,32662,Michael Gligic,47.4,156,329,+1.28
38,0,49960,Sepp Straka,47.4,210,443,+2.19
40,0,26476,Chez Reavie,47.7,102,214,+2.16
40,0,47128,Richy Werenski,47.7,198,415,+2.73
42,0,34076,Joel Dahmen,47.8,129,270,+2.02
43,0,35461,Beau Hossler,47.9,187,390,+0.43
43,0,34360,Patrick Reed,47.9,127,265,+1.10
43,0,32150,Michael Thompson,47.9,127,265,+1.50
46,0,27095,Nick Watney,48.1,125,260,+1.28
47,0,30926,Chris Kirk,48.2,179,371,+0.50
48,0,40098,Matt Fitzpatrick,48.4,90,186,+0.89
48,0,25396,Kevin Na,48.4,156,322,+1.15
50,0,34363,Tyrrell Hatton,48.5,98,202,+1.53
51,0,24024,Zach Johnson,48.6,172,354,+1.86
51,0,32839,Hideki Matsuyama,48.6,179,368,+0.45
53,0,56762,Will Gordon,48.7,193,396,+1.50
53,0,27129,Luke List,48.7,210,431,+0.24
53,0,48081,Xander Schauffele,48.7,133,273,+0.98
56,0,19803,Ryan Armour,48.8,117,240,+1.37
57,0,39977,Max Homa,48.9,170,348,+1.00
57,0,35506,Mackenzie Hughes,48.9,184,376,+1.09
59,0,27330,Josh Teater,49.0,75,153,+0.80
59,0,56278,Matthew Wolff,49.0,124,253,+0.97
61,0,47959,Bryson DeChambeau,49.1,160,326,+0.81
62,0,20229,Stewart Cink,49.3,203,412,+0.74
63,0,29725,Tony Finau,49.6,179,361,+0.56
63,0,33667,Carlos Ortiz,49.6,208,419,+0.96
65,0,39975,Michael Kim,49.7,185,372,+1.08
65,0,27556,Ted Potter Jr.,49.7,172,346,+2.21
65,0,29518,Brendan Steele,49.7,160,322,+2.75
68,0,26499,Rafa Cabrera Bello,49.8,117,235,+1.37
68,0,50525,Collin Morikawa,49.8,121,243,+0.41
70,0,39997,Corey Conners,50.0,161,322,+1.43
70,0,34466,Peter Malnati,50.0,187,374,+0.37
72,0,33399,Adam Hadwin,50.2,166,331,+1.20
73,0,40042,Tyler McCumber,50.3,162,322,+2.10
73,0,33419,Cameron Tringale,50.3,217,431,+0.41
75,0,23788,D.J. Trahan,50.4,139,276,+0.36
76,0,46441,Robby Shelton,50.5,206,408,+1.21
76,0,20396,Lee Westwood,50.5,107,212,+2.06
78,0,29535,Brice Garnett,50.6,136,269,+1.69
79,0,33141,Keegan Bradley,50.7,171,337,+1.11
80,0,31557,Jim Herman,50.8,126,248,+2.06
80,0,24140,Sean O'Hair,50.8,122,240,E
80,0,22056,Cameron Percy,50.8,151,297,+1.59
80,0,49964,Aaron Wise,50.8,188,370,+1.38
84,0,36689,Brooks Koepka,50.9,141,277,+0.28
84,0,39546,Keith Mitchell,50.9,191,375,+1.41
84,0,30927,Brendon Todd,50.9,109,214,+1.38
87,0,29970,Dylan Frittelli,51.0,173,339,+2.14
87,0,32816,Satoshi Kodaira,51.0,125,245,+1.76
89,0,24781,Hunter Mahan,51.1,121,237,+1.74
90,0,39953,Chase Seiffert,51.2,132,258,+1.44
90,0,35658,Kris Ventura,51.2,154,301,+0.71
92,0,37189,Harold Varner III,51.6,212,411,+0.94
93,0,21209,Sergio Garcia,51.7,153,296,+0.72
93,0,32757,Patton Kizzire,51.7,262,507,+0.38
93,0,29908,C.T. Pan,51.7,179,346,+1.06
96,0,29478,Kevin Kisner,51.8,131,253,+2.06
97,0,47347,Adam Schenk,51.9,218,420,+0.55
98,0,30163,Henrik Norlander,52.0,170,327,+0.88
99,0,46970,Jon Rahm,52.1,135,259,+0.67
99,0,27214,Kevin Streelman,52.1,170,326,+1.76
101,0,34046,Jordan Spieth,52.2,215,412,+0.93
102,0,27974,Sung Kang,52.4,218,416,+1.47
102,0,23320,Ryan Palmer,52.4,166,317,+0.18
102,0,48119,Ben Taylor,52.4,98,187,+1.84
105,0,29926,Danny Lee,52.5,145,276,+2.28
105,0,33448,Justin Thomas,52.5,179,341,+1.51
107,0,35310,Lanto Griffin,52.6,206,392,+0.53
107,0,26758,David Hearn,52.6,101,192,+1.68
107,0,30944,Jason Kokrak,52.6,181,344,+1.49
107,0,35449,Adam Long,52.6,151,287,+2.45
111,0,34255,Joseph Bramlett,52.7,173,328,+0.12
112,0,21961,Charles Howell III,52.8,133,252,+1.50
112,0,25804,Bubba Watson,52.8,140,265,+1.07
114,0,33948,Byeong Hun An,52.9,222,420,+1.89
114,0,32618,Rhein Gibson,52.9,120,227,+1.17
116,0,47993,Denny McCarthy,53.2,217,408,+1.52
117,0,23108,Matt Kuchar,53.3,130,244,+1.15
117,0,28237,Rory McIlroy,53.3,162,304,+0.43
117,0,34256,Andrew Putnam,53.3,200,375,+1.15
117,0,35891,Cameron Smith,53.3,171,321,+0.94
121,0,28679,Fabián Gómez,53.4,86,161,+2.79
122,0,23623,Bo Van Pelt,53.5,153,286,+1.50
123,0,24502,Adam Scott,53.7,154,287,+2.79
124,0,27554,Scott Harrington,53.8,185,344,+1.78
125,0,25900,Lucas Glover,54.0,195,361,+1.69
125,0,32448,James Hahn,54.0,154,285,+0.84
125,0,26331,Charl Schwartzel,54.0,216,400,+0.60
128,0,48045,Michael Gellerman,54.1,73,135,+0.27
128,0,33122,Russell Knox,54.1,196,362,+2.60
130,0,51766,Wyndham Clark,54.2,249,459,+0.84
130,0,31560,Brian Stuard,54.2,166,306,+0.54
130,0,47483,Will Zalatoris,54.2,186,343,+1.02
133,0,45609,Tyler Duncan,54.3,165,304,+1.52
133,0,48822,Sebastián Muñoz,54.3,209,385,+1.15
135,0,53165,Doc Redman,54.4,173,318,+2.14
136,0,25686,Jason Dufner,54.9,195,355,+2.41
137,0,31420,Anirban Lahiri,55.0,164,298,+0.12
137,0,33413,Ben Martin,55.0,82,149,+0.73
139,0,27644,Brian Harman,55.1,177,321,+1.41
140,0,33120,Mark Anderson,55.2,90,163,+0.44
140,0,35450,Patrick Cantlay,55.2,159,288,-0.13
140,0,32333,Kevin Tway,55.2,176,319,+0.11
143,0,46550,Brandon Hagy,55.3,208,376,+1.20
144,0,34314,Sebastian Cappelen,55.4,134,242,+1.34
144,0,46717,Viktor Hovland,55.4,168,303,+0.65
144,0,34213,Grayson Murray,55.4,134,242,+2.91
147,0,33597,Harry Higgs,55.5,231,416,+0.87
148,0,33404,Chris Baker,55.6,80,144,+1.13
148,0,37275,Sam Ryder,55.6,190,342,+2.00
148,0,33486,Roger Sloan,55.6,170,306,+1.29
151,0,32254,Xinjun Zhang,55.7,160,287,+1.00
152,0,32139,Danny Willett,56.0,79,141,+0.63
153,0,27649,Brandt Snedeker,56.2,195,347,+0.97
154,0,34174,John Huh,56.4,127,225,+1.10
155,0,52372,Cameron Champ,56.6,175,309,+3.20
156,0,39971,Sungjae Im,56.7,236,416,+0.59
157,0,12716,Charley Hoffman,56.8,237,417,+0.93
158,0,34099,Harris English,57.0,180,316,+1.17
159,0,35104,Tom Lewis,57.1,217,380,+1.24
160,0,32640,Troy Merritt,57.3,203,354,+1.67
161,0,30110,Kyle Stanley,57.4,190,331,+1.32
162,0,35532,Tom Hoge,57.5,230,400,+1.43
163,0,26300,Matt Jones,57.7,259,449,+1.27
163,0,24138,Ian Poulter,57.7,127,220,+1.65
165,0,46402,Talor Gooch,58.1,254,437,+1.18
165,0,36801,Mark Hubbard,58.1,211,363,+1.56
167,0,47504,Sam Burns,58.2,220,378,-0.32
168,0,32070,Rafael Campos,58.3,133,228,+2.56
169,0,33490,Bo Hoag,58.5,203,347,+0.20
169,0,49766,Hank Lebioda,58.5,166,284,+1.02
171,0,27942,Rob Oppenheim,58.6,163,278,+1.23
171,0,31323,Gary Woodland,58.6,173,295,+2.31
173,0,40006,Erik van Rooyen,58.7,175,298,+0.63
174,0,45157,Cam Davis,58.9,301,511,+1.86
175,0,29479,Scott Brown,59.1,194,328,+0.52
176,0,29268,Bronson Burgoon,59.2,174,294,+1.38
177,0,33410,Andrew Landry,59.3,162,273,+2.35
178,0,37455,Si Woo Kim,59.8,229,383,+0.22
179,0,25632,Jimmy Walker,60.3,234,388,+0.98
180,0,49771,J.T. Poston,60.4,246,407,+1.50
181,0,40026,Daniel Berger,60.8,166,273,+0.48
181,0,26851,Marc Leishman,60.8,180,296,+0.22
183,0,24924,Bill Haas,60.9,112,184,+0.80
184,0,23621,Rory Sabbatini,61.6,191,310,+1.73
185,0,25818,Scott Piercy,61.7,216,350,+0.93
185,0,30692,Scott Stallings,61.7,221,358,+0.50
187,0,46442,Maverick McNealy,62.0,207,334,+1.79
187,0,28252,Seamus Power,62.0,127,205,+0.16
189,0,29974,Branden Grace,62.3,207,332,+1.88
190,0,27936,Martin Laird,62.4,176,282,+1.88
191,0,45526,Abraham Ancer,63.3,159,251,+0.31
192,0,36871,Matthew NeSmith,63.6,232,365,+1.77
193,0,49298,Kramer Hickok,63.9,147,230,+1.63
194,0,39324,J.J. Spaun,65.1,138,212,+1.45
195,0,22371,Aaron Baddeley,65.3,132,202,+1.29
196,0,27349,Alex Noren,66.8,243,364,+2.67
