RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,30927,Brendon Todd,75.15,747,994,-0.18
2,0,26476,Chez Reavie,74.50,739,992,-0.16
3,0,31560,Brian Stuard,73.67,901,1223,-0.15
4,0,19803,Ryan Armour,73.39,684,932,-0.18
5,0,45526,Abraham Ancer,71.04,802,1129,-0.22
6,0,29535,Brice Garnett,70.80,679,959,-0.17
7,0,52375,Doug Ghim,70.29,705,1003,-0.20
8,0,32816,Satoshi Kodaira,70.21,601,856,-0.16
9,0,26758,David Hearn,69.64,445,639,-0.14
10,0,50525,Collin Morikawa,69.37,641,924,-0.26
11,0,49298,Kramer Hickok,69.08,534,773,-0.16
12,0,23325,Vaughn Taylor,69.03,593,859,-0.17
13,0,27936,Martin Laird,68.88,664,964,-0.17
14,0,39997,Corey Conners,68.79,800,1163,-0.21
15,0,39971,Sungjae Im,68.77,1079,1569,-0.22
16,0,39324,J.J. Spaun,68.32,496,726,-0.11
17,0,34076,Joel Dahmen,68.27,626,917,-0.15
18,0,36801,Mark Hubbard,68.21,841,1233,-0.16
19,0,29478,Kevin Kisner,68.16,655,961,-0.20
20,0,40098,Matt Fitzpatrick,67.93,500,736,-0.17
21,0,48045,Michael Gellerman,67.74,294,434,-0.14
22,0,32150,Michael Thompson,67.58,640,947,-0.17
23,0,30163,Henrik Norlander,67.31,700,1040,-0.16
24,0,35449,Adam Long,67.11,659,982,-0.15
25,0,34098,Russell Henley,67.07,723,1078,-0.22
26,0,33413,Ben Martin,66.95,316,472,-0.16
27,0,45609,Tyler Duncan,66.92,704,1052,-0.14
28,0,30110,Kyle Stanley,66.83,689,1031,-0.12
29,0,24357,K.J. Choi,66.72,399,598,-0.07
30,0,27644,Brian Harman,66.61,786,1180,-0.24
31,0,27330,Josh Teater,66.59,307,461,-0.20
32,0,31557,Jim Herman,66.50,544,818,-0.18
33,0,33410,Andrew Landry,66.47,563,847,-0.13
34,0,33122,Russell Knox,66.40,735,1107,-0.21
35,0,29221,Webb Simpson,66.27,564,851,-0.25
35,0,27214,Kevin Streelman,66.27,772,1165,-0.22
37,0,39953,Chase Seiffert,66.03,515,780,-0.16
38,0,32448,James Hahn,65.89,568,862,-0.18
39,0,25396,Kevin Na,65.84,713,1083,-0.25
40,0,33404,Chris Baker,65.66,348,530,-0.10
41,0,23108,Matt Kuchar,65.65,537,818,-0.20
42,0,33141,Keegan Bradley,65.58,705,1075,-0.21
43,0,29420,Billy Horschel,65.56,632,964,-0.22
44,0,40026,Daniel Berger,65.55,666,1016,-0.23
45,0,53165,Doc Redman,65.37,621,950,-0.16
46,0,34174,John Huh,65.30,461,706,-0.11
47,0,33120,Mark Anderson,65.13,310,476,-0.20
48,0,31646,Emiliano Grillo,65.07,624,959,-0.21
49,0,36871,Matthew NeSmith,65.04,718,1104,-0.19
50,0,33490,Bo Hoag,64.97,677,1042,-0.16
51,0,46435,Austin Cook,64.82,584,901,-0.19
52,0,24138,Ian Poulter,64.74,494,763,-0.18
53,0,25686,Jason Dufner,64.65,664,1027,-0.15
54,0,24361,Pat Perez,64.38,694,1078,-0.20
55,0,35532,Tom Hoge,64.33,781,1214,-0.17
56,0,26499,Rafa Cabrera Bello,64.11,536,836,-0.15
57,0,25900,Lucas Glover,64.09,721,1125,-0.17
58,0,34099,Harris English,64.04,698,1090,-0.24
59,0,34264,Hudson Swafford,63.63,586,921,-0.21
60,0,33399,Adam Hadwin,63.54,697,1097,-0.16
61,0,25493,Nick Taylor,63.49,732,1153,-0.22
62,0,32791,K.H. Lee,63.47,820,1292,-0.17
63,0,27942,Rob Oppenheim,63.45,493,777,-0.20
64,0,30926,Chris Kirk,63.33,658,1039,-0.22
65,0,28252,Seamus Power,63.29,369,583,-0.26
66,0,22056,Cameron Percy,63.27,527,833,-0.17
67,0,46717,Viktor Hovland,63.22,612,968,-0.25
68,0,34360,Patrick Reed,63.20,577,913,-0.26
69,0,32102,Rickie Fowler,63.02,564,895,-0.18
70,0,33486,Roger Sloan,63.00,538,854,-0.23
71,0,48822,Sebastián Muñoz,62.74,778,1240,-0.21
72,0,25364,Paul Casey,62.63,501,800,-0.24
73,0,29518,Brendan Steele,62.62,583,931,-0.19
74,0,34363,Tyrrell Hatton,62.60,405,647,-0.26
75,0,46970,Jon Rahm,62.53,559,894,-0.33
76,0,46046,Scottie Scheffler,62.49,728,1165,-0.26
77,0,27649,Brandt Snedeker,62.45,622,996,-0.19
78,0,32839,Hideki Matsuyama,62.40,727,1165,-0.23
78,0,26329,Louis Oosthuizen,62.40,521,835,-0.28
80,0,29479,Scott Brown,62.09,547,881,-0.16
81,0,37455,Si Woo Kim,62.08,717,1155,-0.22
82,0,28089,Jason Day,62.03,477,769,-0.20
83,0,35230,Nelson Ledesma,61.95,298,481,-0.19
84,0,20396,Lee Westwood,61.81,437,707,-0.21
85,0,47993,Denny McCarthy,61.78,682,1104,-0.17
86,0,40006,Erik van Rooyen,61.62,578,938,-0.24
87,0,32640,Troy Merritt,61.59,683,1109,-0.18
88,0,34256,Andrew Putnam,61.52,633,1029,-0.17
88,0,23621,Rory Sabbatini,61.52,574,933,-0.20
90,0,24024,Zach Johnson,61.44,647,1053,-0.18
91,0,21209,Sergio Garcia,61.34,584,952,-0.23
92,0,33419,Cameron Tringale,61.25,694,1133,-0.25
93,0,30944,Jason Kokrak,61.22,644,1052,-0.25
94,0,46442,Maverick McNealy,61.18,561,917,-0.20
95,0,47347,Adam Schenk,61.09,675,1105,-0.19
