RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,28252,Seamus Power,-.135
2,0,34255,Joseph Bramlett,-.112
3,0,33490,Bo Hoag,-.102
4,0,28237,Rory McIlroy,-.094
4,0,32333,Kevin Tway,-.094
6,0,47504,Sam Burns,-.090
7,0,34563,Chesson Hadley,-.083
7,0,26329,Louis Oosthuizen,-.083
9,0,29479,Scott Brown,-.074
10,0,33120,Mark Anderson,-.071
10,0,27141,J.B. Holmes,-.071
12,0,30692,Scott Stallings,-.063
13,0,23320,Ryan Palmer,-.058
13,0,27330,Josh Teater,-.058
15,0,32757,Patton Kizzire,-.054
16,0,35450,Patrick Cantlay,-.048
17,0,32839,Hideki Matsuyama,-.045
18,0,28420,Ryan Brehm,-.042
19,0,23788,D.J. Trahan,-.040
20,0,31420,Anirban Lahiri,-.039
21,0,33413,Ben Martin,-.033
22,0,27129,Luke List,-.032
23,0,40026,Daniel Berger,-.027
24,0,24924,Bill Haas,-.026
25,0,47959,Bryson DeChambeau,-.025
25,0,32618,Rhein Gibson,-.025
27,0,22371,Aaron Baddeley,-.022
27,0,33597,Harry Higgs,-.022
29,0,24140,Sean O'Hair,-.021
30,0,36689,Brooks Koepka,-.018
30,0,27064,Jhonattan Vegas,-.018
32,0,01810,Phil Mickelson,-.017
32,0,46970,Jon Rahm,-.017
34,0,30926,Chris Kirk,-.015
35,0,26331,Charl Schwartzel,-.012
36,0,19846,Brian Gay,-.010
37,0,51766,Wyndham Clark,-.009
38,0,35461,Beau Hossler,-.007
39,0,29725,Tony Finau,-.006
39,0,33448,Justin Thomas,-.006
41,0,40098,Matt Fitzpatrick,E
41,0,48045,Michael Gellerman,E
41,0,48081,Xander Schauffele,E
41,0,33419,Cameron Tringale,E
41,0,51894,Vince Whaley,E
41,0,56278,Matthew Wolff,E
47,0,32791,K.H. Lee,+.006
47,0,25818,Scott Piercy,+.006
49,0,34099,Harris English,+.007
50,0,27942,Rob Oppenheim,+.008
51,0,25364,Paul Casey,+.011
51,0,28089,Jason Day,+.011
51,0,35310,Lanto Griffin,+.011
51,0,12716,Charley Hoffman,+.011
55,0,47347,Adam Schenk,+.013
56,0,39971,Sungjae Im,+.014
56,0,35891,Cameron Smith,+.014
