RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,33404,Chris Baker,21' 8",6911.000,319
2,0,34046,Jordan Spieth,22' 5",11033.167,492
3,0,25686,Jason Dufner,22' 10",14881.417,652
4,0,32662,Michael Gligic,23' 0",11054.500,480
4,0,32791,K.H. Lee,23' 0",18103.750,787
6,0,27644,Brian Harman,23' 1",16400.250,710
7,0,34076,Joel Dahmen,23' 2",13824.000,597
7,0,25900,Lucas Glover,23' 2",15798.833,681
9,0,32640,Troy Merritt,23' 5",14627.250,625
10,0,49298,Kramer Hickok,23' 6",12228.333,521
11,0,39997,Corey Conners,23' 7",17842.583,756
11,0,34174,John Huh,23' 7",10291.833,436
11,0,30110,Kyle Stanley,23' 7",16009.333,680
14,0,33597,Harry Higgs,23' 8",13904.917,587
15,0,22056,Cameron Percy,23' 9",12375.167,521
15,0,49771,J.T. Poston,23' 9",13426.417,565
17,0,46435,Austin Cook,23' 10",13608.083,571
17,0,27556,Ted Potter Jr.,23' 10",10495.917,440
17,0,27649,Brandt Snedeker,23' 10",14300.083,600
20,0,31646,Emiliano Grillo,23' 11",14642.333,612
20,0,27214,Kevin Streelman,23' 11",17361.583,727
20,0,27770,Camilo Villegas,23' 11",12120.583,506
23,0,24357,K.J. Choi,24' 0",9613.417,400
23,0,33490,Bo Hoag,24' 0",15590.333,650
23,0,30926,Chris Kirk,24' 0",15481.917,646
23,0,30163,Henrik Norlander,24' 0",16418.667,684
27,0,31560,Brian Stuard,24' 1",20974.333,871
28,0,35532,Tom Hoge,24' 2",17687.417,733
28,0,33122,Russell Knox,24' 2",17507.667,724
28,0,27349,Alex Noren,24' 2",13876.750,574
28,0,46441,Robby Shelton,24' 2",12422.250,514
32,0,19803,Ryan Armour,24' 3",16286.250,672
32,0,33399,Adam Hadwin,24' 3",15251.833,630
32,0,31323,Gary Woodland,24' 3",9516.417,392
35,0,01810,Phil Mickelson,24' 4",9750.000,401
35,0,23320,Ryan Palmer,24' 4",12722.667,522
35,0,23621,Rory Sabbatini,24' 4",13344.917,549
38,0,45609,Tyler Duncan,24' 5",16340.417,670
38,0,12716,Charley Hoffman,24' 5",14254.500,583
38,0,36801,Mark Hubbard,24' 5",20004.667,818
38,0,39971,Sungjae Im,24' 5",24285.417,995
38,0,53165,Doc Redman,24' 5",14901.250,610
38,0,29518,Brendan Steele,24' 5",13516.750,553
38,0,51894,Vince Whaley,24' 5",10635.500,435
45,0,29479,Scott Brown,24' 6",13020.583,532
45,0,40098,Matt Fitzpatrick,24' 6",10856.250,443
45,0,31420,Anirban Lahiri,24' 6",10570.333,432
45,0,37275,Sam Ryder,24' 6",13513.417,551
45,0,32150,Michael Thompson,24' 6",14788.500,603
50,0,48045,Michael Gellerman,24' 7",7099.333,289
50,0,52375,Doug Ghim,24' 7",17180.167,698
50,0,29420,Billy Horschel,24' 7",14354.833,583
50,0,28237,Rory McIlroy,24' 7",10258.667,418
50,0,36871,Matthew NeSmith,24' 7",17265.917,703
50,0,49964,Aaron Wise,24' 7",13643.750,555
56,0,45526,Abraham Ancer,24' 8",18606.000,754
56,0,32448,James Hahn,24' 8",13661.417,553
56,0,24024,Zach Johnson,24' 8",14551.750,590
56,0,37455,Si Woo Kim,24' 8",16112.333,653
56,0,27129,Luke List,24' 8",13928.000,564
56,0,26329,Louis Oosthuizen,24' 8",11160.417,452
56,0,39953,Chase Seiffert,24' 8",12493.750,507
63,0,33120,Mark Anderson,24' 9",7521.333,304
63,0,27141,J.B. Holmes,24' 9",6809.583,275
63,0,23108,Matt Kuchar,24' 9",12374.833,500
63,0,28775,Nate Lashley,24' 9",12087.917,489
63,0,26476,Chez Reavie,24' 9",16761.667,677
63,0,22405,Justin Rose,24' 9",7655.917,309
63,0,33419,Cameron Tringale,24' 9",16654.417,674
63,0,37189,Harold Varner III,24' 9",15804.167,639
63,0,27095,Nick Watney,24' 9",7534.917,304
