RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,30927,Brendon Todd,75.25,906,1204
2,0,26476,Chez Reavie,74.11,870,1174
3,0,31560,Brian Stuard,73.31,1063,1450
4,0,19803,Ryan Armour,72.79,792,1088
5,0,45526,Abraham Ancer,71.05,972,1368
6,0,29535,Brice Garnett,70.72,908,1284
7,0,39997,Corey Conners,70.15,1013,1444
8,0,26758,David Hearn,69.96,624,892
9,0,32816,Satoshi Kodaira,69.64,734,1054
10,0,50525,Collin Morikawa,69.60,760,1092
11,0,39971,Sungjae Im,69.12,1175,1700
12,0,39324,J.J. Spaun,68.99,694,1006
13,0,27936,Martin Laird,68.84,771,1120
14,0,49298,Kramer Hickok,68.58,657,958
15,0,52375,Doug Ghim,68.55,824,1202
16,0,32150,Michael Thompson,68.41,706,1032
17,0,40098,Matt Fitzpatrick,68.37,629,920
18,0,27330,Josh Teater,68.01,457,672
19,0,36801,Mark Hubbard,67.84,905,1334
20,0,23325,Vaughn Taylor,67.68,735,1086
21,0,29478,Kevin Kisner,67.61,737,1090
22,0,34076,Joel Dahmen,67.57,773,1144
23,0,45609,Tyler Duncan,67.52,844,1250
24,0,35449,Adam Long,67.41,786,1166
25,0,30163,Henrik Norlander,67.09,785,1170
26,0,29221,Webb Simpson,67.08,695,1036
27,0,34098,Russell Henley,67.07,782,1166
28,0,24357,K.J. Choi,66.94,486,726
28,0,32448,James Hahn,66.94,652,974
30,0,27644,Brian Harman,66.88,931,1392
31,0,33413,Ben Martin,66.86,468,700
32,0,31557,Jim Herman,66.78,613,918
33,0,33410,Andrew Landry,66.74,614,920
34,0,30110,Kyle Stanley,66.72,838,1256
35,0,25396,Kevin Na,66.56,808,1214
36,0,24138,Ian Poulter,66.33,666,1004
37,0,27214,Kevin Streelman,66.32,886,1336
38,0,33122,Russell Knox,66.17,847,1280
39,0,33404,Chris Baker,66.14,500,756
40,0,23108,Matt Kuchar,66.09,608,920
41,0,48045,Michael Gellerman,65.96,434,658
42,0,29420,Billy Horschel,65.70,791,1204
43,0,34174,John Huh,65.63,529,806
44,0,40026,Daniel Berger,65.48,770,1176
