RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
45,0,34466,Peter Malnati,44.4,196,441,+1.58
45,0,29484,Peter Uihlein,44.4,169,381,+0.47
47,0,33413,Ben Martin,44.6,129,289,+1.86
47,0,25804,Bubba Watson,44.6,165,370,+0.36
49,0,20572,Rod Pampling,44.8,100,223,+2.40
50,0,27895,Jonas Blixt,44.9,120,267,+0.92
51,0,39954,Cody Gribble,45.0,149,331,+2.01
51,0,24781,Hunter Mahan,45.0,113,251,+0.71
51,0,26331,Charl Schwartzel,45.0,104,231,+0.67
54,0,35376,Roberto Díaz,45.1,128,284,+2.42
54,0,37455,Si Woo Kim,45.1,180,399,+1.78
54,0,30944,Jason Kokrak,45.1,222,492,+1.35
54,0,27963,Chris Stroud,45.1,137,304,+1.97
58,0,27064,Jhonattan Vegas,45.3,155,342,+0.65
59,0,20593,Greg Chalmers,45.4,104,229,+1.44
59,0,33418,Shawn Stefani,45.4,158,348,+1.27
61,0,33122,Russell Knox,45.5,141,310,+1.06
62,0,29223,Sam Saunders,45.7,165,361,+1.39
63,0,35506,Mackenzie Hughes,45.8,163,356,+1.60
63,0,27974,Sung Kang,45.8,175,382,+3.71
65,0,34256,Andrew Putnam,46.1,193,419,+0.47
66,0,25572,Graeme McDowell,46.3,101,218,+0.59
67,0,29535,Brice Garnett,46.4,192,414,+2.14
67,0,35421,Brandon Harkins,46.4,240,517,+1.92
67,0,46970,Jon Rahm,46.4,115,248,+1.04
70,0,39328,Conrad Shindler,46.5,93,200,+2.15
71,0,31202,William McGirt,46.7,190,407,+0.95
71,0,33448,Justin Thomas,46.7,168,360,-0.36
73,0,37189,Harold Varner III,46.8,189,404,+1.53
74,0,32640,Troy Merritt,46.9,169,360,+1.36
74,0,22582,Kyle Thompson,46.9,90,192,+2.33
76,0,47125,Matt Atkins,47.2,110,233,+1.73
76,0,19846,Brian Gay,47.2,168,356,+2.08
78,0,31323,Gary Woodland,47.3,148,313,+0.34
79,0,25632,Jimmy Walker,47.4,176,371,+2.05
79,0,32254,Xinjun Zhang,47.4,127,268,+2.36
81,0,24358,Robert Garrigus,47.5,190,400,+1.68
82,0,21961,Charles Howell III,47.6,176,370,+0.57
82,0,26300,Matt Jones,47.6,118,248,+1.36
84,0,35310,Lanto Griffin,47.7,169,354,+1.12
84,0,31646,Emiliano Grillo,47.7,137,287,+1.90
84,0,29926,Danny Lee,47.7,168,352,+1.49
84,0,26951,Johnson Wagner,47.7,127,266,+0.87
88,0,22405,Justin Rose,47.8,107,224,+0.47
89,0,26499,Rafa Cabrera Bello,47.9,91,190,+1.98
90,0,26329,Louis Oosthuizen,48.0,95,198,+2.21
91,0,29908,C.T. Pan,48.1,167,347,+1.98
91,0,39324,J.J. Spaun,48.1,151,314,+1.59
91,0,34264,Hudson Swafford,48.1,117,243,+0.85
94,0,32757,Patton Kizzire,48.2,224,465,+1.12
95,0,34046,Jordan Spieth,48.3,154,319,+0.45
96,0,28089,Jason Day,48.4,135,279,+1.56
96,0,29725,Tony Finau,48.4,222,459,+1.04
96,0,25493,Nick Taylor,48.4,195,403,+1.18
99,0,35461,Beau Hossler,48.5,223,460,+1.39
100,0,24846,Ricky Barnes,48.6,154,317,+1.82
100,0,35532,Tom Hoge,48.6,203,418,+1.18
102,0,29479,Scott Brown,48.7,211,433,+1.94
102,0,30925,Dustin Johnson,48.7,150,308,+0.33
102,0,32333,Kevin Tway,48.7,269,552,+1.34
105,0,29461,Jamie Lovemark,48.8,225,461,+1.20
105,0,47347,Adam Schenk,48.8,184,377,+1.30
107,0,23320,Ryan Palmer,48.9,161,329,+2.48
107,0,34358,Jonathan Randolph,48.9,150,307,+1.73
109,0,34174,John Huh,49.0,197,402,+1.62
109,0,36799,Stephan Jaeger,49.0,179,365,+0.73
111,0,34098,Russell Henley,49.1,113,230,+1.86
111,0,32816,Satoshi Kodaira,49.1,86,175,+4.53
113,0,35450,Patrick Cantlay,49.3,147,298,+1.02
113,0,24140,Sean O'Hair,49.3,151,306,+1.79
115,0,24925,Jonathan Byrd,49.4,131,265,+1.30
115,0,25364,Paul Casey,49.4,115,233,+0.78
115,0,34021,Bud Cauley,49.4,114,231,+1.84
118,0,23541,Ben Crane,49.5,106,214,+2.55
118,0,10809,Jim Furyk,49.5,91,184,+1.21
118,0,26476,Chez Reavie,49.5,110,222,+2.00
121,0,26758,David Hearn,49.6,116,234,+1.90
121,0,28132,Tyrone Van Aswegen,49.6,244,492,+1.89
123,0,19803,Ryan Armour,49.7,168,338,+1.31
123,0,28500,Martin Flores,49.7,218,439,+1.97
123,0,49771,J.T. Poston,49.7,151,304,+1.52
126,0,28775,Nate Lashley,50.0,96,192,+1.77
126,0,32839,Hideki Matsuyama,50.0,137,274,+1.75
128,0,31420,Anirban Lahiri,50.1,181,361,+1.88
128,0,25396,Kevin Na,50.1,177,353,+1.86
130,0,27129,Luke List,50.2,226,450,+1.46
130,0,08793,Tiger Woods,50.2,150,299,+0.93
132,0,47959,Bryson DeChambeau,50.6,176,348,+0.34
133,0,28679,Fabián Gómez,50.7,180,355,+1.67
133,0,29420,Billy Horschel,50.7,170,335,E
135,0,46601,Trey Mullinax,50.8,166,327,+0.54
135,0,39327,Ben Silverman,50.8,180,354,+2.39
135,0,25834,Daniel Summerhays,50.8,121,238,+3.22
138,0,30911,Tommy Fleetwood,50.9,119,234,+2.52
138,0,35891,Cameron Smith,50.9,177,348,+0.68
138,0,31560,Brian Stuard,50.9,174,342,+1.49
141,0,24361,Pat Perez,51.1,119,233,+1.01
141,0,33419,Cameron Tringale,51.1,166,325,+2.59
143,0,12510,Chad Campbell,51.2,173,338,+1.33
144,0,34409,David Lingmerth,52.0,154,296,+1.75
145,0,20157,Retief Goosen,52.1,125,240,+2.00
145,0,27556,Ted Potter Jr.,52.1,176,338,+0.97
147,0,35879,Kelly Kraft,52.2,180,345,+2.56
147,0,47128,Richy Werenski,52.2,181,347,+2.10
149,0,25240,D.A. Points,52.3,139,266,+3.31
150,0,23325,Vaughn Taylor,52.4,165,315,+2.24
150,0,27095,Nick Watney,52.4,233,445,+0.99
152,0,33204,Shane Lowry,52.5,137,261,+1.61
153,0,25686,Jason Dufner,52.6,122,232,+0.74
154,0,37338,Zecheng Dou,52.8,115,218,+2.00
155,0,34213,Grayson Murray,53.0,184,347,+2.88
156,0,34099,Harris English,53.2,197,370,+1.88
156,0,34563,Chesson Hadley,53.2,243,457,+1.40
156,0,37454,Whee Kim,53.2,208,391,+1.92
156,0,46501,Ollie Schniederjans,53.2,267,502,+1.09
160,0,32876,Martin Piller,53.3,201,377,+2.49
161,0,36689,Brooks Koepka,53.4,151,283,+1.19
161,0,29221,Webb Simpson,53.4,214,401,+0.93
163,0,47993,Denny McCarthy,53.6,125,233,+1.60
164,0,46435,Austin Cook,53.8,217,403,+1.11
164,0,27141,J.B. Holmes,53.8,203,377,+0.20
164,0,29518,Brendan Steele,53.8,140,260,+1.79
167,0,27649,Brandt Snedeker,54.0,190,352,+0.95
168,0,29478,Kevin Kisner,54.2,154,284,+1.75
169,0,23353,J.J. Henry,54.3,157,289,+1.97
170,0,30978,Kiradech Aphibarnrat,54.4,74,136,+1.62
171,0,22371,Aaron Baddeley,54.6,239,438,+0.71
172,0,22056,Cameron Percy,54.8,120,219,+0.75
173,0,27644,Brian Harman,55.2,170,308,+1.76
174,0,33141,Keegan Bradley,55.3,184,333,+2.23
175,0,21528,Henrik Stenson,55.5,71,128,+0.56
176,0,24024,Zach Johnson,55.8,182,326,+1.04
176,0,39546,Keith Mitchell,55.8,261,468,+1.34
178,0,35544,Andrew Yun,55.9,127,227,+2.13
179,0,20472,Alex Cejka,56.2,149,265,+1.34
180,0,32366,Kevin Chappell,56.3,166,295,+1.63
181,0,28252,Seamus Power,56.5,218,386,+0.32
182,0,36699,Patrick Rodgers,56.6,209,369,+2.34
183,0,30926,Chris Kirk,56.7,264,466,+1.25
183,0,29485,Brett Stegmaier,56.7,148,261,+1.96
185,0,28307,Matt Every,57.6,215,373,+2.60
186,0,27958,Ryan Blaum,57.8,201,348,+1.99
187,0,01810,Phil Mickelson,58.7,252,429,+1.07
188,0,23108,Matt Kuchar,59.5,181,304,+0.17
189,0,35545,Blayne Barber,59.6,168,282,+1.61
190,0,48084,Wesley Bryan,61.0,197,323,+1.22
191,0,32150,Michael Thompson,61.8,162,262,+2.78
192,0,34431,Robert Streb,63.1,241,382,+1.58
193,0,29222,Billy Hurley III,70.0,222,317,+2.61
