RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,25818,Scott Piercy,34.2,104,304,+1.63
2,0,27936,Martin Laird,34.7,103,297,+2.23
3,0,12716,Charley Hoffman,36.9,132,358,+0.30
4,0,27349,Alex Noren,37.3,87,233,+1.49
5,0,26596,Ryan Moore,37.6,91,242,+0.99
6,0,33410,Andrew Landry,37.9,133,351,+2.63
7,0,40058,Zac Blair,38.3,95,248,+1.26
7,0,29974,Branden Grace,38.3,82,214,+1.83
9,0,39975,Michael Kim,38.4,128,333,+2.03
10,0,24138,Ian Poulter,39.1,86,220,+0.58
11,0,24924,Bill Haas,39.5,147,372,+0.75
12,0,25900,Lucas Glover,40.2,90,224,+1.56
12,0,34363,Tyrrell Hatton,40.2,78,194,+1.67
14,0,27214,Kevin Streelman,40.5,138,341,+0.94
15,0,29268,Bronson Burgoon,40.7,112,275,+1.88
16,0,25892,Steve Wheatcroft,41.1,81,197,+1.85
17,0,50526,Tom Lovelady,41.2,170,413,+0.88
18,0,32102,Rickie Fowler,41.4,109,263,+0.18
19,0,45526,Abraham Ancer,41.5,170,410,+0.59
19,0,39997,Corey Conners,41.5,165,398,+1.03
19,0,37278,Nicholas Lindheim,41.5,136,328,+2.28
19,0,37275,Sam Ryder,41.5,131,316,+2.37
23,0,24502,Adam Scott,41.8,114,273,+1.32
24,0,30692,Scott Stallings,41.9,188,449,+0.90
24,0,47287,Ethan Tracy,41.9,124,296,+1.61
26,0,48081,Xander Schauffele,42.0,150,357,+1.53
27,0,45609,Tyler Duncan,42.1,149,354,+2.01
27,0,26851,Marc Leishman,42.1,150,356,+2.87
29,0,27942,Rob Oppenheim,42.7,138,323,+1.09
30,0,40026,Daniel Berger,42.8,115,269,+1.22
31,0,25198,Francesco Molinari,43.0,102,237,+2.35
32,0,28237,Rory McIlroy,43.1,122,283,+1.23
33,0,20229,Stewart Cink,43.2,163,377,+0.92
34,0,46402,Talor Gooch,43.4,158,364,+1.71
34,0,23621,Rory Sabbatini,43.4,172,396,+0.52
36,0,34360,Patrick Reed,43.5,151,347,+0.99
37,0,33399,Adam Hadwin,43.7,124,284,+2.18
38,0,40009,Dominic Bozzelli,43.8,156,356,+1.35
38,0,30110,Kyle Stanley,43.8,105,240,+1.14
40,0,33948,Byeong Hun An,44.0,159,361,+1.70
40,0,32448,James Hahn,44.0,142,323,+1.34
42,0,34076,Joel Dahmen,44.1,146,331,+0.14
42,0,31416,Derek Fathauer,44.1,191,433,+2.30
42,0,49964,Aaron Wise,44.1,163,370,+2.88
