RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,47993,Denny McCarthy,163.6,1849173.000,314
2,0,29289,S.Y. Noh,164.1,1051543.000,178
3,0,39953,Chase Seiffert,164.2,732939.000,124
4,0,30927,Brendon Todd,164.3,1579016.000,267
5,0,31560,Brian Stuard,164.8,1240095.000,209
6,0,24024,Zach Johnson,165.5,1108004.000,186
7,0,47483,Will Zalatoris,166.2,1537605.000,257
8,0,19803,Ryan Armour,166.7,726221.000,121
9,0,35110,Brett Drewitt,167.1,818111.000,136
10,0,27095,Nick Watney,167.3,1252398.000,208
11,0,22405,Justin Rose,167.9,888269.000,147
12,0,20229,Stewart Cink,168.2,1519759.000,251
12,0,23325,Vaughn Taylor,168.2,908025.000,150
14,0,23983,Luke Donald,169.0,1204407.000,198
15,0,25686,Jason Dufner,169.6,757227.000,124
15,0,47529,Mito Pereira,169.6,1789244.000,293
17,0,25900,Lucas Glover,169.8,1906904.000,312
18,0,22056,Cameron Percy,170.0,740451.000,121
19,0,29478,Kevin Kisner,171.1,1336295.000,217
19,0,40250,Taylor Pendrith,171.1,1472072.000,239
21,0,28114,Dawie van der Walt,171.2,1059881.000,172
22,0,46435,Austin Cook,171.3,1184110.000,192
23,0,36326,David Lipsky,171.7,1656233.000,268
24,0,51950,Max McGreevy,171.8,1162678.000,188
25,0,34563,Chesson Hadley,171.9,1552994.000,251
26,0,24980,Scott Gutschewski,172.0,885396.000,143
27,0,32640,Troy Merritt,172.1,1691075.000,273
27,0,53165,Doc Redman,172.1,1412706.000,228
27,0,46340,Alex Smalley,172.1,1691548.000,273
30,0,39997,Corey Conners,172.3,1767967.000,285
30,0,31557,Jim Herman,172.3,806465.000,130
32,0,33122,Russell Knox,172.4,1551280.000,250
32,0,29221,Webb Simpson,172.4,1278745.000,206
32,0,35617,Martin Trainer,172.4,1390443.000,224
32,0,27770,Camilo Villegas,172.4,1073700.000,173
36,0,29974,Branden Grace,172.5,918930.000,148
36,0,30692,Scott Stallings,172.5,2055667.000,331
38,0,45522,Christiaan Bezuidenhout,172.6,1242906.000,200
38,0,39436,Joshua Creel,172.6,776568.000,125
40,0,24924,Bill Haas,172.7,1430090.000,230
40,0,24138,Ian Poulter,172.7,820752.000,132
42,0,36884,Ben Kohles,172.8,1107318.000,178
43,0,34610,Matthias Schwab,173.1,1259030.000,202
43,0,57366,Cameron Young,173.1,1975554.000,317
45,0,27644,Brian Harman,173.4,1703737.000,273
46,0,47995,Davis Riley,173.5,2142398.000,343
47,0,34256,Andrew Putnam,173.7,1863951.000,298
48,0,48699,Callum Tarren,173.9,1390093.000,222
49,0,54783,Dylan Wu,174.0,1083923.000,173
50,0,34076,Joel Dahmen,174.1,1761685.000,281
51,0,33486,Roger Sloan,174.2,1498691.000,239
52,0,25818,Scott Piercy,174.3,1612901.000,257
53,0,34363,Tyrrell Hatton,174.4,1230607.000,196
53,0,39324,J.J. Spaun,174.4,1858778.000,296
55,0,40115,Adam Svensson,174.5,2205519.000,351
56,0,47856,Seth Reeves,174.6,1213030.000,193
57,0,31420,Anirban Lahiri,174.7,1302163.000,207
57,0,49947,Taylor Moore,174.7,1956122.000,311
59,0,33141,Keegan Bradley,174.8,1698754.000,270
59,0,32366,Kevin Chappell,174.8,1019666.000,162
59,0,34466,Peter Malnati,174.8,2170578.000,345
62,0,51890,Greyson Sigg,175.0,1638259.000,260
63,0,30926,Chris Kirk,175.1,1569202.000,249
64,0,24502,Adam Scott,175.3,1659771.000,263
65,0,46550,Brandon Hagy,175.4,1440017.000,228
66,0,28775,Nate Lashley,175.5,1572735.000,249
67,0,49298,Kramer Hickok,175.6,1580316.000,250
67,0,40162,Justin Lower,175.6,1314791.000,208
67,0,47983,Chad Ramey,175.6,1277040.000,202
70,0,35879,Kelly Kraft,175.7,1334871.000,211
70,0,35449,Adam Long,175.7,1701639.000,269
72,0,45609,Tyler Duncan,176.0,1609380.000,254
73,0,26476,Chez Reavie,176.1,1603869.000,253
74,0,27214,Kevin Streelman,176.3,1840124.000,290
75,0,30978,Kiradech Aphibarnrat,176.5,845048.000,133
75,0,34098,Russell Henley,176.5,1715821.000,270
75,0,33204,Shane Lowry,176.5,1143673.000,180
75,0,37275,Sam Ryder,176.5,1925016.000,303
79,0,51894,Vince Whaley,176.6,1690931.000,266
80,0,35891,Cameron Smith,176.7,1488170.000,234
81,0,51766,Wyndham Clark,176.8,1864912.000,293
81,0,28252,Seamus Power,176.8,1521321.000,239
83,0,47988,Nick Hardy,176.9,1108129.000,174
84,0,35532,Tom Hoge,177.0,1835177.000,288
85,0,47347,Adam Schenk,177.1,1657329.000,260
86,0,34174,John Huh,177.3,1595515.000,250
87,0,49766,Hank Lebioda,177.4,1589781.000,249
88,0,25493,Nick Taylor,177.5,1520767.000,238
89,0,23621,Rory Sabbatini,177.6,1266156.000,198
90,0,39058,Lucas Herbert,177.7,927742.000,145
91,0,30163,Henrik Norlander,177.9,1280537.000,200
92,0,21961,Charles Howell III,178.1,1263360.000,197
92,0,23108,Matt Kuchar,178.1,1455783.000,227
94,0,50095,Austin Smotherman,178.2,1603967.000,250
95,0,33597,Harry Higgs,178.3,1405763.000,219
96,0,29420,Billy Horschel,178.4,1367857.000,213
97,0,45157,Cam Davis,178.5,2068675.000,322
98,0,12716,Charley Hoffman,178.6,1447055.000,225
98,0,32816,Satoshi Kodaira,178.6,1035160.000,161
100,0,33399,Adam Hadwin,178.7,1897375.000,295
100,0,48117,Kurt Kitayama,178.7,1158168.000,180
100,0,10381,Curtis Thompson,178.7,938995.000,146
103,0,46717,Viktor Hovland,178.9,1571408.000,244
104,0,54628,Lee Hodges,179.4,1950087.000,302
104,0,50525,Collin Morikawa,179.4,1323994.000,205
104,0,23320,Ryan Palmer,179.4,1181730.000,183
104,0,40006,Erik van Rooyen,179.4,1027165.000,159
104,0,37189,Harold Varner III,179.4,1472825.000,228
109,0,33448,Justin Thomas,179.6,1862120.000,288
110,0,39977,Max Homa,180.1,1957992.000,302
111,0,46414,Aaron Rai,180.4,1623515.000,250
112,0,47504,Sam Burns,180.6,1989342.000,306
112,0,29970,Dylan Frittelli,180.6,1671321.000,257
112,0,51997,Andrew Novak,180.6,1222199.000,188
115,0,52375,Doug Ghim,180.8,1484187.000,228
115,0,46601,Trey Mullinax,180.8,1828892.000,281
115,0,32333,Kevin Tway,180.8,1464249.000,225
118,0,36871,Matthew NeSmith,181.2,1878867.000,288
119,0,46442,Maverick McNealy,181.3,2075170.000,318
120,0,39971,Sungjae Im,181.4,2154623.000,330
121,0,31646,Emiliano Grillo,181.5,1979278.000,303
121,0,29518,Brendan Steele,181.5,1391432.000,213
123,0,27349,Alex Noren,181.6,1157237.000,177
123,0,32150,Michael Thompson,181.6,1817427.000,278
125,0,34431,Robert Streb,181.7,1661131.000,254
126,0,32757,Patton Kizzire,181.8,2002917.000,306
127,0,35461,Beau Hossler,181.9,1479934.000,226
128,0,34360,Patrick Reed,182.0,1114081.000,170
128,0,27649,Brandt Snedeker,182.0,1008782.000,154
128,0,52374,Brandon Wu,182.0,1264607.000,193
