RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
33,0,27963,Chris Stroud,62.33,91,146,-98,-4.00
34,0,25240,D.A. Points,62.16,92,148,-101,-4.00
35,0,25804,Bubba Watson,62.03,116,187,-130,+2.00
36,0,27330,Josh Teater,61.72,129,209,-138,+1.00
37,0,21350,Ryuji Imada,61.60,77,125,-80,-1.00
38,0,21961,Charles Howell III,61.54,112,182,-120,-21.00
39,0,22371,Aaron Baddeley,61.44,94,153,-99,-6.00
40,0,24138,Ian Poulter,61.29,38,62,-41,-5.00
41,0,07457,Steve Flesch,61.26,68,111,-71,-17.00
42,0,06573,Brandt Jobe,61.22,90,147,-92,-7.00
43,0,28158,Steve Marino,61.11,77,126,-86,-3.00
44,0,11123,Chris Couch,61.05,105,172,-113,-4.00
45,0,10809,Jim Furyk,61.00,61,100,-64,-28.00
45,0,01706,Davis Love III,61.00,61,100,-63,+5.00
47,0,23621,Rory Sabbatini,60.94,78,128,-79,-10.00
48,0,27064,Jhonattan Vegas,60.87,112,184,-118,+5.00
49,0,28089,Jason Day,60.71,85,140,-89,+3.00
49,0,32876,Martin Piller,60.71,51,84,-53,-4.00
51,0,22046,Geoff Ogilvy,60.67,54,89,-55,-9.00
52,0,30110,Kyle Stanley,60.51,118,195,-128,-5.00
53,0,02206,David Toms,60.47,52,86,-55,-32.00
54,0,24781,Hunter Mahan,60.37,99,164,-106,-23.00
55,0,31401,Zack Miller,60.26,91,151,-98,+22.00
56,0,20766,Padraig Harrington,60.24,50,83,-53,+3.00
57,0,23673,Michael Connell,60.22,56,93,-58,-6.00
58,0,12782,Tim Herron,60.00,75,125,-76,-4.00
58,0,25572,Graeme McDowell,60.00,45,75,-47,-9.00
58,0,25396,Kevin Na,60.00,78,130,-84,-22.00
61,0,10860,Justin Leonard,59.57,56,94,-59,-14.00
62,0,28087,Kris Blanks,59.56,81,136,-87,-16.00
63,0,21805,Harrison Frazar,59.49,47,79,-49,-4.00
63,0,01577,Lee Janzen,59.49,47,79,-52,-1.00
65,0,23108,Matt Kuchar,59.38,76,128,-81,-24.00
66,0,12510,Chad Campbell,59.18,87,147,-90,-9.00
67,0,20098,Stuart Appleby,59.14,55,93,-58,-8.00
68,0,31323,Gary Woodland,59.12,107,181,-114,+24.00
69,0,01766,Billy Mayfair,59.01,95,161,-105,-17.00
70,0,08375,Paul Stankowski,58.93,66,112,-67,-13.00
71,0,01948,Tim Petrovic,58.87,73,124,-73,-7.00
71,0,20160,Charlie Wi,58.87,73,124,-75,-18.00
73,0,23800,Bryce Molder,58.51,55,94,-56,-23.00
74,0,21407,Arjun Atwal,58.46,76,130,-78,E
75,0,07867,Woody Austin,58.44,45,77,-46,-23.00
76,0,32102,Rickie Fowler,58.39,80,137,-86,-2.00
77,0,27141,J.B. Holmes,58.21,78,134,-82,-8.00
78,0,26331,Charl Schwartzel,58.14,50,86,-52,+3.00
79,0,27797,Derek Lamely,58.06,72,124,-79,+12.00
80,0,21209,Sergio Garcia,58.04,65,112,-72,+4.00
81,0,20848,Ángel Cabrera,57.95,51,88,-57,-4.00
82,0,30926,Chris Kirk,57.86,81,140,-85,-10.00
83,0,31193,Jim Renner,57.84,59,102,-61,+4.00
84,0,26851,Marc Leishman,57.83,96,166,-103,+9.00
85,0,25274,Steven Bowditch,57.81,111,192,-119,-5.00
86,0,06522,Ernie Els,57.76,67,116,-68,-6.00
87,0,28679,Fabián Gómez,57.60,72,125,-77,-14.00
88,0,10505,Shane Bertsch,57.53,42,73,-46,-22.00
89,0,27466,Spencer Levin,57.50,92,160,-96,-23.00
90,0,22961,David Mathis,57.47,50,87,-53,-11.00
91,0,24358,Robert Garrigus,57.35,117,204,-124,+3.00
91,0,26300,Matt Jones,57.35,78,136,-83,-4.00
93,0,24604,Hunter Haas,57.14,96,168,-99,-12.00
94,0,27936,Martin Laird,56.96,90,158,-99,-3.00
95,0,01116,Michael Bradley,56.67,51,90,-57,-7.00
96,0,29718,Anthony Kim,56.56,69,122,-74,-1.00
97,0,27933,John Merrick,56.48,61,108,-67,-9.00
98,0,25345,Carl Pettersson,56.47,96,170,-104,-22.00
99,0,31557,Jim Herman,56.25,63,112,-66,+11.00
100,0,22913,John Rollins,56.21,86,153,-96,-1.00
100,0,23623,Bo Van Pelt,56.21,95,169,-102,-11.00
102,0,34072,Will Strickler,56.18,50,89,-57,+9.00
103,0,27214,Kevin Streelman,56.16,82,146,-88,-14.00
104,0,24924,Bill Haas,56.00,98,175,-105,-7.00
105,0,33141,Keegan Bradley,55.84,86,154,-93,+1.00
106,0,21731,Freddie Jacobson,55.65,64,115,-65,-3.00
107,0,32698,Bobby Gates,55.56,80,144,-88,+5.00
107,0,29420,Billy Horschel,55.56,65,117,-70,-6.00
109,0,20070,Matt Bettencourt,55.41,87,157,-95,+12.00
110,0,20572,Rod Pampling,55.37,67,121,-71,-2.00
111,0,21878,Mark Wilson,55.36,62,112,-66,-20.00
112,0,30946,Alex Prugh,55.30,73,132,-78,+4.00
113,0,19970,Robert Karlsson,55.21,53,96,-57,-4.00
114,0,23497,Tag Ridings,55.17,96,174,-104,+9.00
115,0,24361,Pat Perez,55.15,75,136,-79,-17.00
116,0,26758,David Hearn,55.14,59,107,-64,-12.00
116,0,26287,Roland Thatcher,55.14,59,107,-64,-5.00
118,0,20472,Alex Cejka,55.13,43,78,-46,-9.00
119,0,24846,Ricky Barnes,55.12,70,127,-77,+2.00
120,0,27939,Matt McQuillan,55.07,38,69,-43,+1.00
121,0,23548,Bill Lunde,55.06,87,158,-90,-13.00
122,0,12652,Cameron Beckman,55.05,60,109,-64,-13.00
123,0,01797,Rocco Mediate,54.93,39,71,-41,+1.00
124,0,01313,Steve Elkington,54.79,40,73,-41,+1.00
125,0,23409,James Driscoll,54.74,75,137,-77,+4.00
126,0,23325,Vaughn Taylor,54.69,70,128,-75,-17.00
127,0,25632,Jimmy Walker,54.42,80,147,-87,-2.00
128,0,23541,Ben Crane,54.21,58,107,-62,-7.00
128,0,24980,Scott Gutschewski,54.21,58,107,-62,+8.00
130,0,20645,John Senden,54.05,100,185,-108,+2.00
131,0,26289,Boo Weekley,53.85,77,143,-82,+4.00
132,0,23788,D.J. Trahan,53.81,106,197,-118,+4.00
133,0,32366,Kevin Chappell,53.68,73,136,-80,+9.00
134,0,29478,Kevin Kisner,53.66,44,82,-48,+4.00
135,0,30692,Scott Stallings,53.60,67,125,-70,-12.00
136,0,26476,Chez Reavie,53.55,83,155,-87,-6.00
137,0,24357,K.J. Choi,53.33,48,90,-53,-19.00
137,0,23320,Ryan Palmer,53.33,80,150,-81,+1.00
139,0,21753,Brian Davis,53.25,90,169,-94,-25.00
140,0,20593,Greg Chalmers,53.15,59,111,-66,-27.00
141,0,20229,Stewart Cink,53.13,51,96,-54,-18.00
142,0,26596,Ryan Moore,52.94,72,136,-75,-8.00
143,0,25834,Daniel Summerhays,52.83,56,106,-62,+17.00
143,0,20436,Garrett Willis,52.83,56,106,-56,-1.00
145,0,25818,Scott Piercy,52.80,85,161,-91,+2.00
146,0,06251,Chris DiMarco,52.78,57,108,-59,-11.00
147,0,30750,Tommy Gainey,52.72,97,184,-104,-1.00
148,0,28475,Jeff Overton,52.66,89,169,-96,-5.00
149,0,08537,J.P. Hayes,52.50,42,80,-46,-9.00
150,0,27770,Camilo Villegas,52.48,53,101,-57,-7.00
151,0,24140,Sean O'Hair,52.38,55,105,-61,+4.00
152,0,06515,Shaun Micheel,52.27,46,88,-48,+2.00
153,0,06621,Joe Durant,52.13,49,94,-52,-16.00
154,0,24507,Jason Bohn,52.07,63,121,-69,-22.00
155,0,26951,Johnson Wagner,52.04,51,98,-52,-18.00
156,0,10585,Scott McCarron,51.89,55,106,-63,+5.00
157,0,34255,Joseph Bramlett,51.88,69,133,-71,+2.00
158,0,24290,D.J. Brigman,51.61,48,93,-52,+5.00
159,0,29720,Andres Gonzales,51.35,38,74,-40,-3.00
160,0,26420,Richard Johnson,51.02,25,49,-25,-8.00
161,0,33419,Cameron Tringale,50.97,105,206,-110,-5.00
162,0,20498,Briny Baird,50.70,36,71,-38,-3.00
163,0,25457,Alexandre Rocha,50.65,39,77,-41,-1.00
164,0,22621,Ben Curtis,50.63,40,79,-41,-20.00
165,0,23353,J.J. Henry,50.59,86,170,-89,-7.00
166,0,33413,Ben Martin,50.41,61,121,-66,-11.00
167,0,27120,Troy Matteson,50.00,86,172,-90,+4.00
167,0,26679,Kevin Stadler,50.00,79,158,-83,+2.00
169,0,23718,Nathan Green,49.59,60,121,-64,+4.00
170,0,27974,Sung Kang,49.51,51,103,-61,-7.00
170,0,32640,Troy Merritt,49.51,51,103,-57,+1.00
172,0,31202,William McGirt,49.30,70,142,-74,-11.00
172,0,28620,Aron Price,49.30,35,71,-35,-14.00
174,0,12602,Dean Wilson,48.65,36,74,-38,-20.00
175,0,08725,Tom Gillis,48.39,45,93,-47,-2.00
176,0,10885,Robert Allenby,48.32,72,149,-75,-10.00
177,0,10733,Kent Jones,48.24,41,85,-45,-19.00
178,0,32150,Michael Thompson,48.18,53,110,-56,-5.00
179,0,28486,Michael Putnam,47.62,50,105,-50,+9.00
180,0,06004,Stephen Ames,47.56,39,82,-39,-15.00
181,0,23614,Rich Beem,47.37,36,76,-36,-6.00
182,0,25444,Justin Hicks,45.45,25,55,-27,+5.00
183,0,26668,Marc Turnesa,44.64,25,56,-27,-12.00
184,0,09011,David Duval,43.14,44,102,-46,-5.00
185,0,30711,Colt Knost,43.04,34,79,-37,-7.00
186,0,06643,Paul Goydos,41.89,31,74,-32,-25.00
