RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
63,0,25900,Lucas Glover,55.17,112,91,-78,-15
64,0,25632,Jimmy Walker,55.06,136,111,-77,-2
65,0,21961,Charles Howell III,55.02,170,139,-115,-21
66,0,25240,D.A. Points,55.00,143,117,-87,-4
67,0,28158,Steve Marino,54.88,118,97,-82,-3
68,0,24846,Ricky Barnes,54.75,121,100,-67,+2
69,0,28486,Michael Putnam,54.74,104,86,-43,+9
70,0,24663,Y.E. Yang,54.20,71,60,-49,+2
71,0,32102,Rickie Fowler,54.15,124,105,-79,-2
72,0,27933,John Merrick,53.97,102,87,-64,-9
73,0,21805,Harrison Frazar,53.79,71,61,-42,-4
74,0,25345,Carl Pettersson,53.67,161,139,-98,-22
75,0,31557,Jim Herman,53.62,111,96,-60,+11
76,0,31193,Jim Renner,53.40,102,89,-59,+4
77,0,01706,Davis Love III,53.07,95,84,-60,+5
78,0,06522,Ernie Els,53.00,106,94,-61,-6
79,0,24980,Scott Gutschewski,52.97,107,95,-52,+8
80,0,24140,Sean O'Hair,52.72,97,87,-51,+4
81,0,24604,Hunter Haas,52.60,162,146,-85,-12
82,0,29518,Brendan Steele,52.52,146,132,-97,-13
83,0,25572,Graeme McDowell,52.34,67,61,-41,-9
84,0,27963,Chris Stroud,52.24,140,128,-94,-4
85,0,29420,Billy Horschel,52.23,117,107,-59,-6
86,0,35087,Bio Kim,51.94,107,99,-69,+8
87,0,01766,Billy Mayfair,51.64,157,147,-97,-17
88,0,32640,Troy Merritt,51.50,103,97,-48,+1
89,0,27649,Brandt Snedeker,51.44,107,101,-81,-11
90,0,24290,D.J. Brigman,51.38,93,88,-47,+5
91,0,23108,Matt Kuchar,51.28,120,114,-76,-24
92,0,06567,Vijay Singh,51.23,125,119,-88,-3
93,0,24361,Pat Perez,50.77,132,128,-64,-17
94,0,30926,Chris Kirk,50.75,135,131,-71,-10
95,0,26476,Chez Reavie,50.69,146,142,-79,-6
96,0,23548,Bill Lunde,50.68,148,144,-85,-13
97,0,27770,Camilo Villegas,50.55,92,90,-54,-7
98,0,27466,Spencer Levin,50.32,156,154,-95,-23
99,0,33413,Ben Martin,50.21,120,119,-55,-11
99,0,30692,Scott Stallings,50.21,118,117,-68,-12
101,0,25396,Kevin Na,50.00,125,125,-77,-22
102,0,28679,Fabián Gómez,49.80,125,126,-71,-14
103,0,30946,Alex Prugh,49.62,129,131,-71,+4
104,0,21753,Brian Davis,49.39,161,165,-82,-25
105,0,26287,Roland Thatcher,49.30,106,109,-59,-5
106,0,22046,Geoff Ogilvy,48.85,85,89,-41,-9
107,0,29720,Andres Gonzales,48.68,74,78,-32,-3
108,0,23541,Ben Crane,48.13,103,111,-58,-7
109,0,20766,Padraig Harrington,48.05,74,80,-50,+3
109,0,08375,Paul Stankowski,48.05,111,120,-59,-13
111,0,06573,Brandt Jobe,47.80,141,154,-89,-7
112,0,20436,Garrett Willis,47.75,106,116,-50,-1
113,0,12782,Tim Herron,47.66,122,134,-71,-4
114,0,23718,Nathan Green,47.62,120,132,-56,+4
115,0,25457,Alexandre Rocha,47.50,76,84,-40,-1
116,0,20157,Retief Goosen,47.29,61,68,-46,+10
117,0,24507,Jason Bohn,47.27,121,135,-65,-22
118,0,06527,Steve Stricker,47.15,91,102,-69,-30
119,0,12510,Chad Campbell,47.14,140,157,-84,-9
120,0,21731,Freddie Jacobson,47.09,105,118,-64,-3
121,0,26881,Jarrod Lyle,46.59,123,141,-75,-3
122,0,12652,Cameron Beckman,46.58,109,125,-58,-13
123,0,01577,Lee Janzen,46.47,79,91,-43,-1
124,0,20229,Stewart Cink,46.39,90,104,-50,-18
125,0,21949,Joe Ogilvie,46.08,94,110,-66,+8
126,0,09011,David Duval,46.05,99,116,-40,-5
127,0,28087,Kris Blanks,45.80,131,155,-84,-16
128,0,25686,Jason Dufner,45.79,98,116,-62,-18
129,0,23638,Brendon de Jonge,45.74,145,172,-102,-12
130,0,32150,Michael Thompson,45.73,107,127,-52,-5
131,0,32876,Martin Piller,45.65,84,100,-44,-4
132,0,29910,Blake Adams,45.48,166,199,-107,-22
133,0,25834,Daniel Summerhays,45.30,106,128,-57,+17
134,0,21350,Ryuji Imada,45.25,119,144,-73,-1
135,0,20098,Stuart Appleby,44.55,90,112,-52,-8
136,0,23614,Rich Beem,44.44,76,95,-35,-6
137,0,31202,William McGirt,44.34,137,172,-70,-11
138,0,01948,Tim Petrovic,44.29,124,156,-69,-7
139,0,21878,Mark Wilson,44.26,104,131,-61,-20
140,0,01313,Steve Elkington,44.24,73,92,-38,+1
141,0,23983,Luke Donald,44.19,76,96,-54,-25
142,0,24138,Ian Poulter,43.94,58,74,-39,-5
143,0,01116,Michael Bradley,43.59,85,110,-54,-7
144,0,28620,Aron Price,43.56,71,92,-32,-14
145,0,21407,Arjun Atwal,43.45,126,164,-70,E
146,0,27939,Matt McQuillan,43.40,69,90,-37,+1
147,0,20160,Charlie Wi,43.28,116,152,-68,-18
148,0,24024,Zach Johnson,43.23,99,130,-64,-35
149,0,24357,K.J. Choi,43.16,82,108,-49,-19
150,0,08537,J.P. Hayes,42.93,79,105,-42,-9
151,0,20472,Alex Cejka,42.86,78,104,-39,-9
152,0,29478,Kevin Kisner,42.71,82,110,-41,+4
152,0,23325,Vaughn Taylor,42.71,126,169,-64,-17
154,0,02206,David Toms,42.56,83,112,-52,-32
155,0,10505,Shane Bertsch,42.44,73,99,-42,-22
156,0,07867,Woody Austin,42.31,77,105,-44,-23
157,0,22378,Trevor Immelman,42.22,95,130,-75,+3
158,0,07457,Steve Flesch,42.08,109,150,-61,-17
159,0,20498,Briny Baird,41.76,71,99,-35,-3
160,0,06621,Joe Durant,41.63,92,129,-46,-16
161,0,26758,David Hearn,40.98,100,144,-60,-12
162,0,06004,Stephen Ames,40.59,82,120,-31,-15
163,0,08075,Jerry Kelly,40.29,83,123,-60,-17
164,0,20593,Greg Chalmers,40.07,107,160,-58,-27
165,0,26951,Johnson Wagner,39.48,92,141,-48,-18
166,0,10809,Jim Furyk,38.98,92,144,-60,-28
167,0,10733,Kent Jones,38.46,85,136,-43,-19
168,0,06515,Shaun Micheel,38.26,88,142,-43,+2
169,0,22293,Heath Slocum,38.21,94,152,-63,-11
170,0,01797,Rocco Mediate,37.97,71,116,-35,+1
171,0,06251,Chris DiMarco,37.82,104,171,-52,-11
172,0,22621,Ben Curtis,37.62,79,131,-35,-20
173,0,23673,Michael Connell,37.20,93,157,-55,-6
174,0,25444,Justin Hicks,36.18,55,97,-19,+5
175,0,23800,Bryce Molder,35.97,91,162,-54,-23
176,0,22961,David Mathis,35.95,87,155,-49,-11
177,0,20127,Chris Riley,35.83,86,154,-50,-13
178,0,10860,Justin Leonard,35.74,94,169,-58,-14
179,0,12602,Dean Wilson,34.74,74,139,-36,-20
180,0,26668,Marc Turnesa,34.36,56,107,-21,-12
181,0,30711,Colt Knost,34.20,79,152,-34,-7
182,0,22348,Nick O'Hern,32.31,84,176,-53,-39
183,0,33911,Nate Smith,31.38,59,129,-38,-6
184,0,06643,Paul Goydos,26.77,72,197,-25,-25
185,0,26420,Richard Johnson,25.79,49,141,-21,-8
186,0,19846,Brian Gay,23.23,59,195,-38,-43
