RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,24502,Adam Scott,67.7,21,31,-4.00
2,0,25396,Kevin Na,67.3,35,52,-13.00
3,0,31202,William McGirt,63.5,54,85,-8.00
4,0,24507,Jason Bohn,61.9,26,42,-7.00
5,0,23983,Luke Donald,61.0,25,41,-8.00
5,0,06527,Steve Stricker,61.0,25,41,-3.00
7,0,23788,D.J. Trahan,60.9,39,64,-5.00
8,0,23621,Rory Sabbatini,59.4,38,64,-9.00
8,0,26331,Charl Schwartzel,59.4,19,32,-3.00
10,0,24663,Y.E. Yang,59.3,16,27,-5.00
11,0,01810,Phil Mickelson,58.9,43,73,-11.00
12,0,23409,James Driscoll,58.6,34,58,-3.00
12,0,24604,Hunter Haas,58.6,41,70,-13.00
14,0,20157,Retief Goosen,58.1,18,31,-4.00
15,0,12782,Tim Herron,57.9,44,76,-8.00
16,0,26300,Matt Jones,57.4,31,54,-6.00
17,0,25804,Bubba Watson,56.8,25,44,-1.00
18,0,24846,Ricky Barnes,56.7,34,60,-7.00
19,0,23541,Ben Crane,56.6,30,53,-7.00
20,0,24358,Robert Garrigus,56.5,26,46,-3.00
21,0,26420,Richard Johnson,56.1,23,41,-7.00
22,0,20472,Alex Cejka,55.3,21,38,-1.00
23,0,21350,Ryuji Imada,55.0,33,60,-8.00
24,0,21961,Charles Howell III,54.9,50,91,-10.00
25,0,21209,Sergio Garcia,54.5,24,44,-6.00
25,0,12602,Dean Wilson,54.5,18,33,-1.00
27,0,30110,Kyle Stanley,54.4,37,68,-3.00
28,0,06567,Vijay Singh,54.3,38,70,-9.00
29,0,01313,Steve Elkington,54.1,20,37,-3.00
30,0,23320,Ryan Palmer,54.0,34,63,-6.00
31,0,29518,Brendan Steele,53.9,41,76,E
32,0,23638,Brendon de Jonge,53.8,42,78,-11.00
33,0,20229,Stewart Cink,53.7,29,54,-4.00
34,0,32102,Rickie Fowler,53.2,33,62,-8.00
35,0,22046,Geoff Ogilvy,52.5,21,40,-2.00
36,0,27936,Martin Laird,52.0,26,50,+1.00
37,0,06522,Ernie Els,51.9,27,52,-1.00
38,0,31323,Gary Woodland,51.3,20,39,-5.00
39,0,30926,Chris Kirk,51.2,44,86,-14.00
40,0,11123,Chris Couch,51.1,23,45,-1.00
40,0,29420,Billy Horschel,51.1,24,47,-3.00
42,0,01706,Davis Love III,51.0,25,49,-4.00
43,0,27770,Camilo Villegas,50.9,27,53,-1.00
44,0,23108,Matt Kuchar,50.8,31,61,-6.00
45,0,09011,David Duval,50.7,34,67,-8.00
45,0,25562,Andres Romero,50.7,36,71,-3.00
47,0,20498,Briny Baird,50.0,13,26,E
47,0,12510,Chad Campbell,50.0,37,74,+4.00
47,0,24357,K.J. Choi,50.0,26,52,-6.00
47,0,07457,Steve Flesch,50.0,31,62,-7.00
47,0,25900,Lucas Glover,50.0,23,46,-5.00
47,0,26758,David Hearn,50.0,31,62,-6.00
47,0,01577,Lee Janzen,50.0,18,36,-4.00
47,0,24490,George McNeill,50.0,21,42,-2.00
47,0,22913,John Rollins,50.0,26,52,-5.00
47,0,34072,Will Strickler,50.0,23,46,-7.00
47,0,23325,Vaughn Taylor,50.0,31,62,-12.00
47,0,23623,Bo Van Pelt,50.0,33,66,-6.00
47,0,26289,Boo Weekley,50.0,15,30,+1.00
60,0,22378,Trevor Immelman,49.2,30,61,-6.00
60,0,24781,Hunter Mahan,49.2,32,65,-8.00
62,0,27214,Kevin Streelman,49.1,27,55,-8.00
62,0,26287,Roland Thatcher,49.1,26,53,-3.00
62,0,21878,Mark Wilson,49.1,27,55,-4.00
65,0,27933,John Merrick,49.0,24,49,-3.00
