RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,06527,Steve Stricker,19
2,0,20157,Retief Goosen,16
3,0,06251,Chris DiMarco,14
3,0,23108,Matt Kuchar,14
5,0,24024,Zach Johnson,13
6,0,20229,Stewart Cink,12
6,0,28089,Jason Day,12
8,0,27770,Camilo Villegas,11
8,0,20396,Lee Westwood,11
10,0,25396,Kevin Na,10
10,0,27095,Nick Watney,10
10,0,08793,Tiger Woods,10
13,0,32102,Rickie Fowler,9
13,0,24781,Hunter Mahan,9
13,0,23320,Ryan Palmer,9
13,0,22293,Heath Slocum,9
17,0,10885,Robert Allenby,8
17,0,21407,Arjun Atwal,8
17,0,24925,Jonathan Byrd,8
17,0,19970,Robert Karlsson,8
17,0,27936,Martin Laird,8
22,0,22792,Peter Hanson,7
22,0,30925,Dustin Johnson,7
22,0,24138,Ian Poulter,7
22,0,24502,Adam Scott,7
22,0,20645,John Senden,7
22,0,20160,Charlie Wi,7
28,0,25364,Paul Casey,6
28,0,06522,Ernie Els,6
28,0,10809,Jim Furyk,6
28,0,24924,Bill Haas,6
28,0,28237,Rory McIlroy,6
28,0,25562,Andres Romero,6
28,0,27214,Kevin Streelman,6
28,0,25804,Bubba Watson,6
36,0,23638,Brendon de Jonge,5
36,0,06621,Joe Durant,5
36,0,28307,Matt Every,5
36,0,19846,Brian Gay,5
36,0,08725,Tom Gillis,5
36,0,20574,Mathew Goggin,5
36,0,27141,J.B. Holmes,5
36,0,21961,Charles Howell III,5
36,0,27408,Martin Kaymer,5
36,0,08075,Jerry Kelly,5
36,0,01706,Davis Love III,5
36,0,25818,Scott Piercy,5
36,0,07749,Brett Quigley,5
36,0,27963,Chris Stroud,5
36,0,23623,Bo Van Pelt,5
51,0,22371,Aaron Baddeley,4
51,0,24846,Ricky Barnes,4
51,0,12510,Chad Campbell,4
51,0,23135,Tim Clark,4
51,0,27436,Graham DeLaet,4
51,0,23983,Luke Donald,4
51,0,12705,Cliff Kresge,4
51,0,26695,Michael Letzig,4
51,0,32640,Troy Merritt,4
51,0,23814,Edoardo Molinari,4
51,0,24361,Pat Perez,4
51,0,01941,Tom Pernice Jr.,4
51,0,01948,Tim Petrovic,4
51,0,26331,Charl Schwartzel,4
51,0,26882,Michael Sim,4
51,0,29221,Webb Simpson,4
51,0,26679,Kevin Stadler,4
51,0,02206,David Toms,4
69,0,29910,Blake Adams,3
69,0,20848,Ángel Cabrera,3
69,0,24357,K.J. Choi,3
69,0,24512,Simon Dyson,3
69,0,28500,Martin Flores,3
69,0,01381,Fred Funk,3
69,0,24358,Robert Garrigus,3
69,0,06643,Paul Goydos,3
69,0,10117,Bob Heintz,3
69,0,01553,John Huston,3
69,0,24957,Simon Khan,3
69,0,27466,Spencer Levin,3
69,0,11032,Frank Lickliter II,3
69,0,01810,Phil Mickelson,3
69,0,26596,Ryan Moore,3
69,0,24140,Sean O'Hair,3
69,0,22046,Geoff Ogilvy,3
69,0,06567,Vijay Singh,3
69,0,06595,Kevin Sutherland,3
69,0,26287,Roland Thatcher,3
69,0,12714,Chris Tidland,3
69,0,23349,Charles Warren,3
69,0,24663,Y.E. Yang,3
92,0,20367,Fredrik Andersson Hed,2
92,0,20498,Briny Baird,2
92,0,26525,Grégory Bourdy,2
92,0,26500,Alejandro Cañizares,2
92,0,19825,Darren Clarke,2
92,0,23673,Michael Connell,2
92,0,23541,Ben Crane,2
92,0,01249,John Daly,2
92,0,30924,Rhys Davies,2
92,0,25686,Jason Dufner,2
92,0,20104,Ken Duke,2
92,0,09011,David Duval,2
92,0,32416,Benjamin Fox,2
92,0,20376,Stephen Gallacher,2
92,0,22892,Jason Gore,2
92,0,30909,David Horsey,2
92,0,21350,Ryuji Imada,2
92,0,28258,K.T. Kim,2
92,0,30004,Ross McGowan,2
92,0,27933,John Merrick,2
92,0,25198,Francesco Molinari,2
92,0,33168,Michael O'Neal,2
92,0,28475,Jeff Overton,2
92,0,20663,Brenden Pappas,2
92,0,22056,Cameron Percy,2
92,0,10213,Dicky Pride,2
92,0,30946,Alex Prugh,2
92,0,26476,Chez Reavie,2
92,0,22405,Justin Rose,2
92,0,27649,Brandt Snedeker,2
92,0,20935,Toru Taniguchi,2
92,0,28780,Nicholas Thompson,2
92,0,02214,Kirk Triplett,2
92,0,21878,Mark Wilson,2
