RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,19825,Darren Clarke,2.375,19,8
2,0,01457,Jay Haas,2.467,37,15
3,0,01203,Russ Cochran,2.500,30,12
4,0,19972,José Coceres,2.632,50,19
5,0,01226,Fred Couples,2.636,29,11
6,0,06197,Michael Allen,2.667,64,24
6,0,01219,John Cook,2.667,24,9
8,0,08075,Jerry Kelly,2.700,54,20
8,0,06373,José María Olazábal,2.700,27,10
10,0,20121,Todd Fischer,2.704,73,27
11,0,01473,Todd Hamilton,2.714,38,14
12,0,20850,Daniel Chopra,2.724,79,29
13,0,21209,Sergio Garcia,2.727,30,11
13,0,12680,Shigeki Maruyama,2.727,30,11
15,0,22621,Ben Curtis,2.750,11,4
16,0,01024,Billy Andrade,2.767,83,30
17,0,23983,Luke Donald,2.778,50,18
17,0,21731,Freddie Jacobson,2.778,50,18
17,0,01666,Bernhard Langer,2.778,25,9
20,0,06595,Kevin Sutherland,2.783,64,23
21,0,10885,Robert Allenby,2.786,39,14
21,0,02106,Chris Smith,2.786,78,28
23,0,10213,Dicky Pride,2.789,53,19
24,0,20098,Stuart Appleby,2.800,28,10
24,0,01685,J.L. Lewis,2.800,56,20
24,0,10912,Craig Perks,2.800,42,15
24,0,02099,Scott Simpson,2.800,42,15
28,0,06078,Esteban Toledo,2.806,87,31
29,0,02104,Jeff Sluman,2.810,59,21
30,0,20593,Greg Chalmers,2.813,45,16
30,0,23552,Hank Kuehne,2.813,45,16
32,0,01157,Tom Byrum,2.818,62,22
32,0,06522,Ernie Els,2.818,31,11
34,0,21646,David Branshaw,2.821,79,28
35,0,20104,Ken Duke,2.826,65,23
35,0,24781,Hunter Mahan,2.826,65,23
35,0,20645,John Senden,2.826,65,23
38,0,06004,Stephen Ames,2.833,51,18
38,0,01132,Mark Brooks,2.833,68,24
38,0,08537,J.P. Hayes,2.833,51,18
38,0,25396,Kevin Na,2.833,68,24
38,0,02214,Kirk Triplett,2.833,34,12
43,0,10860,Justin Leonard,2.842,54,19
43,0,02010,Loren Roberts,2.842,54,19
45,0,02002,John Riegger,2.846,37,13
46,0,07457,Steve Flesch,2.850,57,20
46,0,01619,Skip Kendall,2.850,57,20
46,0,01761,Len Mattiace,2.850,57,20
49,0,01035,Tommy Armour III,2.857,40,14
49,0,23135,Tim Clark,2.857,40,14
49,0,10733,Kent Jones,2.857,60,21
49,0,20572,Rod Pampling,2.857,40,14
49,0,01945,Kenny Perry,2.857,60,21
54,0,23614,Rich Beem,2.864,63,22
54,0,23320,Ryan Palmer,2.864,63,22
56,0,07223,Brian Bateman,2.867,43,15
56,0,11032,Frank Lickliter II,2.867,43,15
56,0,07749,Brett Quigley,2.867,86,30
59,0,23613,Rich Barcelo,2.870,66,23
59,0,01771,Blaine McCallister,2.870,66,23
59,0,21959,Ted Purdy,2.870,66,23
62,0,01968,Nick Price,2.875,23,8
62,0,23623,Bo Van Pelt,2.875,69,24
64,0,20472,Alex Cejka,2.882,49,17
64,0,01329,Brad Faxon,2.882,49,17
64,0,10201,Matt Gogel,2.882,49,17
67,0,06809,Bob Burns,2.885,75,26
68,0,20229,Stewart Cink,2.889,78,27
68,0,02101,Joey Sindelar,2.889,78,27
70,0,01577,Lee Janzen,2.895,55,19
70,0,01677,Tom Lehman,2.895,55,19
70,0,06515,Shaun Micheel,2.895,55,19
73,0,12760,Danny Ellis,2.900,58,20
73,0,01797,Rocco Mediate,2.900,29,10
73,0,24361,Pat Perez,2.900,87,30
73,0,01948,Tim Petrovic,2.900,87,30
77,0,12660,Jesper Parnevik,2.905,61,21
77,0,22913,John Rollins,2.905,61,21
79,0,01941,Tom Pernice Jr.,2.906,93,32
80,0,01142,Bart Bryant,2.909,64,22
80,0,23063,Scott Hend,2.909,64,22
80,0,20382,Stephen Leaney,2.909,32,11
80,0,10425,Jay Williamson,2.909,64,22
84,0,26420,Richard Johnson,2.912,99,34
85,0,22293,Heath Slocum,2.913,67,23
86,0,08835,Kris Cox,2.917,70,24
86,0,23307,Roger Tambellini,2.917,70,24
88,0,20433,Mark Hensby,2.920,73,25
89,0,23497,Tag Ridings,2.929,41,14
90,0,12705,Cliff Kresge,2.931,85,29
90,0,06332,Neal Lancaster,2.931,85,29
92,0,06575,Dudley Hart,2.933,44,15
93,0,22371,Aaron Baddeley,2.938,47,16
93,0,01706,Davis Love III,2.938,47,16
95,0,08931,Glen Day,2.939,97,33
96,0,12510,Chad Campbell,2.944,53,18
96,0,24502,Adam Scott,2.944,53,18
98,0,25686,Jason Dufner,2.947,56,19
99,0,20094,Jonathan Kaye,2.950,59,20
100,0,01313,Steve Elkington,2.952,62,21
100,0,20628,Arron Oberholser,2.952,62,21
100,0,23325,Vaughn Taylor,2.952,62,21
100,0,02246,Duffy Waldorf,2.952,62,21
104,0,01388,Robert Gamez,2.955,65,22
105,0,12645,Brent Geiberger,2.957,68,23
105,0,06527,Steve Stricker,2.957,68,23
107,0,20498,Briny Baird,2.958,71,24
107,0,07363,Craig Bowden,2.958,71,24
107,0,24290,D.J. Brigman,2.958,71,24
107,0,23621,Rory Sabbatini,2.958,71,24
111,0,12682,Hirofumi Miyase,2.960,74,25
112,0,02245,Grant Waite,2.962,77,26
113,0,01127,Danny Briggs,2.963,80,27
114,0,12652,Cameron Beckman,2.964,83,28
114,0,23353,J.J. Henry,2.964,83,28
114,0,08339,Spike McRoy,2.964,83,28
117,0,01928,Corey Pavin,2.966,86,29
117,0,22548,Patrick Sheehan,2.966,86,29
119,0,21633,Steve Allan,3.000,78,26
119,0,21407,Arjun Atwal,3.000,75,25
119,0,19824,Craig Barlow,3.000,63,21
119,0,08123,Jeff Brehaut,3.000,84,28
119,0,01139,Olin Browne,3.000,54,18
119,0,19881,Robert Damron,3.000,72,24
119,0,06621,Joe Durant,3.000,54,18
119,0,19846,Brian Gay,3.000,78,26
119,0,20378,Mathias Grönberg,3.000,54,18
119,0,08337,Mike Heinen,3.000,42,14
119,0,01527,Scott Hoch,3.000,33,11
119,0,01553,John Huston,3.000,45,15
119,0,21893,Brian Kortan,3.000,66,22
119,0,23108,Matt Kuchar,3.000,66,22
119,0,20634,Peter Lonard,3.000,48,16
119,0,01724,Jeff Maggert,3.000,39,13
119,0,07939,Dan Olsen,3.000,51,17
119,0,01938,David Peoples,3.000,78,26
119,0,25345,Carl Pettersson,3.000,60,20
119,0,22405,Justin Rose,3.000,48,16
