RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,01139,Olin Browne,4.000,12,3
1,0,20593,Greg Chalmers,4.000,8,2
1,0,19825,Darren Clarke,4.000,4,1
1,0,01249,John Daly,4.000,4,1
1,0,23983,Luke Donald,4.000,4,1
1,0,07457,Steve Flesch,4.000,4,1
1,0,12645,Brent Geiberger,4.000,12,3
1,0,21961,Charles Howell III,4.000,4,1
1,0,01887,Mark O'Meara,4.000,4,1
1,0,01968,Nick Price,4.000,4,1
1,0,20127,Chris Riley,4.000,4,1
1,0,20645,John Senden,4.000,12,3
1,0,02214,Kirk Triplett,4.000,4,1
1,0,10423,Mike Weir,4.000,4,1
15,0,22371,Aaron Baddeley,4.333,13,3
15,0,07223,Brian Bateman,4.333,13,3
15,0,24290,D.J. Brigman,4.333,13,3
15,0,19972,José Coceres,4.333,13,3
15,0,23541,Ben Crane,4.333,13,3
15,0,23353,J.J. Henry,4.333,13,3
15,0,10733,Kent Jones,4.333,13,3
15,0,23623,Bo Van Pelt,4.333,13,3
15,0,12602,Dean Wilson,4.333,13,3
24,0,23613,Rich Barcelo,4.500,9,2
24,0,23614,Rich Beem,4.500,9,2
24,0,01127,Danny Briggs,4.500,9,2
24,0,06809,Bob Burns,4.500,9,2
24,0,08931,Glen Day,4.500,9,2
24,0,01388,Robert Gamez,4.500,9,2
24,0,21893,Brian Kortan,4.500,9,2
24,0,11032,Frank Lickliter II,4.500,9,2
24,0,12660,Jesper Parnevik,4.500,18,4
24,0,02049,Gene Sauers,4.500,9,2
24,0,23307,Roger Tambellini,4.500,9,2
24,0,06613,Tommy Tolles,4.500,9,2
36,0,06214,Guy Boros,4.667,14,3
36,0,21646,David Branshaw,4.667,14,3
36,0,08123,Jeff Brehaut,4.667,14,3
36,0,01142,Bart Bryant,4.667,14,3
36,0,20850,Daniel Chopra,4.667,14,3
36,0,20121,Todd Fischer,4.667,14,3
36,0,19846,Brian Gay,4.667,14,3
36,0,01677,Tom Lehman,4.667,14,3
36,0,10107,Deane Pappas,4.667,14,3
36,0,01928,Corey Pavin,4.667,14,3
36,0,01938,David Peoples,4.667,14,3
36,0,24361,Pat Perez,4.667,14,3
36,0,21959,Ted Purdy,4.667,14,3
36,0,22405,Justin Rose,4.667,14,3
36,0,22548,Patrick Sheehan,4.667,14,3
36,0,02099,Scott Simpson,4.667,14,3
36,0,22293,Heath Slocum,4.667,14,3
36,0,20580,Andre Stolz,4.667,14,3
36,0,08385,Omar Uresti,4.667,14,3
55,0,01035,Tommy Armour III,4.750,19,4
55,0,23135,Tim Clark,4.750,19,4
55,0,08075,Jerry Kelly,4.750,19,4
55,0,20572,Rod Pampling,4.750,19,4
59,0,21633,Steve Allan,5.000,10,2
59,0,20098,Stuart Appleby,5.000,5,1
59,0,20498,Briny Baird,5.000,15,3
59,0,07721,Pat Bates,5.000,15,3
59,0,07363,Craig Bowden,5.000,5,1
59,0,01132,Mark Brooks,5.000,10,2
59,0,01157,Tom Byrum,5.000,15,3
59,0,12510,Chad Campbell,5.000,5,1
59,0,12394,Tom Carter,5.000,15,3
59,0,20472,Alex Cejka,5.000,5,1
59,0,24357,K.J. Choi,5.000,5,1
59,0,20229,Stewart Cink,5.000,5,1
59,0,01203,Russ Cochran,5.000,10,2
59,0,11123,Chris Couch,5.000,10,2
59,0,01226,Fred Couples,5.000,5,1
59,0,08835,Kris Cox,5.000,10,2
59,0,01261,Jay Delsing,5.000,15,3
59,0,06251,Chris DiMarco,5.000,5,1
59,0,25686,Jason Dufner,5.000,5,1
59,0,20104,Ken Duke,5.000,10,2
59,0,01313,Steve Elkington,5.000,15,3
59,0,06522,Ernie Els,5.000,5,1
59,0,01320,Bob Estes,5.000,15,3
59,0,01329,Brad Faxon,5.000,5,1
59,0,12823,Carlos Franco,5.000,5,1
59,0,01381,Fred Funk,5.000,5,1
59,0,21209,Sergio Garcia,5.000,5,1
59,0,23338,David Gossett,5.000,10,2
59,0,01457,Jay Haas,5.000,5,1
59,0,08537,J.P. Hayes,5.000,10,2
59,0,08337,Mike Heinen,5.000,10,2
59,0,23063,Scott Hend,5.000,10,2
59,0,24024,Zach Johnson,5.000,5,1
59,0,20094,Jonathan Kaye,5.000,5,1
59,0,12705,Cliff Kresge,5.000,10,2
59,0,23108,Matt Kuchar,5.000,15,3
59,0,23552,Hank Kuehne,5.000,15,3
59,0,10860,Justin Leonard,5.000,20,4
59,0,20634,Peter Lonard,5.000,5,1
59,0,01706,Davis Love III,5.000,5,1
59,0,01724,Jeff Maggert,5.000,15,3
59,0,24781,Hunter Mahan,5.000,15,3
59,0,12680,Shigeki Maruyama,5.000,5,1
59,0,01771,Blaine McCallister,5.000,10,2
59,0,01810,Phil Mickelson,5.000,5,1
59,0,12753,David Morland IV,5.000,10,2
59,0,25237,Kevin Muncrief,5.000,15,3
59,0,21949,Joe Ogilvie,5.000,15,3
59,0,06373,José María Olazábal,5.000,10,2
59,0,07939,Dan Olsen,5.000,15,3
59,0,23320,Ryan Palmer,5.000,15,3
59,0,20663,Brenden Pappas,5.000,15,3
59,0,01920,Craig Parry,5.000,5,1
59,0,01927,Dennis Paulson,5.000,5,1
59,0,01945,Kenny Perry,5.000,5,1
59,0,01948,Tim Petrovic,5.000,15,3
59,0,10213,Dicky Pride,5.000,10,2
59,0,02010,Loren Roberts,5.000,15,3
59,0,23621,Rory Sabbatini,5.000,5,1
59,0,02101,Joey Sindelar,5.000,5,1
59,0,06567,Vijay Singh,5.000,5,1
59,0,23325,Vaughn Taylor,5.000,15,3
59,0,26287,Roland Thatcher,5.000,10,2
59,0,06078,Esteban Toledo,5.000,10,2
59,0,02206,David Toms,5.000,5,1
59,0,02223,Bob Tway,5.000,20,4
59,0,02245,Grant Waite,5.000,10,2
59,0,02246,Duffy Waldorf,5.000,15,3
59,0,10425,Jay Williamson,5.000,15,3
59,0,21878,Mark Wilson,5.000,15,3
59,0,08793,Tiger Woods,5.000,5,1
130,0,21731,Freddie Jacobson,5.250,21,4
130,0,01685,J.L. Lewis,5.250,21,4
130,0,06515,Shaun Micheel,5.250,21,4
133,0,25900,Lucas Glover,5.333,16,3
133,0,10585,Scott McCarron,5.333,16,3
135,0,12760,Danny Ellis,5.500,11,2
135,0,26420,Richard Johnson,5.500,11,2
137,0,10885,Robert Allenby,5.667,17,3
137,0,21407,Arjun Atwal,5.667,17,3
139,0,06004,Stephen Ames,6.000,6,1
139,0,12652,Cameron Beckman,6.000,12,2
139,0,01473,Todd Hamilton,6.000,6,1
139,0,20382,Stephen Leaney,6.000,6,1
139,0,02239,Scott Verplank,6.000,6,1
144,0,12682,Hirofumi Miyase,6.500,13,2
145,0,20433,Mark Hensby,7.000,7,1
145,0,01666,Bernhard Langer,7.000,7,1
145,0,24502,Adam Scott,7.000,7,1
148,0,20585,Niclas Fasth,9.000,9,1
