RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,23788,D.J. Trahan,36' 8",1209.917,33,+1
2,0,22293,Heath Slocum,38' 0",1140.250,30,-2
3,0,23135,Tim Clark,40' 2",1043.500,26,+2
4,0,01320,Bob Estes,41' 3",2102.000,51,+6
5,0,27936,Martin Laird,41' 4",1363.417,33,+5
6,0,27302,Garth Mulroy,41' 9",1043.000,25,+4
7,0,20766,Padraig Harrington,41' 10",1130.583,27,-1
8,0,07457,Steve Flesch,42' 2",969.000,23,+7
9,0,12716,Charley Hoffman,42' 4",1608.417,38,+7
10,0,20127,Chris Riley,42' 5",1272.083,30,+5
11,0,27436,Graham DeLaet,42' 8",1450.750,34,+3
12,0,25562,Andres Romero,42' 11",2146.917,50,+5
12,0,26287,Roland Thatcher,42' 11",1846.583,43,+10
14,0,07867,Woody Austin,43' 0",1633.667,38,+10
15,0,01706,Davis Love III,43' 1",991.833,23,+2
16,0,22405,Justin Rose,43' 10",1972.417,45,+2
17,0,28087,Kris Blanks,43' 11",1536.417,35,+8
18,0,23983,Luke Donald,44' 4",1906.167,43,+4
19,0,29285,Brent Delahoussaye,44' 6",935.000,21,+9
20,0,24490,George McNeill,44' 7",2227.583,50,+9
21,0,23623,Bo Van Pelt,44' 8",1829.667,41,+3
22,0,23541,Ben Crane,44' 11",1393.250,31,+7
23,0,06643,Paul Goydos,45' 0",2024.833,45,+11
24,0,23322,Brett Wetterich,45' 1",1036.833,23,+3
25,0,27060,John Mallinger,45' 2",1490.583,33,+16
26,0,20663,Brenden Pappas,45' 5",1909.083,42,+14
27,0,24846,Ricky Barnes,45' 6",2595.250,57,+10
28,0,06527,Steve Stricker,45' 9",1556.250,34,+5
29,0,11123,Chris Couch,45' 11",1148.083,25,+7
29,0,26851,Marc Leishman,45' 11",2202.000,48,+4
31,0,27095,Nick Watney,46' 0",1657.083,36,-1
32,0,06595,Kevin Sutherland,46' 3",1620.167,35,+11
32,0,24663,Y.E. Yang,46' 3",1803.000,39,+10
34,0,26300,Matt Jones,46' 6",2651.583,57,+11
34,0,23800,Bryce Molder,46' 6",1861.500,40,+7
36,0,06251,Chris DiMarco,46' 7",2327.167,50,+5
37,0,01313,Steve Elkington,46' 8",1959.250,42,+6
38,0,30925,Dustin Johnson,46' 10",1779.417,38,+2
39,0,20850,Daniel Chopra,46' 11",2158.833,46,+10
39,0,06514,Kevin Johnson,46' 11",1453.583,31,+9
39,0,28237,Rory McIlroy,46' 11",845.167,18,+1
42,0,22046,Geoff Ogilvy,47' 0",1503.667,32,+7
42,0,33419,Cameron Tringale,47' 0",845.583,18,+3
42,0,25632,Jimmy Walker,47' 0",2161.833,46,+7
45,0,22378,Trevor Immelman,47' 1",1177.833,25,+5
46,0,32640,Troy Merritt,47' 2",1793.750,38,+10
47,0,12652,Cameron Beckman,47' 3",1652.500,35,+12
48,0,20848,Ángel Cabrera,47' 5",1659.583,35,+7
49,0,27214,Kevin Streelman,47' 7",1952.500,41,+8
50,0,12714,Chris Tidland,47' 8",1905.750,40,+14
51,0,23320,Ryan Palmer,47' 9",2099.583,44,+6
51,0,20645,John Senden,47' 9",2004.333,42,+8
53,0,20378,Mathias Grönberg,47' 11",1006.667,21,+6
54,0,26695,Michael Letzig,48' 1",1969.833,41,+6
54,0,27770,Camilo Villegas,48' 1",1730.167,36,+7
56,0,32102,Rickie Fowler,48' 2",2117.750,44,+8
57,0,22056,Cameron Percy,48' 3",1206.333,25,+8
58,0,01797,Rocco Mediate,48' 4",1835.667,38,+14
59,0,24502,Adam Scott,48' 5",1695.750,35,+9
60,0,20098,Stuart Appleby,48' 6",2862.333,59,+14
61,0,28500,Martin Flores,48' 9",1561.250,32,+10
61,0,01724,Jeff Maggert,48' 9",1461.250,30,+7
63,0,20070,Matt Bettencourt,48' 11",2054.000,42,+15
64,0,24781,Hunter Mahan,49' 0",1666.083,34,+3
64,0,29221,Webb Simpson,49' 0",2449.500,50,+12
64,0,10423,Mike Weir,49' 0",1421.250,29,+12
67,0,28307,Matt Every,49' 1",1128.417,23,+7
67,0,10809,Jim Furyk,49' 1",1668.000,34,+7
67,0,01619,Skip Kendall,49' 1",1129.667,23,+2
70,0,22946,Henrik Bjornstad,49' 2",1327.250,27,+8
70,0,23621,Rory Sabbatini,49' 2",2358.417,48,+6
72,0,01707,Steve Lowery,49' 3",1477.083,30,+12
73,0,20498,Briny Baird,49' 4",3157.500,64,+15
