RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
84,68,01975,Tom Purtzer,3.43,302,88
86,69,01607,Brian Kamm,3.42,253,74
86,69,02225,Howard Twitty,3.42,352,103
88,69,01014,Fulton Allem,3.41,232,68
88,69,01196,Brian Claar,3.41,355,104
88,69,01499,Mark Hayes,3.41,201,59
88,69,01837,Gil Morgan,3.41,280,82
92,70,01039,Perry Arthur,3.39,234,69
92,70,01682,Wayne Levi,3.39,254,75
92,70,01945,Kenny Perry,3.39,268,79
95,71,01766,Billy Mayfair,3.38,358,106
96,71,06006,JC Anderson,3.37,209,62
96,71,01550,Ed Humenik,3.37,310,92
96,71,02185,Lance Ten Broeck,3.37,172,51
99,71,01035,Tommy Armour III,3.36,296,88
99,71,01040,Emlyn Aubrey,3.36,353,105
99,71,01943,Chris Perry,3.36,346,103
99,71,02195,Leonard Thompson,3.36,269,80
103,71,01185,Brandel Chamblee,3.35,278,83
103,71,02090,Tom Sieckmann,3.35,285,85
105,71,01201,Lennie Clements,3.33,173,52
105,71,01266,Clark Dennis,3.33,266,80
105,71,01331,Rick Fehr,3.33,273,82
105,71,06090,Jim McGovern,3.33,326,98
105,71,02041,Bill Sander,3.33,193,58
110,78,02054,Ken Schall,3.32,262,79
110,78,02241,Bobby Wadkins,3.32,345,104
112,78,01971,Dillard Pruitt,3.31,281,85
113,79,01142,Bart Bryant,3.29,309,94
113,79,01984,Sam Randolph,3.29,227,69
113,79,02148,Ray Stewart,3.29,306,93
113,79,02223,Bob Tway,3.29,250,76
117,79,01435,Wayne Grady,3.28,210,64
117,79,01469,Dan Halldorson,3.28,282,86
117,79,06048,Dicky Thompson,3.28,282,86
120,79,02159,Curtis Strange,3.27,216,66
121,80,01197,Bobby Clampett,3.25,263,81
122,87,01006,John Adams,3.24,298,92
122,87,06581,David Sutherland,3.24,246,76
124,87,01112,Charlie Bowles,3.23,242,75
124,87,01288,Ed Dougherty,3.23,368,114
124,87,01996,Mike Reid,3.23,223,69
124,87,02224,Greg Twiggs,3.23,268,83
128,87,01235,Ben Crenshaw,3.22,193,60
128,87,01346,Ed Fiori,3.22,322,100
128,87,02167,Mike Sullivan,3.22,283,88
131,87,01078,Jim Benepe,3.21,241,75
132,87,06575,Dudley Hart,3.20,304,95
132,87,02095,Larry Silveira,3.20,253,79
132,87,02279,Mark Wiebe,3.20,291,91
135,89,01284,Mike Donald,3.19,329,103
135,89,01307,Joel Edwards,3.19,274,86
135,89,02190,Doug Tewell,3.19,217,68
138,90,01143,Brad Bryant,3.18,242,76
138,90,01458,Jerry Haas,3.18,312,98
138,90,01557,John Inman,3.18,315,99
138,90,01736,Roger Maltbie,3.18,210,66
138,90,01783,Mark McCumber,3.18,251,79
143,90,01725,John Mahaffey,3.17,222,70
143,90,06571,Bryan Norton,3.17,203,64
143,90,02135,Mike Standly,3.17,279,88
143,90,02322,Richard Zokol,3.17,219,69
147,93,02201,Jim Thorpe,3.15,255,81
147,93,06577,John Wilson,3.15,268,85
147,93,02294,Willie Wood,3.15,246,78
150,94,01378,David Frost,3.14,283,90
151,94,01168,David Canipe,3.13,282,90
151,94,01946,Peter Persons,3.13,325,104
153,96,02111,Mike Smith,3.12,318,102
153,96,02230,Stan Utley,3.12,287,92
155,96,06150,Carl Cooper,3.11,221,71
155,96,01495,Morris Hatalsky,3.11,258,83
157,96,01755,Dick Mast,3.10,214,69
157,96,02186,Brian Tennyson,3.10,282,91
159,99,01156,Curt Byrum,3.07,298,97
160,99,02298,Jim Woodward,3.06,248,81
161,99,06118,Greg Bruckner,3.05,302,99
161,99,01282,Trevor Dodds,3.05,262,86
161,99,01835,Tommy Moore,3.05,180,59
164,99,06010,Brad Bell,3.04,173,57
164,99,01157,Tom Byrum,3.04,304,100
166,99,06197,Michael Allen,3.03,261,86
166,99,01320,Bob Estes,3.03,303,100
166,99,01475,Donnie Hammond,3.03,230,76
166,99,06573,Brandt Jobe,3.03,191,63
166,99,02257,Brian Watts,3.03,239,79
171,99,01106,Jim Booros,3.02,290,96
172,99,01191,Barry Cheesman,3.01,205,68
173,147,01154,Bill Buttner,2.96,234,79
173,147,06140,Sean Murphy,2.96,201,68
175,147,02292,Bob Wolcott,2.95,351,119
176,147,01060,Dave Barr,2.94,253,86
176,147,01133,Billy Ray Brown,2.94,276,94
178,148,01790,Pat McGowan,2.89,185,64
179,151,01626,Karl Kimball,2.87,198,69
179,151,02239,Scott Verplank,2.87,158,55
181,153,01662,Greg Ladehoff,2.83,204,72
181,153,02023,Clarence Rose,2.83,147,52
183,154,02311,Kim Young,2.81,149,53
184,155,01303,Bob Eastwood,2.80,210,75
185,157,02196,Robert Thompson,2.77,169,61
186,157,06016,Brad Lardon,2.76,171,62
187,168,01151,Clark Burroughs,2.74,148,54
188,168,06579,Craig Rudolph,2.70,181,67
189,177,01878,Andy North,2.57,136,53
